,0,1,2,3,4,5,6,Stock
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,hdfclifeinsurancecompany
25,Deferred Tax,0.00,0.00,0.00,0.00,0.00,,hdfclifeinsurancecompany
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,hdfclifeinsurancecompany
27,Total Tax Expenses,73.05,160.32,267.80,165.51,239.88,,hdfclifeinsurancecompany
28,Profit/Loss After Tax And Before ExtraOrdinary Items,1258.22,1264.58,1468.42,1077.47,1421.74,,hdfclifeinsurancecompany
29,Profit/Loss From Continuing Operations,1368.28,1326.93,1360.87,1297.44,1277.93,,hdfclifeinsurancecompany
30,Profit/Loss For The Period,1368.28,1326.93,1360.87,1297.44,1277.93,,hdfclifeinsurancecompany
31,Minority Interest,0.00,0.00,0.00,0.00,0.00,,hdfclifeinsurancecompany
32,Consolidated Profit/Loss After MI And Associates,1368.28,1326.93,1360.87,1297.44,1277.93,,hdfclifeinsurancecompany
33,OTHER ADDITIONAL INFORMATION,,,,,,,hdfclifeinsurancecompany
34,EARNINGS PER SHARE,,,,,,,hdfclifeinsurancecompany
35,Basic EPS (Rs.),6.00,6.00,7.00,6.00,6.00,,hdfclifeinsurancecompany
36,Diluted EPS (Rs.),6.00,6.00,7.00,6.00,6.00,,hdfclifeinsurancecompany
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,hdfclifeinsurancecompany
38,Equity Share Dividend,359.22,408.47,0.00,0.00,328.83,,hdfclifeinsurancecompany
39,Tax On Dividend,0.00,0.00,0.00,0.00,67.59,,hdfclifeinsurancecompany
0,Profit & Loss account of Havells India (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,havellsindia
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,havellsindia
2,INCOME,,,,,,,havellsindia
3,Revenue From Operations [Gross],16805.72,13835.45,10382.73,9407.10,9982.82,,havellsindia
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,havellsindia
5,Revenue From Operations [Net],16805.72,13835.45,10382.73,9407.10,9982.82,,havellsindia
6,Total Operating Revenues,16910.73,13938.48,10457.30,9440.26,10073.43,,havellsindia
7,Other Income,177.71,160.44,187.36,113.41,128.65,,havellsindia
8,Total Revenue,17088.44,14098.92,10644.66,9553.67,10202.08,,havellsindia
9,EXPENSES,,,,,,,havellsindia
10,Cost Of Materials Consumed,9317.92,7770.07,5381.95,4379.64,4524.15,,havellsindia
11,Purchase Of Stock-In Trade,3028.75,1871.40,1638.82,1280.81,2003.75,,havellsindia
12,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,,havellsindia
13,Changes In Inventories Of FGWIP And Stock In Trade,-641.20,-219.48,-531.07,172.74,-245.37,,havellsindia
14,Employee Benefit Expenses,1268.32,1020.69,890.63,906.71,841.72,,havellsindia
15,Finance Costs,33.62,53.41,72.68,19.72,16.25,,havellsindia
16,Depreciation And Amortisation Expenses,296.17,260.89,248.91,217.97,152.61,,havellsindia
17,Other Expenses,2337.80,1735.38,1505.19,1671.71,1764.83,,havellsindia
18,Total Expenses,15641.38,12492.36,9207.11,8649.30,9057.94,,havellsindia
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",1447.06,1606.56,1437.55,904.37,1144.14,,havellsindia
20,Exceptional Items,0.00,0.00,0.00,0.00,0.00,,havellsindia
21,Profit/Loss Before Tax,1447.06,1606.56,1437.55,904.37,1144.14,,havellsindia
22,Tax Expenses-Continued Operations,,,,,,,havellsindia
23,Current Tax,364.44,398.58,340.65,198.99,270.16,,havellsindia
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,havellsindia
25,Deferred Tax,10.89,11.51,52.59,-30.23,88.11,,havellsindia
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,havellsindia
27,Total Tax Expenses,375.33,410.09,393.24,168.76,358.27,,havellsindia
28,Profit/Loss After Tax And Before ExtraOrdinary Items,1071.73,1196.47,1044.31,735.61,785.87,,havellsindia
29,Profit/Loss From Continuing Operations,1071.73,1196.47,1044.31,735.61,785.87,,havellsindia
30,Profit/Loss For The Period,1071.73,1196.47,1044.31,735.35,785.54,,havellsindia
31,Minority Interest,0.00,0.00,0.00,0.00,0.44,,havellsindia
32,Consolidated Profit/Loss After MI And Associates,1071.73,1196.47,1044.31,735.35,785.98,,havellsindia
33,OTHER ADDITIONAL INFORMATION,,,,,,,havellsindia
34,EARNINGS PER SHARE,,,,,,,havellsindia
35,Basic EPS (Rs.),17.00,19.00,17.00,12.00,13.00,,havellsindia
36,Diluted EPS (Rs.),17.00,19.00,17.00,12.00,13.00,,havellsindia
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,havellsindia
38,Equity Share Dividend,469.88,187.89,187.80,531.93,250.19,,havellsindia
39,Tax On Dividend,0.00,0.00,0.00,109.34,51.43,,havellsindia
0,Profit & Loss account of Hero Motocorp (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,heromotocorp
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,heromotocorp
2,INCOME,,,,,,,heromotocorp
3,Revenue From Operations [Gross],33737.72,28977.64,30451.59,28813.93,33431.36,,heromotocorp
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,1.35,1.41,,heromotocorp
5,Revenue From Operations [Net],33737.72,28977.64,30451.59,28812.58,33429.95,,heromotocorp
6,Total Operating Revenues,34158.38,29551.28,30959.19,29253.97,33970.82,,heromotocorp
7,Other Income,569.01,555.01,557.90,730.56,686.73,,heromotocorp
8,Total Revenue,34727.39,30106.29,31517.09,29984.53,34657.55,,heromotocorp
9,EXPENSES,,,,,,,heromotocorp
10,Cost Of Materials Consumed,24060.29,20845.74,21968.04,20004.29,23503.46,,heromotocorp
11,Purchase Of Stock-In Trade,47.43,45.95,31.14,0.00,0.00,,heromotocorp
12,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,,heromotocorp
13,Changes In Inventories Of FGWIP And Stock In Trade,-163.69,28.67,-255.57,-173.34,-59.04,,heromotocorp
14,Employee Benefit Expenses,2250.05,1995.78,1951.02,1889.32,1778.03,,heromotocorp
15,Finance Costs,104.88,53.10,46.41,46.64,37.18,,heromotocorp
16,Depreciation And Amortisation Expenses,697.39,689.52,715.12,845.76,624.44,,heromotocorp
17,Other Expenses,3870.53,3190.37,3165.05,3472.78,3729.94,,heromotocorp
18,Total Expenses,30866.88,26849.13,27621.21,26085.45,29614.01,,heromotocorp
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",3860.51,3257.16,3895.88,3899.08,5043.54,,heromotocorp
20,Exceptional Items,0.00,0.00,0.00,677.37,0.00,,heromotocorp
21,Profit/Loss Before Tax,3860.51,3257.16,3895.88,4576.45,5043.54,,heromotocorp
22,Tax Expenses-Continued Operations,,,,,,,heromotocorp
23,Current Tax,947.69,805.44,931.38,1096.79,1608.81,,heromotocorp
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,heromotocorp
25,Deferred Tax,116.03,-76.38,-18.11,-145.12,29.14,,heromotocorp
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,heromotocorp
27,Total Tax Expenses,1063.72,729.06,913.27,951.67,1637.95,,heromotocorp
28,Profit/Loss After Tax And Before ExtraOrdinary Items,2796.79,2528.10,2982.61,3624.78,3405.59,,heromotocorp
29,Profit/Loss From Continuing Operations,2796.79,2528.10,2982.61,3624.78,3405.59,,heromotocorp
30,Profit/Loss For The Period,2796.79,2528.10,2982.61,3624.78,3405.59,,heromotocorp
31,Minority Interest,10.06,-12.17,-18.30,-21.30,-22.26,,heromotocorp
32,Consolidated Profit/Loss After MI And Associates,2809.96,2316.88,2917.75,3638.11,3444.09,,heromotocorp
33,OTHER ADDITIONAL INFORMATION,,,,,,,heromotocorp
34,EARNINGS PER SHARE,,,,,,,heromotocorp
35,Basic EPS (Rs.),141.00,116.00,146.00,182.00,172.00,,heromotocorp
36,Diluted EPS (Rs.),141.00,116.00,146.00,182.00,172.00,,heromotocorp
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,heromotocorp
38,Equity Share Dividend,1998.33,1898.13,1897.81,1937.44,1897.35,,heromotocorp
39,Tax On Dividend,0.00,1.12,2.49,401.46,390.01,,heromotocorp
0,Profit & Loss account of Hindalco Industries (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,hindalcoindustries
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,hindalcoindustries
2,INCOME,,,,,,,hindalcoindustries
3,Revenue From Operations [Gross],221937.00,193756.00,131009.00,117140.00,129745.57,,hindalcoindustries
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,hindalcoindustries
5,Revenue From Operations [Net],221937.00,193756.00,131009.00,117140.00,129745.57,,hindalcoindustries
6,Total Operating Revenues,223202.00,195059.00,131985.00,118144.00,130542.25,,hindalcoindustries
7,Other Income,1257.00,1136.00,1222.00,1186.00,1127.11,,hindalcoindustries
8,Total Revenue,224459.00,196195.00,133207.00,119330.00,131669.36,,hindalcoindustries
9,EXPENSES,,,,,,,hindalcoindustries
10,Cost Of Materials Consumed,153322.00,136481.00,86276.00,77727.00,87686.82,,hindalcoindustries
11,Purchase Of Stock-In Trade,1553.00,1958.00,1098.00,256.00,235.03,,hindalcoindustries
12,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,,hindalcoindustries
13,Changes In Inventories Of FGWIP And Stock In Trade,3241.00,-9753.00,-2146.00,-17.00,385.65,,hindalcoindustries
14,Employee Benefit Expenses,13063.00,11936.00,10782.00,8832.00,9043.09,,hindalcoindustries
15,Finance Costs,3646.00,3768.00,3738.00,4197.00,3778.04,,hindalcoindustries
16,Depreciation And Amortisation Expenses,7086.00,6729.00,6628.00,5091.00,4776.98,,hindalcoindustries
17,Other Expenses,29169.00,25811.00,18355.00,16989.00,17681.14,,hindalcoindustries
18,Total Expenses,211268.00,177209.00,124815.00,113126.00,123586.75,,hindalcoindustries
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",13191.00,18986.00,8392.00,6204.00,8082.61,,hindalcoindustries
20,Exceptional Items,41.00,582.00,-492.00,-284.00,0.00,,hindalcoindustries
21,Profit/Loss Before Tax,13232.00,19568.00,7900.00,5920.00,8082.61,,hindalcoindustries
22,Tax Expenses-Continued Operations,,,,,,,hindalcoindustries
23,Current Tax,2856.00,3801.00,1881.00,1541.00,1910.41,,hindalcoindustries
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,hindalcoindustries
25,Deferred Tax,288.00,1572.00,842.00,616.00,677.68,,hindalcoindustries
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,hindalcoindustries
27,Total Tax Expenses,3144.00,5373.00,2723.00,2157.00,2588.09,,hindalcoindustries
28,Profit/Loss After Tax And Before ExtraOrdinary Items,10088.00,14195.00,5177.00,3763.00,5494.52,,hindalcoindustries
29,Profit/Loss From Continuing Operations,10088.00,14195.00,5177.00,3763.00,5494.52,,hindalcoindustries
30,Profit/Loss For The Period,10088.00,13724.00,3478.00,3763.00,5494.52,,hindalcoindustries
31,Minority Interest,0.00,0.00,0.00,0.00,0.66,,hindalcoindustries
32,Consolidated Profit/Loss After MI And Associates,10097.00,13730.00,3483.00,3767.00,5495.67,,hindalcoindustries
33,OTHER ADDITIONAL INFORMATION,,,,,,,hindalcoindustries
34,EARNINGS PER SHARE,,,,,,,hindalcoindustries
35,Basic EPS (Rs.),45.00,62.00,16.00,17.00,25.00,,hindalcoindustries
36,Diluted EPS (Rs.),45.00,62.00,16.00,17.00,25.00,,hindalcoindustries
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,hindalcoindustries
38,Equity Share Dividend,890.00,667.00,222.00,267.00,269.46,,hindalcoindustries
39,Tax On Dividend,0.00,0.00,0.00,56.00,53.41,,hindalcoindustries
0,Profit & Loss account of Hindustan Aeronautics (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,hindustanaeronauticsltd
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,hindustanaeronauticsltd
2,INCOME,,,,,,,hindustanaeronauticsltd
3,Revenue From Operations [Gross],26360.56,24361.47,22368.89,21217.66,19820.69,,hindustanaeronauticsltd
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,hindustanaeronauticsltd
5,Revenue From Operations [Net],26360.56,24361.47,22368.89,21217.66,19820.69,,hindustanaeronauticsltd
6,Total Operating Revenues,26927.46,24620.02,22754.54,21438.17,20008.23,,hindustanaeronauticsltd
7,Other Income,1670.12,984.93,358.23,293.91,375.51,,hindustanaeronauticsltd
8,Total Revenue,28597.58,25604.95,23112.77,21732.08,20383.74,,hindustanaeronauticsltd
9,EXPENSES,,,,,,,hindustanaeronauticsltd
10,Cost Of Materials Consumed,9993.68,8752.24,7764.72,8164.53,7355.43,,hindustanaeronauticsltd
11,Purchase Of Stock-In Trade,799.15,656.68,821.16,587.15,307.49,,hindustanaeronauticsltd
12,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,,hindustanaeronauticsltd
13,Changes In Inventories Of FGWIP And Stock In Trade,-690.72,592.30,2458.14,635.68,1172.15,,hindustanaeronauticsltd
14,Employee Benefit Expenses,4910.37,4604.42,4305.17,4777.57,4311.03,,hindustanaeronauticsltd
15,Finance Costs,57.97,58.20,259.17,348.46,169.60,,hindustanaeronauticsltd
16,Depreciation And Amortisation Expenses,2382.10,1286.96,1178.28,998.52,1025.26,,hindustanaeronauticsltd
17,Other Expenses,2076.62,1534.01,1475.80,1627.03,1919.41,,hindustanaeronauticsltd
18,Total Expenses,22090.95,20380.19,18842.61,17889.03,16659.83,,hindustanaeronauticsltd
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",6506.63,5224.76,4270.16,3843.05,3723.91,,hindustanaeronauticsltd
20,Exceptional Items,0.00,0.00,2.02,118.92,0.00,,hindustanaeronauticsltd
21,Profit/Loss Before Tax,6506.63,5224.76,4272.18,3961.97,3723.91,,hindustanaeronauticsltd
22,Tax Expenses-Continued Operations,,,,,,,hindustanaeronauticsltd
23,Current Tax,2250.00,1900.00,645.00,1180.00,1586.29,,hindustanaeronauticsltd
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,hindustanaeronauticsltd
25,Deferred Tax,-594.77,-562.62,442.26,-84.01,-199.83,,hindustanaeronauticsltd
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,hindustanaeronauticsltd
27,Total Tax Expenses,681.77,144.65,1037.93,1095.99,1396.28,,hindustanaeronauticsltd
28,Profit/Loss After Tax And Before ExtraOrdinary Items,5824.86,5080.11,3234.25,2865.98,2327.63,,hindustanaeronauticsltd
29,Profit/Loss From Continuing Operations,5824.86,5080.11,3234.25,2865.98,2327.63,,hindustanaeronauticsltd
30,Profit/Loss For The Period,5824.86,5080.11,3234.25,2865.98,2327.63,,hindustanaeronauticsltd
31,Minority Interest,0.01,0.16,0.40,0.17,0.25,,hindustanaeronauticsltd
32,Consolidated Profit/Loss After MI And Associates,5827.74,5080.04,3239.46,2873.17,2328.63,,hindustanaeronauticsltd
33,OTHER ADDITIONAL INFORMATION,,,,,,,hindustanaeronauticsltd
34,EARNINGS PER SHARE,,,,,,,hindustanaeronauticsltd
35,Basic EPS (Rs.),174.00,152.00,97.00,86.00,70.00,,hindustanaeronauticsltd
36,Diluted EPS (Rs.),174.00,152.00,97.00,86.00,70.00,,hindustanaeronauticsltd
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,hindustanaeronauticsltd
38,Equity Share Dividend,1671.94,1337.55,1003.16,1111.84,662.09,,hindustanaeronauticsltd
39,Tax On Dividend,0.00,0.00,0.00,228.54,136.09,,hindustanaeronauticsltd
0,Profit & Loss account of Hindustan Copper (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,hindustancopper
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,hindustancopper
2,INCOME,,,,,,,hindustancopper
3,Revenue From Operations [Gross],1665.14,1813.10,1761.76,806.27,1757.85,,hindustancopper
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,hindustancopper
5,Revenue From Operations [Net],1665.14,1813.10,1761.76,806.27,1757.85,,hindustancopper
6,Total Operating Revenues,1677.33,1821.93,1786.76,831.85,1816.26,,hindustancopper
7,Other Income,95.87,50.24,34.84,56.96,36.66,,hindustancopper
8,Total Revenue,1773.21,1872.18,1821.60,888.81,1852.92,,hindustancopper
9,EXPENSES,,,,,,,hindustancopper
10,Cost Of Materials Consumed,15.22,136.15,3.64,6.28,64.93,,hindustancopper
11,Purchase Of Stock-In Trade,0.00,0.00,0.00,0.00,0.00,,hindustancopper
12,Operating And Direct Expenses,715.78,560.22,434.08,558.13,645.55,,hindustancopper
13,Changes In Inventories Of FGWIP And Stock In Trade,-7.91,59.31,339.11,-51.14,143.37,,hindustancopper
14,Employee Benefit Expenses,304.54,371.81,277.11,259.62,316.51,,hindustancopper
15,Finance Costs,15.93,28.94,62.61,60.42,55.46,,hindustancopper
16,Depreciation And Amortisation Expenses,174.93,149.88,294.83,290.69,252.89,,hindustancopper
17,Other Expenses,159.05,183.75,322.77,302.38,144.09,,hindustancopper
18,Total Expenses,1377.54,1490.06,1734.15,1426.38,1622.82,,hindustancopper
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",395.67,382.11,87.45,-537.57,230.10,,hindustancopper
20,Exceptional Items,0.00,0.00,0.00,0.00,0.00,,hindustancopper
21,Profit/Loss Before Tax,395.67,382.11,87.45,-537.57,230.10,,hindustancopper
22,Tax Expenses-Continued Operations,,,,,,,hindustancopper
23,Current Tax,86.15,21.67,78.00,8.42,91.29,,hindustancopper
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,hindustancopper
25,Deferred Tax,14.20,-13.64,-100.99,22.96,-6.68,,hindustancopper
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,hindustancopper
27,Total Tax Expenses,100.35,8.03,-22.99,31.38,84.61,,hindustancopper
28,Profit/Loss After Tax And Before ExtraOrdinary Items,295.32,374.08,110.44,-568.95,145.49,,hindustancopper
29,Profit/Loss From Continuing Operations,295.32,374.08,110.44,-568.95,145.49,,hindustancopper
30,Profit/Loss For The Period,295.32,373.82,110.18,-569.21,145.26,,hindustancopper
31,Minority Interest,0.04,0.03,0.04,0.00,0.06,,hindustancopper
32,Consolidated Profit/Loss After MI And Associates,295.46,373.83,110.22,-569.48,145.33,,hindustancopper
33,OTHER ADDITIONAL INFORMATION,,,,,,,hindustancopper
34,EARNINGS PER SHARE,,,,,,,hindustancopper
35,Basic EPS (Rs.),3.00,4.00,1.00,-6.00,2.00,,hindustancopper
36,Diluted EPS (Rs.),3.00,4.00,1.00,-6.00,2.00,,hindustancopper
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,hindustancopper
38,Equity Share Dividend,112.17,33.85,0.00,58.00,27.89,,hindustancopper
39,Tax On Dividend,0.00,0.00,0.00,0.00,0.00,,hindustancopper
0,Profit & Loss account of Hindustan Petroleum Corporation (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,hindustanpetroleumcorporation
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,hindustanpetroleumcorporation
2,INCOME,,,,,,,hindustanpetroleumcorporation
3,Revenue From Operations [Gross],464989.70,372867.94,269493.69,286574.27,295986.87,,hindustanpetroleumcorporation
4,Less: Excise/Sevice Tax/Other Levies,25789.36,24213.81,37329.51,18650.52,21731.64,,hindustanpetroleumcorporation
5,Revenue From Operations [Net],439200.34,348654.13,232164.18,267923.75,274255.23,,hindustanpetroleumcorporation
6,Total Operating Revenues,440709.25,349913.18,233248.45,269091.53,275490.64,,hindustanpetroleumcorporation
7,Other Income,1465.91,2438.92,2643.73,1681.62,1453.12,,hindustanpetroleumcorporation
8,Total Revenue,442175.16,352352.10,235892.18,270773.15,276943.76,,hindustanpetroleumcorporation
9,EXPENSES,,,,,,,hindustanpetroleumcorporation
10,Cost Of Materials Consumed,123336.11,69536.18,41212.33,59906.49,69808.71,,hindustanpetroleumcorporation
11,Purchase Of Stock-In Trade,302443.32,253220.67,167861.20,187234.13,180570.52,,hindustanpetroleumcorporation
12,Operating And Direct Expenses,0.00,0.00,6401.92,6141.13,6098.79,,hindustanpetroleumcorporation
13,Changes In Inventories Of FGWIP And Stock In Trade,1429.83,-625.88,-8518.53,-354.51,-2224.24,,hindustanpetroleumcorporation
14,Employee Benefit Expenses,3000.67,3017.35,3219.42,3224.06,2971.24,,hindustanpetroleumcorporation
15,Finance Costs,2174.11,997.32,963.28,1138.85,785.64,,hindustanpetroleumcorporation
16,Depreciation And Amortisation Expenses,4560.15,4000.36,3625.47,3369.87,3085.30,,hindustanpetroleumcorporation
17,Other Expenses,17706.40,14520.53,7068.75,7277.74,6738.33,,hindustanpetroleumcorporation
18,Total Expenses,454650.59,344666.53,221833.84,267937.76,267834.29,,hindustanpetroleumcorporation
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",-12475.43,7685.57,14058.34,2835.39,9109.47,,hindustanpetroleumcorporation
20,Exceptional Items,0.00,0.00,0.00,-1002.93,0.00,,hindustanpetroleumcorporation
21,Profit/Loss Before Tax,-12475.43,7685.57,14058.34,1832.46,9109.47,,hindustanpetroleumcorporation
22,Tax Expenses-Continued Operations,,,,,,,hindustanpetroleumcorporation
23,Current Tax,0.00,1510.00,3569.56,166.95,2727.65,,hindustanpetroleumcorporation
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,hindustanpetroleumcorporation
25,Deferred Tax,-2957.58,526.41,-52.08,116.73,600.52,,hindustanpetroleumcorporation
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,hindustanpetroleumcorporation
27,Total Tax Expenses,-3003.69,1849.39,3534.11,-1264.44,3348.57,,hindustanpetroleumcorporation
28,Profit/Loss After Tax And Before ExtraOrdinary Items,-9471.74,5836.18,10524.23,3096.90,5760.90,,hindustanpetroleumcorporation
29,Profit/Loss From Continuing Operations,-9471.74,5836.18,10524.23,3096.90,5760.90,,hindustanpetroleumcorporation
30,Profit/Loss For The Period,-9471.74,5836.18,10524.23,3096.90,5760.90,,hindustanpetroleumcorporation
31,Minority Interest,0.00,0.00,0.00,0.00,0.00,,hindustanpetroleumcorporation
32,Consolidated Profit/Loss After MI And Associates,-6980.23,7294.23,10662.89,2638.73,6690.63,,hindustanpetroleumcorporation
33,OTHER ADDITIONAL INFORMATION,,,,,,,hindustanpetroleumcorporation
34,EARNINGS PER SHARE,,,,,,,hindustanpetroleumcorporation
35,Basic EPS (Rs.),-49.00,51.00,71.00,17.00,44.00,,hindustanpetroleumcorporation
36,Diluted EPS (Rs.),-49.00,51.00,71.00,17.00,44.00,,hindustanpetroleumcorporation
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,hindustanpetroleumcorporation
38,Equity Share Dividend,0.00,3227.20,1485.72,1432.39,1371.44,,hindustanpetroleumcorporation
39,Tax On Dividend,0.00,0.00,0.00,294.43,281.90,,hindustanpetroleumcorporation
0,Profit & Loss account of Hindustan Unilever (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,hindustanunilever
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,hindustanunilever
2,INCOME,,,,,,,hindustanunilever
3,Revenue From Operations [Gross],59549.00,51548.00,46321.00,39238.00,38684.00,,hindustanunilever
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,hindustanunilever
5,Revenue From Operations [Net],59549.00,51548.00,46321.00,39238.00,38684.00,,hindustanunilever
6,Total Operating Revenues,60580.00,52446.00,47028.00,39783.00,39310.00,,hindustanunilever
7,Other Income,512.00,258.00,410.00,632.00,550.00,,hindustanunilever
8,Total Revenue,61092.00,52704.00,47438.00,40415.00,39860.00,,hindustanunilever
9,EXPENSES,,,,,,,hindustanunilever
10,Cost Of Materials Consumed,20212.00,16446.00,15432.00,11976.00,13707.00,,hindustanunilever
11,Purchase Of Stock-In Trade,11579.00,9311.00,7121.00,6391.00,4755.00,,hindustanunilever
12,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,,hindustanunilever
13,Changes In Inventories Of FGWIP And Stock In Trade,-75.00,-22.00,-405.00,-108.00,12.00,,hindustanunilever
14,Employee Benefit Expenses,2854.00,2545.00,2358.00,1820.00,1875.00,,hindustanunilever
15,Finance Costs,114.00,106.00,117.00,118.00,33.00,,hindustanunilever
16,Depreciation And Amortisation Expenses,1137.00,1091.00,1074.00,1002.00,565.00,,hindustanunilever
17,Other Expenses,11861.00,11309.00,10896.00,9843.00,10081.00,,hindustanunilever
18,Total Expenses,47682.00,40786.00,36593.00,31042.00,31028.00,,hindustanunilever
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",13410.00,11918.00,10845.00,9373.00,8832.00,,hindustanunilever
20,Exceptional Items,-64.00,-44.00,-239.00,-200.00,-228.00,,hindustanunilever
21,Profit/Loss Before Tax,13346.00,11874.00,10606.00,9173.00,8604.00,,hindustanunilever
22,Tax Expenses-Continued Operations,,,,,,,hindustanunilever
23,Current Tax,3001.00,2840.00,2520.00,2243.00,2610.00,,hindustanunilever
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,hindustanunilever
25,Deferred Tax,200.00,147.00,86.00,166.00,-66.00,,hindustanunilever
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,hindustanunilever
27,Total Tax Expenses,3201.00,2987.00,2606.00,2409.00,2544.00,,hindustanunilever
28,Profit/Loss After Tax And Before ExtraOrdinary Items,10145.00,8887.00,8000.00,6764.00,6060.00,,hindustanunilever
29,Profit/Loss From Continuing Operations,10145.00,8887.00,8000.00,6764.00,6060.00,,hindustanunilever
30,Profit/Loss For The Period,10144.00,8892.00,7999.00,6756.00,6060.00,,hindustanunilever
31,Minority Interest,-23.00,-13.00,-4.00,-8.00,-6.00,,hindustanunilever
32,Consolidated Profit/Loss After MI And Associates,10120.00,8879.00,7995.00,6748.00,6054.00,,hindustanunilever
33,OTHER ADDITIONAL INFORMATION,,,,,,,hindustanunilever
34,EARNINGS PER SHARE,,,,,,,hindustanunilever
35,Basic EPS (Rs.),43.00,38.00,34.00,31.00,28.00,,hindustanunilever
36,Diluted EPS (Rs.),43.00,38.00,34.00,31.00,28.00,,hindustanunilever
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,hindustanunilever
38,Equity Share Dividend,8459.00,7519.00,8811.00,5196.00,4546.00,,hindustanunilever
39,Tax On Dividend,0.00,0.00,0.00,1061.00,928.00,,hindustanunilever
0,Profit & Loss account of ICICI Bank (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,icicibank
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,icicibank
2,INCOME,,,,,,,icicibank
3,Interest / Discount on Advances / Bills,87929.24,66886.54,60261.69,60928.31,50884.83,,icicibank
4,Income from Investments,27905.03,21990.64,23264.25,20971.20,18102.29,,icicibank
5,Interest on Balance with RBI and Other Inter-Bank funds,2305.46,1819.60,1881.72,907.41,927.11,,icicibank
6,Others,2927.09,4710.09,3755.00,2028.85,2067.43,,icicibank
7,Total Interest Earned,121066.81,95406.87,89162.66,84835.77,71981.65,,icicibank
8,Other Income,65111.99,62129.45,72173.81,64950.33,59324.85,,icicibank
9,Total Income,186178.80,157536.32,161336.48,149786.10,131306.50,,icicibank
