,Value,Num,Stock
0,Mkt Cap (Rs. Cr.),126668,indianoilcorporation
1,Dividend Yield,3.34,indianoilcorporation
2,20D Avg Volume,0,indianoilcorporation
3,20D Avg Delivery(%),--,indianoilcorporation
4,Sector PE,28.55,indianoilcorporation
5,Book Value Per Share,94.73,indianoilcorporation
0,Open,- -,indianoilcorporation
1,Previous Close,- -,indianoilcorporation
2,Volume,- -,indianoilcorporation
3,Value(lacs),- -,indianoilcorporation
0,High,- -,indianoilcorporation
1,Low,- -,indianoilcorporation
2,ATP,- -,indianoilcorporation
3,Spot,- -,indianoilcorporation
0,Open,710.0,irctc-indianrailwaycateringtourismcorp
1,Previous Close,705.7,irctc-indianrailwaycateringtourismcorp
2,Volume,946589.0,irctc-indianrailwaycateringtourismcorp
3,Value (Lacs),6669.67,irctc-indianrailwaycateringtourismcorp
4,i  VWAP,707.24,irctc-indianrailwaycateringtourismcorp
5,Beta,,irctc-indianrailwaycateringtourismcorp
0,High,711.8,irctc-indianrailwaycateringtourismcorp
1,Low,703.45,irctc-indianrailwaycateringtourismcorp
2,UC Limit,776.25,irctc-indianrailwaycateringtourismcorp
3,LC Limit,635.15,irctc-indianrailwaycateringtourismcorp
4,52 Week High,774.9,irctc-indianrailwaycateringtourismcorp
5,52 Week Low,557.1,irctc-indianrailwaycateringtourismcorp
0,TTM EPS See historical trend,0.00  (+20.09% YoY),irctc-indianrailwaycateringtourismcorp
1,TTM PE See historical trend,--  (Low PE),irctc-indianrailwaycateringtourismcorp
2,P/B See historical trend,0.00 (Average P/B),irctc-indianrailwaycateringtourismcorp
3,Face Value,2.00,irctc-indianrailwaycateringtourismcorp
0,Mkt Cap (Rs. Cr.),56368,irctc-indianrailwaycateringtourismcorp
1,Dividend Yield,0.78,irctc-indianrailwaycateringtourismcorp
2,20D Avg Volume,0,irctc-indianrailwaycateringtourismcorp
3,20D Avg Delivery(%),--,irctc-indianrailwaycateringtourismcorp
4,Sector PE,55.70,irctc-indianrailwaycateringtourismcorp
5,Book Value Per Share,--,irctc-indianrailwaycateringtourismcorp
0,Open,- -,irctc-indianrailwaycateringtourismcorp
1,Previous Close,- -,irctc-indianrailwaycateringtourismcorp
2,Volume,- -,irctc-indianrailwaycateringtourismcorp
3,Value(lacs),- -,irctc-indianrailwaycateringtourismcorp
0,High,- -,irctc-indianrailwaycateringtourismcorp
1,Low,- -,irctc-indianrailwaycateringtourismcorp
2,ATP,- -,irctc-indianrailwaycateringtourismcorp
3,Spot,- -,irctc-indianrailwaycateringtourismcorp
0,Open,460.85,indraprasthagas
1,Previous Close,458.6,indraprasthagas
2,Volume,2412542.0,indraprasthagas
3,Value (Lacs),11107.34,indraprasthagas
4,i  VWAP,461.56,indraprasthagas
5,Beta,,indraprasthagas
0,High,469.0,indraprasthagas
1,Low,458.15,indraprasthagas
2,UC Limit,504.45,indraprasthagas
3,LC Limit,412.75,indraprasthagas
4,52 Week High,515.7,indraprasthagas
5,52 Week Low,364.25,indraprasthagas
0,TTM EPS See historical trend,24.01  (-1.46% YoY),indraprasthagas
1,TTM PE See historical trend,19.18  (Average PE),indraprasthagas
2,P/B See historical trend,4.07 (Low P/B),indraprasthagas
3,Face Value,2.00,indraprasthagas
0,Mkt Cap (Rs. Cr.),32228,indraprasthagas
1,Dividend Yield,2.82,indraprasthagas
2,20D Avg Volume,1105541,indraprasthagas
3,20D Avg Delivery(%),--,indraprasthagas
4,Sector PE,39.81,indraprasthagas
5,Book Value Per Share,113.30,indraprasthagas
0,Open,- -,indraprasthagas
1,Previous Close,- -,indraprasthagas
2,Volume,- -,indraprasthagas
3,Value(lacs),- -,indraprasthagas
0,High,- -,indraprasthagas
1,Low,- -,indraprasthagas
2,ATP,- -,indraprasthagas
3,Spot,- -,indraprasthagas
0,Open,188.25,industowers
1,Previous Close,187.45,industowers
2,Volume,12615088.0,industowers
3,Value (Lacs),24321.89,industowers
4,i  VWAP,190.72,industowers
5,Beta,,industowers
0,High,193.5,industowers
1,Low,186.65,industowers
2,UC Limit,206.15,industowers
3,LC Limit,168.7,industowers
4,52 Week High,205.7,industowers
5,52 Week Low,135.15,industowers
0,TTM EPS See historical trend,10.80  (-46.45% YoY),industowers
1,TTM PE See historical trend,17.85  (Average PE),industowers
2,P/B See historical trend,2.47 (Low P/B),industowers
3,Face Value,10.00,industowers
0,Mkt Cap (Rs. Cr.),51958,industowers
1,Dividend Yield,0.00,industowers
2,20D Avg Volume,11467326,industowers
3,20D Avg Delivery(%),--,industowers
4,Sector PE,39.99,industowers
5,Book Value Per Share,78.29,industowers
0,Open,- -,industowers
1,Previous Close,- -,industowers
2,Volume,- -,industowers
3,Value(lacs),- -,industowers
0,High,- -,industowers
1,Low,- -,industowers
2,ATP,- -,industowers
3,Spot,- -,industowers
0,Open,1430.95,indusindbank
1,Previous Close,1420.55,indusindbank
2,Volume,1855211.0,indusindbank
3,Value (Lacs),26366.26,indusindbank
4,i  VWAP,1421.17,indusindbank
5,Beta,,indusindbank
0,High,1431.9,indusindbank
1,Low,1414.55,indusindbank
2,UC Limit,1562.6,indusindbank
3,LC Limit,1278.5,indusindbank
4,52 Week High,1475.65,indusindbank
5,52 Week Low,990.0,indusindbank
0,TTM EPS See historical trend,102.14  (+46.07% YoY),indusindbank
1,TTM PE See historical trend,13.91  (Low PE),indusindbank
2,P/B See historical trend,2.03 (Average P/B),indusindbank
3,Face Value,10.00,indusindbank
0,Mkt Cap (Rs. Cr.),110435,indusindbank
1,Dividend Yield,0.99,indusindbank
2,20D Avg Volume,2819807,indusindbank
3,20D Avg Delivery(%),--,indusindbank
4,Sector PE,23.71,indusindbank
5,Book Value Per Share,703.42,indusindbank
0,Open,- -,indusindbank
1,Previous Close,- -,indusindbank
2,Volume,- -,indusindbank
3,Value(lacs),- -,indusindbank
0,High,- -,indusindbank
1,Low,- -,indusindbank
2,ATP,- -,indusindbank
3,Spot,- -,indusindbank
0,Open,4259.0,infoedgeindia
1,Previous Close,4234.35,infoedgeindia
2,Volume,253952.0,infoedgeindia
3,Value (Lacs),10831.81,infoedgeindia
4,i  VWAP,4268.57,infoedgeindia
5,Beta,,infoedgeindia
0,High,4309.0,infoedgeindia
1,Low,4225.55,infoedgeindia
2,UC Limit,4657.75,infoedgeindia
3,LC Limit,3810.95,infoedgeindia
4,52 Week High,4984.5,infoedgeindia
5,52 Week Low,3308.2,infoedgeindia
0,TTM EPS See historical trend,-9.87,infoedgeindia
1,TTM PE See historical trend,--  (Low PE),infoedgeindia
2,P/B See historical trend,4.17 (Low P/B),infoedgeindia
3,Face Value,10.00,infoedgeindia
0,Mkt Cap (Rs. Cr.),55186,infoedgeindia
1,Dividend Yield,0.45,infoedgeindia
2,20D Avg Volume,0,infoedgeindia
3,20D Avg Delivery(%),--,infoedgeindia
4,Sector PE,75.32,infoedgeindia
5,Book Value Per Share,1022.86,infoedgeindia
0,Open,- -,infoedgeindia
1,Previous Close,- -,infoedgeindia
2,Volume,- -,infoedgeindia
3,Value(lacs),- -,infoedgeindia
0,High,- -,infoedgeindia
1,Low,- -,infoedgeindia
2,ATP,- -,infoedgeindia
3,Spot,- -,infoedgeindia
0,Open,1497.0,infosys
1,Previous Close,1495.15,infosys
2,Volume,7220129.0,infosys
3,Value (Lacs),107897.61,infosys
4,i  VWAP,1501.72,infosys
5,Beta,,infosys
0,High,1518.25,infosys
1,Low,1481.45,infosys
2,UC Limit,1644.65,infosys
3,LC Limit,1345.65,infosys
4,52 Week High,1672.6,infosys
5,52 Week Low,1185.3,infosys
0,TTM EPS See historical trend,59.46  (+12.00% YoY),infosys
1,TTM PE See historical trend,25.13  (Low PE),infosys
2,P/B See historical trend,8.23 (Average P/B),infosys
3,Face Value,5.00,infosys
0,Mkt Cap (Rs. Cr.),620233,infosys
1,Dividend Yield,2.28,infosys
2,20D Avg Volume,5208589,infosys
3,20D Avg Delivery(%),--,infosys
4,Sector PE,32.03,infosys
5,Book Value Per Share,181.70,infosys
0,Open,- -,infosys
1,Previous Close,- -,infosys
2,Volume,- -,infosys
3,Value(lacs),- -,infosys
0,High,- -,infosys
1,Low,- -,infosys
2,ATP,- -,infosys
3,Spot,- -,infosys
0,Open,2521.0,interglobeaviation
1,Previous Close,2510.3,interglobeaviation
2,Volume,714427.0,interglobeaviation
3,Value (Lacs),18097.51,interglobeaviation
4,i  VWAP,2531.99,interglobeaviation
5,Beta,,interglobeaviation
0,High,2550.0,interglobeaviation
1,Low,2510.0,interglobeaviation
2,UC Limit,2761.3,interglobeaviation
3,LC Limit,2259.3,interglobeaviation
4,52 Week High,2745.1,interglobeaviation
5,52 Week Low,1676.0,interglobeaviation
0,TTM EPS See historical trend,99.77  (+194.86% YoY),interglobeaviation
1,TTM PE See historical trend,25.39  (High PE),interglobeaviation
2,P/B See historical trend,0.00,interglobeaviation
3,Face Value,10.00,interglobeaviation
0,Mkt Cap (Rs. Cr.),97727,interglobeaviation
1,Dividend Yield,0.00,interglobeaviation
2,20D Avg Volume,957385,interglobeaviation
3,20D Avg Delivery(%),--,interglobeaviation
4,Sector PE,69.58,interglobeaviation
5,Book Value Per Share,-161.91,interglobeaviation
0,Open,- -,interglobeaviation
1,Previous Close,- -,interglobeaviation
2,Volume,- -,interglobeaviation
3,Value(lacs),- -,interglobeaviation
0,High,- -,interglobeaviation
1,Low,- -,interglobeaviation
2,ATP,- -,interglobeaviation
3,Spot,- -,interglobeaviation
0,Open,955.7,ipcalaboratories
1,Previous Close,951.7,ipcalaboratories
2,Volume,328292.0,ipcalaboratories
3,Value (Lacs),3091.69,ipcalaboratories
4,i  VWAP,951.4,ipcalaboratories
5,Beta,,ipcalaboratories
0,High,963.0,ipcalaboratories
1,Low,937.2,ipcalaboratories
2,UC Limit,1046.85,ipcalaboratories
3,LC Limit,856.55,ipcalaboratories
4,52 Week High,963.0,ipcalaboratories
5,52 Week Low,669.8,ipcalaboratories
0,TTM EPS See historical trend,19.36  (-31.83% YoY),ipcalaboratories
1,TTM PE See historical trend,48.64  (High PE),ipcalaboratories
2,P/B See historical trend,4.09 (Average P/B),ipcalaboratories
3,Face Value,1.00,ipcalaboratories
0,Mkt Cap (Rs. Cr.),23893,ipcalaboratories
1,Dividend Yield,0.42,ipcalaboratories
2,20D Avg Volume,0,ipcalaboratories
3,20D Avg Delivery(%),--,ipcalaboratories
4,Sector PE,43.70,ipcalaboratories
5,Book Value Per Share,230.27,ipcalaboratories
0,Open,- -,ipcalaboratories
1,Previous Close,- -,ipcalaboratories
2,Volume,- -,ipcalaboratories
3,Value(lacs),- -,ipcalaboratories
0,High,- -,ipcalaboratories
1,Low,- -,ipcalaboratories
2,ATP,- -,ipcalaboratories
3,Spot,- -,ipcalaboratories
0,Open,3143.45,jkcement
1,Previous Close,3143.45,jkcement
2,Volume,77855.0,jkcement
3,Value (Lacs),2480.38,jkcement
4,i  VWAP,3205.26,jkcement
5,Beta,,jkcement
0,High,3242.8,jkcement
1,Low,3143.45,jkcement
2,UC Limit,3457.75,jkcement
3,LC Limit,2829.1,jkcement
4,52 Week High,3476.4,jkcement
5,52 Week Low,2425.25,jkcement
0,TTM EPS See historical trend,48.96  (-42.49% YoY),jkcement
1,TTM PE See historical trend,65.07  (High PE),jkcement
2,P/B See historical trend,5.26 (Average P/B),jkcement
3,Face Value,10.00,jkcement
0,Mkt Cap (Rs. Cr.),24617,jkcement
1,Dividend Yield,0.47,jkcement
2,20D Avg Volume,0,jkcement
3,20D Avg Delivery(%),--,jkcement
4,Sector PE,46.92,jkcement
5,Book Value Per Share,606.56,jkcement
0,Open,- -,jkcement
1,Previous Close,- -,jkcement
2,Volume,- -,jkcement
3,Value(lacs),- -,jkcement
0,High,- -,jkcement
1,Low,- -,jkcement
2,ATP,- -,jkcement
3,Spot,- -,jkcement
0,Open,776.0,jswsteel
1,Previous Close,771.9,jswsteel
2,Volume,1841618.0,jswsteel
3,Value (Lacs),14313.98,jswsteel
4,i  VWAP,777.95,jswsteel
5,Beta,,jswsteel
0,High,782.55,jswsteel
1,Low,774.55,jswsteel
2,UC Limit,849.05,jswsteel
3,LC Limit,694.75,jswsteel
4,52 Week High,840.0,jswsteel
5,52 Week Low,615.0,jswsteel
0,TTM EPS See historical trend,23.08  (-64.24% YoY),jswsteel
1,TTM PE See historical trend,33.68  (Average PE),jswsteel
2,P/B See historical trend,2.90 (High P/B),jswsteel
3,Face Value,1.00,jswsteel
0,Mkt Cap (Rs. Cr.),190073,jswsteel
1,Dividend Yield,0.44,jswsteel
2,20D Avg Volume,0,jswsteel
3,20D Avg Delivery(%),--,jswsteel
4,Sector PE,17.44,jswsteel
5,Book Value Per Share,268.41,jswsteel
0,Open,- -,jswsteel
1,Previous Close,- -,jswsteel
2,Volume,- -,jswsteel
3,Value(lacs),- -,jswsteel
0,High,- -,jswsteel
1,Low,- -,jswsteel
2,ATP,- -,jswsteel
3,Spot,- -,jswsteel
0,Open,698.25,jindalsteelpower
1,Previous Close,693.2,jindalsteelpower
2,Volume,1677423.0,jindalsteelpower
3,Value (Lacs),11616.99,jindalsteelpower
4,i  VWAP,695.85,jindalsteelpower
5,Beta,,jindalsteelpower
0,High,701.5,jindalsteelpower
1,Low,690.45,jindalsteelpower
2,UC Limit,762.5,jindalsteelpower
3,LC Limit,623.9,jindalsteelpower
4,52 Week High,722.8,jindalsteelpower
5,52 Week Low,424.5,jindalsteelpower
0,TTM EPS See historical trend,28.11  (-67.34% YoY),jindalsteelpower
1,TTM PE See historical trend,24.64  (High PE),jindalsteelpower
2,P/B See historical trend,1.83 (High P/B),jindalsteelpower
3,Face Value,1.00,jindalsteelpower
0,Mkt Cap (Rs. Cr.),70646,jindalsteelpower
1,Dividend Yield,0.29,jindalsteelpower
2,20D Avg Volume,0,jindalsteelpower
3,20D Avg Delivery(%),--,jindalsteelpower
4,Sector PE,23.56,jindalsteelpower
5,Book Value Per Share,379.46,jindalsteelpower
0,Open,- -,jindalsteelpower
1,Previous Close,- -,jindalsteelpower
2,Volume,- -,jindalsteelpower
3,Value(lacs),- -,jindalsteelpower
0,High,- -,jindalsteelpower
1,Low,- -,jindalsteelpower
2,ATP,- -,jindalsteelpower
3,Spot,- -,jindalsteelpower
0,Open,530.5,jubilantfoodworks
1,Previous Close,530.35,jubilantfoodworks
2,Volume,3212636.0,jubilantfoodworks
3,Value (Lacs),17075.16,jubilantfoodworks
4,i  VWAP,531.06,jubilantfoodworks
5,Beta,,jubilantfoodworks
0,High,535.9,jubilantfoodworks
1,Low,529.25,jubilantfoodworks
2,UC Limit,583.35,jubilantfoodworks
3,LC Limit,477.35,jubilantfoodworks
4,52 Week High,627.8,jubilantfoodworks
5,52 Week Low,412.1,jubilantfoodworks
0,TTM EPS See historical trend,4.08  (-41.93% YoY),jubilantfoodworks
1,TTM PE See historical trend,130.27  (Average PE),jubilantfoodworks
2,P/B See historical trend,17.22 (Average P/B),jubilantfoodworks
3,Face Value,2.00,jubilantfoodworks
0,Mkt Cap (Rs. Cr.),35071,jubilantfoodworks
1,Dividend Yield,0.23,jubilantfoodworks
2,20D Avg Volume,3045570,jubilantfoodworks
3,20D Avg Delivery(%),--,jubilantfoodworks
4,Sector PE,53.41,jubilantfoodworks
5,Book Value Per Share,30.88,jubilantfoodworks
0,Open,- -,jubilantfoodworks
1,Previous Close,- -,jubilantfoodworks
2,Volume,- -,jubilantfoodworks
3,Value(lacs),- -,jubilantfoodworks
0,High,- -,jubilantfoodworks
1,Low,- -,jubilantfoodworks
2,ATP,- -,jubilantfoodworks
3,Spot,- -,jubilantfoodworks
0,Open,1760.05,kotakmahindrabank
1,Previous Close,1756.1,kotakmahindrabank
2,Volume,3499844.0,kotakmahindrabank
3,Value (Lacs),61996.24,kotakmahindrabank
4,i  VWAP,1772.9,kotakmahindrabank
5,Beta,,kotakmahindrabank
0,High,1779.95,kotakmahindrabank
1,Low,1760.05,kotakmahindrabank
2,UC Limit,1931.7,kotakmahindrabank
3,LC Limit,1580.5,kotakmahindrabank
4,52 Week High,2064.4,kotakmahindrabank
5,52 Week Low,1643.5,kotakmahindrabank
0,TTM EPS See historical trend,82.11  (+25.03% YoY),kotakmahindrabank
1,TTM PE See historical trend,21.57  (Low PE),kotakmahindrabank
2,P/B See historical trend,3.15 (Low P/B),kotakmahindrabank
3,Face Value,5.00,kotakmahindrabank
0,Mkt Cap (Rs. Cr.),352065,kotakmahindrabank
1,Dividend Yield,0.08,kotakmahindrabank
2,20D Avg Volume,0,kotakmahindrabank
3,20D Avg Delivery(%),--,kotakmahindrabank
4,Sector PE,23.71,kotakmahindrabank
5,Book Value Per Share,562.59,kotakmahindrabank
0,Open,- -,kotakmahindrabank
1,Previous Close,- -,kotakmahindrabank
2,Volume,- -,kotakmahindrabank
3,Value(lacs),- -,kotakmahindrabank
0,High,- -,kotakmahindrabank
1,Low,- -,kotakmahindrabank
2,ATP,- -,kotakmahindrabank
3,Spot,- -,kotakmahindrabank
0,TTM EPS See historical trend,7.62  (+63.38% YoY),ltfinanceholdings
1,TTM PE See historical trend,17.43  (Average PE),ltfinanceholdings
2,P/B See historical trend,1.54 (Average P/B),ltfinanceholdings
3,Face Value,10.00,ltfinanceholdings
0,Mkt Cap (Rs. Cr.),32988,ltfinanceholdings
1,Dividend Yield,1.51,ltfinanceholdings
2,20D Avg Volume,0,ltfinanceholdings
3,20D Avg Delivery(%),--,ltfinanceholdings
4,Sector PE,29.57,ltfinanceholdings
5,Book Value Per Share,86.71,ltfinanceholdings
0,Open,- -,ltfinanceholdings
1,Previous Close,- -,ltfinanceholdings
2,Volume,- -,ltfinanceholdings
3,Value(lacs),- -,ltfinanceholdings
0,High,- -,ltfinanceholdings
1,Low,- -,ltfinanceholdings
2,ATP,- -,ltfinanceholdings
3,Spot,- -,ltfinanceholdings
0,OI,- -,ltfinanceholdings
1,OI Chg(Chg%),- -,ltfinanceholdings
2,Lot Size,- -,ltfinanceholdings
3,Contracts Traded,- -,ltfinanceholdings
0,Roll Over %,- -,ltfinanceholdings
1,Roll Over Cost,- -,ltfinanceholdings
2,MWPL,- -,ltfinanceholdings
0,Open,4823.95,lttechnologyservices
1,Previous Close,4783.6,lttechnologyservices
2,Volume,124972.0,lttechnologyservices
3,Value (Lacs),5940.98,lttechnologyservices
4,i  VWAP,4801.7,lttechnologyservices
5,Beta,,lttechnologyservices
0,High,4858.6,lttechnologyservices
1,Low,4743.55,lttechnologyservices
2,UC Limit,5261.95,lttechnologyservices
3,LC Limit,4305.25,lttechnologyservices
4,52 Week High,4858.6,lttechnologyservices
5,52 Week Low,3215.85,lttechnologyservices
0,TTM EPS See historical trend,114.15  (+18.65% YoY),lttechnologyservices
1,TTM PE See historical trend,41.65  (Average PE),lttechnologyservices
2,P/B See historical trend,10.16 (Average P/B),lttechnologyservices
3,Face Value,2.00,lttechnologyservices
0,Mkt Cap (Rs. Cr.),50253,lttechnologyservices
1,Dividend Yield,0.95,lttechnologyservices
2,20D Avg Volume,0,lttechnologyservices
3,20D Avg Delivery(%),--,lttechnologyservices
4,Sector PE,43.87,lttechnologyservices
5,Book Value Per Share,468.35,lttechnologyservices
0,Open,- -,lttechnologyservices
1,Previous Close,- -,lttechnologyservices
2,Volume,- -,lttechnologyservices
3,Value(lacs),- -,lttechnologyservices
0,High,- -,lttechnologyservices
1,Low,- -,lttechnologyservices
2,ATP,- -,lttechnologyservices
3,Spot,- -,lttechnologyservices
0,Open,473.65,lichousingfinance
1,Previous Close,469.35,lichousingfinance
2,Volume,3054493.0,lichousingfinance
3,Value (Lacs),14476.77,lichousingfinance
4,i  VWAP,474.9,lichousingfinance
5,Beta,,lichousingfinance
0,High,478.0,lichousingfinance
1,Low,471.75,lichousingfinance
2,UC Limit,516.25,lichousingfinance
3,LC Limit,422.45,lichousingfinance
4,52 Week High,481.0,lichousingfinance
5,52 Week Low,315.1,lichousingfinance
0,TTM EPS See historical trend,59.67  (+7.28% YoY),lichousingfinance
1,TTM PE See historical trend,7.94  (Average PE),lichousingfinance
2,P/B See historical trend,0.95 (Average P/B),lichousingfinance
3,Face Value,2.00,lichousingfinance
0,Mkt Cap (Rs. Cr.),26070,lichousingfinance
1,Dividend Yield,1.79,lichousingfinance
2,20D Avg Volume,2802263,lichousingfinance
3,20D Avg Delivery(%),--,lichousingfinance
4,Sector PE,8.60,lichousingfinance
5,Book Value Per Share,502.51,lichousingfinance
0,Open,- -,lichousingfinance
1,Previous Close,- -,lichousingfinance
2,Volume,- -,lichousingfinance
3,Value(lacs),- -,lichousingfinance
0,High,- -,lichousingfinance
1,Low,- -,lichousingfinance
2,ATP,- -,lichousingfinance
3,Spot,- -,lichousingfinance
0,Open,5280.0,ltimindtree
1,Previous Close,5266.35,ltimindtree
2,Volume,238862.0,ltimindtree
3,Value (Lacs),12527.0,ltimindtree
4,i  VWAP,5293.68,ltimindtree
5,Beta,,ltimindtree
0,High,5342.95,ltimindtree
1,Low,5230.0,ltimindtree
2,UC Limit,5792.95,ltimindtree
3,LC Limit,4739.75,ltimindtree
4,52 Week High,5593.4,ltimindtree
5,52 Week Low,4121.0,ltimindtree
0,TTM EPS See historical trend,150.52  (+8.22% YoY),ltimindtree
1,TTM PE See historical trend,34.84  (Average PE),ltimindtree
2,P/B See historical trend,9.36 (Average P/B),ltimindtree
3,Face Value,1.00,ltimindtree
0,Mkt Cap (Rs. Cr.),155190,ltimindtree
1,Dividend Yield,1.14,ltimindtree
2,20D Avg Volume,271976,ltimindtree
3,20D Avg Delivery(%),--,ltimindtree
4,Sector PE,32.03,ltimindtree
5,Book Value Per Share,560.71,ltimindtree
0,Open,- -,ltimindtree
1,Previous Close,- -,ltimindtree
2,Volume,- -,ltimindtree
3,Value(lacs),- -,ltimindtree
0,High,- -,ltimindtree
1,Low,- -,ltimindtree
2,ATP,- -,ltimindtree
3,Spot,- -,ltimindtree
0,Open,3090.0,larsentoubro
1,Previous Close,3076.0,larsentoubro
2,Volume,2066921.0,larsentoubro
3,Value (Lacs),63840.99,larsentoubro
4,i  VWAP,3097.37,larsentoubro
5,Beta,,larsentoubro
0,High,3110.0,larsentoubro
1,Low,3084.4,larsentoubro
2,UC Limit,3383.6,larsentoubro
3,LC Limit,2768.4,larsentoubro
4,52 Week High,3114.95,larsentoubro
5,52 Week Low,1858.05,larsentoubro
0,TTM EPS See historical trend,80.12  (+22.41% YoY),larsentoubro
1,TTM PE See historical trend,38.55  (High PE),larsentoubro
2,P/B See historical trend,5.16 (High P/B),larsentoubro
3,Face Value,2.00,larsentoubro
0,Mkt Cap (Rs. Cr.),434139,larsentoubro
1,Dividend Yield,0.78,larsentoubro
2,20D Avg Volume,2399540,larsentoubro
3,20D Avg Delivery(%),--,larsentoubro
4,Sector PE,55.07,larsentoubro
5,Book Value Per Share,598.72,larsentoubro
0,Open,- -,larsentoubro
1,Previous Close,- -,larsentoubro
2,Volume,- -,larsentoubro
3,Value(lacs),- -,larsentoubro
0,High,- -,larsentoubro
1,Low,- -,larsentoubro
2,ATP,- -,larsentoubro
3,Spot,- -,larsentoubro
0,Open,401.9,lauruslabs
1,Previous Close,400.15,lauruslabs
2,Volume,1590156.0,lauruslabs
3,Value (Lacs),6365.39,lauruslabs
4,i  VWAP,403.68,lauruslabs
5,Beta,,lauruslabs
0,High,407.25,lauruslabs
1,Low,399.75,lauruslabs
2,UC Limit,440.15,lauruslabs
3,LC Limit,360.15,lauruslabs
4,52 Week High,530.5,lauruslabs
5,52 Week Low,278.85,lauruslabs
0,TTM EPS See historical trend,10.46  (-32.88% YoY),lauruslabs
1,TTM PE See historical trend,38.27  (High PE),lauruslabs
2,P/B See historical trend,5.36 (Average P/B),lauruslabs
3,Face Value,2.00,lauruslabs
0,Mkt Cap (Rs. Cr.),21562,lauruslabs
1,Dividend Yield,0.50,lauruslabs
2,20D Avg Volume,1669061,lauruslabs
3,20D Avg Delivery(%),--,lauruslabs
4,Sector PE,43.70,lauruslabs
5,Book Value Per Share,74.73,lauruslabs
0,Open,- -,lauruslabs
1,Previous Close,- -,lauruslabs
2,Volume,- -,lauruslabs
3,Value(lacs),- -,lauruslabs
0,High,- -,lauruslabs
1,Low,- -,lauruslabs
2,ATP,- -,lauruslabs
3,Spot,- -,lauruslabs
0,Open,1151.0,lupin
1,Previous Close,1155.45,lupin
2,Volume,880739.0,lupin
3,Value (Lacs),10215.25,lupin
4,i  VWAP,1160.28,lupin
5,Beta,,lupin
0,High,1168.25,lupin
1,Low,1151.0,lupin
2,UC Limit,1270.95,lupin
3,LC Limit,1039.9,lupin
4,52 Week High,1184.7,lupin
5,52 Week Low,628.0,lupin
0,TTM EPS See historical trend,21.34  (+144.93% YoY),lupin
1,TTM PE See historical trend,54.35  (High PE),lupin
2,P/B See historical trend,4.24 (High P/B),lupin
3,Face Value,2.00,lupin
0,Mkt Cap (Rs. Cr.),52799,lupin
1,Dividend Yield,0.34,lupin
2,20D Avg Volume,892542,lupin
3,20D Avg Delivery(%),--,lupin
4,Sector PE,43.70,lupin
5,Book Value Per Share,273.81,lupin
0,Open,- -,lupin
1,Previous Close,- -,lupin
2,Volume,- -,lupin
3,Value(lacs),- -,lupin
0,High,- -,lupin
1,Low,- -,lupin
2,ATP,- -,lupin
3,Spot,- -,lupin
0,Open,107320.0,mrf
1,Previous Close,107204.1,mrf
2,Volume,3534.0,mrf
3,Value (Lacs),3807.47,mrf
4,i  VWAP,107823.58,mrf
5,Beta,,mrf
0,High,108162.7,mrf
1,Low,107298.9,mrf
2,UC Limit,117924.5,mrf
3,LC Limit,96483.7,mrf
4,52 Week High,112727.95,mrf
5,52 Week Low,80735.25,mrf
0,TTM EPS See historical trend,"2,909.85  (0.00% YoY)",mrf
1,TTM PE See historical trend,37.03  (Average PE),mrf
2,P/B See historical trend,3.11 (High P/B),mrf
3,Face Value,10.00,mrf
0,Mkt Cap (Rs. Cr.),45693,mrf
1,Dividend Yield,0.16,mrf
2,20D Avg Volume,5715,mrf
3,20D Avg Delivery(%),--,mrf
4,Sector PE,45.71,mrf
5,Book Value Per Share,34678.53,mrf
0,Open,- -,mrf
1,Previous Close,- -,mrf
2,Volume,- -,mrf
3,Value(lacs),- -,mrf
0,High,- -,mrf
1,Low,- -,mrf
2,ATP,- -,mrf
3,Spot,- -,mrf
0,Open,1112.45,mahanagargas
1,Previous Close,1108.65,mahanagargas
2,Volume,273344.0,mahanagargas
3,Value (Lacs),3040.13,mahanagargas
4,i  VWAP,1110.14,mahanagargas
5,Beta,,mahanagargas
0,High,1114.0,mahanagargas
1,Low,1104.95,mahanagargas
2,UC Limit,1219.5,mahanagargas
3,LC Limit,997.8,mahanagargas
4,52 Week High,1149.0,mahanagargas
5,52 Week Low,771.4,mahanagargas
0,TTM EPS See historical trend,0.00  (+68.36% YoY),mahanagargas
1,TTM PE See historical trend,--  (Low PE),mahanagargas
2,P/B See historical trend,0.00 (Average P/B),mahanagargas
3,Face Value,10.00,mahanagargas
0,Mkt Cap (Rs. Cr.),10986,mahanagargas
1,Dividend Yield,2.34,mahanagargas
2,20D Avg Volume,763447,mahanagargas
3,20D Avg Delivery(%),--,mahanagargas
4,Sector PE,37.44,mahanagargas
5,Book Value Per Share,--,mahanagargas
0,Open,- -,mahanagargas
1,Previous Close,- -,mahanagargas
2,Volume,- -,mahanagargas
3,Value(lacs),- -,mahanagargas
0,High,- -,mahanagargas
1,Low,- -,mahanagargas
2,ATP,- -,mahanagargas
3,Spot,- -,mahanagargas
0,Open,291.8,mahindramahindrafinancialservices
1,Previous Close,290.15,mahindramahindrafinancialservices
2,Volume,1766132.0,mahindramahindrafinancialservices
3,Value (Lacs),5131.5,mahindramahindrafinancialservices
4,i  VWAP,292.13,mahindramahindrafinancialservices
5,Beta,,mahindramahindrafinancialservices
0,High,294.9,mahindramahindrafinancialservices
