,0,1,2,3,4,5,6,Year,Stock
39,Short Term Loans And Advances,7.76,8.21,14.70,19.37,27.34,,2019,hindustanaeronauticsltd
40,OtherCurrentAssets,14692.91,11648.98,10796.67,10041.67,7374.66,,2019,hindustanaeronauticsltd
41,Total Current Assets,51885.04,44993.72,40171.35,41396.89,39647.92,,2019,hindustanaeronauticsltd
42,Total Assets,67203.80,58391.98,51945.90,53267.73,50713.79,,2019,hindustanaeronauticsltd
43,OTHER ADDITIONAL INFORMATION,,,,,,,2019,hindustanaeronauticsltd
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,,2019,hindustanaeronauticsltd
45,Contingent Liabilities,14781.74,15849.18,13566.96,12572.54,12024.65,,2019,hindustanaeronauticsltd
46,BONUS DETAILS,,,,,,,2019,hindustanaeronauticsltd
47,Bonus Equity Share Capital,250.79,250.79,250.79,250.79,250.79,,2019,hindustanaeronauticsltd
48,NON-CURRENT INVESTMENTS,,,,,,,2019,hindustanaeronauticsltd
49,Non-Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,2019,hindustanaeronauticsltd
50,Non-Current Investments Unquoted Book Value,1289.59,1194.91,894.55,833.26,757.34,,2019,hindustanaeronauticsltd
51,CURRENT INVESTMENTS,,,,,,,2019,hindustanaeronauticsltd
52,Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,2019,hindustanaeronauticsltd
53,Current Investments Unquoted Book Value,0.00,0.00,0.00,0.00,0.00,,2019,hindustanaeronauticsltd
0,Balance Sheet of Hindustan Aeronautics Ltd. (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2020,hindustanaeronauticsltd
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2020,hindustanaeronauticsltd
2,EQUITIES AND LIABILITIES,,,,,,,2020,hindustanaeronauticsltd
3,SHAREHOLDER'S FUNDS,,,,,,,2020,hindustanaeronauticsltd
4,Equity Share Capital,334.39,334.39,334.39,334.39,334.39,,2020,hindustanaeronauticsltd
5,Total Share Capital,334.39,334.39,334.39,334.39,334.39,,2020,hindustanaeronauticsltd
6,Reserves and Surplus,23237.76,18978.74,15077.88,12904.47,11747.73,,2020,hindustanaeronauticsltd
7,Total Reserves and Surplus,23237.76,18978.74,15077.88,12904.47,11747.73,,2020,hindustanaeronauticsltd
8,Total Shareholders Funds,23572.15,19313.13,15412.27,13238.86,12082.12,,2020,hindustanaeronauticsltd
9,Minority Interest,3.74,3.75,3.91,4.31,4.48,,2020,hindustanaeronauticsltd
10,NON-CURRENT LIABILITIES,,,,,,,2020,hindustanaeronauticsltd
11,Long Term Borrowings,0.00,0.00,0.00,0.00,100.00,,2020,hindustanaeronauticsltd
12,Deferred Tax Liabilities [Net],0.00,0.00,0.00,0.00,0.00,,2020,hindustanaeronauticsltd
13,Other Long Term Liabilities,11453.54,12789.55,9803.29,7476.32,8802.84,,2020,hindustanaeronauticsltd
14,Long Term Provisions,1347.10,1263.01,1215.72,1529.68,1531.46,,2020,hindustanaeronauticsltd
15,Total Non-Current Liabilities,12800.64,14052.56,11019.01,9006.00,10434.30,,2020,hindustanaeronauticsltd
16,CURRENT LIABILITIES,,,,,,,2020,hindustanaeronauticsltd
17,Short Term Borrowings,0.00,0.00,9.07,5775.18,4016.20,,2020,hindustanaeronauticsltd
18,Trade Payables,3134.97,2557.61,2241.02,4083.74,2629.24,,2020,hindustanaeronauticsltd
19,Other Current Liabilities,20913.99,17407.97,19284.24,16358.65,17053.60,,2020,hindustanaeronauticsltd
20,Short Term Provisions,6778.31,5056.96,3976.38,4800.99,4493.85,,2020,hindustanaeronauticsltd
21,Total Current Liabilities,30827.27,25022.54,25510.71,31018.56,28192.89,,2020,hindustanaeronauticsltd
22,Total Capital And Liabilities,67203.80,58391.98,51945.90,53267.73,50713.79,,2020,hindustanaeronauticsltd
23,ASSETS,,,,,,,2020,hindustanaeronauticsltd
24,NON-CURRENT ASSETS,,,,,,,2020,hindustanaeronauticsltd
25,Tangible Assets,5798.62,5927.61,6547.04,6350.62,6288.35,,2020,hindustanaeronauticsltd
26,Intangible Assets,1035.75,838.27,944.07,1006.87,1171.00,,2020,hindustanaeronauticsltd
27,Capital Work-In-Progress,636.90,949.10,791.56,860.00,702.25,,2020,hindustanaeronauticsltd
28,Fixed Assets,8719.37,9238.82,9568.94,9400.18,8961.46,,2020,hindustanaeronauticsltd
29,Non-Current Investments,1457.92,1362.70,1055.51,990.80,909.64,,2020,hindustanaeronauticsltd
30,Deferred Tax Assets [Net],1125.71,565.57,52.35,470.11,259.31,,2020,hindustanaeronauticsltd
31,Long Term Loans And Advances,6.21,6.23,46.13,47.96,48.36,,2020,hindustanaeronauticsltd
32,Other Non-Current Assets,4009.55,2224.94,1051.62,961.79,887.10,,2020,hindustanaeronauticsltd
33,Total Non-Current Assets,15318.76,13398.26,11774.55,11870.84,11065.87,,2020,hindustanaeronauticsltd
34,CURRENT ASSETS,,,,,,,2020,hindustanaeronauticsltd
35,Current Investments,0.00,0.00,0.00,0.00,0.00,,2020,hindustanaeronauticsltd
36,Inventories,12148.69,14347.28,16544.77,19435.90,19664.26,,2020,hindustanaeronauticsltd
37,Trade Receivables,4719.07,4641.53,5637.86,11583.39,12458.00,,2020,hindustanaeronauticsltd
38,Cash And Cash Equivalents,20316.61,14347.72,7177.35,316.56,123.66,,2020,hindustanaeronauticsltd
39,Short Term Loans And Advances,7.76,8.21,14.70,19.37,27.34,,2020,hindustanaeronauticsltd
40,OtherCurrentAssets,14692.91,11648.98,10796.67,10041.67,7374.66,,2020,hindustanaeronauticsltd
41,Total Current Assets,51885.04,44993.72,40171.35,41396.89,39647.92,,2020,hindustanaeronauticsltd
42,Total Assets,67203.80,58391.98,51945.90,53267.73,50713.79,,2020,hindustanaeronauticsltd
43,OTHER ADDITIONAL INFORMATION,,,,,,,2020,hindustanaeronauticsltd
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,,2020,hindustanaeronauticsltd
45,Contingent Liabilities,14781.74,15849.18,13566.96,12572.54,12024.65,,2020,hindustanaeronauticsltd
46,BONUS DETAILS,,,,,,,2020,hindustanaeronauticsltd
47,Bonus Equity Share Capital,250.79,250.79,250.79,250.79,250.79,,2020,hindustanaeronauticsltd
48,NON-CURRENT INVESTMENTS,,,,,,,2020,hindustanaeronauticsltd
49,Non-Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,2020,hindustanaeronauticsltd
50,Non-Current Investments Unquoted Book Value,1289.59,1194.91,894.55,833.26,757.34,,2020,hindustanaeronauticsltd
51,CURRENT INVESTMENTS,,,,,,,2020,hindustanaeronauticsltd
52,Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,2020,hindustanaeronauticsltd
53,Current Investments Unquoted Book Value,0.00,0.00,0.00,0.00,0.00,,2020,hindustanaeronauticsltd
0,Balance Sheet of Hindustan Aeronautics Ltd. (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2021,hindustanaeronauticsltd
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2021,hindustanaeronauticsltd
2,EQUITIES AND LIABILITIES,,,,,,,2021,hindustanaeronauticsltd
3,SHAREHOLDER'S FUNDS,,,,,,,2021,hindustanaeronauticsltd
4,Equity Share Capital,334.39,334.39,334.39,334.39,334.39,,2021,hindustanaeronauticsltd
5,Total Share Capital,334.39,334.39,334.39,334.39,334.39,,2021,hindustanaeronauticsltd
6,Reserves and Surplus,23237.76,18978.74,15077.88,12904.47,11747.73,,2021,hindustanaeronauticsltd
7,Total Reserves and Surplus,23237.76,18978.74,15077.88,12904.47,11747.73,,2021,hindustanaeronauticsltd
8,Total Shareholders Funds,23572.15,19313.13,15412.27,13238.86,12082.12,,2021,hindustanaeronauticsltd
9,Minority Interest,3.74,3.75,3.91,4.31,4.48,,2021,hindustanaeronauticsltd
10,NON-CURRENT LIABILITIES,,,,,,,2021,hindustanaeronauticsltd
11,Long Term Borrowings,0.00,0.00,0.00,0.00,100.00,,2021,hindustanaeronauticsltd
12,Deferred Tax Liabilities [Net],0.00,0.00,0.00,0.00,0.00,,2021,hindustanaeronauticsltd
13,Other Long Term Liabilities,11453.54,12789.55,9803.29,7476.32,8802.84,,2021,hindustanaeronauticsltd
14,Long Term Provisions,1347.10,1263.01,1215.72,1529.68,1531.46,,2021,hindustanaeronauticsltd
15,Total Non-Current Liabilities,12800.64,14052.56,11019.01,9006.00,10434.30,,2021,hindustanaeronauticsltd
16,CURRENT LIABILITIES,,,,,,,2021,hindustanaeronauticsltd
17,Short Term Borrowings,0.00,0.00,9.07,5775.18,4016.20,,2021,hindustanaeronauticsltd
18,Trade Payables,3134.97,2557.61,2241.02,4083.74,2629.24,,2021,hindustanaeronauticsltd
19,Other Current Liabilities,20913.99,17407.97,19284.24,16358.65,17053.60,,2021,hindustanaeronauticsltd
20,Short Term Provisions,6778.31,5056.96,3976.38,4800.99,4493.85,,2021,hindustanaeronauticsltd
21,Total Current Liabilities,30827.27,25022.54,25510.71,31018.56,28192.89,,2021,hindustanaeronauticsltd
22,Total Capital And Liabilities,67203.80,58391.98,51945.90,53267.73,50713.79,,2021,hindustanaeronauticsltd
23,ASSETS,,,,,,,2021,hindustanaeronauticsltd
24,NON-CURRENT ASSETS,,,,,,,2021,hindustanaeronauticsltd
25,Tangible Assets,5798.62,5927.61,6547.04,6350.62,6288.35,,2021,hindustanaeronauticsltd
26,Intangible Assets,1035.75,838.27,944.07,1006.87,1171.00,,2021,hindustanaeronauticsltd
27,Capital Work-In-Progress,636.90,949.10,791.56,860.00,702.25,,2021,hindustanaeronauticsltd
28,Fixed Assets,8719.37,9238.82,9568.94,9400.18,8961.46,,2021,hindustanaeronauticsltd
29,Non-Current Investments,1457.92,1362.70,1055.51,990.80,909.64,,2021,hindustanaeronauticsltd
30,Deferred Tax Assets [Net],1125.71,565.57,52.35,470.11,259.31,,2021,hindustanaeronauticsltd
31,Long Term Loans And Advances,6.21,6.23,46.13,47.96,48.36,,2021,hindustanaeronauticsltd
32,Other Non-Current Assets,4009.55,2224.94,1051.62,961.79,887.10,,2021,hindustanaeronauticsltd
33,Total Non-Current Assets,15318.76,13398.26,11774.55,11870.84,11065.87,,2021,hindustanaeronauticsltd
34,CURRENT ASSETS,,,,,,,2021,hindustanaeronauticsltd
35,Current Investments,0.00,0.00,0.00,0.00,0.00,,2021,hindustanaeronauticsltd
36,Inventories,12148.69,14347.28,16544.77,19435.90,19664.26,,2021,hindustanaeronauticsltd
37,Trade Receivables,4719.07,4641.53,5637.86,11583.39,12458.00,,2021,hindustanaeronauticsltd
38,Cash And Cash Equivalents,20316.61,14347.72,7177.35,316.56,123.66,,2021,hindustanaeronauticsltd
39,Short Term Loans And Advances,7.76,8.21,14.70,19.37,27.34,,2021,hindustanaeronauticsltd
40,OtherCurrentAssets,14692.91,11648.98,10796.67,10041.67,7374.66,,2021,hindustanaeronauticsltd
41,Total Current Assets,51885.04,44993.72,40171.35,41396.89,39647.92,,2021,hindustanaeronauticsltd
42,Total Assets,67203.80,58391.98,51945.90,53267.73,50713.79,,2021,hindustanaeronauticsltd
43,OTHER ADDITIONAL INFORMATION,,,,,,,2021,hindustanaeronauticsltd
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,,2021,hindustanaeronauticsltd
45,Contingent Liabilities,14781.74,15849.18,13566.96,12572.54,12024.65,,2021,hindustanaeronauticsltd
46,BONUS DETAILS,,,,,,,2021,hindustanaeronauticsltd
47,Bonus Equity Share Capital,250.79,250.79,250.79,250.79,250.79,,2021,hindustanaeronauticsltd
48,NON-CURRENT INVESTMENTS,,,,,,,2021,hindustanaeronauticsltd
49,Non-Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,2021,hindustanaeronauticsltd
50,Non-Current Investments Unquoted Book Value,1289.59,1194.91,894.55,833.26,757.34,,2021,hindustanaeronauticsltd
51,CURRENT INVESTMENTS,,,,,,,2021,hindustanaeronauticsltd
52,Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,2021,hindustanaeronauticsltd
53,Current Investments Unquoted Book Value,0.00,0.00,0.00,0.00,0.00,,2021,hindustanaeronauticsltd
0,Balance Sheet of Hindustan Aeronautics Ltd. (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2022,hindustanaeronauticsltd
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2022,hindustanaeronauticsltd
2,EQUITIES AND LIABILITIES,,,,,,,2022,hindustanaeronauticsltd
3,SHAREHOLDER'S FUNDS,,,,,,,2022,hindustanaeronauticsltd
4,Equity Share Capital,334.39,334.39,334.39,334.39,334.39,,2022,hindustanaeronauticsltd
5,Total Share Capital,334.39,334.39,334.39,334.39,334.39,,2022,hindustanaeronauticsltd
6,Reserves and Surplus,23237.76,18978.74,15077.88,12904.47,11747.73,,2022,hindustanaeronauticsltd
7,Total Reserves and Surplus,23237.76,18978.74,15077.88,12904.47,11747.73,,2022,hindustanaeronauticsltd
8,Total Shareholders Funds,23572.15,19313.13,15412.27,13238.86,12082.12,,2022,hindustanaeronauticsltd
9,Minority Interest,3.74,3.75,3.91,4.31,4.48,,2022,hindustanaeronauticsltd
10,NON-CURRENT LIABILITIES,,,,,,,2022,hindustanaeronauticsltd
11,Long Term Borrowings,0.00,0.00,0.00,0.00,100.00,,2022,hindustanaeronauticsltd
12,Deferred Tax Liabilities [Net],0.00,0.00,0.00,0.00,0.00,,2022,hindustanaeronauticsltd
13,Other Long Term Liabilities,11453.54,12789.55,9803.29,7476.32,8802.84,,2022,hindustanaeronauticsltd
14,Long Term Provisions,1347.10,1263.01,1215.72,1529.68,1531.46,,2022,hindustanaeronauticsltd
15,Total Non-Current Liabilities,12800.64,14052.56,11019.01,9006.00,10434.30,,2022,hindustanaeronauticsltd
16,CURRENT LIABILITIES,,,,,,,2022,hindustanaeronauticsltd
17,Short Term Borrowings,0.00,0.00,9.07,5775.18,4016.20,,2022,hindustanaeronauticsltd
18,Trade Payables,3134.97,2557.61,2241.02,4083.74,2629.24,,2022,hindustanaeronauticsltd
19,Other Current Liabilities,20913.99,17407.97,19284.24,16358.65,17053.60,,2022,hindustanaeronauticsltd
20,Short Term Provisions,6778.31,5056.96,3976.38,4800.99,4493.85,,2022,hindustanaeronauticsltd
21,Total Current Liabilities,30827.27,25022.54,25510.71,31018.56,28192.89,,2022,hindustanaeronauticsltd
22,Total Capital And Liabilities,67203.80,58391.98,51945.90,53267.73,50713.79,,2022,hindustanaeronauticsltd
23,ASSETS,,,,,,,2022,hindustanaeronauticsltd
24,NON-CURRENT ASSETS,,,,,,,2022,hindustanaeronauticsltd
25,Tangible Assets,5798.62,5927.61,6547.04,6350.62,6288.35,,2022,hindustanaeronauticsltd
26,Intangible Assets,1035.75,838.27,944.07,1006.87,1171.00,,2022,hindustanaeronauticsltd
27,Capital Work-In-Progress,636.90,949.10,791.56,860.00,702.25,,2022,hindustanaeronauticsltd
28,Fixed Assets,8719.37,9238.82,9568.94,9400.18,8961.46,,2022,hindustanaeronauticsltd
29,Non-Current Investments,1457.92,1362.70,1055.51,990.80,909.64,,2022,hindustanaeronauticsltd
30,Deferred Tax Assets [Net],1125.71,565.57,52.35,470.11,259.31,,2022,hindustanaeronauticsltd
31,Long Term Loans And Advances,6.21,6.23,46.13,47.96,48.36,,2022,hindustanaeronauticsltd
32,Other Non-Current Assets,4009.55,2224.94,1051.62,961.79,887.10,,2022,hindustanaeronauticsltd
33,Total Non-Current Assets,15318.76,13398.26,11774.55,11870.84,11065.87,,2022,hindustanaeronauticsltd
34,CURRENT ASSETS,,,,,,,2022,hindustanaeronauticsltd
35,Current Investments,0.00,0.00,0.00,0.00,0.00,,2022,hindustanaeronauticsltd
36,Inventories,12148.69,14347.28,16544.77,19435.90,19664.26,,2022,hindustanaeronauticsltd
37,Trade Receivables,4719.07,4641.53,5637.86,11583.39,12458.00,,2022,hindustanaeronauticsltd
38,Cash And Cash Equivalents,20316.61,14347.72,7177.35,316.56,123.66,,2022,hindustanaeronauticsltd
39,Short Term Loans And Advances,7.76,8.21,14.70,19.37,27.34,,2022,hindustanaeronauticsltd
40,OtherCurrentAssets,14692.91,11648.98,10796.67,10041.67,7374.66,,2022,hindustanaeronauticsltd
41,Total Current Assets,51885.04,44993.72,40171.35,41396.89,39647.92,,2022,hindustanaeronauticsltd
42,Total Assets,67203.80,58391.98,51945.90,53267.73,50713.79,,2022,hindustanaeronauticsltd
43,OTHER ADDITIONAL INFORMATION,,,,,,,2022,hindustanaeronauticsltd
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,,2022,hindustanaeronauticsltd
45,Contingent Liabilities,14781.74,15849.18,13566.96,12572.54,12024.65,,2022,hindustanaeronauticsltd
46,BONUS DETAILS,,,,,,,2022,hindustanaeronauticsltd
47,Bonus Equity Share Capital,250.79,250.79,250.79,250.79,250.79,,2022,hindustanaeronauticsltd
48,NON-CURRENT INVESTMENTS,,,,,,,2022,hindustanaeronauticsltd
49,Non-Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,2022,hindustanaeronauticsltd
50,Non-Current Investments Unquoted Book Value,1289.59,1194.91,894.55,833.26,757.34,,2022,hindustanaeronauticsltd
51,CURRENT INVESTMENTS,,,,,,,2022,hindustanaeronauticsltd
52,Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,2022,hindustanaeronauticsltd
53,Current Investments Unquoted Book Value,0.00,0.00,0.00,0.00,0.00,,2022,hindustanaeronauticsltd
0,Balance Sheet of Hindustan Aeronautics Ltd. (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2023,hindustanaeronauticsltd
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2023,hindustanaeronauticsltd
2,EQUITIES AND LIABILITIES,,,,,,,2023,hindustanaeronauticsltd
3,SHAREHOLDER'S FUNDS,,,,,,,2023,hindustanaeronauticsltd
4,Equity Share Capital,334.39,334.39,334.39,334.39,334.39,,2023,hindustanaeronauticsltd
5,Total Share Capital,334.39,334.39,334.39,334.39,334.39,,2023,hindustanaeronauticsltd
6,Reserves and Surplus,23237.76,18978.74,15077.88,12904.47,11747.73,,2023,hindustanaeronauticsltd
7,Total Reserves and Surplus,23237.76,18978.74,15077.88,12904.47,11747.73,,2023,hindustanaeronauticsltd
8,Total Shareholders Funds,23572.15,19313.13,15412.27,13238.86,12082.12,,2023,hindustanaeronauticsltd
9,Minority Interest,3.74,3.75,3.91,4.31,4.48,,2023,hindustanaeronauticsltd
10,NON-CURRENT LIABILITIES,,,,,,,2023,hindustanaeronauticsltd
11,Long Term Borrowings,0.00,0.00,0.00,0.00,100.00,,2023,hindustanaeronauticsltd
12,Deferred Tax Liabilities [Net],0.00,0.00,0.00,0.00,0.00,,2023,hindustanaeronauticsltd
13,Other Long Term Liabilities,11453.54,12789.55,9803.29,7476.32,8802.84,,2023,hindustanaeronauticsltd
14,Long Term Provisions,1347.10,1263.01,1215.72,1529.68,1531.46,,2023,hindustanaeronauticsltd
15,Total Non-Current Liabilities,12800.64,14052.56,11019.01,9006.00,10434.30,,2023,hindustanaeronauticsltd
16,CURRENT LIABILITIES,,,,,,,2023,hindustanaeronauticsltd
17,Short Term Borrowings,0.00,0.00,9.07,5775.18,4016.20,,2023,hindustanaeronauticsltd
18,Trade Payables,3134.97,2557.61,2241.02,4083.74,2629.24,,2023,hindustanaeronauticsltd
19,Other Current Liabilities,20913.99,17407.97,19284.24,16358.65,17053.60,,2023,hindustanaeronauticsltd
20,Short Term Provisions,6778.31,5056.96,3976.38,4800.99,4493.85,,2023,hindustanaeronauticsltd
21,Total Current Liabilities,30827.27,25022.54,25510.71,31018.56,28192.89,,2023,hindustanaeronauticsltd
22,Total Capital And Liabilities,67203.80,58391.98,51945.90,53267.73,50713.79,,2023,hindustanaeronauticsltd
23,ASSETS,,,,,,,2023,hindustanaeronauticsltd
24,NON-CURRENT ASSETS,,,,,,,2023,hindustanaeronauticsltd
25,Tangible Assets,5798.62,5927.61,6547.04,6350.62,6288.35,,2023,hindustanaeronauticsltd
26,Intangible Assets,1035.75,838.27,944.07,1006.87,1171.00,,2023,hindustanaeronauticsltd
27,Capital Work-In-Progress,636.90,949.10,791.56,860.00,702.25,,2023,hindustanaeronauticsltd
28,Fixed Assets,8719.37,9238.82,9568.94,9400.18,8961.46,,2023,hindustanaeronauticsltd
29,Non-Current Investments,1457.92,1362.70,1055.51,990.80,909.64,,2023,hindustanaeronauticsltd
30,Deferred Tax Assets [Net],1125.71,565.57,52.35,470.11,259.31,,2023,hindustanaeronauticsltd
31,Long Term Loans And Advances,6.21,6.23,46.13,47.96,48.36,,2023,hindustanaeronauticsltd
32,Other Non-Current Assets,4009.55,2224.94,1051.62,961.79,887.10,,2023,hindustanaeronauticsltd
33,Total Non-Current Assets,15318.76,13398.26,11774.55,11870.84,11065.87,,2023,hindustanaeronauticsltd
34,CURRENT ASSETS,,,,,,,2023,hindustanaeronauticsltd
35,Current Investments,0.00,0.00,0.00,0.00,0.00,,2023,hindustanaeronauticsltd
36,Inventories,12148.69,14347.28,16544.77,19435.90,19664.26,,2023,hindustanaeronauticsltd
37,Trade Receivables,4719.07,4641.53,5637.86,11583.39,12458.00,,2023,hindustanaeronauticsltd
38,Cash And Cash Equivalents,20316.61,14347.72,7177.35,316.56,123.66,,2023,hindustanaeronauticsltd
39,Short Term Loans And Advances,7.76,8.21,14.70,19.37,27.34,,2023,hindustanaeronauticsltd
40,OtherCurrentAssets,14692.91,11648.98,10796.67,10041.67,7374.66,,2023,hindustanaeronauticsltd
41,Total Current Assets,51885.04,44993.72,40171.35,41396.89,39647.92,,2023,hindustanaeronauticsltd
42,Total Assets,67203.80,58391.98,51945.90,53267.73,50713.79,,2023,hindustanaeronauticsltd
43,OTHER ADDITIONAL INFORMATION,,,,,,,2023,hindustanaeronauticsltd
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,,2023,hindustanaeronauticsltd
45,Contingent Liabilities,14781.74,15849.18,13566.96,12572.54,12024.65,,2023,hindustanaeronauticsltd
46,BONUS DETAILS,,,,,,,2023,hindustanaeronauticsltd
47,Bonus Equity Share Capital,250.79,250.79,250.79,250.79,250.79,,2023,hindustanaeronauticsltd
48,NON-CURRENT INVESTMENTS,,,,,,,2023,hindustanaeronauticsltd
49,Non-Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,2023,hindustanaeronauticsltd
50,Non-Current Investments Unquoted Book Value,1289.59,1194.91,894.55,833.26,757.34,,2023,hindustanaeronauticsltd
51,CURRENT INVESTMENTS,,,,,,,2023,hindustanaeronauticsltd
52,Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,2023,hindustanaeronauticsltd
53,Current Investments Unquoted Book Value,0.00,0.00,0.00,0.00,0.00,,2023,hindustanaeronauticsltd
0,Balance Sheet of Havells India (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2018,havellsindia
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2018,havellsindia
2,EQUITIES AND LIABILITIES,,,,,,,2018,havellsindia
3,SHAREHOLDER'S FUNDS,,,,,,,2018,havellsindia
4,Equity Share Capital,62.65,62.63,62.60,62.58,62.55,,2018,havellsindia
5,Total Share Capital,62.65,62.63,62.60,62.58,62.55,,2018,havellsindia
6,Reserves and Surplus,6560.50,5939.73,5113.06,4248.34,4155.17,,2018,havellsindia
7,Total Reserves and Surplus,6560.50,5939.73,5113.06,4248.34,4155.17,,2018,havellsindia
8,Total Shareholders Funds,6625.45,6002.89,5176.30,4311.56,4217.99,,2018,havellsindia
9,Minority Interest,0.00,0.00,0.00,0.00,0.00,,2018,havellsindia
10,NON-CURRENT LIABILITIES,,,,,,,2018,havellsindia
11,Long Term Borrowings,0.00,272.57,393.65,0.00,40.50,,2018,havellsindia
12,Deferred Tax Liabilities [Net],361.51,350.62,339.11,286.52,320.30,,2018,havellsindia
13,Other Long Term Liabilities,198.22,187.77,107.39,112.90,21.26,,2018,havellsindia
14,Long Term Provisions,136.72,76.25,58.43,35.57,32.68,,2018,havellsindia
15,Total Non-Current Liabilities,696.45,887.21,898.58,434.99,414.74,,2018,havellsindia
16,CURRENT LIABILITIES,,,,,,,2018,havellsindia
17,Short Term Borrowings,0.00,122.96,98.55,0.00,0.00,,2018,havellsindia
18,Trade Payables,2643.19,2380.02,1597.14,1413.82,1559.80,,2018,havellsindia
19,Other Current Liabilities,917.44,876.90,824.14,703.07,776.64,,2018,havellsindia
20,Short Term Provisions,274.91,253.23,257.55,210.01,203.12,,2018,havellsindia
21,Total Current Liabilities,3835.54,3633.11,2777.38,2326.90,2539.56,,2018,havellsindia
22,Total Capital And Liabilities,11157.44,10523.21,8852.26,7073.45,7172.29,,2018,havellsindia
23,ASSETS,,,,,,,2018,havellsindia
24,NON-CURRENT ASSETS,,,,,,,2018,havellsindia
25,Tangible Assets,2227.85,2021.45,1860.83,1899.59,1433.66,,2018,havellsindia
26,Intangible Assets,1082.33,1101.69,1119.13,1139.51,1170.12,,2018,havellsindia
27,Capital Work-In-Progress,163.42,56.75,86.26,82.77,232.15,,2018,havellsindia
28,Fixed Assets,3476.59,3180.35,3069.87,3125.23,2836.44,,2018,havellsindia
29,Non-Current Investments,20.00,272.68,0.00,0.00,0.00,,2018,havellsindia
30,Deferred Tax Assets [Net],0.00,0.00,0.00,0.00,0.00,,2018,havellsindia
31,Long Term Loans And Advances,0.00,0.00,0.00,0.00,0.00,,2018,havellsindia
32,Other Non-Current Assets,284.21,153.15,151.46,157.11,167.59,,2018,havellsindia
33,Total Non-Current Assets,4091.27,3916.65,3531.80,3592.81,3328.18,,2018,havellsindia
34,CURRENT ASSETS,,,,,,,2018,havellsindia
35,Current Investments,180.87,153.42,306.30,0.00,0.00,,2018,havellsindia
36,Inventories,3708.58,2968.08,2619.89,1871.88,1918.97,,2018,havellsindia
37,Trade Receivables,973.94,766.26,563.73,241.66,406.58,,2018,havellsindia
38,Cash And Cash Equivalents,1870.17,2547.98,1652.79,1132.53,1311.37,,2018,havellsindia
39,Short Term Loans And Advances,0.00,0.00,0.00,0.00,0.00,,2018,havellsindia
40,OtherCurrentAssets,332.61,170.82,177.75,234.57,207.19,,2018,havellsindia
41,Total Current Assets,7066.17,6606.56,5320.46,3480.64,3844.11,,2018,havellsindia
42,Total Assets,11157.44,10523.21,8852.26,7073.45,7172.29,,2018,havellsindia
43,OTHER ADDITIONAL INFORMATION,,,,,,,2018,havellsindia
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,,2018,havellsindia
45,Contingent Liabilities,538.27,141.22,183.06,215.92,283.33,,2018,havellsindia
46,BONUS DETAILS,,,,,,,2018,havellsindia
47,Bonus Equity Share Capital,51.59,51.59,51.59,51.59,51.59,,2018,havellsindia
48,NON-CURRENT INVESTMENTS,,,,,,,2018,havellsindia
49,Non-Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,2018,havellsindia
50,Non-Current Investments Unquoted Book Value,20.00,272.68,0.00,0.00,0.00,,2018,havellsindia
51,CURRENT INVESTMENTS,,,,,,,2018,havellsindia
52,Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,2018,havellsindia
53,Current Investments Unquoted Book Value,180.87,153.42,306.30,0.00,0.00,,2018,havellsindia
0,Balance Sheet of Havells India (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2019,havellsindia
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2019,havellsindia
2,EQUITIES AND LIABILITIES,,,,,,,2019,havellsindia
3,SHAREHOLDER'S FUNDS,,,,,,,2019,havellsindia
