,Value,Num,Stock
0,TTM EPS See historical trend,7.43  (+428.56% YoY),indianhotelscompany
1,TTM PE See historical trend,56.26  (Average PE),indianhotelscompany
2,P/B See historical trend,7.76 (High P/B),indianhotelscompany
3,Face Value,1.00,indianhotelscompany
0,Mkt Cap (Rs. Cr.),59373,indianhotelscompany
1,Dividend Yield,0.24,indianhotelscompany
2,20D Avg Volume,4100336,indianhotelscompany
3,20D Avg Delivery(%),--,indianhotelscompany
4,Sector PE,52.83,indianhotelscompany
5,Book Value Per Share,53.90,indianhotelscompany
0,Open,- -,indianhotelscompany
1,Previous Close,- -,indianhotelscompany
2,Volume,- -,indianhotelscompany
3,Value(lacs),- -,indianhotelscompany
0,High,- -,indianhotelscompany
1,Low,- -,indianhotelscompany
2,ATP,- -,indianhotelscompany
3,Spot,- -,indianhotelscompany
0,Open,92.45,indianoilcorporation
1,Previous Close,92.6,indianoilcorporation
2,Volume,18228395.0,indianoilcorporation
3,Value (Lacs),16742.78,indianoilcorporation
4,i  VWAP,92.03,indianoilcorporation
5,Beta,,indianoilcorporation
0,High,92.95,indianoilcorporation
1,Low,91.4,indianoilcorporation
2,UC Limit,101.85,indianoilcorporation
3,LC Limit,83.35,indianoilcorporation
4,52 Week High,101.45,indianoilcorporation
5,52 Week Low,65.2,indianoilcorporation
0,TTM EPS See historical trend,17.36  (-12.66% YoY),indianoilcorporation
1,TTM PE See historical trend,5.29  (Average PE),indianoilcorporation
2,P/B See historical trend,0.96 (Average P/B),indianoilcorporation
3,Face Value,10.00,indianoilcorporation
0,Mkt Cap (Rs. Cr.),129704,indianoilcorporation
1,Dividend Yield,3.27,indianoilcorporation
2,20D Avg Volume,14733246,indianoilcorporation
3,20D Avg Delivery(%),--,indianoilcorporation
4,Sector PE,30.10,indianoilcorporation
5,Book Value Per Share,95.86,indianoilcorporation
0,Open,- -,indianoilcorporation
1,Previous Close,- -,indianoilcorporation
2,Volume,- -,indianoilcorporation
3,Value(lacs),- -,indianoilcorporation
0,High,- -,indianoilcorporation
1,Low,- -,indianoilcorporation
2,ATP,- -,indianoilcorporation
3,Spot,- -,indianoilcorporation
0,Open,688.25,irctc-indianrailwaycateringtourismcorp
1,Previous Close,689.35,irctc-indianrailwaycateringtourismcorp
2,Volume,1353493.0,irctc-indianrailwaycateringtourismcorp
3,Value (Lacs),9184.13,irctc-indianrailwaycateringtourismcorp
4,i  VWAP,681.14,irctc-indianrailwaycateringtourismcorp
5,Beta,,irctc-indianrailwaycateringtourismcorp
0,High,688.65,irctc-indianrailwaycateringtourismcorp
1,Low,675.55,irctc-indianrailwaycateringtourismcorp
2,UC Limit,758.25,irctc-indianrailwaycateringtourismcorp
3,LC Limit,620.45,irctc-indianrailwaycateringtourismcorp
4,52 Week High,774.9,irctc-indianrailwaycateringtourismcorp
5,52 Week Low,557.1,irctc-indianrailwaycateringtourismcorp
0,TTM EPS See historical trend,0.00  (+20.09% YoY),irctc-indianrailwaycateringtourismcorp
1,TTM PE See historical trend,--  (Low PE),irctc-indianrailwaycateringtourismcorp
2,P/B See historical trend,0.00 (Average P/B),irctc-indianrailwaycateringtourismcorp
3,Face Value,2.00,irctc-indianrailwaycateringtourismcorp
0,Mkt Cap (Rs. Cr.),54284,irctc-indianrailwaycateringtourismcorp
1,Dividend Yield,0.81,irctc-indianrailwaycateringtourismcorp
2,20D Avg Volume,3401053,irctc-indianrailwaycateringtourismcorp
3,20D Avg Delivery(%),--,irctc-indianrailwaycateringtourismcorp
4,Sector PE,54.07,irctc-indianrailwaycateringtourismcorp
5,Book Value Per Share,--,irctc-indianrailwaycateringtourismcorp
0,Open,- -,irctc-indianrailwaycateringtourismcorp
1,Previous Close,- -,irctc-indianrailwaycateringtourismcorp
2,Volume,- -,irctc-indianrailwaycateringtourismcorp
3,Value(lacs),- -,irctc-indianrailwaycateringtourismcorp
0,High,- -,irctc-indianrailwaycateringtourismcorp
1,Low,- -,irctc-indianrailwaycateringtourismcorp
2,ATP,- -,irctc-indianrailwaycateringtourismcorp
3,Spot,- -,irctc-indianrailwaycateringtourismcorp
0,Open,462.25,indraprasthagas
1,Previous Close,467.85,indraprasthagas
2,Volume,1003641.0,indraprasthagas
3,Value (Lacs),4652.88,indraprasthagas
4,i  VWAP,463.88,indraprasthagas
5,Beta,,indraprasthagas
0,High,468.5,indraprasthagas
1,Low,460.1,indraprasthagas
2,UC Limit,514.6,indraprasthagas
3,LC Limit,421.1,indraprasthagas
4,52 Week High,515.7,indraprasthagas
5,52 Week Low,364.25,indraprasthagas
0,TTM EPS See historical trend,24.01  (-1.46% YoY),indraprasthagas
1,TTM PE See historical trend,19.31  (Average PE),indraprasthagas
2,P/B See historical trend,4.28 (Low P/B),indraprasthagas
3,Face Value,2.00,indraprasthagas
0,Mkt Cap (Rs. Cr.),32452,indraprasthagas
1,Dividend Yield,2.80,indraprasthagas
2,20D Avg Volume,1666959,indraprasthagas
3,20D Avg Delivery(%),--,indraprasthagas
4,Sector PE,40.64,indraprasthagas
5,Book Value Per Share,108.37,indraprasthagas
0,Open,- -,indraprasthagas
1,Previous Close,- -,indraprasthagas
2,Volume,- -,indraprasthagas
3,Value(lacs),- -,indraprasthagas
0,High,- -,indraprasthagas
1,Low,- -,indraprasthagas
2,ATP,- -,indraprasthagas
3,Spot,- -,indraprasthagas
0,Open,183.95,industowers
1,Previous Close,185.1,industowers
2,Volume,7585974.0,industowers
3,Value (Lacs),13783.71,industowers
4,i  VWAP,183.27,industowers
5,Beta,,industowers
0,High,187.5,industowers
1,Low,179.95,industowers
2,UC Limit,203.6,industowers
3,LC Limit,166.6,industowers
4,52 Week High,208.0,industowers
5,52 Week Low,135.15,industowers
0,TTM EPS See historical trend,10.80  (-46.45% YoY),industowers
1,TTM PE See historical trend,16.82  (Average PE),industowers
2,P/B See historical trend,2.21 (Low P/B),industowers
3,Face Value,10.00,industowers
0,Mkt Cap (Rs. Cr.),48967,industowers
1,Dividend Yield,0.00,industowers
2,20D Avg Volume,12032959,industowers
3,20D Avg Delivery(%),--,industowers
4,Sector PE,36.00,industowers
5,Book Value Per Share,82.19,industowers
0,Open,- -,industowers
1,Previous Close,- -,industowers
2,Volume,- -,industowers
3,Value(lacs),- -,industowers
0,High,- -,industowers
1,Low,- -,industowers
2,ATP,- -,industowers
3,Spot,- -,industowers
0,Open,1441.0,indusindbank
1,Previous Close,1456.9,indusindbank
2,Volume,5683215.0,indusindbank
3,Value (Lacs),81863.87,indusindbank
4,i  VWAP,1446.31,indusindbank
5,Beta,,indusindbank
0,High,1475.65,indusindbank
1,Low,1422.3,indusindbank
2,UC Limit,1602.55,indusindbank
3,LC Limit,1311.25,indusindbank
4,52 Week High,1475.65,indusindbank
5,52 Week Low,990.0,indusindbank
0,TTM EPS See historical trend,102.15  (+46.08% YoY),indusindbank
1,TTM PE See historical trend,14.10  (Low PE),indusindbank
2,P/B See historical trend,2.59 (Average P/B),indusindbank
3,Face Value,10.00,indusindbank
0,Mkt Cap (Rs. Cr.),111915,indusindbank
1,Dividend Yield,0.97,indusindbank
2,20D Avg Volume,2488575,indusindbank
3,20D Avg Delivery(%),--,indusindbank
4,Sector PE,24.65,indusindbank
5,Book Value Per Share,557.13,indusindbank
0,Open,- -,indusindbank
1,Previous Close,- -,indusindbank
2,Volume,- -,indusindbank
3,Value(lacs),- -,indusindbank
0,High,- -,indusindbank
1,Low,- -,indusindbank
2,ATP,- -,indusindbank
3,Spot,- -,indusindbank
0,Open,4440.15,infoedgeindia
1,Previous Close,4490.9,infoedgeindia
2,Volume,447637.0,infoedgeindia
3,Value (Lacs),19986.54,infoedgeindia
4,i  VWAP,4459.71,infoedgeindia
5,Beta,,infoedgeindia
0,High,4498.95,infoedgeindia
1,Low,4425.1,infoedgeindia
2,UC Limit,4939.95,infoedgeindia
3,LC Limit,4041.85,infoedgeindia
4,52 Week High,4984.5,infoedgeindia
5,52 Week Low,3308.2,infoedgeindia
0,TTM EPS See historical trend,-9.89,infoedgeindia
1,TTM PE See historical trend,--  (Low PE),infoedgeindia
2,P/B See historical trend,9.19 (Average P/B),infoedgeindia
3,Face Value,10.00,infoedgeindia
0,Mkt Cap (Rs. Cr.),57679,infoedgeindia
1,Dividend Yield,0.43,infoedgeindia
2,20D Avg Volume,299290,infoedgeindia
3,20D Avg Delivery(%),--,infoedgeindia
4,Sector PE,78.86,infoedgeindia
5,Book Value Per Share,486.06,infoedgeindia
0,Open,- -,infoedgeindia
1,Previous Close,- -,infoedgeindia
2,Volume,- -,infoedgeindia
3,Value(lacs),- -,infoedgeindia
0,High,- -,infoedgeindia
1,Low,- -,infoedgeindia
2,ATP,- -,infoedgeindia
3,Spot,- -,infoedgeindia
0,Open,1476.2,infosys
1,Previous Close,1491.8,infosys
2,Volume,4169337.0,infosys
3,Value (Lacs),62133.54,infosys
4,i  VWAP,1485.72,infosys
5,Beta,,infosys
0,High,1495.1,infosys
1,Low,1476.2,infosys
2,UC Limit,1640.95,infosys
3,LC Limit,1342.65,infosys
4,52 Week High,1672.6,infosys
5,52 Week Low,1185.3,infosys
0,TTM EPS See historical trend,59.46  (+12.00% YoY),infosys
1,TTM PE See historical trend,25.06  (Low PE),infosys
2,P/B See historical trend,8.28 (Average P/B),infosys
3,Face Value,5.00,infosys
0,Mkt Cap (Rs. Cr.),618511,infosys
1,Dividend Yield,2.28,infosys
2,20D Avg Volume,4822725,infosys
3,20D Avg Delivery(%),--,infosys
4,Sector PE,32.25,infosys
5,Book Value Per Share,180.01,infosys
0,Open,- -,infosys
1,Previous Close,- -,infosys
2,Volume,- -,infosys
3,Value(lacs),- -,infosys
0,High,- -,infosys
1,Low,- -,infosys
2,ATP,- -,infosys
3,Spot,- -,infosys
0,Open,2379.05,interglobeaviation
1,Previous Close,2400.55,interglobeaviation
2,Volume,1613294.0,interglobeaviation
3,Value (Lacs),38749.71,interglobeaviation
4,i  VWAP,2398.22,interglobeaviation
5,Beta,,interglobeaviation
0,High,2419.6,interglobeaviation
1,Low,2365.05,interglobeaviation
2,UC Limit,2640.6,interglobeaviation
3,LC Limit,2160.5,interglobeaviation
4,52 Week High,2745.1,interglobeaviation
5,52 Week Low,1676.0,interglobeaviation
0,TTM EPS See historical trend,99.77  (+194.86% YoY),interglobeaviation
1,TTM PE See historical trend,24.07  (High PE),interglobeaviation
2,P/B See historical trend,0.00,interglobeaviation
3,Face Value,10.00,interglobeaviation
0,Mkt Cap (Rs. Cr.),92663,interglobeaviation
1,Dividend Yield,0.00,interglobeaviation
2,20D Avg Volume,902139,interglobeaviation
3,20D Avg Delivery(%),--,interglobeaviation
4,Sector PE,70.73,interglobeaviation
5,Book Value Per Share,-155.43,interglobeaviation
0,Open,- -,interglobeaviation
1,Previous Close,- -,interglobeaviation
2,Volume,- -,interglobeaviation
3,Value(lacs),- -,interglobeaviation
0,High,- -,interglobeaviation
1,Low,- -,interglobeaviation
2,ATP,- -,interglobeaviation
3,Spot,- -,interglobeaviation
0,Open,924.05,ipcalaboratories
1,Previous Close,927.55,ipcalaboratories
2,Volume,538630.0,ipcalaboratories
3,Value (Lacs),4919.04,ipcalaboratories
4,i  VWAP,913.79,ipcalaboratories
5,Beta,,ipcalaboratories
0,High,925.95,ipcalaboratories
1,Low,905.0,ipcalaboratories
2,UC Limit,1020.3,ipcalaboratories
3,LC Limit,834.8,ipcalaboratories
4,52 Week High,955.0,ipcalaboratories
5,52 Week Low,669.8,ipcalaboratories
0,TTM EPS See historical trend,19.36  (-31.83% YoY),ipcalaboratories
1,TTM PE See historical trend,47.17  (High PE),ipcalaboratories
2,P/B See historical trend,4.16 (Average P/B),ipcalaboratories
3,Face Value,1.00,ipcalaboratories
0,Mkt Cap (Rs. Cr.),23170,ipcalaboratories
1,Dividend Yield,0.44,ipcalaboratories
2,20D Avg Volume,539996,ipcalaboratories
3,20D Avg Delivery(%),--,ipcalaboratories
4,Sector PE,44.47,ipcalaboratories
5,Book Value Per Share,219.50,ipcalaboratories
0,Open,- -,ipcalaboratories
1,Previous Close,- -,ipcalaboratories
2,Volume,- -,ipcalaboratories
3,Value(lacs),- -,ipcalaboratories
0,High,- -,ipcalaboratories
1,Low,- -,ipcalaboratories
2,ATP,- -,ipcalaboratories
3,Spot,- -,ipcalaboratories
0,Open,3320.0,jkcement
1,Previous Close,3319.8,jkcement
2,Volume,153726.0,jkcement
3,Value (Lacs),4947.83,jkcement
4,i  VWAP,3225.91,jkcement
5,Beta,,jkcement
0,High,3320.05,jkcement
1,Low,3183.05,jkcement
2,UC Limit,3651.75,jkcement
3,LC Limit,2987.85,jkcement
4,52 Week High,3476.4,jkcement
5,52 Week Low,2425.25,jkcement
0,TTM EPS See historical trend,48.96  (-42.49% YoY),jkcement
1,TTM PE See historical trend,65.74  (High PE),jkcement
2,P/B See historical trend,5.80 (High P/B),jkcement
3,Face Value,10.00,jkcement
0,Mkt Cap (Rs. Cr.),24870,jkcement
1,Dividend Yield,0.47,jkcement
2,20D Avg Volume,127891,jkcement
3,20D Avg Delivery(%),--,jkcement
4,Sector PE,48.24,jkcement
5,Book Value Per Share,555.29,jkcement
0,Open,- -,jkcement
1,Previous Close,- -,jkcement
2,Volume,- -,jkcement
3,Value(lacs),- -,jkcement
0,High,- -,jkcement
1,Low,- -,jkcement
2,ATP,- -,jkcement
3,Spot,- -,jkcement
0,Open,808.05,jswsteel
1,Previous Close,808.8,jswsteel
2,Volume,3359951.0,jswsteel
3,Value (Lacs),26434.41,jswsteel
4,i  VWAP,795.51,jswsteel
5,Beta,,jswsteel
0,High,810.8,jswsteel
1,Low,785.2,jswsteel
2,UC Limit,889.65,jswsteel
3,LC Limit,727.95,jswsteel
4,52 Week High,840.0,jswsteel
5,52 Week Low,614.2,jswsteel
0,TTM EPS See historical trend,23.08  (-64.24% YoY),jswsteel
1,TTM PE See historical trend,34.09  (Average PE),jswsteel
2,P/B See historical trend,2.78 (Average P/B),jswsteel
3,Face Value,1.00,jswsteel
0,Mkt Cap (Rs. Cr.),192396,jswsteel
1,Dividend Yield,0.43,jswsteel
2,20D Avg Volume,2353866,jswsteel
3,20D Avg Delivery(%),--,jswsteel
4,Sector PE,18.20,jswsteel
5,Book Value Per Share,283.28,jswsteel
0,Open,- -,jswsteel
1,Previous Close,- -,jswsteel
2,Volume,- -,jswsteel
3,Value(lacs),- -,jswsteel
0,High,- -,jswsteel
1,Low,- -,jswsteel
2,ATP,- -,jswsteel
3,Spot,- -,jswsteel
0,Open,700.0,jindalsteelpower
1,Previous Close,702.1,jindalsteelpower
2,Volume,1963443.0,jindalsteelpower
3,Value (Lacs),13527.14,jindalsteelpower
4,i  VWAP,692.04,jindalsteelpower
5,Beta,,jindalsteelpower
0,High,703.35,jindalsteelpower
1,Low,684.0,jindalsteelpower
2,UC Limit,772.3,jindalsteelpower
3,LC Limit,631.9,jindalsteelpower
4,52 Week High,722.8,jindalsteelpower
5,52 Week Low,386.1,jindalsteelpower
0,TTM EPS See historical trend,28.11  (-67.34% YoY),jindalsteelpower
1,TTM PE See historical trend,24.51  (High PE),jindalsteelpower
2,P/B See historical trend,1.89 (High P/B),jindalsteelpower
3,Face Value,1.00,jindalsteelpower
0,Mkt Cap (Rs. Cr.),70279,jindalsteelpower
1,Dividend Yield,0.29,jindalsteelpower
2,20D Avg Volume,2167975,jindalsteelpower
3,20D Avg Delivery(%),--,jindalsteelpower
4,Sector PE,23.29,jindalsteelpower
5,Book Value Per Share,363.66,jindalsteelpower
0,Open,- -,jindalsteelpower
1,Previous Close,- -,jindalsteelpower
2,Volume,- -,jindalsteelpower
3,Value(lacs),- -,jindalsteelpower
0,High,- -,jindalsteelpower
1,Low,- -,jindalsteelpower
2,ATP,- -,jindalsteelpower
3,Spot,- -,jindalsteelpower
0,Open,538.45,jubilantfoodworks
1,Previous Close,538.95,jubilantfoodworks
2,Volume,2211629.0,jubilantfoodworks
3,Value (Lacs),11805.68,jubilantfoodworks
4,i  VWAP,534.67,jubilantfoodworks
5,Beta,,jubilantfoodworks
0,High,542.35,jubilantfoodworks
1,Low,529.55,jubilantfoodworks
2,UC Limit,592.8,jubilantfoodworks
3,LC Limit,485.05,jubilantfoodworks
4,52 Week High,652.35,jubilantfoodworks
5,52 Week Low,412.1,jubilantfoodworks
0,TTM EPS See historical trend,4.08  (-41.93% YoY),jubilantfoodworks
1,TTM PE See historical trend,130.83  (Average PE),jubilantfoodworks
2,P/B See historical trend,24.51 (Average P/B),jubilantfoodworks
3,Face Value,2.00,jubilantfoodworks
0,Mkt Cap (Rs. Cr.),35223,jubilantfoodworks
1,Dividend Yield,0.22,jubilantfoodworks
2,20D Avg Volume,3035596,jubilantfoodworks
3,20D Avg Delivery(%),--,jubilantfoodworks
4,Sector PE,52.83,jubilantfoodworks
5,Book Value Per Share,21.78,jubilantfoodworks
0,Open,- -,jubilantfoodworks
1,Previous Close,- -,jubilantfoodworks
2,Volume,- -,jubilantfoodworks
3,Value(lacs),- -,jubilantfoodworks
0,High,- -,jubilantfoodworks
1,Low,- -,jubilantfoodworks
2,ATP,- -,jubilantfoodworks
3,Spot,- -,jubilantfoodworks
0,Open,1786.95,kotakmahindrabank
1,Previous Close,1798.35,kotakmahindrabank
2,Volume,5368143.0,kotakmahindrabank
3,Value (Lacs),96060.23,kotakmahindrabank
4,i  VWAP,1789.64,kotakmahindrabank
5,Beta,,kotakmahindrabank
0,High,1803.45,kotakmahindrabank
1,Low,1775.7,kotakmahindrabank
2,UC Limit,1978.15,kotakmahindrabank
3,LC Limit,1618.55,kotakmahindrabank
4,52 Week High,2064.4,kotakmahindrabank
5,52 Week Low,1643.5,kotakmahindrabank
0,TTM EPS See historical trend,82.11  (+25.03% YoY),kotakmahindrabank
1,TTM PE See historical trend,21.79  (Low PE),kotakmahindrabank
2,P/B See historical trend,3.68 (Low P/B),kotakmahindrabank
3,Face Value,5.00,kotakmahindrabank
0,Mkt Cap (Rs. Cr.),355644,kotakmahindrabank
1,Dividend Yield,0.08,kotakmahindrabank
2,20D Avg Volume,3762312,kotakmahindrabank
3,20D Avg Delivery(%),--,kotakmahindrabank
4,Sector PE,24.65,kotakmahindrabank
5,Book Value Per Share,485.68,kotakmahindrabank
0,Open,- -,kotakmahindrabank
1,Previous Close,- -,kotakmahindrabank
2,Volume,- -,kotakmahindrabank
3,Value(lacs),- -,kotakmahindrabank
0,High,- -,kotakmahindrabank
1,Low,- -,kotakmahindrabank
2,ATP,- -,kotakmahindrabank
3,Spot,- -,kotakmahindrabank
0,Open,127.0,ltfinanceholdings
1,Previous Close,127.4,ltfinanceholdings
2,Volume,4672830.0,ltfinanceholdings
3,Value (Lacs),5862.07,ltfinanceholdings
4,i  VWAP,126.77,ltfinanceholdings
5,Beta,,ltfinanceholdings
0,High,128.65,ltfinanceholdings
1,Low,125.0,ltfinanceholdings
2,UC Limit,140.1,ltfinanceholdings
3,LC Limit,114.7,ltfinanceholdings
4,52 Week High,140.2,ltfinanceholdings
5,52 Week Low,72.0,ltfinanceholdings
0,TTM EPS See historical trend,7.62  (+63.38% YoY),ltfinanceholdings
1,TTM PE See historical trend,16.46  (Average PE),ltfinanceholdings
2,P/B See historical trend,1.56 (Average P/B),ltfinanceholdings
3,Face Value,10.00,ltfinanceholdings
0,Mkt Cap (Rs. Cr.),31150,ltfinanceholdings
1,Dividend Yield,1.59,ltfinanceholdings
2,20D Avg Volume,6236388,ltfinanceholdings
3,20D Avg Delivery(%),--,ltfinanceholdings
4,Sector PE,28.73,ltfinanceholdings
5,Book Value Per Share,80.59,ltfinanceholdings
0,Open,- -,ltfinanceholdings
1,Previous Close,- -,ltfinanceholdings
2,Volume,- -,ltfinanceholdings
3,Value(lacs),- -,ltfinanceholdings
0,High,- -,ltfinanceholdings
1,Low,- -,ltfinanceholdings
2,ATP,- -,ltfinanceholdings
3,Spot,- -,ltfinanceholdings
0,Open,4655.0,lttechnologyservices
1,Previous Close,4663.2,lttechnologyservices
2,Volume,75162.0,lttechnologyservices
3,Value (Lacs),3464.55,lttechnologyservices
4,i  VWAP,4631.93,lttechnologyservices
5,Beta,,lttechnologyservices
0,High,4674.95,lttechnologyservices
1,Low,4603.15,lttechnologyservices
2,UC Limit,5129.5,lttechnologyservices
3,LC Limit,4196.9,lttechnologyservices
4,52 Week High,4807.15,lttechnologyservices
5,52 Week Low,3215.85,lttechnologyservices
0,TTM EPS See historical trend,114.15  (+18.65% YoY),lttechnologyservices
1,TTM PE See historical trend,40.38  (Average PE),lttechnologyservices
2,P/B See historical trend,11.65 (High P/B),lttechnologyservices
3,Face Value,2.00,lttechnologyservices
0,Mkt Cap (Rs. Cr.),48726,lttechnologyservices
1,Dividend Yield,0.98,lttechnologyservices
2,20D Avg Volume,166883,lttechnologyservices
3,20D Avg Delivery(%),--,lttechnologyservices
4,Sector PE,43.61,lttechnologyservices
5,Book Value Per Share,395.65,lttechnologyservices
0,Open,- -,lttechnologyservices
1,Previous Close,- -,lttechnologyservices
2,Volume,- -,lttechnologyservices
3,Value(lacs),- -,lttechnologyservices
0,High,- -,lttechnologyservices
1,Low,- -,lttechnologyservices
2,ATP,- -,lttechnologyservices
3,Spot,- -,lttechnologyservices
0,Open,455.9,lichousingfinance
1,Previous Close,455.9,lichousingfinance
2,Volume,2434372.0,lichousingfinance
3,Value (Lacs),11118.99,lichousingfinance
4,i  VWAP,459.01,lichousingfinance
5,Beta,,lichousingfinance
0,High,462.65,lichousingfinance
1,Low,452.95,lichousingfinance
2,UC Limit,501.45,lichousingfinance
3,LC Limit,410.35,lichousingfinance
4,52 Week High,470.8,lichousingfinance
5,52 Week Low,315.1,lichousingfinance
0,TTM EPS See historical trend,59.67  (+7.28% YoY),lichousingfinance
1,TTM PE See historical trend,7.65  (Average PE),lichousingfinance
2,P/B See historical trend,1.01 (Average P/B),lichousingfinance
3,Face Value,2.00,lichousingfinance
0,Mkt Cap (Rs. Cr.),25124,lichousingfinance
1,Dividend Yield,1.86,lichousingfinance
2,20D Avg Volume,3371264,lichousingfinance
3,20D Avg Delivery(%),--,lichousingfinance
4,Sector PE,20.46,lichousingfinance
5,Book Value Per Share,450.02,lichousingfinance
0,Open,- -,lichousingfinance
1,Previous Close,- -,lichousingfinance
2,Volume,- -,lichousingfinance
3,Value(lacs),- -,lichousingfinance
0,High,- -,lichousingfinance
1,Low,- -,lichousingfinance
2,ATP,- -,lichousingfinance
3,Spot,- -,lichousingfinance
0,Open,5475.0,ltimindtree
1,Previous Close,5513.75,ltimindtree
2,Volume,145121.0,ltimindtree
3,Value (Lacs),7943.13,ltimindtree
4,i  VWAP,5480.29,ltimindtree
5,Beta,,ltimindtree
0,High,5527.7,ltimindtree
1,Low,5453.2,ltimindtree
2,UC Limit,6065.1,ltimindtree
3,LC Limit,4962.4,ltimindtree
4,52 Week High,5593.4,ltimindtree
5,52 Week Low,4121.0,ltimindtree
0,TTM EPS See historical trend,150.52  (+8.22% YoY),ltimindtree
1,TTM PE See historical trend,36.36  (Average PE),ltimindtree
2,P/B See historical trend,10.88 (Average P/B),ltimindtree
3,Face Value,1.00,ltimindtree
0,Mkt Cap (Rs. Cr.),161967,ltimindtree
1,Dividend Yield,1.10,ltimindtree
2,20D Avg Volume,336014,ltimindtree
3,20D Avg Delivery(%),--,ltimindtree
4,Sector PE,32.25,ltimindtree
5,Book Value Per Share,503.10,ltimindtree
0,Open,- -,ltimindtree
1,Previous Close,- -,ltimindtree
2,Volume,- -,ltimindtree
3,Value(lacs),- -,ltimindtree
0,High,- -,ltimindtree
1,Low,- -,ltimindtree
2,ATP,- -,ltimindtree
3,Spot,- -,ltimindtree
0,Open,2926.95,larsentoubro
1,Previous Close,2919.85,larsentoubro
2,Volume,1399240.0,larsentoubro
3,Value (Lacs),40438.04,larsentoubro
4,i  VWAP,2912.55,larsentoubro
5,Beta,,larsentoubro
0,High,2944.95,larsentoubro
1,Low,2886.05,larsentoubro
2,UC Limit,3211.8,larsentoubro
3,LC Limit,2627.9,larsentoubro
4,52 Week High,3009.0,larsentoubro
5,52 Week Low,1797.4,larsentoubro
0,TTM EPS See historical trend,80.12  (+22.41% YoY),larsentoubro
1,TTM PE See historical trend,36.07  (High PE),larsentoubro
2,P/B See historical trend,4.18 (High P/B),larsentoubro
3,Face Value,2.00,larsentoubro
0,Mkt Cap (Rs. Cr.),406211,larsentoubro
1,Dividend Yield,0.83,larsentoubro
2,20D Avg Volume,2194516,larsentoubro
3,20D Avg Delivery(%),--,larsentoubro
4,Sector PE,52.29,larsentoubro
5,Book Value Per Share,691.18,larsentoubro
0,Open,- -,larsentoubro
1,Previous Close,- -,larsentoubro
2,Volume,- -,larsentoubro
3,Value(lacs),- -,larsentoubro
0,High,- -,larsentoubro
1,Low,- -,larsentoubro
2,ATP,- -,larsentoubro
3,Spot,- -,larsentoubro
0,Open,393.7,lauruslabs
1,Previous Close,393.7,lauruslabs
2,Volume,943214.0,lauruslabs
3,Value (Lacs),3726.64,lauruslabs
4,i  VWAP,392.61,lauruslabs
5,Beta,,lauruslabs
0,High,396.2,lauruslabs
1,Low,388.4,lauruslabs
2,UC Limit,433.05,lauruslabs
3,LC Limit,354.35,lauruslabs
4,52 Week High,558.65,lauruslabs
5,52 Week Low,278.85,lauruslabs
0,TTM EPS See historical trend,10.46  (-32.88% YoY),lauruslabs
1,TTM PE See historical trend,37.77  (High PE),lauruslabs
2,P/B See historical trend,6.34 (Average P/B),lauruslabs
3,Face Value,2.00,lauruslabs
0,Mkt Cap (Rs. Cr.),21282,lauruslabs
1,Dividend Yield,0.51,lauruslabs
2,20D Avg Volume,1872729,lauruslabs
3,20D Avg Delivery(%),--,lauruslabs
4,Sector PE,44.47,lauruslabs
5,Book Value Per Share,62.34,lauruslabs
0,Open,- -,lauruslabs
1,Previous Close,- -,lauruslabs
2,Volume,- -,lauruslabs
3,Value(lacs),- -,lauruslabs
0,High,- -,lauruslabs
1,Low,- -,lauruslabs
2,ATP,- -,lauruslabs
3,Spot,- -,lauruslabs
0,Open,1135.0,lupin
1,Previous Close,1139.55,lupin
2,Volume,1089288.0,lupin
3,Value (Lacs),12521.91,lupin
4,i  VWAP,1147.14,lupin
5,Beta,,lupin
0,High,1158.0,lupin
1,Low,1134.35,lupin
2,UC Limit,1253.5,lupin
3,LC Limit,1025.6,lupin
4,52 Week High,1174.5,lupin
5,52 Week Low,623.0,lupin
0,TTM EPS See historical trend,21.34  (+144.93% YoY),lupin
1,TTM PE See historical trend,53.87  (High PE),lupin
2,P/B See historical trend,3.82 (High P/B),lupin
3,Face Value,2.00,lupin
0,Mkt Cap (Rs. Cr.),52330,lupin
1,Dividend Yield,0.35,lupin
2,20D Avg Volume,978479,lupin
3,20D Avg Delivery(%),--,lupin
4,Sector PE,44.47,lupin
5,Book Value Per Share,300.96,lupin
0,Open,- -,lupin
1,Previous Close,- -,lupin
2,Volume,- -,lupin
3,Value(lacs),- -,lupin
0,High,- -,lupin
1,Low,- -,lupin
2,ATP,- -,lupin
3,Spot,- -,lupin
0,Open,109000.0,mrf
1,Previous Close,109003.95,mrf
2,Volume,4471.0,mrf
3,Value (Lacs),4900.39,mrf
4,i  VWAP,109196.71,mrf
5,Beta,,mrf
0,High,109764.65,mrf
1,Low,108100.0,mrf
2,UC Limit,119904.3,mrf
3,LC Limit,98103.55,mrf
4,52 Week High,112727.95,mrf
5,52 Week Low,78689.95,mrf
0,TTM EPS See historical trend,"2,909.85  (0.00% YoY)",mrf
1,TTM PE See historical trend,37.67  (Average PE),mrf
2,P/B See historical trend,3.31 (High P/B),mrf
3,Face Value,10.00,mrf
0,Mkt Cap (Rs. Cr.),46485,mrf
1,Dividend Yield,0.16,mrf
2,20D Avg Volume,0,mrf
3,20D Avg Delivery(%),--,mrf
4,Sector PE,45.48,mrf
5,Book Value Per Share,33085.19,mrf
