,0,1,2,3,4,5,6,Year,Stock
23,Current Tax,12.29,15.64,7.08,155.44,223.52,,2018,gmrairportsinfrastructure
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,132.11,,2018,gmrairportsinfrastructure
25,Deferred Tax,101.78,-27.94,-293.40,-236.54,-179.27,,2018,gmrairportsinfrastructure
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,2018,gmrairportsinfrastructure
27,Total Tax Expenses,114.07,-12.30,-286.32,-84.92,-87.42,,2018,gmrairportsinfrastructure
28,Profit/Loss After Tax And Before ExtraOrdinary Items,-925.90,-823.01,-1184.17,-1910.16,-3378.52,,2018,gmrairportsinfrastructure
29,Profit/Loss From Continuing Operations,-925.90,-823.01,-1184.17,-1910.16,-3378.52,,2018,gmrairportsinfrastructure
30,Profit/Loss For The Period,-925.90,-1202.09,-3368.68,-1913.86,-3268.40,,2018,gmrairportsinfrastructure
31,Minority Interest,660.67,108.10,630.49,-227.19,-224.29,,2018,gmrairportsinfrastructure
32,Consolidated Profit/Loss After MI And Associates,-179.26,-1023.29,-2797.28,-2429.38,-3580.58,,2018,gmrairportsinfrastructure
33,OTHER ADDITIONAL INFORMATION,,,,,,,2018,gmrairportsinfrastructure
34,EARNINGS PER SHARE,,,,,,,2018,gmrairportsinfrastructure
35,Basic EPS (Rs.),0.00,-2.00,-5.00,-4.00,-6.00,,2018,gmrairportsinfrastructure
36,Diluted EPS (Rs.),0.00,-2.00,-5.00,-4.00,-6.00,,2018,gmrairportsinfrastructure
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,2018,gmrairportsinfrastructure
38,Equity Share Dividend,0.00,0.00,0.00,0.00,0.00,,2018,gmrairportsinfrastructure
39,Tax On Dividend,0.00,0.00,0.00,19.47,24.85,,2018,gmrairportsinfrastructure
0,Profit & Loss account of GMR Airports Infrastructure (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2019,gmrairportsinfrastructure
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2019,gmrairportsinfrastructure
2,INCOME,,,,,,,2019,gmrairportsinfrastructure
3,Revenue From Operations [Gross],5851.41,3772.17,2662.16,7675.85,7267.19,,2019,gmrairportsinfrastructure
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,2019,gmrairportsinfrastructure
5,Revenue From Operations [Net],5851.41,3772.17,2662.16,7675.85,7267.19,,2019,gmrairportsinfrastructure
6,Total Operating Revenues,6693.40,4600.72,3566.01,8555.54,7564.88,,2019,gmrairportsinfrastructure
7,Other Income,595.59,358.44,430.73,666.59,719.84,,2019,gmrairportsinfrastructure
8,Total Revenue,7288.99,4959.16,3996.74,9222.13,8284.72,,2019,gmrairportsinfrastructure
9,EXPENSES,,,,,,,2019,gmrairportsinfrastructure
10,Cost Of Materials Consumed,96.57,92.57,93.38,434.85,348.16,,2019,gmrairportsinfrastructure
11,Purchase Of Stock-In Trade,138.19,52.37,0.34,82.92,59.67,,2019,gmrairportsinfrastructure
12,Operating And Direct Expenses,1986.87,340.27,360.79,2334.55,2281.12,,2019,gmrairportsinfrastructure
13,Changes In Inventories Of FGWIP And Stock In Trade,-47.45,4.61,16.55,-15.63,1.82,,2019,gmrairportsinfrastructure
14,Employee Benefit Expenses,969.38,755.12,691.05,831.21,759.88,,2019,gmrairportsinfrastructure
15,Finance Costs,2343.11,2018.66,1803.00,3545.07,2684.15,,2019,gmrairportsinfrastructure
16,Depreciation And Amortisation Expenses,1042.44,889.40,886.12,1064.25,983.96,,2019,gmrairportsinfrastructure
17,Other Expenses,1826.05,1253.21,1616.00,1511.55,1873.19,,2019,gmrairportsinfrastructure
18,Total Expenses,8355.16,5406.21,5467.23,10536.30,9538.36,,2019,gmrairportsinfrastructure
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",-1066.17,-447.05,-1470.49,-1314.17,-1253.64,,2019,gmrairportsinfrastructure
20,Exceptional Items,254.34,-388.26,0.00,-680.91,-2212.30,,2019,gmrairportsinfrastructure
21,Profit/Loss Before Tax,-811.83,-835.31,-1470.49,-1995.08,-3465.94,,2019,gmrairportsinfrastructure
22,Tax Expenses-Continued Operations,,,,,,,2019,gmrairportsinfrastructure
23,Current Tax,12.29,15.64,7.08,155.44,223.52,,2019,gmrairportsinfrastructure
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,132.11,,2019,gmrairportsinfrastructure
25,Deferred Tax,101.78,-27.94,-293.40,-236.54,-179.27,,2019,gmrairportsinfrastructure
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,2019,gmrairportsinfrastructure
27,Total Tax Expenses,114.07,-12.30,-286.32,-84.92,-87.42,,2019,gmrairportsinfrastructure
28,Profit/Loss After Tax And Before ExtraOrdinary Items,-925.90,-823.01,-1184.17,-1910.16,-3378.52,,2019,gmrairportsinfrastructure
29,Profit/Loss From Continuing Operations,-925.90,-823.01,-1184.17,-1910.16,-3378.52,,2019,gmrairportsinfrastructure
30,Profit/Loss For The Period,-925.90,-1202.09,-3368.68,-1913.86,-3268.40,,2019,gmrairportsinfrastructure
31,Minority Interest,660.67,108.10,630.49,-227.19,-224.29,,2019,gmrairportsinfrastructure
32,Consolidated Profit/Loss After MI And Associates,-179.26,-1023.29,-2797.28,-2429.38,-3580.58,,2019,gmrairportsinfrastructure
33,OTHER ADDITIONAL INFORMATION,,,,,,,2019,gmrairportsinfrastructure
34,EARNINGS PER SHARE,,,,,,,2019,gmrairportsinfrastructure
35,Basic EPS (Rs.),0.00,-2.00,-5.00,-4.00,-6.00,,2019,gmrairportsinfrastructure
36,Diluted EPS (Rs.),0.00,-2.00,-5.00,-4.00,-6.00,,2019,gmrairportsinfrastructure
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,2019,gmrairportsinfrastructure
38,Equity Share Dividend,0.00,0.00,0.00,0.00,0.00,,2019,gmrairportsinfrastructure
39,Tax On Dividend,0.00,0.00,0.00,19.47,24.85,,2019,gmrairportsinfrastructure
0,Profit & Loss account of GMR Airports Infrastructure (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2020,gmrairportsinfrastructure
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2020,gmrairportsinfrastructure
2,INCOME,,,,,,,2020,gmrairportsinfrastructure
3,Revenue From Operations [Gross],5851.41,3772.17,2662.16,7675.85,7267.19,,2020,gmrairportsinfrastructure
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,2020,gmrairportsinfrastructure
5,Revenue From Operations [Net],5851.41,3772.17,2662.16,7675.85,7267.19,,2020,gmrairportsinfrastructure
6,Total Operating Revenues,6693.40,4600.72,3566.01,8555.54,7564.88,,2020,gmrairportsinfrastructure
7,Other Income,595.59,358.44,430.73,666.59,719.84,,2020,gmrairportsinfrastructure
8,Total Revenue,7288.99,4959.16,3996.74,9222.13,8284.72,,2020,gmrairportsinfrastructure
9,EXPENSES,,,,,,,2020,gmrairportsinfrastructure
10,Cost Of Materials Consumed,96.57,92.57,93.38,434.85,348.16,,2020,gmrairportsinfrastructure
11,Purchase Of Stock-In Trade,138.19,52.37,0.34,82.92,59.67,,2020,gmrairportsinfrastructure
12,Operating And Direct Expenses,1986.87,340.27,360.79,2334.55,2281.12,,2020,gmrairportsinfrastructure
13,Changes In Inventories Of FGWIP And Stock In Trade,-47.45,4.61,16.55,-15.63,1.82,,2020,gmrairportsinfrastructure
14,Employee Benefit Expenses,969.38,755.12,691.05,831.21,759.88,,2020,gmrairportsinfrastructure
15,Finance Costs,2343.11,2018.66,1803.00,3545.07,2684.15,,2020,gmrairportsinfrastructure
16,Depreciation And Amortisation Expenses,1042.44,889.40,886.12,1064.25,983.96,,2020,gmrairportsinfrastructure
17,Other Expenses,1826.05,1253.21,1616.00,1511.55,1873.19,,2020,gmrairportsinfrastructure
18,Total Expenses,8355.16,5406.21,5467.23,10536.30,9538.36,,2020,gmrairportsinfrastructure
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",-1066.17,-447.05,-1470.49,-1314.17,-1253.64,,2020,gmrairportsinfrastructure
20,Exceptional Items,254.34,-388.26,0.00,-680.91,-2212.30,,2020,gmrairportsinfrastructure
21,Profit/Loss Before Tax,-811.83,-835.31,-1470.49,-1995.08,-3465.94,,2020,gmrairportsinfrastructure
22,Tax Expenses-Continued Operations,,,,,,,2020,gmrairportsinfrastructure
23,Current Tax,12.29,15.64,7.08,155.44,223.52,,2020,gmrairportsinfrastructure
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,132.11,,2020,gmrairportsinfrastructure
25,Deferred Tax,101.78,-27.94,-293.40,-236.54,-179.27,,2020,gmrairportsinfrastructure
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,2020,gmrairportsinfrastructure
27,Total Tax Expenses,114.07,-12.30,-286.32,-84.92,-87.42,,2020,gmrairportsinfrastructure
28,Profit/Loss After Tax And Before ExtraOrdinary Items,-925.90,-823.01,-1184.17,-1910.16,-3378.52,,2020,gmrairportsinfrastructure
29,Profit/Loss From Continuing Operations,-925.90,-823.01,-1184.17,-1910.16,-3378.52,,2020,gmrairportsinfrastructure
30,Profit/Loss For The Period,-925.90,-1202.09,-3368.68,-1913.86,-3268.40,,2020,gmrairportsinfrastructure
31,Minority Interest,660.67,108.10,630.49,-227.19,-224.29,,2020,gmrairportsinfrastructure
32,Consolidated Profit/Loss After MI And Associates,-179.26,-1023.29,-2797.28,-2429.38,-3580.58,,2020,gmrairportsinfrastructure
33,OTHER ADDITIONAL INFORMATION,,,,,,,2020,gmrairportsinfrastructure
34,EARNINGS PER SHARE,,,,,,,2020,gmrairportsinfrastructure
35,Basic EPS (Rs.),0.00,-2.00,-5.00,-4.00,-6.00,,2020,gmrairportsinfrastructure
36,Diluted EPS (Rs.),0.00,-2.00,-5.00,-4.00,-6.00,,2020,gmrairportsinfrastructure
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,2020,gmrairportsinfrastructure
38,Equity Share Dividend,0.00,0.00,0.00,0.00,0.00,,2020,gmrairportsinfrastructure
39,Tax On Dividend,0.00,0.00,0.00,19.47,24.85,,2020,gmrairportsinfrastructure
0,Profit & Loss account of GMR Airports Infrastructure (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2021,gmrairportsinfrastructure
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2021,gmrairportsinfrastructure
2,INCOME,,,,,,,2021,gmrairportsinfrastructure
3,Revenue From Operations [Gross],5851.41,3772.17,2662.16,7675.85,7267.19,,2021,gmrairportsinfrastructure
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,2021,gmrairportsinfrastructure
5,Revenue From Operations [Net],5851.41,3772.17,2662.16,7675.85,7267.19,,2021,gmrairportsinfrastructure
6,Total Operating Revenues,6693.40,4600.72,3566.01,8555.54,7564.88,,2021,gmrairportsinfrastructure
7,Other Income,595.59,358.44,430.73,666.59,719.84,,2021,gmrairportsinfrastructure
8,Total Revenue,7288.99,4959.16,3996.74,9222.13,8284.72,,2021,gmrairportsinfrastructure
9,EXPENSES,,,,,,,2021,gmrairportsinfrastructure
10,Cost Of Materials Consumed,96.57,92.57,93.38,434.85,348.16,,2021,gmrairportsinfrastructure
11,Purchase Of Stock-In Trade,138.19,52.37,0.34,82.92,59.67,,2021,gmrairportsinfrastructure
12,Operating And Direct Expenses,1986.87,340.27,360.79,2334.55,2281.12,,2021,gmrairportsinfrastructure
13,Changes In Inventories Of FGWIP And Stock In Trade,-47.45,4.61,16.55,-15.63,1.82,,2021,gmrairportsinfrastructure
14,Employee Benefit Expenses,969.38,755.12,691.05,831.21,759.88,,2021,gmrairportsinfrastructure
15,Finance Costs,2343.11,2018.66,1803.00,3545.07,2684.15,,2021,gmrairportsinfrastructure
16,Depreciation And Amortisation Expenses,1042.44,889.40,886.12,1064.25,983.96,,2021,gmrairportsinfrastructure
17,Other Expenses,1826.05,1253.21,1616.00,1511.55,1873.19,,2021,gmrairportsinfrastructure
18,Total Expenses,8355.16,5406.21,5467.23,10536.30,9538.36,,2021,gmrairportsinfrastructure
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",-1066.17,-447.05,-1470.49,-1314.17,-1253.64,,2021,gmrairportsinfrastructure
20,Exceptional Items,254.34,-388.26,0.00,-680.91,-2212.30,,2021,gmrairportsinfrastructure
21,Profit/Loss Before Tax,-811.83,-835.31,-1470.49,-1995.08,-3465.94,,2021,gmrairportsinfrastructure
22,Tax Expenses-Continued Operations,,,,,,,2021,gmrairportsinfrastructure
23,Current Tax,12.29,15.64,7.08,155.44,223.52,,2021,gmrairportsinfrastructure
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,132.11,,2021,gmrairportsinfrastructure
25,Deferred Tax,101.78,-27.94,-293.40,-236.54,-179.27,,2021,gmrairportsinfrastructure
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,2021,gmrairportsinfrastructure
27,Total Tax Expenses,114.07,-12.30,-286.32,-84.92,-87.42,,2021,gmrairportsinfrastructure
28,Profit/Loss After Tax And Before ExtraOrdinary Items,-925.90,-823.01,-1184.17,-1910.16,-3378.52,,2021,gmrairportsinfrastructure
29,Profit/Loss From Continuing Operations,-925.90,-823.01,-1184.17,-1910.16,-3378.52,,2021,gmrairportsinfrastructure
30,Profit/Loss For The Period,-925.90,-1202.09,-3368.68,-1913.86,-3268.40,,2021,gmrairportsinfrastructure
31,Minority Interest,660.67,108.10,630.49,-227.19,-224.29,,2021,gmrairportsinfrastructure
32,Consolidated Profit/Loss After MI And Associates,-179.26,-1023.29,-2797.28,-2429.38,-3580.58,,2021,gmrairportsinfrastructure
33,OTHER ADDITIONAL INFORMATION,,,,,,,2021,gmrairportsinfrastructure
34,EARNINGS PER SHARE,,,,,,,2021,gmrairportsinfrastructure
35,Basic EPS (Rs.),0.00,-2.00,-5.00,-4.00,-6.00,,2021,gmrairportsinfrastructure
36,Diluted EPS (Rs.),0.00,-2.00,-5.00,-4.00,-6.00,,2021,gmrairportsinfrastructure
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,2021,gmrairportsinfrastructure
38,Equity Share Dividend,0.00,0.00,0.00,0.00,0.00,,2021,gmrairportsinfrastructure
39,Tax On Dividend,0.00,0.00,0.00,19.47,24.85,,2021,gmrairportsinfrastructure
0,Profit & Loss account of GMR Airports Infrastructure (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2022,gmrairportsinfrastructure
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2022,gmrairportsinfrastructure
2,INCOME,,,,,,,2022,gmrairportsinfrastructure
3,Revenue From Operations [Gross],5851.41,3772.17,2662.16,7675.85,7267.19,,2022,gmrairportsinfrastructure
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,2022,gmrairportsinfrastructure
5,Revenue From Operations [Net],5851.41,3772.17,2662.16,7675.85,7267.19,,2022,gmrairportsinfrastructure
6,Total Operating Revenues,6693.40,4600.72,3566.01,8555.54,7564.88,,2022,gmrairportsinfrastructure
7,Other Income,595.59,358.44,430.73,666.59,719.84,,2022,gmrairportsinfrastructure
8,Total Revenue,7288.99,4959.16,3996.74,9222.13,8284.72,,2022,gmrairportsinfrastructure
9,EXPENSES,,,,,,,2022,gmrairportsinfrastructure
10,Cost Of Materials Consumed,96.57,92.57,93.38,434.85,348.16,,2022,gmrairportsinfrastructure
11,Purchase Of Stock-In Trade,138.19,52.37,0.34,82.92,59.67,,2022,gmrairportsinfrastructure
12,Operating And Direct Expenses,1986.87,340.27,360.79,2334.55,2281.12,,2022,gmrairportsinfrastructure
13,Changes In Inventories Of FGWIP And Stock In Trade,-47.45,4.61,16.55,-15.63,1.82,,2022,gmrairportsinfrastructure
14,Employee Benefit Expenses,969.38,755.12,691.05,831.21,759.88,,2022,gmrairportsinfrastructure
15,Finance Costs,2343.11,2018.66,1803.00,3545.07,2684.15,,2022,gmrairportsinfrastructure
16,Depreciation And Amortisation Expenses,1042.44,889.40,886.12,1064.25,983.96,,2022,gmrairportsinfrastructure
17,Other Expenses,1826.05,1253.21,1616.00,1511.55,1873.19,,2022,gmrairportsinfrastructure
18,Total Expenses,8355.16,5406.21,5467.23,10536.30,9538.36,,2022,gmrairportsinfrastructure
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",-1066.17,-447.05,-1470.49,-1314.17,-1253.64,,2022,gmrairportsinfrastructure
20,Exceptional Items,254.34,-388.26,0.00,-680.91,-2212.30,,2022,gmrairportsinfrastructure
21,Profit/Loss Before Tax,-811.83,-835.31,-1470.49,-1995.08,-3465.94,,2022,gmrairportsinfrastructure
22,Tax Expenses-Continued Operations,,,,,,,2022,gmrairportsinfrastructure
23,Current Tax,12.29,15.64,7.08,155.44,223.52,,2022,gmrairportsinfrastructure
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,132.11,,2022,gmrairportsinfrastructure
25,Deferred Tax,101.78,-27.94,-293.40,-236.54,-179.27,,2022,gmrairportsinfrastructure
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,2022,gmrairportsinfrastructure
27,Total Tax Expenses,114.07,-12.30,-286.32,-84.92,-87.42,,2022,gmrairportsinfrastructure
28,Profit/Loss After Tax And Before ExtraOrdinary Items,-925.90,-823.01,-1184.17,-1910.16,-3378.52,,2022,gmrairportsinfrastructure
29,Profit/Loss From Continuing Operations,-925.90,-823.01,-1184.17,-1910.16,-3378.52,,2022,gmrairportsinfrastructure
30,Profit/Loss For The Period,-925.90,-1202.09,-3368.68,-1913.86,-3268.40,,2022,gmrairportsinfrastructure
31,Minority Interest,660.67,108.10,630.49,-227.19,-224.29,,2022,gmrairportsinfrastructure
32,Consolidated Profit/Loss After MI And Associates,-179.26,-1023.29,-2797.28,-2429.38,-3580.58,,2022,gmrairportsinfrastructure
33,OTHER ADDITIONAL INFORMATION,,,,,,,2022,gmrairportsinfrastructure
34,EARNINGS PER SHARE,,,,,,,2022,gmrairportsinfrastructure
35,Basic EPS (Rs.),0.00,-2.00,-5.00,-4.00,-6.00,,2022,gmrairportsinfrastructure
36,Diluted EPS (Rs.),0.00,-2.00,-5.00,-4.00,-6.00,,2022,gmrairportsinfrastructure
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,2022,gmrairportsinfrastructure
38,Equity Share Dividend,0.00,0.00,0.00,0.00,0.00,,2022,gmrairportsinfrastructure
39,Tax On Dividend,0.00,0.00,0.00,19.47,24.85,,2022,gmrairportsinfrastructure
0,Profit & Loss account of GMR Airports Infrastructure (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2023,gmrairportsinfrastructure
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2023,gmrairportsinfrastructure
2,INCOME,,,,,,,2023,gmrairportsinfrastructure
3,Revenue From Operations [Gross],5851.41,3772.17,2662.16,7675.85,7267.19,,2023,gmrairportsinfrastructure
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,2023,gmrairportsinfrastructure
5,Revenue From Operations [Net],5851.41,3772.17,2662.16,7675.85,7267.19,,2023,gmrairportsinfrastructure
6,Total Operating Revenues,6693.40,4600.72,3566.01,8555.54,7564.88,,2023,gmrairportsinfrastructure
7,Other Income,595.59,358.44,430.73,666.59,719.84,,2023,gmrairportsinfrastructure
8,Total Revenue,7288.99,4959.16,3996.74,9222.13,8284.72,,2023,gmrairportsinfrastructure
9,EXPENSES,,,,,,,2023,gmrairportsinfrastructure
10,Cost Of Materials Consumed,96.57,92.57,93.38,434.85,348.16,,2023,gmrairportsinfrastructure
11,Purchase Of Stock-In Trade,138.19,52.37,0.34,82.92,59.67,,2023,gmrairportsinfrastructure
12,Operating And Direct Expenses,1986.87,340.27,360.79,2334.55,2281.12,,2023,gmrairportsinfrastructure
13,Changes In Inventories Of FGWIP And Stock In Trade,-47.45,4.61,16.55,-15.63,1.82,,2023,gmrairportsinfrastructure
14,Employee Benefit Expenses,969.38,755.12,691.05,831.21,759.88,,2023,gmrairportsinfrastructure
15,Finance Costs,2343.11,2018.66,1803.00,3545.07,2684.15,,2023,gmrairportsinfrastructure
16,Depreciation And Amortisation Expenses,1042.44,889.40,886.12,1064.25,983.96,,2023,gmrairportsinfrastructure
17,Other Expenses,1826.05,1253.21,1616.00,1511.55,1873.19,,2023,gmrairportsinfrastructure
18,Total Expenses,8355.16,5406.21,5467.23,10536.30,9538.36,,2023,gmrairportsinfrastructure
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",-1066.17,-447.05,-1470.49,-1314.17,-1253.64,,2023,gmrairportsinfrastructure
20,Exceptional Items,254.34,-388.26,0.00,-680.91,-2212.30,,2023,gmrairportsinfrastructure
21,Profit/Loss Before Tax,-811.83,-835.31,-1470.49,-1995.08,-3465.94,,2023,gmrairportsinfrastructure
22,Tax Expenses-Continued Operations,,,,,,,2023,gmrairportsinfrastructure
23,Current Tax,12.29,15.64,7.08,155.44,223.52,,2023,gmrairportsinfrastructure
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,132.11,,2023,gmrairportsinfrastructure
25,Deferred Tax,101.78,-27.94,-293.40,-236.54,-179.27,,2023,gmrairportsinfrastructure
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,2023,gmrairportsinfrastructure
27,Total Tax Expenses,114.07,-12.30,-286.32,-84.92,-87.42,,2023,gmrairportsinfrastructure
28,Profit/Loss After Tax And Before ExtraOrdinary Items,-925.90,-823.01,-1184.17,-1910.16,-3378.52,,2023,gmrairportsinfrastructure
29,Profit/Loss From Continuing Operations,-925.90,-823.01,-1184.17,-1910.16,-3378.52,,2023,gmrairportsinfrastructure
30,Profit/Loss For The Period,-925.90,-1202.09,-3368.68,-1913.86,-3268.40,,2023,gmrairportsinfrastructure
31,Minority Interest,660.67,108.10,630.49,-227.19,-224.29,,2023,gmrairportsinfrastructure
32,Consolidated Profit/Loss After MI And Associates,-179.26,-1023.29,-2797.28,-2429.38,-3580.58,,2023,gmrairportsinfrastructure
33,OTHER ADDITIONAL INFORMATION,,,,,,,2023,gmrairportsinfrastructure
34,EARNINGS PER SHARE,,,,,,,2023,gmrairportsinfrastructure
35,Basic EPS (Rs.),0.00,-2.00,-5.00,-4.00,-6.00,,2023,gmrairportsinfrastructure
36,Diluted EPS (Rs.),0.00,-2.00,-5.00,-4.00,-6.00,,2023,gmrairportsinfrastructure
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,2023,gmrairportsinfrastructure
38,Equity Share Dividend,0.00,0.00,0.00,0.00,0.00,,2023,gmrairportsinfrastructure
39,Tax On Dividend,0.00,0.00,0.00,19.47,24.85,,2023,gmrairportsinfrastructure
0,Profit & Loss account of Hindustan Aeronautics Ltd. (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2018,hindustanaeronauticsltd
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2018,hindustanaeronauticsltd
2,INCOME,,,,,,,2018,hindustanaeronauticsltd
3,Revenue From Operations [Gross],26360.56,24361.47,22368.89,21217.66,19820.69,,2018,hindustanaeronauticsltd
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,2018,hindustanaeronauticsltd
5,Revenue From Operations [Net],26360.56,24361.47,22368.89,21217.66,19820.69,,2018,hindustanaeronauticsltd
6,Total Operating Revenues,26927.46,24620.02,22754.54,21438.17,20008.23,,2018,hindustanaeronauticsltd
7,Other Income,1670.12,984.93,358.23,293.91,375.51,,2018,hindustanaeronauticsltd
8,Total Revenue,28597.58,25604.95,23112.77,21732.08,20383.74,,2018,hindustanaeronauticsltd
9,EXPENSES,,,,,,,2018,hindustanaeronauticsltd
10,Cost Of Materials Consumed,9993.68,8752.24,7764.72,8164.53,7355.43,,2018,hindustanaeronauticsltd
11,Purchase Of Stock-In Trade,799.15,656.68,821.16,587.15,307.49,,2018,hindustanaeronauticsltd
12,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,,2018,hindustanaeronauticsltd
13,Changes In Inventories Of FGWIP And Stock In Trade,-690.72,592.30,2458.14,635.68,1172.15,,2018,hindustanaeronauticsltd
14,Employee Benefit Expenses,4910.37,4604.42,4305.17,4777.57,4311.03,,2018,hindustanaeronauticsltd
15,Finance Costs,57.97,58.20,259.17,348.46,169.60,,2018,hindustanaeronauticsltd
16,Depreciation And Amortisation Expenses,2382.10,1286.96,1178.28,998.52,1025.26,,2018,hindustanaeronauticsltd
17,Other Expenses,2076.62,1534.01,1475.80,1627.03,1919.41,,2018,hindustanaeronauticsltd
18,Total Expenses,22090.95,20380.19,18842.61,17889.03,16659.83,,2018,hindustanaeronauticsltd
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",6506.63,5224.76,4270.16,3843.05,3723.91,,2018,hindustanaeronauticsltd
20,Exceptional Items,0.00,0.00,2.02,118.92,0.00,,2018,hindustanaeronauticsltd
21,Profit/Loss Before Tax,6506.63,5224.76,4272.18,3961.97,3723.91,,2018,hindustanaeronauticsltd
22,Tax Expenses-Continued Operations,,,,,,,2018,hindustanaeronauticsltd
23,Current Tax,2250.00,1900.00,645.00,1180.00,1586.29,,2018,hindustanaeronauticsltd
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,2018,hindustanaeronauticsltd
25,Deferred Tax,-594.77,-562.62,442.26,-84.01,-199.83,,2018,hindustanaeronauticsltd
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,2018,hindustanaeronauticsltd
27,Total Tax Expenses,681.77,144.65,1037.93,1095.99,1396.28,,2018,hindustanaeronauticsltd
28,Profit/Loss After Tax And Before ExtraOrdinary Items,5824.86,5080.11,3234.25,2865.98,2327.63,,2018,hindustanaeronauticsltd
29,Profit/Loss From Continuing Operations,5824.86,5080.11,3234.25,2865.98,2327.63,,2018,hindustanaeronauticsltd
30,Profit/Loss For The Period,5824.86,5080.11,3234.25,2865.98,2327.63,,2018,hindustanaeronauticsltd
31,Minority Interest,0.01,0.16,0.40,0.17,0.25,,2018,hindustanaeronauticsltd
32,Consolidated Profit/Loss After MI And Associates,5827.74,5080.04,3239.46,2873.17,2328.63,,2018,hindustanaeronauticsltd
33,OTHER ADDITIONAL INFORMATION,,,,,,,2018,hindustanaeronauticsltd
34,EARNINGS PER SHARE,,,,,,,2018,hindustanaeronauticsltd
35,Basic EPS (Rs.),174.00,152.00,97.00,86.00,70.00,,2018,hindustanaeronauticsltd
36,Diluted EPS (Rs.),174.00,152.00,97.00,86.00,70.00,,2018,hindustanaeronauticsltd
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,2018,hindustanaeronauticsltd
38,Equity Share Dividend,1671.94,1337.55,1003.16,1111.84,662.09,,2018,hindustanaeronauticsltd
39,Tax On Dividend,0.00,0.00,0.00,228.54,136.09,,2018,hindustanaeronauticsltd
0,Profit & Loss account of Hindustan Aeronautics Ltd. (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2019,hindustanaeronauticsltd
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2019,hindustanaeronauticsltd
2,INCOME,,,,,,,2019,hindustanaeronauticsltd
3,Revenue From Operations [Gross],26360.56,24361.47,22368.89,21217.66,19820.69,,2019,hindustanaeronauticsltd
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,2019,hindustanaeronauticsltd
5,Revenue From Operations [Net],26360.56,24361.47,22368.89,21217.66,19820.69,,2019,hindustanaeronauticsltd
