,0,1,2,3,Stock,4,5,6
14,Provisions And Contingencies,--,--,--,infosys,--,--,
15,Exp. Capitalised,--,--,--,infosys,--,--,
16,Other Expenses,33278.00,26164.00,17041.00,infosys,17636.00,17190.00,
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",30905.00,28015.00,24622.00,infosys,19374.00,18159.00,
18,Other Income,2701.00,2295.00,2201.00,infosys,2803.00,2882.00,
19,"P/L Before Int., Excpt. Items & Tax",33606.00,30310.00,26823.00,infosys,22177.00,21041.00,
20,Interest,284.00,200.00,195.00,infosys,170.00,--,
21,P/L Before Exceptional Items & Tax,33322.00,30110.00,26628.00,infosys,22007.00,21041.00,
22,Exceptional Items,--,--,--,infosys,--,--,
23,P/L Before Tax,33322.00,30110.00,26628.00,infosys,22007.00,21041.00,
24,Tax,9214.00,7964.00,7205.00,infosys,5368.00,5631.00,
25,P/L After Tax from Ordinary Activities,24108.00,22146.00,19423.00,infosys,16639.00,15410.00,
26,Prior Year Adjustments,--,--,--,infosys,--,--,
27,Extra Ordinary Items,--,--,--,infosys,--,--,
28,Net Profit/(Loss) For the Period,24108.00,22146.00,19423.00,infosys,16639.00,15410.00,
29,Minority Interest,-13.00,-34.00,-72.00,infosys,-45.00,-6.00,
30,Share Of P/L Of Associates,--,--,--,infosys,--,--,
31,Net P/L After M.I & Associates,24095.00,22112.00,19351.00,infosys,16594.00,15404.00,
32,Equity Share Capital,2069.00,2098.00,2124.00,infosys,2123.00,2170.00,
33,Reserves Excluding Revaluation Reserves,72460.00,72646.00,73855.00,infosys,63031.00,62551.00,
34,Equity Dividend Rate (%),--,--,--,infosys,--,--,
35,EPS Before Extra Ordinary,,,,infosys,,,
36,Basic EPS,57.63,52.52,45.61,infosys,38.97,35.44,
37,Diluted EPS,57.54,52.41,45.52,infosys,38.91,35.38,
38,EPS After Extra Ordinary,,,,infosys,,,
39,Basic EPS.,57.63,52.52,45.61,infosys,38.97,35.44,
40,Diluted EPS.,57.54,52.41,45.52,infosys,38.91,35.38,
41,Public Share Holding,,,,infosys,,,
42,No Of Shares (Crores),--,--,--,infosys,--,--,
43,Share Holding (%),--,--,--,infosys,--,--,
44,Promoters and Promoter Group Shareholding,,,,infosys,,,
45,a) Pledged/Encumbered,,,,infosys,,,
46,- Number of shares (Crores),--,--,--,infosys,--,--,
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,infosys,--,--,
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,infosys,--,--,
49,b) Non-encumbered,,,,infosys,,,
50,- Number of shares (Crores).,--,--,--,infosys,--,--,
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,infosys,--,--,
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,infosys,--,--,
0,Yearly Results of Interglobe Aviation (in Rs. Cr.),Mar '23,Mar '22,Mar '21,interglobeaviation,Mar '20,Mar '19,
1,Net Sales/Income from operations,54446.45,25930.93,14640.63,interglobeaviation,35756.00,28496.77,
2,Other Operating Income,--,--,--,interglobeaviation,--,--,
3,Total Income From Operations,54446.45,25930.93,14640.63,interglobeaviation,35756.00,28496.77,
4,EXPENDITURE,,,,interglobeaviation,,,
5,Consumption of Raw Materials,--,--,--,interglobeaviation,--,--,
6,Purchase of Traded Goods,287.24,118.14,54.32,interglobeaviation,180.91,139.80,
7,Increase/Decrease in Stocks,-1.24,-1.68,1.16,interglobeaviation,-3.05,-0.66,
8,Power & Fuel,--,--,--,interglobeaviation,12453.79,11942.79,
9,Employees Cost,4794.75,3486.44,3295.49,interglobeaviation,4709.96,3210.56,
10,Depreciation,5102.97,5068.60,4699.45,interglobeaviation,3973.93,759.58,
11,Excise Duty,--,--,--,interglobeaviation,--,--,
12,Admin. And Selling Expenses,--,--,--,interglobeaviation,--,--,
13,R & D Expenses,--,--,--,interglobeaviation,--,--,
14,Provisions And Contingencies,--,--,--,interglobeaviation,--,--,
15,Exp. Capitalised,--,--,--,interglobeaviation,--,--,
16,Other Expenses,42870.35,21780.69,11303.26,interglobeaviation,14355.77,13407.72,
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",1392.38,-4521.27,-4713.05,interglobeaviation,84.69,-963.01,
18,Other Income,1434.97,725.60,1036.96,interglobeaviation,1535.51,1324.60,
19,"P/L Before Int., Excpt. Items & Tax",2827.35,-3795.67,-3676.09,interglobeaviation,1620.20,361.59,
20,Interest,3131.73,2358.02,2141.98,interglobeaviation,1875.87,508.96,
21,P/L Before Exceptional Items & Tax,-304.39,-6153.68,-5818.07,interglobeaviation,-255.67,-147.38,
22,Exceptional Items,--,--,--,interglobeaviation,--,--,
23,P/L Before Tax,-304.39,-6153.68,-5818.07,interglobeaviation,-255.67,-147.38,
24,Tax,1.40,8.16,-11.64,interglobeaviation,-21.99,-304.63,
25,P/L After Tax from Ordinary Activities,-305.79,-6161.85,-5806.43,interglobeaviation,-233.68,157.25,
26,Prior Year Adjustments,--,--,--,interglobeaviation,--,--,
27,Extra Ordinary Items,--,--,--,interglobeaviation,--,--,
28,Net Profit/(Loss) For the Period,-305.79,-6161.85,-5806.43,interglobeaviation,-233.68,157.25,
29,Minority Interest,--,--,--,interglobeaviation,--,--,
30,Share Of P/L Of Associates,--,--,--,interglobeaviation,--,--,
31,Net P/L After M.I & Associates,-305.79,-6161.85,-5806.43,interglobeaviation,-233.68,157.25,
32,Equity Share Capital,385.55,385.26,384.91,interglobeaviation,384.80,384.41,
33,Reserves Excluding Revaluation Reserves,-6686.06,-6427.75,-314.95,interglobeaviation,5476.75,6514.84,
34,Equity Dividend Rate (%),--,--,--,interglobeaviation,--,--,
35,EPS Before Extra Ordinary,,,,interglobeaviation,,,
36,Basic EPS,-7.93,-160.01,-150.89,interglobeaviation,-6.07,4.09,
37,Diluted EPS,-7.93,-160.01,-150.89,interglobeaviation,-6.07,4.09,
38,EPS After Extra Ordinary,,,,interglobeaviation,,,
39,Basic EPS.,-7.93,-160.01,-150.89,interglobeaviation,-6.07,4.09,
40,Diluted EPS.,-7.93,-160.01,-150.89,interglobeaviation,-6.07,4.09,
41,Public Share Holding,,,,interglobeaviation,,,
42,No Of Shares (Crores),--,--,--,interglobeaviation,--,--,
43,Share Holding (%),--,--,--,interglobeaviation,--,--,
44,Promoters and Promoter Group Shareholding,,,,interglobeaviation,,,
45,a) Pledged/Encumbered,,,,interglobeaviation,,,
46,- Number of shares (Crores),--,--,--,interglobeaviation,--,--,
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,interglobeaviation,--,--,
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,interglobeaviation,--,--,
49,b) Non-encumbered,,,,interglobeaviation,,,
50,- Number of shares (Crores).,--,--,--,interglobeaviation,--,--,
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,interglobeaviation,--,--,
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,interglobeaviation,--,--,
0,Yearly Results of Ipca Laboratories (in Rs. Cr.),Mar '23,Mar '22,Mar '21,ipcalaboratories,Mar '20,Mar '19,
1,Net Sales/Income from operations,6244.32,5829.79,5419.99,ipcalaboratories,4648.71,3773.18,
2,Other Operating Income,--,--,--,ipcalaboratories,--,--,
3,Total Income From Operations,6244.32,5829.79,5419.99,ipcalaboratories,4648.71,3773.18,
4,EXPENDITURE,,,,ipcalaboratories,,,
5,Consumption of Raw Materials,1708.65,1664.20,1597.14,ipcalaboratories,1460.37,1106.08,
6,Purchase of Traded Goods,497.19,480.30,325.95,ipcalaboratories,359.88,249.07,
7,Increase/Decrease in Stocks,100.67,-129.65,-194.79,ipcalaboratories,-176.12,-115.42,
8,Power & Fuel,--,--,--,ipcalaboratories,--,--,
9,Employees Cost,1287.64,1177.39,1013.57,ipcalaboratories,921.23,787.40,
10,Depreciation,261.56,232.42,209.17,ipcalaboratories,210.50,182.42,
11,Excise Duty,--,--,--,ipcalaboratories,--,--,
12,Admin. And Selling Expenses,--,--,--,ipcalaboratories,--,--,
13,R & D Expenses,--,--,--,ipcalaboratories,--,--,
14,Provisions And Contingencies,--,--,--,ipcalaboratories,--,--,
15,Exp. Capitalised,--,--,--,ipcalaboratories,--,--,
16,Other Expenses,1723.40,1328.29,1133.77,ipcalaboratories,1176.65,1054.17,
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",665.21,1076.84,1335.18,ipcalaboratories,696.20,509.46,
18,Other Income,125.62,66.57,62.84,ipcalaboratories,67.00,57.68,
19,"P/L Before Int., Excpt. Items & Tax",790.83,1143.41,1398.02,ipcalaboratories,763.20,567.14,
20,Interest,45.54,7.69,9.04,ipcalaboratories,16.50,18.87,
21,P/L Before Exceptional Items & Tax,745.29,1135.72,1388.98,ipcalaboratories,746.70,548.27,
22,Exceptional Items,--,--,--,ipcalaboratories,--,--,
23,P/L Before Tax,745.29,1135.72,1388.98,ipcalaboratories,746.70,548.27,
24,Tax,253.36,224.77,240.14,ipcalaboratories,135.33,104.24,
25,P/L After Tax from Ordinary Activities,491.93,910.95,1148.84,ipcalaboratories,611.37,444.03,
26,Prior Year Adjustments,--,--,--,ipcalaboratories,--,--,
27,Extra Ordinary Items,--,--,--,ipcalaboratories,--,--,
28,Net Profit/(Loss) For the Period,491.93,910.95,1148.84,ipcalaboratories,611.37,444.03,
29,Minority Interest,-7.67,-5.71,-1.13,ipcalaboratories,2.76,2.61,
30,Share Of P/L Of Associates,-12.94,-21.16,-7.70,ipcalaboratories,-7.81,-1.81,
31,Net P/L After M.I & Associates,471.32,884.08,1140.01,ipcalaboratories,606.32,444.83,
32,Equity Share Capital,25.37,25.37,25.37,ipcalaboratories,25.27,25.27,
33,Reserves Excluding Revaluation Reserves,5816.65,5466.60,4676.28,ipcalaboratories,3590.27,3097.12,
34,Equity Dividend Rate (%),--,--,--,ipcalaboratories,--,--,
35,EPS Before Extra Ordinary,,,,ipcalaboratories,,,
36,Basic EPS,18.58,34.85,90.11,ipcalaboratories,47.77,35.01,
37,Diluted EPS,18.58,34.85,90.11,ipcalaboratories,47.73,35.01,
38,EPS After Extra Ordinary,,,,ipcalaboratories,,,
39,Basic EPS.,18.58,34.85,90.11,ipcalaboratories,47.77,35.01,
40,Diluted EPS.,18.58,34.85,90.11,ipcalaboratories,47.73,35.01,
41,Public Share Holding,,,,ipcalaboratories,,,
42,No Of Shares (Crores),--,--,--,ipcalaboratories,--,--,
43,Share Holding (%),--,--,--,ipcalaboratories,--,--,
44,Promoters and Promoter Group Shareholding,,,,ipcalaboratories,,,
45,a) Pledged/Encumbered,,,,ipcalaboratories,,,
46,- Number of shares (Crores),--,--,--,ipcalaboratories,--,--,
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,ipcalaboratories,--,--,
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,ipcalaboratories,--,--,
49,b) Non-encumbered,,,,ipcalaboratories,,,
50,- Number of shares (Crores).,--,--,--,ipcalaboratories,--,--,
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,ipcalaboratories,--,--,
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,ipcalaboratories,--,--,
0,Yearly Results of J. K. Cement (in Rs. Cr.),Mar '23,Mar '22,Mar '21,jkcement,Mar '20,Mar '19,
1,Net Sales/Income from operations,9720.20,7990.82,6606.10,jkcement,5801.64,5183.32,
2,Other Operating Income,--,--,--,jkcement,--,75.36,
3,Total Income From Operations,9720.20,7990.82,6606.10,jkcement,5801.64,5258.68,
4,EXPENDITURE,,,,jkcement,,,
5,Consumption of Raw Materials,1491.58,1205.55,1015.36,jkcement,923.11,850.57,
6,Purchase of Traded Goods,126.56,105.25,42.92,jkcement,25.76,21.54,
7,Increase/Decrease in Stocks,-25.29,-22.99,12.54,jkcement,-77.78,12.30,
8,Power & Fuel,2563.41,--,--,jkcement,1094.47,1106.62,
9,Employees Cost,637.76,558.95,462.27,jkcement,455.22,401.09,
10,Depreciation,458.24,342.47,306.19,jkcement,287.96,241.28,
11,Excise Duty,--,--,--,jkcement,--,--,
12,Admin. And Selling Expenses,--,--,--,jkcement,--,--,
13,R & D Expenses,--,--,--,jkcement,--,--,
14,Provisions And Contingencies,--,--,--,jkcement,--,--,
15,Exp. Capitalised,--,--,--,jkcement,--,--,
16,Other Expenses,3611.89,4661.65,3534.33,jkcement,2167.42,2032.10,
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",856.07,1139.94,1232.49,jkcement,925.48,593.18,
18,Other Income,87.41,142.87,112.95,jkcement,85.33,80.38,
19,"P/L Before Int., Excpt. Items & Tax",943.47,1282.82,1345.45,jkcement,1010.81,673.55,
20,Interest,312.18,269.69,252.77,jkcement,276.36,261.12,
21,P/L Before Exceptional Items & Tax,631.29,1013.12,1092.68,jkcement,734.45,412.43,
22,Exceptional Items,--,--,--,jkcement,--,--,
23,P/L Before Tax,631.29,1013.12,1092.68,jkcement,734.45,412.43,
24,Tax,212.21,333.70,389.58,jkcement,251.05,148.80,
25,P/L After Tax from Ordinary Activities,419.08,679.42,703.10,jkcement,483.39,263.63,
26,Prior Year Adjustments,--,--,--,jkcement,--,--,
27,Extra Ordinary Items,--,--,--,jkcement,--,--,
28,Net Profit/(Loss) For the Period,419.08,679.42,703.10,jkcement,483.39,263.63,
29,Minority Interest,7.25,7.91,6.62,jkcement,13.03,--,
30,Share Of P/L Of Associates,--,-0.21,--,jkcement,--,--,
31,Net P/L After M.I & Associates,426.33,687.12,709.72,jkcement,496.42,263.63,
32,Equity Share Capital,77.27,77.27,77.27,jkcement,77.27,77.27,
33,Reserves Excluding Revaluation Reserves,4609.48,4247.62,3659.48,jkcement,2950.42,2624.94,
34,Equity Dividend Rate (%),--,--,--,jkcement,--,--,
35,EPS Before Extra Ordinary,,,,jkcement,,,
36,Basic EPS,55.17,87.90,90.99,jkcement,62.56,36.74,
37,Diluted EPS,55.17,87.90,90.99,jkcement,62.56,36.74,
38,EPS After Extra Ordinary,,,,jkcement,,,
39,Basic EPS.,55.17,87.90,90.99,jkcement,62.56,36.74,
40,Diluted EPS.,55.17,87.90,90.99,jkcement,62.56,36.74,
41,Public Share Holding,,,,jkcement,,,
42,No Of Shares (Crores),--,--,--,jkcement,--,--,
43,Share Holding (%),--,--,--,jkcement,--,--,
44,Promoters and Promoter Group Shareholding,,,,jkcement,,,
45,a) Pledged/Encumbered,,,,jkcement,,,
46,- Number of shares (Crores),--,--,--,jkcement,--,--,
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,jkcement,--,--,
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,jkcement,--,--,
49,b) Non-encumbered,,,,jkcement,,,
50,- Number of shares (Crores).,--,--,--,jkcement,--,--,
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,jkcement,--,--,
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,jkcement,--,--,
0,Yearly Results of JSW Steel (in Rs. Cr.),Mar '23,Mar '22,Mar '21,jswsteel,Mar '20,Mar '19,
1,Net Sales/Income from operations,163646.00,143829.00,78059.00,jswsteel,71832.00,82499.00,
2,Other Operating Income,2314.00,2542.00,1780.00,jswsteel,1494.00,2258.00,
3,Total Income From Operations,165960.00,146371.00,79839.00,jswsteel,73326.00,84757.00,
4,EXPENDITURE,,,,jswsteel,,,
5,Consumption of Raw Materials,94456.00,62337.00,32623.00,jswsteel,38865.00,43476.00,
6,Purchase of Traded Goods,1514.00,534.00,233.00,jswsteel,135.00,320.00,
7,Increase/Decrease in Stocks,-2636.00,-3601.00,-348.00,jswsteel,-270.00,-590.00,
8,Power & Fuel,17452.00,11289.00,5985.00,jswsteel,6272.00,7053.00,
9,Employees Cost,3915.00,3493.00,2506.00,jswsteel,2839.00,2489.00,
10,Depreciation,7474.00,6001.00,4679.00,jswsteel,4246.00,4041.00,
11,Excise Duty,--,--,--,jswsteel,--,--,
12,Admin. And Selling Expenses,--,--,--,jswsteel,--,--,
13,R & D Expenses,--,--,--,jswsteel,--,--,
14,Provisions And Contingencies,--,--,--,jswsteel,--,--,
15,Exp. Capitalised,--,--,--,jswsteel,--,--,
16,Other Expenses,32712.00,33312.00,18699.00,jswsteel,13612.00,13057.00,
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",11073.00,33006.00,15462.00,jswsteel,7627.00,14911.00,
18,Other Income,1030.00,1531.00,592.00,jswsteel,546.00,204.00,
19,"P/L Before Int., Excpt. Items & Tax",12103.00,34537.00,16054.00,jswsteel,8173.00,15115.00,
20,Interest,6902.00,4968.00,3957.00,jswsteel,4265.00,3917.00,
21,P/L Before Exceptional Items & Tax,5201.00,29569.00,12097.00,jswsteel,3908.00,11198.00,
22,Exceptional Items,591.00,-741.00,-83.00,jswsteel,-805.00,--,
23,P/L Before Tax,5792.00,28828.00,12014.00,jswsteel,3103.00,11198.00,
24,Tax,1516.00,8807.00,4142.00,jswsteel,-906.00,3644.00,
25,P/L After Tax from Ordinary Activities,4276.00,20021.00,7872.00,jswsteel,4009.00,7554.00,
26,Prior Year Adjustments,--,--,--,jswsteel,--,--,
27,Extra Ordinary Items,--,--,--,jswsteel,--,--,
28,Net Profit/(Loss) For the Period,4276.00,20021.00,7872.00,jswsteel,4009.00,7554.00,
29,Minority Interest,5.00,-273.00,38.00,jswsteel,111.00,115.00,
30,Share Of P/L Of Associates,-137.00,917.00,1.00,jswsteel,-90.00,-30.00,
31,Net P/L After M.I & Associates,4144.00,20665.00,7911.00,jswsteel,4030.00,7639.00,
32,Equity Share Capital,241.72,241.72,241.00,jswsteel,240.00,240.00,
33,Reserves Excluding Revaluation Reserves,65394.00,66996.00,46462.00,jswsteel,36298.00,34494.00,
34,Equity Dividend Rate (%),--,--,--,jswsteel,--,--,
35,EPS Before Extra Ordinary,,,,jswsteel,,,
36,Basic EPS,17.25,85.96,32.91,jswsteel,16.78,31.77,
37,Diluted EPS,17.14,85.49,32.72,jswsteel,16.67,31.60,
38,EPS After Extra Ordinary,,,,jswsteel,,,
39,Basic EPS.,17.25,85.96,32.91,jswsteel,16.78,31.77,
40,Diluted EPS.,17.14,85.49,32.72,jswsteel,16.67,31.60,
41,Public Share Holding,,,,jswsteel,,,
42,No Of Shares (Crores),--,--,--,jswsteel,--,--,
43,Share Holding (%),--,--,--,jswsteel,--,--,
44,Promoters and Promoter Group Shareholding,,,,jswsteel,,,
45,a) Pledged/Encumbered,,,,jswsteel,,,
46,- Number of shares (Crores),--,--,--,jswsteel,--,--,
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,jswsteel,--,--,
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,jswsteel,--,--,
49,b) Non-encumbered,,,,jswsteel,,,
50,- Number of shares (Crores).,--,--,--,jswsteel,--,--,
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,jswsteel,--,--,
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,jswsteel,--,--,
0,Yearly Results of Jindal Steel & Power (in Rs. Cr.),Mar '23,Mar '22,Mar '21,jindalsteelpower,Mar '20,Mar '19,
1,Net Sales/Income from operations,52711.18,51085.56,38988.63,jindalsteelpower,36917.48,38990.58,
2,Other Operating Income,--,--,--,jindalsteelpower,--,381.56,
3,Total Income From Operations,52711.18,51085.56,38988.63,jindalsteelpower,36917.48,39372.14,
4,EXPENDITURE,,,,jindalsteelpower,,,
5,Consumption of Raw Materials,22388.31,18959.87,9271.31,jindalsteelpower,14233.34,15274.37,
6,Purchase of Traded Goods,2453.95,2319.10,1239.07,jindalsteelpower,573.54,1186.46,
7,Increase/Decrease in Stocks,-144.61,-776.52,211.38,jindalsteelpower,-220.34,-225.97,
8,Power & Fuel,--,--,--,jindalsteelpower,--,--,
9,Employees Cost,1134.25,870.66,899.86,jindalsteelpower,1112.08,1071.86,
10,Depreciation,2690.95,2096.78,3453.34,jindalsteelpower,3867.23,5480.35,
11,Excise Duty,--,--,--,jindalsteelpower,--,--,
12,Admin. And Selling Expenses,--,--,--,jindalsteelpower,--,--,
13,R & D Expenses,--,--,--,jindalsteelpower,--,--,
14,Provisions And Contingencies,--,--,--,jindalsteelpower,--,--,
15,Exp. Capitalised,--,--,--,jindalsteelpower,--,--,
16,Other Expenses,16944.39,14199.01,12922.77,jindalsteelpower,13364.98,13659.85,
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",7243.94,13416.66,10990.90,jindalsteelpower,3986.65,2925.22,
18,Other Income,57.05,50.36,538.92,jindalsteelpower,26.24,15.68,
19,"P/L Before Int., Excpt. Items & Tax",7300.99,13467.02,11529.82,jindalsteelpower,4012.89,2940.90,
20,Interest,1445.89,1887.71,3093.33,jindalsteelpower,4149.34,4264.19,
21,P/L Before Exceptional Items & Tax,5855.10,11579.31,8436.49,jindalsteelpower,-136.45,-1323.29,
22,Exceptional Items,-1369.46,-406.24,-1140.85,jindalsteelpower,-109.39,-1478.40,
23,P/L Before Tax,4485.64,11173.07,7295.64,jindalsteelpower,-245.84,-2801.69,
24,Tax,1292.28,2924.53,1768.71,jindalsteelpower,153.86,-390.17,
25,P/L After Tax from Ordinary Activities,3193.36,8248.54,5526.93,jindalsteelpower,-399.70,-2411.52,
26,Prior Year Adjustments,--,--,--,jindalsteelpower,--,--,
27,Extra Ordinary Items,780.88,-1482.58,-1259.89,jindalsteelpower,--,--,
28,Net Profit/(Loss) For the Period,3974.24,6765.96,4267.04,jindalsteelpower,-399.70,-2411.52,
29,Minority Interest,-800.15,--,-633.48,jindalsteelpower,290.53,766.18,
30,Share Of P/L Of Associates,-0.15,-0.23,--,jindalsteelpower,--,--,
31,Net P/L After M.I & Associates,3173.94,6765.73,3633.56,jindalsteelpower,-109.17,-1645.34,
32,Equity Share Capital,100.50,101.07,102.00,jindalsteelpower,102.00,96.79,
33,Reserves Excluding Revaluation Reserves,38606.09,35523.59,31712.67,jindalsteelpower,32035.14,32279.35,
34,Equity Dividend Rate (%),--,--,--,jindalsteelpower,--,--,
35,EPS Before Extra Ordinary,,,,jindalsteelpower,,,
36,Basic EPS,39.07,56.40,35.63,jindalsteelpower,-1.08,-17.00,
37,Diluted EPS,39.07,56.40,35.63,jindalsteelpower,-1.08,-17.00,
38,EPS After Extra Ordinary,,,,jindalsteelpower,,,
39,Basic EPS.,39.07,56.40,35.63,jindalsteelpower,-1.08,-17.00,
40,Diluted EPS.,39.07,56.40,35.63,jindalsteelpower,-1.08,-17.00,
41,Public Share Holding,,,,jindalsteelpower,,,
42,No Of Shares (Crores),--,--,--,jindalsteelpower,--,--,
43,Share Holding (%),--,--,--,jindalsteelpower,--,--,
44,Promoters and Promoter Group Shareholding,,,,jindalsteelpower,,,
45,a) Pledged/Encumbered,,,,jindalsteelpower,,,
46,- Number of shares (Crores),--,--,--,jindalsteelpower,--,--,
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,jindalsteelpower,--,--,
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,jindalsteelpower,--,--,
49,b) Non-encumbered,,,,jindalsteelpower,,,
50,- Number of shares (Crores).,--,--,--,jindalsteelpower,--,--,
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,jindalsteelpower,--,--,
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,jindalsteelpower,--,--,
0,Yearly Results of Jubilant Foodworks (in Rs. Cr.),Mar '23,Mar '22,Mar '21,jubilantfoodworks,Mar '20,Mar '19,
1,Net Sales/Income from operations,5158.25,4396.12,3311.87,jubilantfoodworks,3927.27,3563.14,
2,Other Operating Income,--,--,--,jubilantfoodworks,--,--,
3,Total Income From Operations,5158.25,4396.12,3311.87,jubilantfoodworks,3927.27,3563.14,
4,EXPENDITURE,,,,jubilantfoodworks,,,
5,Consumption of Raw Materials,1172.09,934.60,680.72,jubilantfoodworks,914.08,794.38,
6,Purchase of Traded Goods,81.38,59.05,46.86,jubilantfoodworks,70.42,90.93,
7,Increase/Decrease in Stocks,-5.66,-3.75,-1.34,jubilantfoodworks,-1.03,0.80,
8,Power & Fuel,--,--,--,jubilantfoodworks,--,--,
9,Employees Cost,906.38,768.38,746.88,jubilantfoodworks,796.44,681.82,
10,Depreciation,485.89,393.05,375.40,jubilantfoodworks,352.28,157.45,
11,Excise Duty,--,--,--,jubilantfoodworks,--,--,
12,Admin. And Selling Expenses,--,--,--,jubilantfoodworks,--,--,
13,R & D Expenses,--,--,--,jubilantfoodworks,--,--,
14,Provisions And Contingencies,--,--,--,jubilantfoodworks,--,--,
15,Exp. Capitalised,--,--,--,jubilantfoodworks,--,--,
16,Other Expenses,1852.51,1529.07,1067.56,jubilantfoodworks,1271.77,1395.46,
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",665.67,715.72,395.79,jubilantfoodworks,523.32,442.31,
18,Other Income,50.41,41.35,73.08,jubilantfoodworks,69.62,47.36,
19,"P/L Before Int., Excpt. Items & Tax",716.08,757.08,468.87,jubilantfoodworks,592.93,489.67,
20,Interest,201.23,176.09,162.70,jubilantfoodworks,165.24,--,
21,P/L Before Exceptional Items & Tax,514.85,580.99,306.17,jubilantfoodworks,427.70,489.67,
22,Exceptional Items,--,-7.33,--,jubilantfoodworks,-24.91,--,
23,P/L Before Tax,514.85,573.66,306.17,jubilantfoodworks,402.79,489.67,
24,Tax,135.70,145.17,75.65,jubilantfoodworks,123.99,171.69,
25,P/L After Tax from Ordinary Activities,379.16,428.49,230.52,jubilantfoodworks,278.80,317.98,
26,Prior Year Adjustments,--,--,--,jubilantfoodworks,--,--,
27,Extra Ordinary Items,--,--,--,jubilantfoodworks,--,--,
28,Net Profit/(Loss) For the Period,379.16,428.49,230.52,jubilantfoodworks,278.80,317.98,
29,Minority Interest,0.17,2.30,1.14,jubilantfoodworks,1.18,1.81,
30,Share Of P/L Of Associates,-26.12,-10.40,--,jubilantfoodworks,--,--,
31,Net P/L After M.I & Associates,353.20,420.39,231.67,jubilantfoodworks,279.98,319.79,
32,Equity Share Capital,131.97,131.97,131.97,jubilantfoodworks,131.97,131.97,
33,Reserves Excluding Revaluation Reserves,1905.82,1813.00,1294.86,jubilantfoodworks,990.06,1127.67,
34,Equity Dividend Rate (%),--,--,--,jubilantfoodworks,--,--,
35,EPS Before Extra Ordinary,,,,jubilantfoodworks,,,
36,Basic EPS,5.35,6.37,17.55,jubilantfoodworks,21.22,24.23,
37,Diluted EPS,5.35,6.37,17.55,jubilantfoodworks,21.22,24.23,
38,EPS After Extra Ordinary,,,,jubilantfoodworks,,,
39,Basic EPS.,5.35,6.37,17.55,jubilantfoodworks,21.22,24.23,
40,Diluted EPS.,5.35,6.37,17.55,jubilantfoodworks,21.22,24.23,
41,Public Share Holding,,,,jubilantfoodworks,,,
42,No Of Shares (Crores),--,--,--,jubilantfoodworks,--,--,
43,Share Holding (%),--,--,--,jubilantfoodworks,--,--,
44,Promoters and Promoter Group Shareholding,,,,jubilantfoodworks,,,
45,a) Pledged/Encumbered,,,,jubilantfoodworks,,,
46,- Number of shares (Crores),--,--,--,jubilantfoodworks,--,--,
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,jubilantfoodworks,--,--,
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,jubilantfoodworks,--,--,
49,b) Non-encumbered,,,,jubilantfoodworks,,,
50,- Number of shares (Crores).,--,--,--,jubilantfoodworks,--,--,
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,jubilantfoodworks,--,--,
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,jubilantfoodworks,--,--,
0,Yearly Results of Kotak Mahindra Bank (in Rs. Cr.),Mar '23,Mar '22,Mar '21,kotakmahindrabank,Mar '20,Mar '19,
1,Interest Earned,,,,kotakmahindrabank,,,
