,0,1,2,3,4,5,6,Stock
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,,hindustanaeronauticsltd
49,b) Non-encumbered,,,,,,,hindustanaeronauticsltd
50,- Number of shares (Crores).,--,--,--,--,--,,hindustanaeronauticsltd
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,,hindustanaeronauticsltd
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,,hindustanaeronauticsltd
0,Yearly Results of Havells India (in Rs. Cr.),Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,,havellsindia
1,Net Sales/Income from operations,16910.73,13938.48,10457.30,9440.26,10073.43,,havellsindia
2,Other Operating Income,--,--,--,--,--,,havellsindia
3,Total Income From Operations,16910.73,13938.48,10457.30,9440.26,10073.43,,havellsindia
4,EXPENDITURE,,,,,,,havellsindia
5,Consumption of Raw Materials,9317.92,7770.07,5381.95,4379.64,4524.15,,havellsindia
6,Purchase of Traded Goods,3028.75,1871.40,1638.82,1280.81,2003.75,,havellsindia
7,Increase/Decrease in Stocks,-641.20,-219.48,-531.07,172.74,-245.37,,havellsindia
8,Power & Fuel,--,--,--,--,--,,havellsindia
9,Employees Cost,1268.32,1020.69,890.63,906.71,841.72,,havellsindia
10,Depreciation,296.17,260.89,248.91,217.97,152.61,,havellsindia
11,Excise Duty,--,--,--,--,--,,havellsindia
12,Admin. And Selling Expenses,437.40,246.82,132.55,320.94,384.30,,havellsindia
13,R & D Expenses,--,--,--,--,--,,havellsindia
14,Provisions And Contingencies,--,--,--,--,--,,havellsindia
15,Exp. Capitalised,--,--,--,--,--,,havellsindia
16,Other Expenses,1900.40,1488.56,1372.64,1350.77,1380.53,,havellsindia
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",1302.97,1499.53,1322.87,810.68,1031.74,,havellsindia
18,Other Income,177.71,160.44,187.36,113.41,128.65,,havellsindia
19,"P/L Before Int., Excpt. Items & Tax",1480.68,1659.97,1510.23,924.09,1160.39,,havellsindia
20,Interest,33.62,53.41,72.68,19.72,16.25,,havellsindia
21,P/L Before Exceptional Items & Tax,1447.06,1606.56,1437.55,904.37,1144.14,,havellsindia
22,Exceptional Items,--,--,--,--,--,,havellsindia
23,P/L Before Tax,1447.06,1606.56,1437.55,904.37,1144.14,,havellsindia
24,Tax,375.33,410.09,393.24,168.76,358.27,,havellsindia
25,P/L After Tax from Ordinary Activities,1071.73,1196.47,1044.31,735.61,785.87,,havellsindia
26,Prior Year Adjustments,--,--,--,--,--,,havellsindia
27,Extra Ordinary Items,--,--,--,-0.26,-0.33,,havellsindia
28,Net Profit/(Loss) For the Period,1071.73,1196.47,1044.31,735.35,785.54,,havellsindia
29,Minority Interest,--,--,--,--,0.44,,havellsindia
30,Share Of P/L Of Associates,--,--,--,--,--,,havellsindia
31,Net P/L After M.I & Associates,1071.73,1196.47,1044.31,735.35,785.98,,havellsindia
32,Equity Share Capital,62.65,62.63,62.60,62.58,62.55,,havellsindia
33,Reserves Excluding Revaluation Reserves,6560.50,5939.73,5113.06,4248.34,4155.17,,havellsindia
34,Equity Dividend Rate (%),--,--,--,--,--,,havellsindia
35,EPS Before Extra Ordinary,,,,,,,havellsindia
36,Basic EPS,17.11,19.11,16.68,11.76,12.56,,havellsindia
37,Diluted EPS,17.11,19.10,16.68,11.76,12.56,,havellsindia
38,EPS After Extra Ordinary,,,,,,,havellsindia
39,Basic EPS.,17.11,19.11,16.68,11.76,12.56,,havellsindia
40,Diluted EPS.,17.11,19.10,16.68,11.76,12.56,,havellsindia
41,Public Share Holding,,,,,,,havellsindia
42,No Of Shares (Crores),--,--,--,--,--,,havellsindia
43,Share Holding (%),--,--,--,--,--,,havellsindia
44,Promoters and Promoter Group Shareholding,,,,,,,havellsindia
45,a) Pledged/Encumbered,,,,,,,havellsindia
46,- Number of shares (Crores),--,--,--,--,--,,havellsindia
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,,havellsindia
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,,havellsindia
49,b) Non-encumbered,,,,,,,havellsindia
50,- Number of shares (Crores).,--,--,--,--,--,,havellsindia
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,,havellsindia
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,,havellsindia
0,Yearly Results of HDFC Life Insurance Company (in Rs. Cr.),Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,,hdfclifeinsurancecompany
1,Net Sales/Income from operations,56878.78,46736.40,38148.81,1221.55,1231.66,,hdfclifeinsurancecompany
2,Other Operating Income,13710.03,20324.89,33333.84,446.29,414.27,,hdfclifeinsurancecompany
3,Total Income From Operations,70588.81,67061.29,71482.65,1667.84,1645.93,,hdfclifeinsurancecompany
4,EXPENDITURE,,,,,,,hdfclifeinsurancecompany
5,Consumption of Raw Materials,--,--,--,--,--,,hdfclifeinsurancecompany
6,Purchase of Traded Goods,--,--,--,--,--,,hdfclifeinsurancecompany
7,Increase/Decrease in Stocks,--,--,--,--,--,,hdfclifeinsurancecompany
8,Power & Fuel,--,--,--,--,--,,hdfclifeinsurancecompany
9,Employees Cost,3056.41,2117.71,1675.58,--,--,,hdfclifeinsurancecompany
10,Depreciation,--,--,--,--,--,,hdfclifeinsurancecompany
11,Excise Duty,--,--,--,--,--,,hdfclifeinsurancecompany
12,Admin. And Selling Expenses,--,--,--,--,--,,hdfclifeinsurancecompany
13,R & D Expenses,--,--,--,--,--,,hdfclifeinsurancecompany
14,Provisions And Contingencies,4.32,-286.71,-225.85,197.85,9.73,,hdfclifeinsurancecompany
15,Exp. Capitalised,--,--,--,--,--,,hdfclifeinsurancecompany
16,Other Expenses,67720.60,64571.11,68741.76,175.93,366.19,,hdfclifeinsurancecompany
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",-192.52,659.18,1291.16,1294.06,1270.01,,hdfclifeinsurancecompany
18,Other Income,602.51,765.73,445.05,19.86,21.01,,hdfclifeinsurancecompany
19,"P/L Before Int., Excpt. Items & Tax",409.99,1424.91,1736.21,1313.92,1291.02,,hdfclifeinsurancecompany
20,Interest,--,--,--,--,--,,hdfclifeinsurancecompany
21,P/L Before Exceptional Items & Tax,409.99,1424.91,1736.21,1313.92,1291.02,,hdfclifeinsurancecompany
22,Exceptional Items,--,--,--,--,--,,hdfclifeinsurancecompany
23,P/L Before Tax,409.99,1424.91,1736.21,1313.92,1291.02,,hdfclifeinsurancecompany
24,Tax,73.04,160.33,267.80,16.47,13.09,,hdfclifeinsurancecompany
25,P/L After Tax from Ordinary Activities,336.95,1264.58,1468.41,1297.45,1277.93,,hdfclifeinsurancecompany
26,Prior Year Adjustments,--,--,--,--,--,,hdfclifeinsurancecompany
27,Extra Ordinary Items,1031.33,62.35,-107.54,--,--,,hdfclifeinsurancecompany
28,Net Profit/(Loss) For the Period,1368.28,1326.93,1360.87,1297.45,1277.93,,hdfclifeinsurancecompany
29,Minority Interest,--,--,--,--,--,,hdfclifeinsurancecompany
30,Share Of P/L Of Associates,--,--,--,--,--,,hdfclifeinsurancecompany
31,Net P/L After M.I & Associates,1368.28,1326.93,1360.87,1297.45,1277.93,,hdfclifeinsurancecompany
32,Equity Share Capital,2149.40,2112.62,2020.94,2018.80,2017.38,,hdfclifeinsurancecompany
33,Reserves Excluding Revaluation Reserves,10840.59,13497.39,9171.88,4782.23,3624.83,,hdfclifeinsurancecompany
34,Equity Dividend Rate (%),--,--,--,--,--,,hdfclifeinsurancecompany
35,EPS Before Extra Ordinary,,,,,,,hdfclifeinsurancecompany
36,Basic EPS,6.41,6.49,6.73,6.43,6.34,,hdfclifeinsurancecompany
37,Diluted EPS,6.41,6.48,6.73,6.42,6.33,,hdfclifeinsurancecompany
38,EPS After Extra Ordinary,,,,,,,hdfclifeinsurancecompany
39,Basic EPS.,6.41,6.49,6.73,6.43,6.34,,hdfclifeinsurancecompany
40,Diluted EPS.,6.41,6.48,6.73,6.42,6.33,,hdfclifeinsurancecompany
41,Public Share Holding,,,,,,,hdfclifeinsurancecompany
42,No Of Shares (Crores),--,--,--,--,--,,hdfclifeinsurancecompany
43,Share Holding (%),--,--,--,--,--,,hdfclifeinsurancecompany
44,Promoters and Promoter Group Shareholding,,,,,,,hdfclifeinsurancecompany
45,a) Pledged/Encumbered,,,,,,,hdfclifeinsurancecompany
46,- Number of shares (Crores),--,--,--,--,--,,hdfclifeinsurancecompany
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,,hdfclifeinsurancecompany
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,,hdfclifeinsurancecompany
49,b) Non-encumbered,,,,,,,hdfclifeinsurancecompany
50,- Number of shares (Crores).,--,--,--,--,--,,hdfclifeinsurancecompany
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,,hdfclifeinsurancecompany
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,,hdfclifeinsurancecompany
0,Yearly Results of L&T Finance Holdings (in Rs. Cr.),Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,,ltfinanceholdings
1,Net Sales/Income from operations,12774.95,11929.70,13678.07,14175.50,12989.72,,ltfinanceholdings
2,Other Operating Income,--,--,--,--,--,,ltfinanceholdings
3,Total Income From Operations,12774.95,11929.70,13678.07,14175.50,12989.72,,ltfinanceholdings
4,EXPENDITURE,,,,,,,ltfinanceholdings
5,Consumption of Raw Materials,--,--,--,--,--,,ltfinanceholdings
6,Purchase of Traded Goods,--,--,--,--,--,,ltfinanceholdings
7,Increase/Decrease in Stocks,--,--,--,--,--,,ltfinanceholdings
8,Power & Fuel,--,--,--,--,--,,ltfinanceholdings
9,Employees Cost,1405.93,1094.84,1007.06,1062.32,824.73,,ltfinanceholdings
10,Depreciation,111.24,102.64,87.09,81.59,49.62,,ltfinanceholdings
11,Excise Duty,--,--,--,--,--,,ltfinanceholdings
12,Admin. And Selling Expenses,--,--,--,--,--,,ltfinanceholdings
13,R & D Expenses,--,--,--,--,--,,ltfinanceholdings
14,Provisions And Contingencies,1560.18,1709.17,2978.03,1994.19,--,,ltfinanceholdings
15,Exp. Capitalised,--,--,--,--,--,,ltfinanceholdings
16,Other Expenses,2296.46,2440.26,1538.41,1216.35,2515.16,,ltfinanceholdings
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",7401.14,6582.79,8067.48,9821.05,9600.21,,ltfinanceholdings
18,Other Income,526.75,393.85,402.03,372.63,311.80,,ltfinanceholdings
19,"P/L Before Int., Excpt. Items & Tax",7927.89,6976.64,8469.51,10193.68,9912.01,,ltfinanceholdings
20,Interest,5797.24,5753.79,7199.92,7513.60,6860.03,,ltfinanceholdings
21,P/L Before Exceptional Items & Tax,2130.65,1222.85,1269.59,2680.08,3051.98,,ltfinanceholdings
22,Exceptional Items,-2687.17,--,225.61,--,--,,ltfinanceholdings
23,P/L Before Tax,-556.52,1222.85,1495.20,2680.08,3051.98,,ltfinanceholdings
24,Tax,172.37,373.62,546.32,506.44,819.95,,ltfinanceholdings
25,P/L After Tax from Ordinary Activities,-728.89,849.23,948.88,2173.64,2232.03,,ltfinanceholdings
26,Prior Year Adjustments,--,--,--,--,--,,ltfinanceholdings
27,Extra Ordinary Items,2265.37,200.01,--,-473.38,--,,ltfinanceholdings
28,Net Profit/(Loss) For the Period,1536.48,1049.24,948.88,1700.26,2232.03,,ltfinanceholdings
29,Minority Interest,86.77,20.87,22.06,-0.09,-5.73,,ltfinanceholdings
30,Share Of P/L Of Associates,--,--,--,--,--,,ltfinanceholdings
31,Net P/L After M.I & Associates,1623.25,1070.11,970.94,1700.17,2226.30,,ltfinanceholdings
32,Equity Share Capital,2479.67,2474.04,2469.45,2004.83,1998.81,,ltfinanceholdings
33,Reserves Excluding Revaluation Reserves,18907.67,17290.96,16103.98,12506.32,11327.85,,ltfinanceholdings
34,Equity Dividend Rate (%),--,--,--,--,--,,ltfinanceholdings
35,EPS Before Extra Ordinary,,,,,,,ltfinanceholdings
36,Basic EPS,6.56,4.33,4.49,8.50,11.15,,ltfinanceholdings
37,Diluted EPS,6.54,4.32,4.47,8.46,11.10,,ltfinanceholdings
38,EPS After Extra Ordinary,,,,,,,ltfinanceholdings
39,Basic EPS.,6.56,4.24,4.49,8.50,11.15,,ltfinanceholdings
40,Diluted EPS.,6.54,4.32,4.47,8.46,11.10,,ltfinanceholdings
41,Public Share Holding,,,,,,,ltfinanceholdings
42,No Of Shares (Crores),--,--,--,--,--,,ltfinanceholdings
43,Share Holding (%),--,--,--,--,--,,ltfinanceholdings
44,Promoters and Promoter Group Shareholding,,,,,,,ltfinanceholdings
45,a) Pledged/Encumbered,,,,,,,ltfinanceholdings
46,- Number of shares (Crores),--,--,--,--,--,,ltfinanceholdings
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,,ltfinanceholdings
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,,ltfinanceholdings
49,b) Non-encumbered,,,,,,,ltfinanceholdings
50,- Number of shares (Crores).,--,--,--,--,--,,ltfinanceholdings
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,,ltfinanceholdings
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,,ltfinanceholdings
0,Yearly Results of Maruti Suzuki India (in Rs. Cr.),Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,,marutisuzukiindia
1,Net Sales/Income from operations,112511.30,83799.80,66571.80,71704.80,83038.50,,marutisuzukiindia
2,Other Operating Income,5060.00,4530.00,3800.20,3955.20,3030.00,,marutisuzukiindia
3,Total Income From Operations,117571.30,88329.80,70372.00,75660.00,86068.50,,marutisuzukiindia
4,EXPENDITURE,,,,,,,marutisuzukiindia
5,Consumption of Raw Materials,46669.60,39739.60,33296.40,34634.80,45025.70,,marutisuzukiindia
6,Purchase of Traded Goods,39985.10,26397.50,17254.10,18767.20,15026.60,,marutisuzukiindia
7,Increase/Decrease in Stocks,-403.90,-93.10,273.60,-238.70,211.60,,marutisuzukiindia
8,Power & Fuel,--,--,--,--,--,,marutisuzukiindia
9,Employees Cost,4634.60,4051.40,3431.60,3416.20,3285.00,,marutisuzukiindia
10,Depreciation,2825.70,2789.00,3034.10,3528.40,3020.80,,marutisuzukiindia
11,Excise Duty,--,--,--,--,--,,marutisuzukiindia
12,Admin. And Selling Expenses,--,--,--,--,--,,marutisuzukiindia
13,R & D Expenses,--,--,--,--,--,,marutisuzukiindia
14,Provisions And Contingencies,--,--,--,--,--,,marutisuzukiindia
15,Exp. Capitalised,--,--,--,--,--,,marutisuzukiindia
16,Other Expenses,15668.20,12528.20,10822.60,11767.90,11516.40,,marutisuzukiindia
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",8192.00,2917.20,2259.60,3784.20,7982.40,,marutisuzukiindia
18,Other Income,2140.70,1744.70,2994.20,3334.40,2561.60,,marutisuzukiindia
19,"P/L Before Int., Excpt. Items & Tax",10332.70,4661.90,5253.80,7118.60,10544.00,,marutisuzukiindia
20,Interest,187.00,126.60,101.80,134.20,75.90,,marutisuzukiindia
21,P/L Before Exceptional Items & Tax,10145.70,4535.30,5152.00,6984.40,10468.10,,marutisuzukiindia
22,Exceptional Items,--,--,--,--,--,,marutisuzukiindia
23,P/L Before Tax,10145.70,4535.30,5152.00,6984.40,10468.10,,marutisuzukiindia
24,Tax,2112.10,817.70,931.90,1425.20,2973.20,,marutisuzukiindia
25,P/L After Tax from Ordinary Activities,8033.60,3717.60,4220.10,5559.20,7494.90,,marutisuzukiindia
26,Prior Year Adjustments,--,--,--,--,--,,marutisuzukiindia
27,Extra Ordinary Items,--,--,--,--,--,,marutisuzukiindia
28,Net Profit/(Loss) For the Period,8033.60,3717.60,4220.10,5559.20,7494.90,,marutisuzukiindia
29,Minority Interest,--,--,1.40,-1.60,-1.50,,marutisuzukiindia
30,Share Of P/L Of Associates,177.40,161.90,169.00,118.40,155.70,,marutisuzukiindia
31,Net P/L After M.I & Associates,8211.00,3879.50,4390.50,5676.00,7649.10,,marutisuzukiindia
32,Equity Share Capital,151.00,151.00,151.00,151.00,151.00,,marutisuzukiindia
33,Reserves Excluding Revaluation Reserves,61640.30,55182.50,52349.60,49262.00,46941.10,,marutisuzukiindia
34,Equity Dividend Rate (%),--,--,--,--,--,,marutisuzukiindia
35,EPS Before Extra Ordinary,,,,,,,marutisuzukiindia
36,Basic EPS,271.82,128.43,145.30,187.95,253.26,,marutisuzukiindia
37,Diluted EPS,271.82,128.43,145.30,187.95,253.26,,marutisuzukiindia
38,EPS After Extra Ordinary,,,,,,,marutisuzukiindia
39,Basic EPS.,271.82,128.43,145.30,187.95,253.26,,marutisuzukiindia
40,Diluted EPS.,271.82,128.43,145.30,187.95,253.26,,marutisuzukiindia
41,Public Share Holding,,,,,,,marutisuzukiindia
42,No Of Shares (Crores),--,--,--,--,--,,marutisuzukiindia
43,Share Holding (%),--,--,--,--,--,,marutisuzukiindia
44,Promoters and Promoter Group Shareholding,,,,,,,marutisuzukiindia
45,a) Pledged/Encumbered,,,,,,,marutisuzukiindia
46,- Number of shares (Crores),--,--,--,--,--,,marutisuzukiindia
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,,marutisuzukiindia
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,,marutisuzukiindia
49,b) Non-encumbered,,,,,,,marutisuzukiindia
50,- Number of shares (Crores).,--,--,--,--,--,,marutisuzukiindia
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,,marutisuzukiindia
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,,marutisuzukiindia
0,Yearly Results of Max Financial Services (in Rs. Cr.),Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,,maxfinancialservices
1,Net Sales/Income from operations,31412.67,31181.14,31273.91,18239.98,19497.62,,maxfinancialservices
2,Other Operating Income,--,--,--,--,--,,maxfinancialservices
3,Total Income From Operations,31412.67,31181.14,31273.91,18239.98,19497.62,,maxfinancialservices
4,EXPENDITURE,,,,,,,maxfinancialservices
5,Consumption of Raw Materials,--,--,--,--,--,,maxfinancialservices
6,Purchase of Traded Goods,--,--,--,--,--,,maxfinancialservices
7,Increase/Decrease in Stocks,--,--,--,--,--,,maxfinancialservices
8,Power & Fuel,--,--,--,--,--,,maxfinancialservices
9,Employees Cost,29.23,36.77,60.80,35.95,84.37,,maxfinancialservices
10,Depreciation,4.63,5.00,5.32,11.37,1.75,,maxfinancialservices
11,Excise Duty,--,--,--,--,--,,maxfinancialservices
12,Admin. And Selling Expenses,--,--,--,--,--,,maxfinancialservices
13,R & D Expenses,--,--,--,--,--,,maxfinancialservices
14,Provisions And Contingencies,-0.59,-1.73,-55.24,71.43,--,,maxfinancialservices
15,Exp. Capitalised,--,--,--,--,--,,maxfinancialservices
16,Other Expenses,30833.13,30734.15,30683.97,17680.25,18906.97,,maxfinancialservices
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",546.27,406.95,579.06,440.98,504.53,,maxfinancialservices
18,Other Income,18.39,6.44,14.11,1.78,3.61,,maxfinancialservices
19,"P/L Before Int., Excpt. Items & Tax",564.66,413.39,593.17,442.76,508.14,,maxfinancialservices
20,Interest,37.46,24.74,0.27,0.28,27.30,,maxfinancialservices
21,P/L Before Exceptional Items & Tax,527.20,388.65,592.90,442.48,480.84,,maxfinancialservices
22,Exceptional Items,--,--,--,--,--,,maxfinancialservices
23,P/L Before Tax,527.20,388.65,592.90,442.48,480.84,,maxfinancialservices
24,Tax,75.31,70.25,33.15,169.63,64.38,,maxfinancialservices
25,P/L After Tax from Ordinary Activities,451.89,318.40,559.75,272.85,416.46,,maxfinancialservices
26,Prior Year Adjustments,--,--,--,--,--,,maxfinancialservices
27,Extra Ordinary Items,--,--,--,--,--,,maxfinancialservices
28,Net Profit/(Loss) For the Period,451.89,318.40,559.75,272.85,416.46,,maxfinancialservices
29,Minority Interest,-73.41,-65.03,-134.36,-127.86,-153.91,,maxfinancialservices
30,Share Of P/L Of Associates,--,--,--,--,--,,maxfinancialservices
31,Net P/L After M.I & Associates,378.48,253.37,425.39,144.99,262.55,,maxfinancialservices
32,Equity Share Capital,68.72,69.02,69.02,53.90,53.88,,maxfinancialservices
33,Reserves Excluding Revaluation Reserves,3445.88,3865.59,3273.13,2088.38,2005.16,,maxfinancialservices
34,Equity Dividend Rate (%),--,--,--,--,--,,maxfinancialservices
35,EPS Before Extra Ordinary,,,,,,,maxfinancialservices
36,Basic EPS,10.97,7.34,14.51,5.38,9.77,,maxfinancialservices
37,Diluted EPS,10.97,7.34,14.51,5.38,9.77,,maxfinancialservices
38,EPS After Extra Ordinary,,,,,,,maxfinancialservices
39,Basic EPS.,10.97,7.34,14.51,5.38,9.77,,maxfinancialservices
40,Diluted EPS.,10.97,7.34,14.51,5.38,9.77,,maxfinancialservices
41,Public Share Holding,,,,,,,maxfinancialservices
42,No Of Shares (Crores),--,--,--,--,--,,maxfinancialservices
43,Share Holding (%),--,--,--,--,--,,maxfinancialservices
44,Promoters and Promoter Group Shareholding,,,,,,,maxfinancialservices
45,a) Pledged/Encumbered,,,,,,,maxfinancialservices
46,- Number of shares (Crores),--,--,--,--,--,,maxfinancialservices
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,,maxfinancialservices
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,,maxfinancialservices
49,b) Non-encumbered,,,,,,,maxfinancialservices
50,- Number of shares (Crores).,--,--,--,--,--,,maxfinancialservices
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,,maxfinancialservices
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,,maxfinancialservices
0,Yearly Results of NMDC (in Rs. Cr.),Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,,nmdc
1,Net Sales/Income from operations,17666.88,25881.73,15370.06,11699.22,12152.67,,nmdc
2,Other Operating Income,--,--,--,--,--,,nmdc
3,Total Income From Operations,17666.88,25881.73,15370.06,11699.22,12152.67,,nmdc
4,EXPENDITURE,,,,,,,nmdc
5,Consumption of Raw Materials,70.59,106.95,42.01,36.48,52.00,,nmdc
6,Purchase of Traded Goods,--,--,--,--,--,,nmdc
7,Increase/Decrease in Stocks,-496.60,-1200.50,-161.81,-53.83,-79.22,,nmdc
8,Power & Fuel,--,--,--,--,--,,nmdc
9,Employees Cost,1530.57,1337.07,1085.24,1049.36,1039.40,,nmdc
10,Depreciation,336.18,287.74,228.54,294.93,279.04,,nmdc
11,Excise Duty,--,--,--,--,--,,nmdc
12,Admin. And Selling Expenses,263.00,227.74,695.27,702.43,368.18,,nmdc
13,R & D Expenses,--,--,--,--,--,,nmdc
14,Provisions And Contingencies,--,--,--,--,--,,nmdc
15,Exp. Capitalised,--,--,--,--,--,,nmdc
16,Other Expenses,10246.79,12827.95,4920.08,3962.86,3847.89,,nmdc
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",5716.35,12294.78,8560.73,5706.99,6645.38,,nmdc
18,Other Income,768.22,718.52,351.60,514.36,588.96,,nmdc
19,"P/L Before Int., Excpt. Items & Tax",6484.57,13013.30,8912.33,6221.35,7234.34,,nmdc
20,Interest,75.23,39.06,16.81,9.88,40.32,,nmdc
21,P/L Before Exceptional Items & Tax,6409.34,12974.24,8895.52,6211.47,7194.02,,nmdc
22,Exceptional Items,1237.27,--,--,-96.44,--,,nmdc
23,P/L Before Tax,7646.61,12974.24,8895.52,6115.03,7194.02,,nmdc
24,Tax,2108.21,3582.25,2648.45,2512.72,2556.53,,nmdc
25,P/L After Tax from Ordinary Activities,5538.40,9391.99,6247.07,3602.31,4637.49,,nmdc
26,Prior Year Adjustments,--,--,--,--,--,,nmdc
27,Extra Ordinary Items,-0.68,-0.68,0.40,-0.79,-0.42,,nmdc
28,Net Profit/(Loss) For the Period,5537.72,9391.31,6247.47,3601.52,4637.07,,nmdc
29,Minority Interest,-1.10,0.55,0.37,0.33,0.89,,nmdc
30,Share Of P/L Of Associates,64.84,-12.26,29.17,-28.56,-19.12,,nmdc
31,Net P/L After M.I & Associates,5601.46,9379.60,6277.01,3573.29,4618.84,,nmdc
32,Equity Share Capital,293.07,293.07,293.07,306.19,306.19,,nmdc
33,Reserves Excluding Revaluation Reserves,22327.76,34693.83,29590.98,27366.88,25737.81,,nmdc
34,Equity Dividend Rate (%),--,--,--,--,--,,nmdc
35,EPS Before Extra Ordinary,,,,,,,nmdc
36,Basic EPS,19.11,32.00,20.70,11.67,14.69,,nmdc
37,Diluted EPS,19.11,32.00,20.70,11.67,14.69,,nmdc
38,EPS After Extra Ordinary,,,,,,,nmdc
39,Basic EPS.,19.11,32.00,20.70,11.67,14.69,,nmdc
40,Diluted EPS.,19.11,32.00,20.70,11.67,14.69,,nmdc
41,Public Share Holding,,,,,,,nmdc
42,No Of Shares (Crores),--,--,--,--,--,,nmdc
43,Share Holding (%),--,--,--,--,--,,nmdc
44,Promoters and Promoter Group Shareholding,,,,,,,nmdc
45,a) Pledged/Encumbered,,,,,,,nmdc
46,- Number of shares (Crores),--,--,--,--,--,,nmdc
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,,nmdc
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,,nmdc
49,b) Non-encumbered,,,,,,,nmdc
50,- Number of shares (Crores).,--,--,--,--,--,,nmdc
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,,nmdc
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,,nmdc
0,Yearly Results of Piramal Enterprises (in Rs. Cr.),Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,,piramalenterprises
1,Net Sales/Income from operations,8934.30,13993.30,12809.35,13068.29,13215.34,,piramalenterprises
2,Other Operating Income,--,--,--,--,--,,piramalenterprises
3,Total Income From Operations,8934.30,13993.30,12809.35,13068.29,13215.34,,piramalenterprises
4,EXPENDITURE,,,,,,,piramalenterprises
5,Consumption of Raw Materials,--,934.05,1412.20,1377.19,1216.76,,piramalenterprises
6,Purchase of Traded Goods,--,1603.46,664.69,473.45,307.36,,piramalenterprises
7,Increase/Decrease in Stocks,--,-6.52,-155.30,-173.82,5.09,,piramalenterprises
8,Power & Fuel,--,--,--,--,--,,piramalenterprises
9,Employees Cost,930.05,2135.01,1650.47,1610.20,2250.35,,piramalenterprises
10,Depreciation,122.88,665.78,560.88,520.30,520.15,,piramalenterprises
11,Excise Duty,--,--,--,--,--,,piramalenterprises
12,Admin. And Selling Expenses,--,--,--,--,--,,piramalenterprises
13,R & D Expenses,--,--,--,--,--,,piramalenterprises
14,Provisions And Contingencies,-155.86,696.07,--,--,--,,piramalenterprises
15,Exp. Capitalised,--,--,--,--,--,,piramalenterprises
16,Other Expenses,6659.69,2181.01,1773.04,3513.90,2341.18,,piramalenterprises
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",1377.54,5784.44,6903.37,5747.07,6574.45,,piramalenterprises
18,Other Income,152.44,720.11,363.64,491.11,312.80,,piramalenterprises
19,"P/L Before Int., Excpt. Items & Tax",1529.98,6504.55,7267.01,6238.18,6887.25,,piramalenterprises
20,Interest,3994.32,4479.87,4208.53,5320.62,4409.74,,piramalenterprises
21,P/L Before Exceptional Items & Tax,-2464.34,2024.68,3058.48,917.56,2477.51,,piramalenterprises
22,Exceptional Items,8066.26,-168.00,58.86,--,-465.64,,piramalenterprises
23,P/L Before Tax,5601.92,1856.68,3117.34,917.56,2011.87,,piramalenterprises
24,Tax,-3978.05,510.79,2042.91,1960.43,861.13,,piramalenterprises
