,0,1,2,3,4,5,6,Stock
44,No Of Shares (Lakhs),--,--,--,--,--,,kotakmahindrabank
45,Share Holding (%),--,--,--,--,--,,kotakmahindrabank
46,Promoters and Promoter Group Shareholding,,,,,,,kotakmahindrabank
47,a) Pledged/Encumbered,,,,,,,kotakmahindrabank
48,- Number of shares (Lakhs),--,--,--,--,--,,kotakmahindrabank
49,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,,kotakmahindrabank
50,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,,kotakmahindrabank
51,b) Non-encumbered,,,,,,,kotakmahindrabank
52,- Number of shares (Lakhs).,--,--,--,--,--,,kotakmahindrabank
53,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,,kotakmahindrabank
54,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,,kotakmahindrabank
0,Yearly Results of L&T Finance Holdings (in Rs. Cr.),Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,,ltfinanceholdings
1,Net Sales/Income from operations,12774.95,11929.70,13678.07,14175.50,12989.72,,ltfinanceholdings
2,Other Operating Income,--,--,--,--,--,,ltfinanceholdings
3,Total Income From Operations,12774.95,11929.70,13678.07,14175.50,12989.72,,ltfinanceholdings
4,EXPENDITURE,,,,,,,ltfinanceholdings
5,Consumption of Raw Materials,--,--,--,--,--,,ltfinanceholdings
6,Purchase of Traded Goods,--,--,--,--,--,,ltfinanceholdings
7,Increase/Decrease in Stocks,--,--,--,--,--,,ltfinanceholdings
8,Power & Fuel,--,--,--,--,--,,ltfinanceholdings
9,Employees Cost,1405.93,1094.84,1007.06,1062.32,824.73,,ltfinanceholdings
10,Depreciation,111.24,102.64,87.09,81.59,49.62,,ltfinanceholdings
11,Excise Duty,--,--,--,--,--,,ltfinanceholdings
12,Admin. And Selling Expenses,--,--,--,--,--,,ltfinanceholdings
13,R & D Expenses,--,--,--,--,--,,ltfinanceholdings
14,Provisions And Contingencies,1560.18,1709.17,2978.03,1994.19,--,,ltfinanceholdings
15,Exp. Capitalised,--,--,--,--,--,,ltfinanceholdings
16,Other Expenses,2296.46,2440.26,1538.41,1216.35,2515.16,,ltfinanceholdings
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",7401.14,6582.79,8067.48,9821.05,9600.21,,ltfinanceholdings
18,Other Income,526.75,393.85,402.03,372.63,311.80,,ltfinanceholdings
19,"P/L Before Int., Excpt. Items & Tax",7927.89,6976.64,8469.51,10193.68,9912.01,,ltfinanceholdings
20,Interest,5797.24,5753.79,7199.92,7513.60,6860.03,,ltfinanceholdings
21,P/L Before Exceptional Items & Tax,2130.65,1222.85,1269.59,2680.08,3051.98,,ltfinanceholdings
22,Exceptional Items,-2687.17,--,225.61,--,--,,ltfinanceholdings
23,P/L Before Tax,-556.52,1222.85,1495.20,2680.08,3051.98,,ltfinanceholdings
24,Tax,172.37,373.62,546.32,506.44,819.95,,ltfinanceholdings
25,P/L After Tax from Ordinary Activities,-728.89,849.23,948.88,2173.64,2232.03,,ltfinanceholdings
26,Prior Year Adjustments,--,--,--,--,--,,ltfinanceholdings
27,Extra Ordinary Items,2265.37,200.01,--,-473.38,--,,ltfinanceholdings
28,Net Profit/(Loss) For the Period,1536.48,1049.24,948.88,1700.26,2232.03,,ltfinanceholdings
29,Minority Interest,86.77,20.87,22.06,-0.09,-5.73,,ltfinanceholdings
30,Share Of P/L Of Associates,--,--,--,--,--,,ltfinanceholdings
31,Net P/L After M.I & Associates,1623.25,1070.11,970.94,1700.17,2226.30,,ltfinanceholdings
32,Equity Share Capital,2479.67,2474.04,2469.45,2004.83,1998.81,,ltfinanceholdings
33,Reserves Excluding Revaluation Reserves,18907.67,17290.96,16103.98,12506.32,11327.85,,ltfinanceholdings
34,Equity Dividend Rate (%),--,--,--,--,--,,ltfinanceholdings
35,EPS Before Extra Ordinary,,,,,,,ltfinanceholdings
36,Basic EPS,6.56,4.33,4.49,8.50,11.15,,ltfinanceholdings
37,Diluted EPS,6.54,4.32,4.47,8.46,11.10,,ltfinanceholdings
38,EPS After Extra Ordinary,,,,,,,ltfinanceholdings
39,Basic EPS.,6.56,4.24,4.49,8.50,11.15,,ltfinanceholdings
40,Diluted EPS.,6.54,4.32,4.47,8.46,11.10,,ltfinanceholdings
41,Public Share Holding,,,,,,,ltfinanceholdings
42,No Of Shares (Crores),--,--,--,--,--,,ltfinanceholdings
43,Share Holding (%),--,--,--,--,--,,ltfinanceholdings
44,Promoters and Promoter Group Shareholding,,,,,,,ltfinanceholdings
45,a) Pledged/Encumbered,,,,,,,ltfinanceholdings
46,- Number of shares (Crores),--,--,--,--,--,,ltfinanceholdings
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,,ltfinanceholdings
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,,ltfinanceholdings
49,b) Non-encumbered,,,,,,,ltfinanceholdings
50,- Number of shares (Crores).,--,--,--,--,--,,ltfinanceholdings
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,,ltfinanceholdings
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,,ltfinanceholdings
0,Yearly Results of L&T Technology Services (in Rs. Cr.),Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,,lttechnologyservices
1,Net Sales/Income from operations,8013.60,6569.70,5449.70,5619.10,5078.30,,lttechnologyservices
2,Other Operating Income,--,--,--,--,--,,lttechnologyservices
3,Total Income From Operations,8013.60,6569.70,5449.70,5619.10,5078.30,,lttechnologyservices
4,EXPENDITURE,,,,,,,lttechnologyservices
5,Consumption of Raw Materials,--,--,--,--,--,,lttechnologyservices
6,Purchase of Traded Goods,--,--,--,--,--,,lttechnologyservices
7,Increase/Decrease in Stocks,--,--,--,--,--,,lttechnologyservices
8,Power & Fuel,--,--,--,--,--,,lttechnologyservices
9,Employees Cost,4563.90,3650.50,3361.50,3291.60,3178.80,,lttechnologyservices
10,Depreciation,231.50,214.40,218.30,182.90,104.20,,lttechnologyservices
11,Excise Duty,--,--,--,--,--,,lttechnologyservices
12,Admin. And Selling Expenses,--,--,--,--,--,,lttechnologyservices
13,R & D Expenses,--,--,--,--,--,,lttechnologyservices
14,Provisions And Contingencies,--,--,--,--,--,,lttechnologyservices
15,Exp. Capitalised,--,--,--,--,--,,lttechnologyservices
16,Other Expenses,1739.00,1504.30,1080.80,1217.00,984.80,,lttechnologyservices
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",1479.20,1200.50,789.10,927.60,810.50,,lttechnologyservices
18,Other Income,208.00,152.40,153.70,209.10,222.80,,lttechnologyservices
19,"P/L Before Int., Excpt. Items & Tax",1687.20,1352.90,942.80,1136.70,1033.30,,lttechnologyservices
20,Interest,43.50,43.70,45.50,36.50,1.90,,lttechnologyservices
21,P/L Before Exceptional Items & Tax,1643.70,1309.20,897.30,1100.20,1031.40,,lttechnologyservices
22,Exceptional Items,--,--,--,--,--,,lttechnologyservices
23,P/L Before Tax,1643.70,1309.20,897.30,1100.20,1031.40,,lttechnologyservices
24,Tax,469.60,348.60,230.80,277.80,263.00,,lttechnologyservices
25,P/L After Tax from Ordinary Activities,1174.10,960.60,666.50,822.40,768.40,,lttechnologyservices
26,Prior Year Adjustments,--,--,--,--,--,,lttechnologyservices
27,Extra Ordinary Items,--,--,--,--,--,,lttechnologyservices
28,Net Profit/(Loss) For the Period,1174.10,960.60,666.50,822.40,768.40,,lttechnologyservices
29,Minority Interest,-4.30,-3.60,-3.20,-3.80,-2.80,,lttechnologyservices
30,Share Of P/L Of Associates,--,--,--,--,--,,lttechnologyservices
31,Net P/L After M.I & Associates,1169.80,957.00,663.30,818.60,765.60,,lttechnologyservices
32,Equity Share Capital,21.10,21.10,21.00,20.90,20.80,,lttechnologyservices
33,Reserves Excluding Revaluation Reserves,4836.00,4122.70,3422.40,2712.30,2423.90,,lttechnologyservices
34,Equity Dividend Rate (%),--,--,--,--,--,,lttechnologyservices
35,EPS Before Extra Ordinary,,,,,,,lttechnologyservices
36,Basic EPS,110.80,90.92,63.32,78.56,74.06,,lttechnologyservices
37,Diluted EPS,110.48,90.74,62.90,77.70,72.91,,lttechnologyservices
38,EPS After Extra Ordinary,,,,,,,lttechnologyservices
39,Basic EPS.,110.80,90.92,63.32,78.56,74.06,,lttechnologyservices
40,Diluted EPS.,110.48,90.74,62.90,77.70,72.91,,lttechnologyservices
41,Public Share Holding,,,,,,,lttechnologyservices
42,No Of Shares (Crores),--,--,--,--,--,,lttechnologyservices
43,Share Holding (%),--,--,--,--,--,,lttechnologyservices
44,Promoters and Promoter Group Shareholding,,,,,,,lttechnologyservices
45,a) Pledged/Encumbered,,,,,,,lttechnologyservices
46,- Number of shares (Crores),--,--,--,--,--,,lttechnologyservices
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,,lttechnologyservices
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,,lttechnologyservices
49,b) Non-encumbered,,,,,,,lttechnologyservices
50,- Number of shares (Crores).,--,--,--,--,--,,lttechnologyservices
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,,lttechnologyservices
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,,lttechnologyservices
0,Yearly Results of LIC Housing Finance (in Rs. Cr.),Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,,lichousingfinance
1,Net Sales/Income from operations,22713.90,19974.36,19881.70,19736.10,17392.59,,lichousingfinance
2,Other Operating Income,--,--,--,--,--,,lichousingfinance
3,Total Income From Operations,22713.90,19974.36,19881.70,19736.10,17392.59,,lichousingfinance
4,EXPENDITURE,,,,,,,lichousingfinance
5,Consumption of Raw Materials,26.45,--,1.03,4.68,4.18,,lichousingfinance
6,Purchase of Traded Goods,--,--,--,--,--,,lichousingfinance
7,Increase/Decrease in Stocks,--,--,--,--,--,,lichousingfinance
8,Power & Fuel,--,--,--,--,--,,lichousingfinance
9,Employees Cost,516.41,602.45,323.78,327.61,274.58,,lichousingfinance
10,Depreciation,69.04,55.19,52.47,51.11,11.92,,lichousingfinance
11,Excise Duty,--,--,--,--,--,,lichousingfinance
12,Admin. And Selling Expenses,--,--,--,--,--,,lichousingfinance
13,R & D Expenses,--,--,--,--,--,,lichousingfinance
14,Provisions And Contingencies,1750.89,1988.24,1317.61,952.08,--,,lichousingfinance
15,Exp. Capitalised,--,--,--,--,--,,lichousingfinance
16,Other Expenses,672.75,421.09,369.82,307.80,822.12,,lichousingfinance
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",19678.36,16907.39,17816.99,18092.82,16279.79,,lichousingfinance
18,Other Income,17.17,30.95,-1.48,-29.22,2.99,,lichousingfinance
19,"P/L Before Int., Excpt. Items & Tax",19695.53,16938.34,17815.51,18063.60,16282.78,,lichousingfinance
20,Interest,16134.75,14151.09,14450.38,14781.42,12891.03,,lichousingfinance
21,P/L Before Exceptional Items & Tax,3560.78,2787.25,3365.13,3282.18,3391.75,,lichousingfinance
22,Exceptional Items,--,--,--,--,--,,lichousingfinance
23,P/L Before Tax,3560.78,2787.25,3365.13,3282.18,3391.75,,lichousingfinance
24,Tax,669.60,501.25,624.00,878.52,957.38,,lichousingfinance
25,P/L After Tax from Ordinary Activities,2891.18,2286.00,2741.13,2403.66,2434.37,,lichousingfinance
26,Prior Year Adjustments,--,--,--,--,--,,lichousingfinance
27,Extra Ordinary Items,--,--,--,--,--,,lichousingfinance
28,Net Profit/(Loss) For the Period,2891.18,2286.00,2741.13,2403.66,2434.37,,lichousingfinance
29,Minority Interest,-0.12,-0.35,-0.41,-0.40,-0.42,,lichousingfinance
30,Share Of P/L Of Associates,-0.51,--,2.06,0.52,-0.11,,lichousingfinance
31,Net P/L After M.I & Associates,2890.55,2285.65,2742.78,2403.78,2433.84,,lichousingfinance
32,Equity Share Capital,110.08,110.08,100.99,100.93,100.93,,lichousingfinance
33,Reserves Excluding Revaluation Reserves,27531.29,24640.74,20500.44,18163.88,16229.83,,lichousingfinance
34,Equity Dividend Rate (%),--,--,--,--,--,,lichousingfinance
35,EPS Before Extra Ordinary,,,,,,,lichousingfinance
36,Basic EPS,52.53,43.12,54.32,47.63,48.23,,lichousingfinance
37,Diluted EPS,--,43.12,54.32,47.63,48.23,,lichousingfinance
38,EPS After Extra Ordinary,,,,,,,lichousingfinance
39,Basic EPS.,52.53,43.12,54.32,47.63,48.23,,lichousingfinance
40,Diluted EPS.,--,43.12,54.32,47.63,48.23,,lichousingfinance
41,Public Share Holding,,,,,,,lichousingfinance
42,No Of Shares (Crores),--,--,--,--,--,,lichousingfinance
43,Share Holding (%),--,--,--,--,--,,lichousingfinance
44,Promoters and Promoter Group Shareholding,,,,,,,lichousingfinance
45,a) Pledged/Encumbered,,,,,,,lichousingfinance
46,- Number of shares (Crores),--,--,--,--,--,,lichousingfinance
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,,lichousingfinance
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,,lichousingfinance
49,b) Non-encumbered,,,,,,,lichousingfinance
50,- Number of shares (Crores).,--,--,--,--,--,,lichousingfinance
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,,lichousingfinance
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,,lichousingfinance
0,Yearly Results of LTIMindtree (in Rs. Cr.),Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,,ltimindtree
1,Net Sales/Income from operations,33183.00,26108.70,12369.80,10878.60,9445.80,,ltimindtree
2,Other Operating Income,--,--,--,--,--,,ltimindtree
3,Total Income From Operations,33183.00,26108.70,12369.80,10878.60,9445.80,,ltimindtree
4,EXPENDITURE,,,,,,,ltimindtree
5,Consumption of Raw Materials,--,--,--,--,--,,ltimindtree
6,Purchase of Traded Goods,--,--,--,--,--,,ltimindtree
7,Increase/Decrease in Stocks,--,--,--,--,--,,ltimindtree
8,Power & Fuel,--,--,--,--,--,,ltimindtree
9,Employees Cost,20879.90,15989.20,7428.90,6516.60,5466.80,,ltimindtree
10,Depreciation,722.70,597.10,332.50,273.00,147.20,,ltimindtree
11,Excise Duty,--,--,--,--,--,,ltimindtree
12,Admin. And Selling Expenses,--,--,--,--,--,,ltimindtree
13,R & D Expenses,--,--,--,--,--,,ltimindtree
14,Provisions And Contingencies,--,--,--,--,--,,ltimindtree
15,Exp. Capitalised,--,--,--,--,--,,ltimindtree
16,Other Expenses,6195.40,4870.90,2215.80,2332.70,2095.70,,ltimindtree
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",5385.00,4651.50,2392.60,1756.30,1736.10,,ltimindtree
18,Other Income,556.90,765.80,274.40,329.20,302.30,,ltimindtree
19,"P/L Before Int., Excpt. Items & Tax",5941.90,5417.30,2667.00,2085.50,2038.40,,ltimindtree
20,Interest,150.40,123.40,78.80,82.60,10.60,,ltimindtree
21,P/L Before Exceptional Items & Tax,5791.50,5293.90,2588.20,2002.90,2027.80,,ltimindtree
22,Exceptional Items,--,--,--,--,--,,ltimindtree
23,P/L Before Tax,5791.50,5293.90,2588.20,2002.90,2027.80,,ltimindtree
24,Tax,1381.20,1343.90,650.00,482.40,512.30,,ltimindtree
25,P/L After Tax from Ordinary Activities,4410.30,3950.00,1938.20,1520.50,1515.50,,ltimindtree
26,Prior Year Adjustments,--,--,--,--,--,,ltimindtree
27,Extra Ordinary Items,--,--,--,--,--,,ltimindtree
28,Net Profit/(Loss) For the Period,4410.30,3950.00,1938.20,1520.50,1515.50,,ltimindtree
29,Minority Interest,-2.00,-1.70,-2.10,-0.40,0.40,,ltimindtree
30,Share Of P/L Of Associates,--,--,--,--,--,,ltimindtree
31,Net P/L After M.I & Associates,4408.30,3948.30,1936.10,1520.10,1515.90,,ltimindtree
32,Equity Share Capital,29.60,17.50,17.50,17.40,17.40,,ltimindtree
33,Reserves Excluding Revaluation Reserves,16078.60,8797.10,7206.50,5280.40,4743.20,,ltimindtree
34,Equity Dividend Rate (%),--,--,--,--,--,,ltimindtree
35,EPS Before Extra Ordinary,,,,,,,ltimindtree
36,Basic EPS,149.07,133.67,110.98,87.45,87.67,,ltimindtree
37,Diluted EPS,148.83,133.35,110.26,86.61,86.43,,ltimindtree
38,EPS After Extra Ordinary,,,,,,,ltimindtree
39,Basic EPS.,149.07,133.67,110.98,87.45,87.67,,ltimindtree
40,Diluted EPS.,148.83,133.35,110.26,86.61,86.43,,ltimindtree
41,Public Share Holding,,,,,,,ltimindtree
42,No Of Shares (Crores),--,--,--,--,--,,ltimindtree
43,Share Holding (%),--,--,--,--,--,,ltimindtree
44,Promoters and Promoter Group Shareholding,,,,,,,ltimindtree
45,a) Pledged/Encumbered,,,,,,,ltimindtree
46,- Number of shares (Crores),--,--,--,--,--,,ltimindtree
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,,ltimindtree
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,,ltimindtree
49,b) Non-encumbered,,,,,,,ltimindtree
50,- Number of shares (Crores).,--,--,--,--,--,,ltimindtree
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,,ltimindtree
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,,ltimindtree
0,Yearly Results of Larsen & Toubro (in Rs. Cr.),Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,,larsentoubro
1,Net Sales/Income from operations,183340.70,156521.23,135979.03,145452.36,135220.29,,larsentoubro
2,Other Operating Income,--,--,--,--,--,,larsentoubro
3,Total Income From Operations,183340.70,156521.23,135979.03,145452.36,135220.29,,larsentoubro
4,EXPENDITURE,,,,,,,larsentoubro
5,Consumption of Raw Materials,18995.11,17100.84,15571.40,15548.66,14771.56,,larsentoubro
6,Purchase of Traded Goods,1052.86,1069.50,1213.58,841.09,887.87,,larsentoubro
7,Increase/Decrease in Stocks,-3156.64,-2076.60,6348.75,647.70,-731.11,,larsentoubro
8,Power & Fuel,--,--,--,--,--,,larsentoubro
9,Employees Cost,37214.11,29733.53,24762.01,23114.00,17466.40,,larsentoubro
10,Depreciation,3502.25,2947.95,2904.21,2462.27,1923.03,,larsentoubro
11,Excise Duty,--,--,--,--,--,,larsentoubro
12,Admin. And Selling Expenses,8758.04,8831.89,8892.00,8646.71,6791.21,,larsentoubro
13,R & D Expenses,--,--,--,--,--,,larsentoubro
14,Provisions And Contingencies,--,--,--,--,--,,larsentoubro
15,Exp. Capitalised,--,--,--,--,--,,larsentoubro
16,Other Expenses,99723.94,83644.77,57692.65,72283.34,73319.09,,larsentoubro
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",17251.03,15269.35,18594.43,21908.59,20792.24,,larsentoubro
18,Other Income,2929.17,2267.08,3429.35,2360.90,1836.53,,larsentoubro
19,"P/L Before Int., Excpt. Items & Tax",20180.20,17536.43,22023.78,24269.49,22628.77,,larsentoubro
20,Interest,3207.16,3125.70,9787.98,10838.54,9188.18,,larsentoubro
21,P/L Before Exceptional Items & Tax,16973.04,14410.73,12235.80,13430.95,13440.59,,larsentoubro
22,Exceptional Items,135.99,96.93,-3507.58,--,294.75,,larsentoubro
23,P/L Before Tax,17109.03,14507.66,8728.22,13430.95,13735.34,,larsentoubro
24,Tax,4484.16,4216.61,4059.26,3263.20,4067.09,,larsentoubro
25,P/L After Tax from Ordinary Activities,12624.87,10291.05,4668.96,10167.75,9668.25,,larsentoubro
26,Prior Year Adjustments,--,--,--,--,--,,larsentoubro
27,Extra Ordinary Items,--,--,8237.92,654.57,569.33,,larsentoubro
28,Net Profit/(Loss) For the Period,12624.87,10291.05,12906.88,10822.32,10237.58,,larsentoubro
29,Minority Interest,-2059.90,-1749.91,-1338.35,-1345.25,-1311.45,,larsentoubro
30,Share Of P/L Of Associates,-94.25,128.19,14.40,71.96,-21.00,,larsentoubro
31,Net P/L After M.I & Associates,10470.72,8669.33,11582.93,9549.03,8905.13,,larsentoubro
32,Equity Share Capital,281.10,281.01,280.91,280.78,280.55,,larsentoubro
33,Reserves Excluding Revaluation Reserves,88577.76,81755.00,75204.02,66040.95,61604.00,,larsentoubro
34,Equity Dividend Rate (%),--,--,--,--,--,,larsentoubro
35,EPS Before Extra Ordinary,,,,,,,larsentoubro
36,Basic EPS,74.51,61.71,82.49,68.04,63.51,,larsentoubro
37,Diluted EPS,74.45,61.65,82.41,67.95,63.40,,larsentoubro
38,EPS After Extra Ordinary,,,,,,,larsentoubro
39,Basic EPS.,74.51,61.71,82.49,68.04,63.51,,larsentoubro
40,Diluted EPS.,74.45,61.65,82.41,67.95,63.40,,larsentoubro
41,Public Share Holding,,,,,,,larsentoubro
42,No Of Shares (Crores),--,--,--,--,--,,larsentoubro
43,Share Holding (%),--,--,--,--,--,,larsentoubro
44,Promoters and Promoter Group Shareholding,,,,,,,larsentoubro
45,a) Pledged/Encumbered,,,,,,,larsentoubro
46,- Number of shares (Crores),--,--,--,--,--,,larsentoubro
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,,larsentoubro
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,,larsentoubro
49,b) Non-encumbered,,,,,,,larsentoubro
50,- Number of shares (Crores).,--,--,--,--,--,,larsentoubro
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,,larsentoubro
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,,larsentoubro
0,Yearly Results of Laurus Labs (in Rs. Cr.),Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,,lauruslabs
1,Net Sales/Income from operations,6040.55,4935.57,4813.51,2831.72,2291.92,,lauruslabs
2,Other Operating Income,--,--,--,--,--,,lauruslabs
3,Total Income From Operations,6040.55,4935.57,4813.51,2831.72,2291.92,,lauruslabs
4,EXPENDITURE,,,,,,,lauruslabs
5,Consumption of Raw Materials,2596.57,2269.13,2358.97,1613.69,1245.25,,lauruslabs
6,Purchase of Traded Goods,155.71,145.81,96.23,15.88,22.38,,lauruslabs
7,Increase/Decrease in Stocks,22.04,-221.17,-297.01,-216.15,-31.99,,lauruslabs
8,Power & Fuel,--,--,--,--,--,,lauruslabs
9,Employees Cost,580.64,501.53,434.09,344.87,289.20,,lauruslabs
10,Depreciation,324.08,251.49,205.07,187.27,164.19,,lauruslabs
11,Excise Duty,--,--,--,--,--,,lauruslabs
12,Admin. And Selling Expenses,--,--,--,--,--,,lauruslabs
13,R & D Expenses,--,--,--,--,--,,lauruslabs
14,Provisions And Contingencies,--,--,--,--,--,,lauruslabs
15,Exp. Capitalised,--,--,--,--,--,,lauruslabs
16,Other Expenses,1093.40,817.84,670.55,508.90,411.09,,lauruslabs
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",1268.11,1170.94,1345.61,377.28,191.79,,lauruslabs
18,Other Income,6.00,15.30,23.66,5.92,16.15,,lauruslabs
19,"P/L Before Int., Excpt. Items & Tax",1274.11,1186.24,1369.27,383.20,207.94,,lauruslabs
20,Interest,165.17,102.39,68.16,89.59,88.19,,lauruslabs
21,P/L Before Exceptional Items & Tax,1108.94,1083.85,1301.11,293.61,119.75,,lauruslabs
22,Exceptional Items,--,--,--,--,--,,lauruslabs
23,P/L Before Tax,1108.94,1083.85,1301.11,293.61,119.75,,lauruslabs
24,Tax,312.30,251.42,317.29,38.34,25.99,,lauruslabs
25,P/L After Tax from Ordinary Activities,796.64,832.43,983.82,255.27,93.76,,lauruslabs
26,Prior Year Adjustments,--,--,--,--,--,,lauruslabs
27,Extra Ordinary Items,--,--,--,--,--,,lauruslabs
28,Net Profit/(Loss) For the Period,796.64,832.43,983.82,255.27,93.76,,lauruslabs
29,Minority Interest,-3.32,-4.71,-0.24,--,--,,lauruslabs
30,Share Of P/L Of Associates,-3.21,-0.20,--,--,--,,lauruslabs
31,Net P/L After M.I & Associates,790.11,827.52,983.58,255.27,93.76,,lauruslabs
32,Equity Share Capital,107.73,107.47,107.32,106.91,106.44,,lauruslabs
33,Reserves Excluding Revaluation Reserves,3917.72,3234.55,2485.31,1658.23,1451.97,,lauruslabs
34,Equity Dividend Rate (%),--,--,--,--,--,,lauruslabs
35,EPS Before Extra Ordinary,,,,,,,lauruslabs
36,Basic EPS,14.69,15.42,18.36,23.93,8.83,,lauruslabs
37,Diluted EPS,14.64,15.35,18.28,23.93,8.80,,lauruslabs
38,EPS After Extra Ordinary,,,,,,,lauruslabs
39,Basic EPS.,14.69,15.42,18.36,23.93,8.83,,lauruslabs
40,Diluted EPS.,14.64,15.35,18.28,23.93,8.80,,lauruslabs
41,Public Share Holding,,,,,,,lauruslabs
42,No Of Shares (Crores),--,--,--,--,--,,lauruslabs
43,Share Holding (%),--,--,--,--,--,,lauruslabs
44,Promoters and Promoter Group Shareholding,,,,,,,lauruslabs
45,a) Pledged/Encumbered,,,,,,,lauruslabs
46,- Number of shares (Crores),--,--,--,--,--,,lauruslabs
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,,lauruslabs
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,,lauruslabs
49,b) Non-encumbered,,,,,,,lauruslabs
50,- Number of shares (Crores).,--,--,--,--,--,,lauruslabs
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,,lauruslabs
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,,lauruslabs
0,Yearly Results of Lupin (in Rs. Cr.),Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,,lupin
1,Net Sales/Income from operations,16269.98,16192.79,15162.96,15142.80,16369.37,,lupin
2,Other Operating Income,371.68,212.69,--,231.96,348.81,,lupin
3,Total Income From Operations,16641.66,16405.48,15162.96,15374.76,16718.18,,lupin
4,EXPENDITURE,,,,,,,lupin
5,Consumption of Raw Materials,3687.81,3235.71,3169.79,3163.82,3559.67,,lupin
6,Purchase of Traded Goods,2938.22,3443.85,2677.31,2258.23,2459.55,,lupin
7,Increase/Decrease in Stocks,153.73,-198.32,-484.86,8.55,-173.43,,lupin
8,Power & Fuel,--,--,--,--,--,,lupin
9,Employees Cost,3087.15,2989.30,2825.90,2986.84,3151.29,,lupin
10,Depreciation,880.69,1658.71,887.41,970.22,1085.01,,lupin
11,Excise Duty,--,--,--,--,--,,lupin
12,Admin. And Selling Expenses,--,--,--,--,--,,lupin
13,R & D Expenses,--,--,--,--,--,,lupin
14,Provisions And Contingencies,--,--,--,--,--,,lupin
15,Exp. Capitalised,--,--,--,--,--,,lupin
16,Other Expenses,4976.63,6647.72,4407.94,4602.52,4838.88,,lupin
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",917.43,-1371.49,1679.47,1384.58,1797.21,,lupin
18,Other Income,73.36,141.69,136.29,483.76,364.02,,lupin
19,"P/L Before Int., Excpt. Items & Tax",990.79,-1229.80,1815.76,1868.34,2161.23,,lupin
20,Interest,274.30,142.77,140.64,362.98,307.83,,lupin
21,P/L Before Exceptional Items & Tax,716.49,-1372.57,1675.12,1505.36,1853.40,,lupin
22,Exceptional Items,--,--,--,-752.07,-339.98,,lupin
23,P/L Before Tax,716.49,-1372.57,1675.12,753.29,1513.42,,lupin
24,Tax,268.80,137.15,448.52,1157.11,901.69,,lupin
25,P/L After Tax from Ordinary Activities,447.69,-1509.72,1226.60,-403.82,611.73,,lupin
26,Prior Year Adjustments,--,--,--,--,--,,lupin
27,Extra Ordinary Items,--,--,--,130.10,--,,lupin
28,Net Profit/(Loss) For the Period,447.69,-1509.72,1226.60,-273.72,611.73,,lupin
29,Minority Interest,-17.61,-18.68,-11.40,0.39,-8.93,,lupin
30,Share Of P/L Of Associates,--,0.36,1.33,3.94,3.75,,lupin
