,0,1,2,3,4,5,6,Stock
11,Purchase Of Stock-In Trade,0.00,0.00,0.00,0.00,0.00,,ltfinanceholdings
12,Operating And Direct Expenses,980.23,1375.18,659.68,327.88,1092.88,,ltfinanceholdings
13,Changes In Inventories Of FGWIP And Stock In Trade,0.00,0.00,0.00,0.00,0.00,,ltfinanceholdings
14,Employee Benefit Expenses,1405.93,1094.84,1007.06,1062.32,824.73,,ltfinanceholdings
15,Finance Costs,5797.24,5753.79,7199.92,7513.60,6860.03,,ltfinanceholdings
16,Depreciation And Amortisation Expenses,111.24,102.64,87.09,81.59,49.62,,ltfinanceholdings
17,Other Expenses,1316.23,1065.08,878.73,817.09,721.40,,ltfinanceholdings
18,Total Expenses,11171.05,11100.70,12810.51,11796.67,10249.54,,ltfinanceholdings
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",2130.65,1222.85,1269.59,2680.08,3051.98,,ltfinanceholdings
20,Exceptional Items,-2687.17,0.00,225.61,0.00,0.00,,ltfinanceholdings
21,Profit/Loss Before Tax,-556.52,1222.85,1495.20,2680.08,3051.98,,ltfinanceholdings
22,Tax Expenses-Continued Operations,,,,,,,ltfinanceholdings
23,Current Tax,626.32,210.89,703.60,632.50,749.49,,ltfinanceholdings
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,ltfinanceholdings
25,Deferred Tax,-453.95,162.73,-157.28,-126.06,70.46,,ltfinanceholdings
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,ltfinanceholdings
27,Total Tax Expenses,172.37,373.62,546.32,979.82,819.95,,ltfinanceholdings
28,Profit/Loss After Tax And Before ExtraOrdinary Items,-728.89,849.23,948.88,1700.26,2232.03,,ltfinanceholdings
29,Profit/Loss From Continuing Operations,-728.89,849.23,948.88,1700.26,2232.03,,ltfinanceholdings
30,Profit/Loss For The Period,1536.48,1049.24,948.88,1700.26,2232.03,,ltfinanceholdings
31,Minority Interest,86.77,20.87,22.06,-0.09,-5.73,,ltfinanceholdings
32,Consolidated Profit/Loss After MI And Associates,1623.25,1070.11,970.94,1700.17,2226.30,,ltfinanceholdings
33,OTHER ADDITIONAL INFORMATION,,,,,,,ltfinanceholdings
34,EARNINGS PER SHARE,,,,,,,ltfinanceholdings
35,Basic EPS (Rs.),7.00,4.00,4.00,9.00,11.00,,ltfinanceholdings
36,Diluted EPS (Rs.),7.00,4.00,4.00,8.00,11.00,,ltfinanceholdings
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,ltfinanceholdings
38,Equity Share Dividend,123.75,0.00,0.00,380.48,0.00,,ltfinanceholdings
39,Tax On Dividend,0.00,0.00,0.00,41.85,0.00,,ltfinanceholdings
0,Profit & Loss account of Maruti Suzuki India (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,marutisuzukiindia
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,marutisuzukiindia
2,INCOME,,,,,,,marutisuzukiindia
3,Revenue From Operations [Gross],112511.30,83799.80,66571.80,71704.80,83038.50,,marutisuzukiindia
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,marutisuzukiindia
5,Revenue From Operations [Net],112511.30,83799.80,66571.80,71704.80,83038.50,,marutisuzukiindia
6,Total Operating Revenues,117571.30,88329.80,70372.00,75660.00,86068.50,,marutisuzukiindia
7,Other Income,2140.70,1744.70,2936.30,3334.40,2561.60,,marutisuzukiindia
8,Total Revenue,119712.00,90074.50,73308.30,78994.40,88630.10,,marutisuzukiindia
9,EXPENSES,,,,,,,marutisuzukiindia
10,Cost Of Materials Consumed,46669.60,39739.60,33296.40,34634.80,45025.70,,marutisuzukiindia
11,Purchase Of Stock-In Trade,39985.10,26397.50,17254.10,18767.20,15026.60,,marutisuzukiindia
12,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,,marutisuzukiindia
13,Changes In Inventories Of FGWIP And Stock In Trade,-403.90,-93.10,273.60,-238.70,211.60,,marutisuzukiindia
14,Employee Benefit Expenses,4634.60,4051.40,3431.60,3416.20,3285.00,,marutisuzukiindia
15,Finance Costs,187.00,126.60,101.80,134.20,75.90,,marutisuzukiindia
16,Depreciation And Amortisation Expenses,2825.70,2789.00,3034.10,3528.40,3020.80,,marutisuzukiindia
17,Other Expenses,15805.50,12672.70,10837.50,11889.60,11638.50,,marutisuzukiindia
18,Total Expenses,109566.30,85539.20,68156.30,72010.00,78162.00,,marutisuzukiindia
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",10145.70,4535.30,5152.00,6984.40,10468.10,,marutisuzukiindia
20,Exceptional Items,0.00,0.00,0.00,0.00,0.00,,marutisuzukiindia
21,Profit/Loss Before Tax,10145.70,4535.30,5152.00,6984.40,10468.10,,marutisuzukiindia
22,Tax Expenses-Continued Operations,,,,,,,marutisuzukiindia
23,Current Tax,2249.60,1431.00,1156.20,1376.50,2933.80,,marutisuzukiindia
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,marutisuzukiindia
25,Deferred Tax,-137.50,-613.30,-224.30,48.70,39.40,,marutisuzukiindia
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,marutisuzukiindia
27,Total Tax Expenses,2112.10,817.70,931.90,1425.20,2973.20,,marutisuzukiindia
28,Profit/Loss After Tax And Before ExtraOrdinary Items,8033.60,3717.60,4220.10,5559.20,7494.90,,marutisuzukiindia
29,Profit/Loss From Continuing Operations,8033.60,3717.60,4220.10,5559.20,7494.90,,marutisuzukiindia
30,Profit/Loss For The Period,8033.60,3717.60,4220.10,5559.20,7494.90,,marutisuzukiindia
31,Minority Interest,0.00,0.00,0.00,-1.60,-1.50,,marutisuzukiindia
32,Consolidated Profit/Loss After MI And Associates,8211.00,3879.50,4389.10,5676.00,7649.10,,marutisuzukiindia
33,OTHER ADDITIONAL INFORMATION,,,,,,,marutisuzukiindia
34,EARNINGS PER SHARE,,,,,,,marutisuzukiindia
35,Basic EPS (Rs.),272.00,128.00,145.00,188.00,253.00,,marutisuzukiindia
36,Diluted EPS (Rs.),272.00,128.00,145.00,188.00,253.00,,marutisuzukiindia
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,marutisuzukiindia
38,Equity Share Dividend,1812.50,1359.40,1812.50,2416.60,2416.60,,marutisuzukiindia
39,Tax On Dividend,0.00,0.00,0.00,496.80,496.80,,marutisuzukiindia
0,Profit & Loss account of Max Financial Services (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,maxfinancialservices
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,maxfinancialservices
2,INCOME,,,,,,,maxfinancialservices
3,Revenue From Operations [Gross],31412.67,31181.14,31273.90,18239.98,19497.62,,maxfinancialservices
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,maxfinancialservices
5,Revenue From Operations [Net],31412.67,31181.14,31273.90,18239.98,19497.62,,maxfinancialservices
6,Total Operating Revenues,31412.67,31181.14,31273.90,18239.98,19497.62,,maxfinancialservices
7,Other Income,18.39,6.44,14.11,1.78,3.61,,maxfinancialservices
8,Total Revenue,31431.06,31187.58,31288.01,18241.76,19501.23,,maxfinancialservices
9,EXPENSES,,,,,,,maxfinancialservices
10,Cost Of Materials Consumed,0.00,0.00,0.00,0.00,0.00,,maxfinancialservices
11,Purchase Of Stock-In Trade,0.00,0.00,0.00,0.00,0.00,,maxfinancialservices
12,Operating And Direct Expenses,30788.75,30687.55,30634.31,17596.54,18826.57,,maxfinancialservices
13,Changes In Inventories Of FGWIP And Stock In Trade,0.00,0.00,0.00,0.00,0.00,,maxfinancialservices
14,Employee Benefit Expenses,29.23,36.77,60.80,35.95,84.37,,maxfinancialservices
15,Finance Costs,37.46,24.74,0.27,0.28,27.30,,maxfinancialservices
16,Depreciation And Amortisation Expenses,4.63,5.00,5.32,11.37,1.75,,maxfinancialservices
17,Other Expenses,44.38,46.61,49.66,83.71,75.38,,maxfinancialservices
18,Total Expenses,30903.85,30798.92,30695.12,17799.28,19020.39,,maxfinancialservices
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",527.21,388.66,592.89,442.49,480.84,,maxfinancialservices
20,Exceptional Items,0.00,0.00,0.00,0.00,0.00,,maxfinancialservices
21,Profit/Loss Before Tax,527.21,388.66,592.89,442.49,480.84,,maxfinancialservices
22,Tax Expenses-Continued Operations,,,,,,,maxfinancialservices
23,Current Tax,80.31,62.21,26.02,182.25,66.22,,maxfinancialservices
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,maxfinancialservices
25,Deferred Tax,-5.00,8.04,7.13,-12.62,-1.85,,maxfinancialservices
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,maxfinancialservices
27,Total Tax Expenses,75.31,70.25,33.14,169.63,64.37,,maxfinancialservices
28,Profit/Loss After Tax And Before ExtraOrdinary Items,451.89,318.40,559.75,272.85,416.47,,maxfinancialservices
29,Profit/Loss From Continuing Operations,451.89,318.40,559.75,272.85,416.47,,maxfinancialservices
30,Profit/Loss For The Period,451.89,318.40,559.75,272.85,416.47,,maxfinancialservices
31,Minority Interest,-73.41,-65.03,-134.36,-127.86,-153.91,,maxfinancialservices
32,Consolidated Profit/Loss After MI And Associates,378.49,253.37,425.39,144.99,262.56,,maxfinancialservices
33,OTHER ADDITIONAL INFORMATION,,,,,,,maxfinancialservices
34,EARNINGS PER SHARE,,,,,,,maxfinancialservices
35,Basic EPS (Rs.),11.00,7.00,15.00,5.00,10.00,,maxfinancialservices
36,Diluted EPS (Rs.),11.00,7.00,15.00,5.00,10.00,,maxfinancialservices
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,maxfinancialservices
38,Equity Share Dividend,0.00,0.00,0.00,0.00,0.00,,maxfinancialservices
39,Tax On Dividend,0.00,0.00,0.00,39.26,81.14,,maxfinancialservices
0,Profit & Loss account of NMDC (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,nmdc
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,nmdc
2,INCOME,,,,,,,nmdc
3,Revenue From Operations [Gross],17661.10,25881.73,15370.05,11698.79,12152.15,,nmdc
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,nmdc
5,Revenue From Operations [Net],17661.10,25881.73,15370.05,11698.79,12152.15,,nmdc
6,Total Operating Revenues,17666.88,25881.73,15370.06,11699.22,12152.67,,nmdc
7,Other Income,768.22,718.52,351.60,514.36,588.96,,nmdc
8,Total Revenue,18435.10,26600.25,15721.66,12213.58,12741.63,,nmdc
9,EXPENSES,,,,,,,nmdc
10,Cost Of Materials Consumed,771.03,626.02,410.24,394.36,426.42,,nmdc
11,Purchase Of Stock-In Trade,0.00,0.00,0.00,0.00,0.00,,nmdc
12,Operating And Direct Expenses,7935.05,10178.99,2969.38,2096.29,2003.78,,nmdc
13,Changes In Inventories Of FGWIP And Stock In Trade,-496.60,-1200.50,-161.81,-53.83,-79.22,,nmdc
14,Employee Benefit Expenses,1530.57,1337.07,1085.24,1049.36,1039.40,,nmdc
15,Finance Costs,75.23,39.06,16.81,9.88,40.32,,nmdc
16,Depreciation And Amortisation Expenses,336.18,287.74,228.54,294.93,279.04,,nmdc
17,Other Expenses,1874.30,2357.63,2277.74,2211.12,1837.87,,nmdc
18,Total Expenses,12025.76,13626.01,6826.14,6002.11,5547.61,,nmdc
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",6409.34,12974.24,8895.52,6211.47,7194.02,,nmdc
20,Exceptional Items,1237.27,0.00,0.00,-96.44,0.00,,nmdc
21,Profit/Loss Before Tax,7646.61,12974.24,8895.52,6115.03,7194.02,,nmdc
22,Tax Expenses-Continued Operations,,,,,,,nmdc
23,Current Tax,1664.65,3444.39,2316.46,1555.59,2752.70,,nmdc
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,nmdc
25,Deferred Tax,271.43,-122.67,-11.21,185.66,-197.02,,nmdc
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,nmdc
27,Total Tax Expenses,2108.21,3582.25,2648.45,2512.72,2556.53,,nmdc
28,Profit/Loss After Tax And Before ExtraOrdinary Items,5538.40,9391.99,6247.07,3602.31,4637.49,,nmdc
29,Profit/Loss From Continuing Operations,5538.40,9391.99,6247.07,3602.31,4637.49,,nmdc
30,Profit/Loss For The Period,5537.72,9391.31,6247.47,3601.52,4637.07,,nmdc
31,Minority Interest,-1.10,0.55,0.37,0.33,0.89,,nmdc
32,Consolidated Profit/Loss After MI And Associates,5601.46,9379.60,6277.01,3573.29,4618.84,,nmdc
33,OTHER ADDITIONAL INFORMATION,,,,,,,nmdc
34,EARNINGS PER SHARE,,,,,,,nmdc
35,Basic EPS (Rs.),19.00,32.00,21.00,12.00,15.00,,nmdc
36,Diluted EPS (Rs.),19.00,32.00,21.00,12.00,15.00,,nmdc
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,nmdc
38,Equity Share Dividend,1098.98,4319.72,2274.15,1619.72,1690.14,,nmdc
39,Tax On Dividend,0.00,0.00,0.00,332.94,347.41,,nmdc
0,Profit & Loss account of Piramal Enterprises (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,piramalenterprises
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,piramalenterprises
2,INCOME,,,,,,,piramalenterprises
3,Revenue From Operations [Gross],8216.86,13829.31,12770.76,12969.23,11812.38,,piramalenterprises
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,piramalenterprises
5,Revenue From Operations [Net],8216.86,13829.31,12770.76,12969.23,11812.38,,piramalenterprises
6,Total Operating Revenues,8934.30,13993.30,12809.35,13068.29,11882.59,,piramalenterprises
7,Other Income,152.44,720.11,363.64,491.11,309.61,,piramalenterprises
8,Total Revenue,9086.74,14713.41,13172.99,13559.40,12192.20,,piramalenterprises
9,EXPENSES,,,,,,,piramalenterprises
10,Cost Of Materials Consumed,0.00,934.05,1412.20,1377.19,1217.64,,piramalenterprises
11,Purchase Of Stock-In Trade,0.00,1603.46,664.69,473.45,289.24,,piramalenterprises
12,Operating And Direct Expenses,5497.78,0.00,0.00,0.00,0.00,,piramalenterprises
13,Changes In Inventories Of FGWIP And Stock In Trade,0.00,-6.52,-155.30,-173.82,3.57,,piramalenterprises
14,Employee Benefit Expenses,930.05,2135.01,1650.47,1610.20,1507.72,,piramalenterprises
15,Finance Costs,3994.32,4479.87,4208.53,5320.62,4100.26,,piramalenterprises
16,Depreciation And Amortisation Expenses,122.88,665.78,560.88,520.30,400.52,,piramalenterprises
17,Other Expenses,1161.91,2181.01,1773.04,3513.90,1998.54,,piramalenterprises
18,Total Expenses,11551.08,12688.73,10114.51,12641.84,9517.49,,piramalenterprises
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",-2464.34,2024.68,3058.48,917.56,2674.71,,piramalenterprises
20,Exceptional Items,8066.26,-168.00,58.86,0.00,-452.25,,piramalenterprises
21,Profit/Loss Before Tax,5601.92,1856.68,3117.34,917.56,2222.46,,piramalenterprises
22,Tax Expenses-Continued Operations,,,,,,,piramalenterprises
23,Current Tax,2.69,934.77,377.79,355.81,711.50,,piramalenterprises
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,piramalenterprises
25,Deferred Tax,-653.53,-423.98,406.83,-152.97,140.72,,piramalenterprises
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,piramalenterprises
27,Total Tax Expenses,-3978.05,510.79,2042.91,1960.43,852.22,,piramalenterprises
28,Profit/Loss After Tax And Before ExtraOrdinary Items,9579.97,1345.89,1074.43,-1042.87,1370.24,,piramalenterprises
29,Profit/Loss From Continuing Operations,9579.97,1345.89,1074.43,-1042.87,1370.24,,piramalenterprises
30,Profit/Loss For The Period,9579.97,1345.89,1074.43,-468.42,1144.71,,piramalenterprises
31,Minority Interest,0.00,-75.66,-80.52,2.89,2.97,,piramalenterprises
32,Consolidated Profit/Loss After MI And Associates,9968.58,1923.11,1332.34,24.03,1467.06,,piramalenterprises
33,OTHER ADDITIONAL INFORMATION,,,,,,,piramalenterprises
34,EARNINGS PER SHARE,,,,,,,piramalenterprises
35,Basic EPS (Rs.),418.00,81.00,56.00,1.00,72.00,,piramalenterprises
36,Diluted EPS (Rs.),416.00,81.00,56.00,1.00,72.00,,piramalenterprises
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,piramalenterprises
38,Equity Share Dividend,787.59,787.59,315.75,556.77,451.50,,piramalenterprises
39,Tax On Dividend,0.00,0.00,0.00,114.45,91.27,,piramalenterprises
0,Profit & Loss account of Trent (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,trent
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,trent
2,INCOME,,,,,,,trent
3,Revenue From Operations [Gross],8799.17,4811.65,2785.51,3744.75,2825.03,,trent
4,Less: Excise/Sevice Tax/Other Levies,686.84,394.38,238.61,303.44,239.28,,trent
5,Revenue From Operations [Net],8112.33,4417.27,2546.90,3441.31,2585.75,,trent
6,Total Operating Revenues,8242.02,4498.02,2592.96,3485.98,2630.24,,trent
7,Other Income,260.92,175.21,201.60,144.50,40.82,,trent
8,Total Revenue,8502.94,4673.23,2794.56,3630.48,2671.06,,trent
9,EXPENSES,,,,,,,trent
10,Cost Of Materials Consumed,0.00,0.00,0.00,0.00,0.00,,trent
11,Purchase Of Stock-In Trade,5211.05,2920.38,1371.64,1951.64,1459.67,,trent
12,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,,trent
13,Changes In Inventories Of FGWIP And Stock In Trade,-491.31,-438.84,162.36,-69.89,-148.23,,trent
14,Employee Benefit Expenses,655.23,398.95,301.86,358.52,286.81,,trent
15,Finance Costs,369.22,304.74,248.65,245.80,36.75,,trent
16,Depreciation And Amortisation Expenses,493.69,310.82,257.30,247.24,51.67,,trent
17,Other Expenses,1793.40,1043.66,585.20,701.75,804.27,,trent
18,Total Expenses,8031.28,4539.71,2927.01,3435.06,2490.94,,trent
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",471.66,133.52,-132.45,195.42,180.12,,trent
20,Exceptional Items,-3.00,-27.44,-1.01,0.00,0.00,,trent
21,Profit/Loss Before Tax,468.66,106.08,-133.46,195.42,180.12,,trent
22,Tax Expenses-Continued Operations,,,,,,,trent
23,Current Tax,170.44,89.14,0.89,64.50,70.03,,trent
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,trent
25,Deferred Tax,-11.83,-12.43,-15.97,-2.62,6.29,,trent
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,trent
27,Total Tax Expenses,158.44,76.62,-23.69,59.01,73.61,,trent
28,Profit/Loss After Tax And Before ExtraOrdinary Items,310.22,29.46,-109.77,136.41,106.51,,trent
29,Profit/Loss From Continuing Operations,310.22,29.46,-109.77,136.41,106.49,,trent
30,Profit/Loss For The Period,310.22,29.46,-109.77,136.41,106.49,,trent
31,Minority Interest,51.00,71.23,34.96,16.80,2.12,,trent
32,Consolidated Profit/Loss After MI And Associates,444.69,105.83,-146.17,122.78,96.96,,trent
33,OTHER ADDITIONAL INFORMATION,,,,,,,trent
34,EARNINGS PER SHARE,,,,,,,trent
35,Basic EPS (Rs.),13.00,3.00,-4.00,4.00,3.00,,trent
36,Diluted EPS (Rs.),13.00,3.00,-4.00,4.00,3.00,,trent
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,trent
38,Equity Share Dividend,39.10,42.66,35.55,52.08,46.07,,trent
39,Tax On Dividend,0.00,0.00,0.00,0.00,0.00,,trent
0,Profit & Loss account of Vedanta (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,vedanta
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,vedanta
2,INCOME,,,,,,,vedanta
3,Revenue From Operations [Gross],145404.00,131192.00,86863.00,83545.00,90901.00,,vedanta
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,vedanta
5,Revenue From Operations [Net],145404.00,131192.00,86863.00,83545.00,90901.00,,vedanta
6,Total Operating Revenues,147308.00,132732.00,88021.00,84447.00,92048.00,,vedanta
7,Other Income,2851.00,2600.00,3421.00,2510.00,4018.00,,vedanta
8,Total Revenue,150159.00,135332.00,91442.00,86957.00,96066.00,,vedanta
9,EXPENSES,,,,,,,vedanta
10,Cost Of Materials Consumed,44470.00,37172.00,22849.00,21261.00,25490.00,,vedanta
11,Purchase Of Stock-In Trade,57.00,133.00,41.00,225.00,588.00,,vedanta
12,Operating And Direct Expenses,30950.00,21164.00,13674.00,16606.00,18144.00,,vedanta
13,Changes In Inventories Of FGWIP And Stock In Trade,-377.00,-2049.00,792.00,1017.00,72.00,,vedanta
14,Employee Benefit Expenses,3098.00,2811.00,2861.00,2672.00,3023.00,,vedanta
15,Finance Costs,6225.00,4797.00,5210.00,4977.00,5689.00,,vedanta
16,Depreciation And Amortisation Expenses,10555.00,8895.00,7638.00,9093.00,8192.00,,vedanta
17,Other Expenses,34688.00,28677.00,20486.00,21979.00,21628.00,,vedanta
18,Total Expenses,129666.00,101600.00,73551.00,77830.00,82826.00,,vedanta
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",20493.00,33732.00,17891.00,9127.00,13240.00,,vedanta
20,Exceptional Items,-217.00,-768.00,-678.00,-17386.00,320.00,,vedanta
21,Profit/Loss Before Tax,20276.00,32964.00,17213.00,-8259.00,13560.00,,vedanta
22,Tax Expenses-Continued Operations,,,,,,,vedanta
23,Current Tax,7624.00,6889.00,2066.00,1788.00,2677.00,,vedanta
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,vedanta
25,Deferred Tax,-1854.00,2366.00,268.00,1217.00,1185.00,,vedanta
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,vedanta
27,Total Tax Expenses,5770.00,9255.00,2180.00,-3516.00,3862.00,,vedanta
28,Profit/Loss After Tax And Before ExtraOrdinary Items,14506.00,23709.00,15033.00,-4743.00,9698.00,,vedanta
29,Profit/Loss From Continuing Operations,14506.00,23709.00,15033.00,-4743.00,9698.00,,vedanta
30,Profit/Loss For The Period,14506.00,23709.00,15033.00,-4743.00,9698.00,,vedanta
31,Minority Interest,-3929.00,-4908.00,-3430.00,-1920.00,-2633.00,,vedanta
32,Consolidated Profit/Loss After MI And Associates,10574.00,18802.00,11602.00,-6664.00,7065.00,,vedanta
33,OTHER ADDITIONAL INFORMATION,,,,,,,vedanta
34,EARNINGS PER SHARE,,,,,,,vedanta
35,Basic EPS (Rs.),29.00,51.00,31.00,-18.00,19.00,,vedanta
36,Diluted EPS (Rs.),29.00,51.00,31.00,-18.00,19.00,,vedanta
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,vedanta
38,Equity Share Dividend,37572.00,16681.00,3519.00,1696.00,8411.00,,vedanta
39,Tax On Dividend,0.00,0.00,0.00,0.00,0.00,,vedanta
