,date,heading,text,SourceTag
19,"September 05, 2023 01:31 PM IST",BharatPe's chief business officer Nishant Jain quits,Nishant Jain joined BharatPe in May 2020 and was responsible for scaling up BharatPe’s merchant base to 10 million in that year.,startup_news3
20,"September 05, 2023 11:49 AM IST",Early-stage investor Unicorn India Ventures marks first close of Fund III at Rs 225 cr,"The venture capital firm is targeting Rs 1,000 crore in its final close, which is expected to happen by 2024, it said in a statement on September 5. The VC plans to invest across sectors like climate tech, agritech, spacetech, aerospace, and semiconductor ecosystem",startup_news3
21,"September 05, 2023 11:09 AM IST","ONDC launches new incentive scheme with more autonomy for buyer apps, support for small cities",ONDC’s latest incentive structure raises the maximum amount that can be claimed by buyer-side apps from Rs 25 lakh per week to Rs 40 lakh per week.,startup_news3
22,"September 05, 2023 09:40 AM IST","BluSmart crossed Rs 400 crore in ARR, plans to double fleet size to 10,000: Co-founder Anmol Singh Jaggi",BluSmart's cofounder said that the firm has reported a operating revenue of Rs 170 crores as of FY23 as against Rs 29 crores in FY22.,startup_news3
23,"September 05, 2023 08:33 AM IST",Behind Paytm and Pine Labs launching devices with identical functions on same day,"As faster, more convenient, and cheaper payment methods gain popularity, India-specific innovations such as stripped down POS devices will help digitise merchant payments in smaller towns and cities.",startup_news3
24,"September 05, 2023 06:24 AM IST",Hero MotoCorp to invest Rs 550 crore into Ather Energy,This comes at a time when the EV maker was looking to close a pre-IPO funding round before its IPO listing plans. Industry sources said that the company is mulling an IPO BY 2024,startup_news3
0,"October 01, 2023 09:09 PM IST",RPSG group's Guiltfree faces Rs 39 crore GST demand notice,"Informing the bourses, the company said the show cause cum demand notice came from the Kolkata zone office. This notice amount also includes interest and penalties.",india_news1
1,"October 01, 2023 08:47 PM IST","PM to inaugurate Delhi-Vadodara Expressway, hand over PMAY houses during Madhya Pradesh visit on October 2","A statement from the Prime Minister's Office said during his visit he will inaugurate the Delhi-Vadodara Expressway, which has been developed at a cost of about Rs 11,895 crore.",india_news1
2,"October 01, 2023 08:45 PM IST","MGL slashes CNG prices in Mumbai, effective today","CNG in and around Mumbai will now cost Rs 76.00 per kg, and domestic PNG will now cost Rs 47 per SCM, according to MGL.",india_news1
3,"October 01, 2023 08:40 PM IST","WCD Ministry to rank districts under Beti Bachao Beti Padhao initiative, incentivise them","Launched in 2015, the initiative aims to bolster the Child Sex Ratio in India and empower girls and women throughout their life cycle.",india_news1
4,"October 01, 2023 08:07 PM IST",UltraTech Cement Q2 sales up 15% to 26.69 MT,"The company produced 23.10 MT cement in July-September period a year ago, the Aditya Birla Group firm said in a sales volume data filed on bourses.",india_news1
5,"October 01, 2023 07:58 PM IST",Heavy rains likely in parts of Odisha till October 5,"In the last 24 hours, heavy rains lashed parts of Khurda, Puri, Kendrapara and Nayagarh districts, it said.",india_news1
6,"October 01, 2023 07:49 PM IST",PM Modi congratulates Asian Games medal winners,"""The phenomenal @Tajinder_Singh3 at his best. Congratulations on a consecutive Gold Medal in the Shot Put event at the Asian Games. His performance is exceptional, leaving us all spellbound. All the best for the endeavours ahead,"" Modi said in a series of posts on X, formerly Twitter.",india_news1
7,"October 01, 2023 07:32 PM IST",Mahatma Gandhi's connection with Lucknow's iconic Firangi Mahal,"According to historical documents, Mahatma Gandhi visited the Firangi Mahal thrice during the Khilafat movement that started in 1920 as a guest of Maulana Abdul Bari Firangi Mahali, an influential nationalist and Sufi leader of that time.",india_news1
8,"October 01, 2023 07:20 PM IST","Several culprits held for killing 2 Manipuri youths which led to violent protests, says CM","The government will ensure the maximum punishment, including the death penalty, for them, Singh said.",india_news1
9,"October 01, 2023 07:12 PM IST","Tata Motors total sales in domestic market rise 2% to 80,633 units in September","Passenger vehicle sales in the domestic market, including electric vehicles, were down 6 per cent at 44,809 units last month, as compared to 47,654 units in September 2022, Tata Motors said in a regulatory filing.",india_news1
10,"October 01, 2023 07:02 PM IST","Pilot training academy to be set up at Hollongi in Arunachal Pradesh, says CM","The Airports Authority of India (AAI) has provided the land on lease to the New Zealand Aviation Academy, which will set it up, he said.",india_news1
11,"October 01, 2023 06:44 PM IST","Mahatma Gandhi's strong, vibrant ideology will always remain relevant for world: President Murmu","Gandhiji inspired the nation to participate in the freedom struggle and led a huge movement that changed the course of history and got Independence, Murmu said.",india_news1
12,"October 01, 2023 06:30 PM IST","Like Chandrayaan, Indo-US relationship will go to the moon and even beyond, says EAM Jaishankar",Jaishankar made the remarks while addressing several hundred Indian-Americans who had gathered at the India House from various parts of the US to attend the 'Celebrating Colours of Friendship' event organised by the Embassy of India here on October 1.,india_news1
13,"October 01, 2023 05:57 PM IST",Sable becomes first Indian man to win Asian Games 3000m steeplechase gold,"The 29-year-old national record holder thus earned India its first gold medal in athletics at the ongoing Games, completing the race in 8:19.50 seconds.",india_news1
14,"October 01, 2023 05:40 PM IST",India allows Nepal to sell electricity in the real time market,It is for the first time that India granted project-wise approval ensuring that Nepal could sell hydroelectricity in Indias Real-Time Market (RTM).,india_news1
15,"October 01, 2023 05:31 PM IST","Parveen seals Olympic berth, assures India of medal in boxing; Nikhat bows out in semis","Parveen, who won the bronze medal in the 63kg at the 2022 World Boxing Championships, moved past Uzbekistan's Sitora Turdibekova by unanimous verdict in the quarterfinal.",india_news1
16,"October 01, 2023 05:27 PM IST","PM Modi launches, inaugurates infrastructure projects worth Rs 13,500 crore in Telangana","The PM also flagged off the Hyderabad (Kacheguda)-Raichur-Hyderabad (Kacheguda) train service from Krishna station via video conferencing. The train service will connect Hyderabad, Rangareddy, Mahabubnagar, and Narayanpet districts in Telangana with Raichur district in Karnataka.",india_news1
17,"October 01, 2023 05:13 PM IST",Skill Development Corporation scam: SC to hear TDP leader N Chandrababu Naidu's plea on October 3,A bench of justices Aniruddha Bose and Bela M Trivedi will take up the plea for hearing on October 3.,india_news1
18,"October 01, 2023 05:03 PM IST",Massive cleanup drive by Coast Guard in Kerala's Kovalam beach under 'Swachhata Hi Sewa' campaign,"The drive was carried out to create awareness about cleanliness and highlight the contributions of the people in creating a garbage-free India, a defence release said.",india_news1
19,"October 01, 2023 04:37 PM IST","BYJU'S targets to reach break-even by March, hive off Epic","The company has undertaken exercise to reduce workforce by about 3,000-3,500 this month by ending duplication in roles across the organisation.",india_news1
20,"October 01, 2023 04:24 PM IST","India, South Korea play out 1-1 draw in women's hockey",Navneet Kaur (44th min) scored the equaliser for the higher-ranked India after Cho Hyejin (12th) had put South Korea ahead at the Gongshu Canal Sports Park Stadium.,india_news1
21,"October 01, 2023 04:17 PM IST",India-Canada row is proof that Indians are more confident of their place in the world now,"Older Indians carry the burden of colonialism, passed on to them by their parents and validated by their own memories. Younger Indians have no such mental baggage.",india_news1
22,"October 01, 2023 04:12 PM IST",Resolutions under insolvency law likely to touch 300 this fiscal; efforts on to speed up process: Officials,"Under the Insolvency and Bankruptcy Code (IBC), which provides for a market-linked and time-bound resolution process of stressed assets, creditors have witnessed recoveries of nearly Rs 3 lakh crore so far, and the recovery amount stood at more than Rs 51,000 crore in 2022-23 financial year.",india_news1
23,"October 01, 2023 04:07 PM IST",Delhi HC orders deactivation of some mobile numbers from WhatsApp for copyright infringement,"Hearing a lawsuit by Jainemo Private Limited, which offers course materials and trains candidates to obtain placements through the 'Apna College' platform, Justice Prathiba M Singh restrained several entities from downloading, uploading, sharing and selling the plaintiff's content on any electronic or digital platform.",india_news1
24,"October 01, 2023 03:53 PM IST",INDIA bloc stands like 'tall mountain': Sidhu as Punjab Cong opposes alliance with AAP,"He added, ""Punjab must understand that this is an election to choose India's prime minister and not Punjab's chief minister.""",india_news1
0,"October 01, 2023 03:46 PM IST","Hyundai reports highest ever monthly sales in September at 71,641 units","Domestic sales last month rose to 54,241 units, up 9 per cent from 49,700 units in September 2022, Hyundai Motor India said in a statement.",india_news2
1,"October 01, 2023 05:37 PM IST",L&T's new Chairman Subrahmanyan asks staff to be ready for 'massive changes' in ecosystem,"In his first letter to the employees after taking over as chairman and MD, S N Subrahmanyan said that the company must continue to be inspired to re-invent and engineer the future",india_news2
2,"October 01, 2023 03:42 PM IST","Assessment shows majority of medical colleges have ghost faculty, fall short of 50% attendance requirement, says NMC","The NMC said it found that none of them visit the emergency department regularly ""because there is no one in the emergency medicine department to interact with them other than the casualty medical officer"".",india_news2
3,"October 01, 2023 03:35 PM IST","Luminous Power aims to double growth in 4 years; to invest Rs 2,000 crore","Luminous Power, now completely owned by French engineering company Schneider Electric, has plans to invest around Rs 2,000 crore in capacity expansion of its existing plants, a solar greenfield project, research and development (R&D), digitisation, brand building and channel engagements.",india_news2
4,"October 01, 2023 03:25 PM IST",Politicos take part in Swachh Bharat Abhiyan 3.0 cleanliness drive,"Politicians were seen participating in an hour-long ""shramdaan"" on October 1, responding to Prime Minister Narendra Modi's appeal for a nationwide cleanliness drive.",india_news2
5,"October 01, 2023 03:03 PM IST",UK museum to sign pact for Shivaji's Tiger Claws journey to India,"The Victoria and Albert Museum (V&A) will sign an MoU with the Maharashtra government next week, bringing back the 17th-century Tiger Claws weapon, believed to belong to Chhatrapati Shivaji Maharaj, for an exhibition in India.",india_news2
6,"October 01, 2023 02:47 PM IST","Tata Housing to launch Rs 16,000-cr residential projects in next 2-3 years: MD & CEO Sanjay Dutt","Tata Housing plans to launch 10 million sq. ft. of residential projects in 2-3 years, expecting Rs 16,000 crore in revenue due to robust consumer demand. CEO Sanjay Dutt is optimistic about India's housing market.",india_news2
7,"October 01, 2023 02:38 PM IST",JLR plans to roll out 8 battery electric vehicles in India by 2030,"Jaguar Land Rover (JLR), owned by Tata Motors, plans to introduce eight battery electric vehicles (BEVs) in India by 2030, as stated by a senior company executive.",india_news2
8,"October 01, 2023 01:35 PM IST","Cocaine worth Rs 300 crore seized in J-K's Ramban, two Punjab residents arrested","In Jammu and Kashmir's Ramban district, the police seized 30 kg of cocaine valued at Rs 300 crore in the international market. A senior police official stated that they have dismantled a narco-terror module.",india_news2
9,"October 01, 2023 01:32 PM IST",India's share in global exports in labour-intensive sectors declining in last 5 years: FIEO,"A report by FIEO indicates a concerning trend in India's labor-intensive export sectors like apparel, marine products, plastics, and gems and jewelry. The country has witnessed a decline in its global market share in these segments over the past five years.",india_news2
10,"October 01, 2023 01:24 PM IST",Assam Rifles organises event for ex-servicemen in HP's Hamirpur,"The Assam Rifles hosted an event in Hamirpur district, Himachal Pradesh, to recognize the contributions of its ex-servicemen, according to an official statement on Sunday.",india_news2
11,"October 01, 2023 01:21 PM IST","Lakme Fashion Week, FDCI announce Delhi edition, Tarun Tahiliani, Amit Aggarwal part of line-up","Lakme Fashion Week (LFW) and Fashion Design Council of India (FDCI) released the schedule for the upcoming five-day Delhi edition. Renowned designers like Tarun Tahiliani, Amit Aggarwal, Gauri & Nainika, and Anju Modi will feature their creations.",india_news2
12,"October 01, 2023 01:17 PM IST","'India emerging market for cocoa, should become inter-govt body ICCO member'","India, an emerging cocoa consumption market, is encouraged to join the International Cocoa Organization (ICCO) to engage in policy discussions, stated ICCO Executive Director Michel Arrion.",india_news2
13,"October 01, 2023 12:15 PM IST","FPIs turn net sellers after 6 months of investment; withdraw Rs 14,767 cr in Sep","FPIs shifted from buyers to net sellers, withdrawing over Rs 14,767 crore from Indian equities in September, driven by dollar strength, rising US bond yields, and higher oil prices.",india_news2
14,"October 01, 2023 12:02 PM IST",India 'big hub' for blue collar economy: Fountain CEO Sean Behr,"Fountain, a hiring automation software provider for frontline workforces, views India as a significant hub in this field, according to a company spokesperson.",india_news2
15,"October 01, 2023 11:52 AM IST","Toyota reports highest-ever monthly sales in Sep at 23,590 units","Toyota Kirloskar Motor reported a record-high monthly wholesale figure, with a 53% YoY increase, totaling 23,590 units in September.",india_news2
16,"October 01, 2023 11:06 AM IST",I-T department attaches second property in benami assets case against Mukhtar Ansari,The Income Tax department has seized a second land property valued at approximately Rs 10 crore in Lucknow as part of its ongoing investigation into alleged benami assets linked to gangster-politician Mukhtar Ansari and his family.,india_news2
17,"October 01, 2023 10:51 AM IST","PM Modi to sound poll bugle in Telangana on Sunday, likely to launch fresh salvos at BRS, Congress",Prime Minister Narendra Modi is scheduled to address a public rally in Mahabubnagar on Sunday afternoon. His speech is expected to include criticism of both the Congress and the ruling BRS party in poll-bound Telangana.,india_news2
18,"October 01, 2023 10:47 AM IST","ATF price hiked 5 pc, commercial LPG by Rs 209","Jet fuel (ATF) prices increased by 5%, marking the fourth consecutive monthly rise since July, while commercial cooking gas (LPG) rates surged by Rs 209 per 19-kg cylinder, reflecting international benchmark trends.",india_news2
19,"October 01, 2023 10:22 AM IST",Indore metro achieves record-breaking progress in India's metro rail development,"Indore's record-breaking metro construction, successful inaugural trial run, expansion plans, high capacity, and timeline for completion highlight its significance.",india_news2
20,"October 01, 2023 09:30 AM IST",Mamata directs officials to raise vigil to prevent dengue deaths,West Bengal Chief Minister Mamata Banerjee convened a review meeting regarding the dengue situation in the state. She instructed officials to intensify efforts to prevent further deaths from this vector-borne disease.,india_news2
21,"October 01, 2023 09:26 AM IST",Centre's action plan to check air pollution in Delhi takes effect,"The Graded Response Action Plan, a series of anti-air pollution measures for Delhi-NCR during winter, was initiated on Sunday.",india_news2
22,"October 01, 2023 08:53 PM IST","Asian Games 2023 Live Updates: India secures silver in men's badminton team event final, loses to China 2-3","Asian Games 2023 Live Updates: India wins silver in men's badminton team event final, loses to China 2-3. PM Modi has extended his congratulations to the team and acknowledged their ""exceptional teamwork, skills, and determination"".",india_news2
23,"October 01, 2023 11:11 AM IST",Afghan embassy in Delhi to cease operations from Oct. 1,"The embassy of Afghanistan in India's capital New Delhi will cease operations from Oct. 1, due to a lack of support from India.",india_news2
24,"October 01, 2023 07:36 AM IST","Asian Games 2023 India medals tally: Full list of Indian winners, who is leading scorecard, what happened on Day 7","Asian Games 2023 Indian medal winners: India thrashed Pakistan 10-2 in their Pool A hockey match, their highest ever margin Pakistan. For India, Harmanpreet Singh scored 4 goals.",india_news2
0,"October 01, 2023 06:12 AM IST",Moneycontrol Daily: Your Essential 7,A daily round-up of the most interesting articles to help jump-start the day.,india_news3
1,"October 01, 2023 12:00 AM IST",Visva Bharati sends fresh letter to CM demanding return of road,"The three-km road connecting Post Office More with Sriniketan, was taken over by the Public Works Department of the state government from the university in 2020 ""to facilitate better connectivity"".",india_news3
2,"September 30, 2023 11:47 PM IST","Govt committed to ensuring development of Marathwada,says CM Shinde","Addressing a function here, the chief minister paid rich tributes to freedom fighters involved in the liberation of Marathwada, which was part of the Hyderabad State before 1948.",india_news3
3,"September 30, 2023 11:43 PM IST",BSP forms alliance with Gondwana Gantantra Party for Madhya Pradesh elections,"The BSP will contest 178 seats while the GGP will field candidates on 52 seats, said the BSP's Rajya Sabha member Ramji Gautam and GGP's general secretary Balbir Singh Tomar at a press conference here.",india_news3
4,"September 30, 2023 11:26 PM IST",Eight persons killed in Tamil Nadu after bus falls into gorge,The victims hailed from Kadayam in Tenkasi district and they were returning home when the incident happened.,india_news3
5,"September 30, 2023 11:05 PM IST","BRS, Congress dynastic parties that have no aim of serving people, says PM Modi","Prime Minister Modi will also lay the foundation stones and dedicate to the nation multiple developmental projects worth more than Rs 13,500 crore during his Telangana visit.",india_news3
6,"September 30, 2023 10:53 PM IST","Lord Jagannath owns 60,822 acres in Odisha, six other states, says Law minister","In a written reply to a question from BJD member Prasanta Behera, the minister said a total of 60,426.943 acres of land in the name of Mahaprabhu Jagannath Bije, Srikhetra Puri, have been identified in 24 of the 30 districts of Odisha.",india_news3
7,"September 30, 2023 10:30 PM IST",Court remands accused in Delhi jewellery shop burglary case in three-day police custody,"Lokesh Srivas, arrested on Friday morning, was produced before Chief Judicial Magistrate (CJM) Manish Kumar Dubey on Saturday, said Civil Lines police station house officer Pradeep Arya.",india_news3
8,"September 30, 2023 10:21 PM IST",Self-radicalised youth from Delhi charge-sheeted in Kozhikode train arson case in Kerala,"Sharukh alias Sharukh Saifi, who lived in the Shaheen Bagh area of New Delhi and was self-radicalised by following online propaganda of radical Islamic preachers, has been charged under various sections of the Indian Penal Code, Unlawful Activities (Prevention) Act, Railways Act and Prevention of Damage to Public Property (PDPP) Act, a spokesperson of the federal agency said.",india_news3
9,"September 30, 2023 10:08 PM IST",Vande Bharat trains will be cleaned in 14 minutes from October 1 onwards: Railway Minister,It will be formally launched by the Railway Ministry Ashwini Vaishnaw at the Delhi Cantt. Railway Station.,india_news3
10,"September 30, 2023 09:31 PM IST",Railways utilised 59% of its capital expenditure in first six months of 2023-24: Ashwini Vaishnaw,"""Our total budget for 2023-24 is Rs 2.4 lakh crore, out of which we have already spent Rs 1.4 lakh crore in the first half of the current financial year. This is 59 per cent of the total budget,"" Vaishnaw said.",india_news3
11,"September 30, 2023 09:09 PM IST","SJVNL to have 50,000 MW capacity by 2040, says CMD","Addressing a press conference, SJVNL Chairman and Managing Director Nand Lal Sharma said the company has made rapid strides in the past 35 years and not only made foray into wind and solar energy, but also got projects in other states and foreign countries, including Nepal and Bhutan.",india_news3
12,"September 30, 2023 08:57 PM IST",Airtel logs 50 million customers on its 5G network; says services now span all districts,The Sunil Mittal-led telecom company also said Airtel 5G Plus services are available across all districts in the country.,india_news3
13,"September 30, 2023 09:13 PM IST",Harmanpreet hits four as India record biggest-ever win over Pakistan in hockey,India’s earlier biggest victory margin was 7-1 against Pakistan registered in 2017. Pakistan’s 7-1 win in the final of 1982 Asian Games in New Delhi was their biggest win against India.,india_news3
14,"September 30, 2023 08:25 PM IST",25 buses carrying TMC volunteers start out from Kolkata for Delhi demonstration on October 3,"Over 4,000 people will travel to the national capital by a convoy of buses as part of the programme, they said.",india_news3
15,"September 30, 2023 08:17 PM IST",Centre's action plan to check air pollution in Delhi comes into force October 1,"The new changes include strict restrictions on the plying of overaged vehicles and a complete ban on the use of coal and firewood in eateries, restaurants and hotels when the air quality index (AQI) breaches the 200 mark.",india_news3
16,"September 30, 2023 08:10 PM IST",Badminton: Indian men one win away from first-ever team gold at Asian Games,World No. 7 HS Prannoy showed nerves of steel to bounce back from an opening game reversal to outwit Jeon Hyeok Jin 18-21 21-16 21-19 and put India 1-0 ahead but Satwiksairaj Rankireddy and Chirag Shetty lost the first doubles 13-21 24-26 to reigning world champions Seo Seung-Jae and Kang Min-hyuk as Korea made it 1-1.,india_news3
17,"September 30, 2023 07:57 PM IST",India's Aditya-L1 spacecraft successfully escapes sphere of Earth's influence,"It is now navigating its path towards the Sun-Earth Lagrange Point 1 (L1), the Bengaluru-headquartered national space agency said in a statement on X, formerly Twitter.",india_news3
18,"September 30, 2023 07:52 PM IST",Aaditya Thackeray slams Shinde govt over foreign tours on 'taxpayers' money'; BJP hits back with 'immaturity' jibe,He also sought to know if the 'wagh nakh' (tiger claw-shaped weapon) being brought to Maharashtra from a museum in United Kingdom would stay here permanently or was it on loan and whether it belonged to Chhatrapati Shivaji Maharaj or was it from the era of the legendary warrior king.,india_news3
19,"September 30, 2023 07:47 PM IST",Lt Gen Srinivasan takes over as new DG of BRO,His appointment to the top post in the BRO follows the superannuation of Lt Gen Rajeev Chaudhry.,india_news3
20,"September 30, 2023 07:17 PM IST",Chess: Vaishali shines as Indian women beat Vietnam in Asian Games,The top-seeded men's team was held to a 2-2 draw by a strong Uzbekistan team with all four matches ending in draws.,india_news3
21,"September 30, 2023 07:31 PM IST","Punjab farmers' 'rail roko' stir ends, movement of nearly 600 trains hit","Protesters were holding their agitation against the Centre in support of various demands including compensation for crops damaged in the recent floods, a legal guarantee on MSP and a complete debt waiver.",india_news3
22,"September 30, 2023 07:00 PM IST","Himachal CM Sukhu announces Rs 4,500-crore package to aid disaster-hit people","Of the total package, Rs 3,500 crore is for disaster-affected people and Rs 1,000 crore is to be used under the Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA) for the construction of retaining walls, he told reporters.",india_news3
23,"September 30, 2023 06:40 PM IST",Rain washes out India-England World Cup warm-up match,"It began raining a little before the start of the match on September 30 afternoon, which resulted in the toss being delayed but later in the evening the umpires decided to abandon the contest, a little before 6pm local time owing to inclement weather.",india_news3
24,"September 30, 2023 06:14 PM IST",It will take a lot of time for AI to learn to translate human emotions but it is definitely a threat: Expert,"Speaking to Bhasha on the occasion of International Translation Day on September 30, Kolkata-based translator and writer V Ramaswami, said that at present, the vocabulary of the machine is very limited, necessitating a human translator to correct it later.",india_news3
0,"October 01, 2023 08:29 PM IST",Fire at nightclub in Spain's southeastern city of Murcia kills 13,"The fire started around 6 am in the popular Teatre nightclub and quickly tore through the venue, according to Spain's state news agency EFE.",world_news1
1,"October 01, 2023 07:49 PM IST",Maldives’ new pro-China govt. may not be anti-India,"But for India, keeping out a pro-China regime in Maldives is extremely important. The archipelago is barely 70 nautical miles away from the Lakshadweep islands and India’s west coast.",world_news1
2,"October 01, 2023 06:21 PM IST","London on cusp of becoming biggest Stock Market in Europe, again","The combined dollar-based market capitalization of primary British listings stands now at $2.90 trillion versus France’s $2.93 trillion, according to an index compiled by Bloomberg.",world_news1
3,"October 01, 2023 05:58 PM IST",UAE oil giant doubles carbon capture target ahead of COP Summit,"Abu Dhabi National Oil Co. plans to capture 10 million tons of carbon dioxide emissions annually by 2030, up from a previous target of 5 million tons, according to a statement.",world_news1
4,"October 01, 2023 05:57 PM IST",Things to know about the upcoming Nobel Prizes,The start of October is when the Nobel committees get together in Stockholm and Oslo to announce the winners of the yearly awards.,world_news1
5,"October 01, 2023 04:57 PM IST",Turkish media report an explosion has been heard in Ankara on the day the Parliament reconvenes,The cause of the explosion in an area near the Parliament and Ministry of Interior Affairs was not immediately known.,world_news1
6,"October 01, 2023 03:25 PM IST","India, Bangladesh discuss preparations to start talks for free trade agreement","It was discussed during an official-level meeting of the Joint Working Group on Trade (JWG) between India and Bangladesh, which was held last week in Dhaka.",world_news1
7,"October 01, 2023 10:07 AM IST",Congress averts US government shutdown hours before deadline,Congress narrowly averted a government shutdown by passing legislation to fund federal agencies until Nov. 17.,world_news1
8,"October 01, 2023 09:42 AM IST","UK couple escaped extradition to India, now face charge of exporting 550 kg cocaine to Sydney","Kaval Raizada and Arti Dhir will appear at Southwark Crown Court on October 30, 2023. In 2019, they avoided extradition to India in connection with the murder of a Gujarati child they had adopted.",world_news1
9,"October 01, 2023 06:51 AM IST",Panama Canal reduces the maximum number of ships travelling the waterway to 31 per day,The Panama Canal will decrease the daily ship transit limit from 32 in August to 31 due to a drought causing a shortage of fresh water for lock operation.,world_news1
10,"September 30, 2023 04:50 PM IST",Deadline Looms: Less than 18 hours remain for US shutdown resolution - here's what we know,"This fourth partial shutdown in history of US can affect Americans' daily lives as services like air travel, military, national security etc can be impacted. Reports suggest that officials are still scrambling to avert the shutdown with no clear path.",world_news1
11,"September 30, 2023 03:32 PM IST",Death toll from Pakistan bombing rises to 54 as suspicion falls on local Islamic State group chapter,A suspected suicide bomber or bombers blew themselves up September 20 among a crowd in the Mastung district. It was one of the deadliest attacks targeting civilians in Pakistan in months.,world_news1
12,"September 30, 2023 02:51 PM IST",'Let's not normalise what is happening in Canada': EAM Jaishankar,"'We have had an ongoing problem with Canada and the Canadian government for some years now. The ongoing problem really revolves around the permissiveness to terrorism, extremism and violence,' says Jaishankar",world_news1
13,"September 30, 2023 01:43 PM IST",Delhi's new national museum building has a French connection,"The design of the world’s largest museum, located in the heart of New Delhi and spread over 1.17 lakh square metres, will be spearheaded by Agence France-Museum",world_news1
14,"September 30, 2023 12:23 AM IST","India's relations with Russia 'steady', says Jaishankar",Jaishankar arrived here from New York on Wednesday after addressing the 78th General Assembly session of the United Nations on Tuesday.,world_news1
15,"September 29, 2023 11:45 PM IST","Storm pounds New York City area, flooding subways and leading to abandoned vehicles on the FDR Drive","The deluge came less than three months after a storm caused deadly floods in New York’s Hudson Valley and left Vermont’s capital, Montpelier, submerged.",world_news1
16,"September 29, 2023 10:32 PM IST",Afghan embassy says it is stopping operations in Indian capital,"To date, the Afghan Embassy in New Delhi has been run by staff appointed by the previous government of ousted Afghan President Ashraf Ghani, with permission from the Indian authorities.",world_news1
17,"September 29, 2023 09:03 PM IST","United Autoworkers strikes spread to Chicago and Lansing as 7,000 more workers join the picket line","About 25,000 of the union’s 146,000 workers at the three automakers are on strike, allowing it to preserve a strike fund that was worth $825 million before September 14.",world_news1
18,"September 29, 2023 06:53 PM IST",Democratic Sen. Dianne Feinstein of California dies at age 90,"She was the longest-serving woman in the Senate, as well as the longest-serving senator from California.",world_news1
19,"September 29, 2023 05:11 PM IST",China to waive security checks for some data exports,"The Cyberspace Administration of China (CAC) said it was considering waiving data export security assessments for activities such as international trade, academic cooperation, cross-border manufacturing and marketing that do not contain personal information or important data.",world_news1
20,"September 29, 2023 03:42 PM IST","Inflation drops sharply in Europe; it offers a glimmer of hope, but higher oil prices loom","The annual rate was 4.3% this month, a drop from 5.2% in August. But recently higher oil prices are casting a shadow over prospects for beating inflation back down to the central bank's target of 2%.",world_news1
21,"September 29, 2023 03:06 PM IST","India to be a dominant supplier of drugs, five years from now: US FDA Commissioner Califf","In conversation with CNBC TV18, Robert Califf foresees India to be a dominant supplier of drugs to the US five years from now. Califf believes that Indian companies in the pharma industry have maintained global standards",world_news1
22,"September 29, 2023 02:56 PM IST",Larry Fink sees large opportunities for deals to transform BlackRock,"Speaking at the Berlin event, he said he expects 10-year borrowing costs to stay at 5% or higher for some time because of embedded inflation. He added that investors are underestimating how the changes in geopolitics are structurally inflationary.",world_news1
23,"September 29, 2023 02:51 PM IST",Bangkok readies new airport terminal before tourist rush,"Airports of Thailand Pcl, which operates Bangkok’s Suvarnabhumi international airport, on Friday opened for trial the satellite terminal built at a cost of about 35 billion baht ($1 billion).",world_news1
24,"September 29, 2023 01:13 PM IST",China refuses to fund fresh CPEC projects in Pakistan,"China has invested over $25 billion in Pakistan for the project. Beijing is now against further expanding cooperation in the areas of energy, water management, and climate change. It is concerned about the safety of its workers in Pakistan as a number of terrorist attacks have targeted them.",world_news1
0,"September 29, 2023 03:02 PM IST",At least 52 people killed in suicide blast in Pakistan,"The explosion occurred near Madina Mosque in the Mastung district, Geo News reported. Mastung's Deputy Superintendent of Police (DSP) Nawaz Gashkori, who was on duty for the rally, was among the deceased.",world_news2
1,"September 29, 2023 01:04 PM IST",Elon Musk visits Texas-Mexico border with Republican Congressman,"Musk went to Eagle Pass, an area where large groups of migrants have been crossing the Rio Grande near a railroad bridge for several days",world_news2
2,"September 29, 2023 12:47 PM IST","Quest 3: Meta reveals Mixed Reality VR headset | Full specs | Starts at ₹ 41,552 | Meta connect 2023","Meta has unveiled its brand new Mixed reality headset-Quest 3. It is set to hit the markets on October 10, 2023 and comes with a set of significant changes. Watch to know more!",world_news2
3,"September 29, 2023 12:41 PM IST","Pakistan seeks $11 billion aid from China, Saudi Arabia to keep IMF bailout programme on track","The Dawn newspaper reported that this information was part of a detailed policy statement issued by caretaker Finance Minister Shamshad Akhtar before the Senate Standing Committee on Finance and Revenue, presided over by Senator Saleem Mandviwalla in Islamabad on Thursday.",world_news2
4,"September 29, 2023 12:31 PM IST",Europe’s richest royal family ubilds $300 billion finance empire,"Today, the finance empire behind Liechtenstein’s Prince Hans-Adam II is flourishing from its main area of expertise: managing money for the world’s super-rich.",world_news2
5,"September 29, 2023 12:29 PM IST","Vivek Ramaswamy, Indian Origin US Presidential Candidate Interacts With Supporter In Tamil","United States Presidential candidate Vivek Ramaswamy, who is currently travelling the length and breadth of the country to win the trust of the common man in different states, shared a video on X (formally twitter) where he was speaking to one of the Indian origin supporters in Tamil. Vivek proudly showed off his Indian roots. Watch for more!",world_news2
6,"September 29, 2023 12:29 PM IST",Aramco to enter global LNG with stake in MidOcean energy,"Aramco is bringing its financial heft to LNG at a time when global demand for the fuel has surged, particularly in Europe which is replacing reduced pipeline supplies from Russia.",world_news2
