,0,1,2,3,4,5,6,Year,Stock
8,Net Inc/Dec In Cash And Cash Equivalents,-495.09,-355.89,741.78,81.59,1.62,,2021,chambalfertiliserschemicals
9,Cash And Cash Equivalents Begin of Year,532.02,887.91,146.13,64.54,62.92,,2021,chambalfertiliserschemicals
10,Cash And Cash Equivalents End Of Year,36.93,532.02,887.91,146.13,64.54,,2021,chambalfertiliserschemicals
0,Cash Flow of Chambal Fertilisers and Chemicals (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2022,chambalfertiliserschemicals
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2022,chambalfertiliserschemicals
2,Net Profit/Loss Before Extraordinary Items And Tax,1416.33,2230.90,2359.53,1329.33,833.43,,2022,chambalfertiliserschemicals
3,Net CashFlow From Operating Activities,3239.26,-24.23,6943.55,827.09,-1129.87,,2022,chambalfertiliserschemicals
4,Net Cash Used In Investing Activities,-1873.16,-119.13,-196.26,-455.25,-1125.18,,2022,chambalfertiliserschemicals
5,Net Cash Used From Financing Activities,-1861.99,-212.79,-6006.85,-283.19,2263.00,,2022,chambalfertiliserschemicals
6,Foreign Exchange Gains / Losses,0.80,0.26,1.34,-7.06,-6.33,,2022,chambalfertiliserschemicals
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,2022,chambalfertiliserschemicals
8,Net Inc/Dec In Cash And Cash Equivalents,-495.09,-355.89,741.78,81.59,1.62,,2022,chambalfertiliserschemicals
9,Cash And Cash Equivalents Begin of Year,532.02,887.91,146.13,64.54,62.92,,2022,chambalfertiliserschemicals
10,Cash And Cash Equivalents End Of Year,36.93,532.02,887.91,146.13,64.54,,2022,chambalfertiliserschemicals
0,Cash Flow of Chambal Fertilisers and Chemicals (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2023,chambalfertiliserschemicals
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2023,chambalfertiliserschemicals
2,Net Profit/Loss Before Extraordinary Items And Tax,1416.33,2230.90,2359.53,1329.33,833.43,,2023,chambalfertiliserschemicals
3,Net CashFlow From Operating Activities,3239.26,-24.23,6943.55,827.09,-1129.87,,2023,chambalfertiliserschemicals
4,Net Cash Used In Investing Activities,-1873.16,-119.13,-196.26,-455.25,-1125.18,,2023,chambalfertiliserschemicals
5,Net Cash Used From Financing Activities,-1861.99,-212.79,-6006.85,-283.19,2263.00,,2023,chambalfertiliserschemicals
6,Foreign Exchange Gains / Losses,0.80,0.26,1.34,-7.06,-6.33,,2023,chambalfertiliserschemicals
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,2023,chambalfertiliserschemicals
8,Net Inc/Dec In Cash And Cash Equivalents,-495.09,-355.89,741.78,81.59,1.62,,2023,chambalfertiliserschemicals
9,Cash And Cash Equivalents Begin of Year,532.02,887.91,146.13,64.54,62.92,,2023,chambalfertiliserschemicals
10,Cash And Cash Equivalents End Of Year,36.93,532.02,887.91,146.13,64.54,,2023,chambalfertiliserschemicals
0,Cash Flow of Colgate Palmolive (India) (in Rs. Cr.),Mar 10,Mar 09,Mar 08,Mar 07,Mar 06,,2018,colgatepalmoliveindia
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2018,colgatepalmoliveindia
2,Net Profit/Loss Before Extraordinary Items And Tax,500.39,348.53,305.94,195.45,190.72,,2018,colgatepalmoliveindia
3,Net CashFlow From Operating Activities,404.00,349.67,291.35,157.68,187.78,,2018,colgatepalmoliveindia
4,Net Cash Used In Investing Activities,29.08,22.46,9.61,4.01,-35.37,,2018,colgatepalmoliveindia
5,Net Cash Used From Financing Activities,-338.80,-263.47,-278.13,-136.04,-120.62,,2018,colgatepalmoliveindia
6,Foreign Exchange Gains / Losses,0.00,0.00,0.00,0.00,0.00,,2018,colgatepalmoliveindia
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,2018,colgatepalmoliveindia
8,Net Inc/Dec In Cash And Cash Equivalents,94.27,108.65,22.83,25.66,31.79,,2018,colgatepalmoliveindia
9,Cash And Cash Equivalents Begin of Year,253.40,144.75,125.30,89.21,57.42,,2018,colgatepalmoliveindia
10,Cash And Cash Equivalents End Of Year,347.67,253.40,148.13,114.86,89.21,,2018,colgatepalmoliveindia
0,Cash Flow of Colgate Palmolive (India) (in Rs. Cr.),Mar 10,Mar 09,Mar 08,Mar 07,Mar 06,,2019,colgatepalmoliveindia
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2019,colgatepalmoliveindia
2,Net Profit/Loss Before Extraordinary Items And Tax,500.39,348.53,305.94,195.45,190.72,,2019,colgatepalmoliveindia
3,Net CashFlow From Operating Activities,404.00,349.67,291.35,157.68,187.78,,2019,colgatepalmoliveindia
4,Net Cash Used In Investing Activities,29.08,22.46,9.61,4.01,-35.37,,2019,colgatepalmoliveindia
5,Net Cash Used From Financing Activities,-338.80,-263.47,-278.13,-136.04,-120.62,,2019,colgatepalmoliveindia
6,Foreign Exchange Gains / Losses,0.00,0.00,0.00,0.00,0.00,,2019,colgatepalmoliveindia
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,2019,colgatepalmoliveindia
8,Net Inc/Dec In Cash And Cash Equivalents,94.27,108.65,22.83,25.66,31.79,,2019,colgatepalmoliveindia
9,Cash And Cash Equivalents Begin of Year,253.40,144.75,125.30,89.21,57.42,,2019,colgatepalmoliveindia
10,Cash And Cash Equivalents End Of Year,347.67,253.40,148.13,114.86,89.21,,2019,colgatepalmoliveindia
0,Cash Flow of Colgate Palmolive (India) (in Rs. Cr.),Mar 10,Mar 09,Mar 08,Mar 07,Mar 06,,2020,colgatepalmoliveindia
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2020,colgatepalmoliveindia
2,Net Profit/Loss Before Extraordinary Items And Tax,500.39,348.53,305.94,195.45,190.72,,2020,colgatepalmoliveindia
3,Net CashFlow From Operating Activities,404.00,349.67,291.35,157.68,187.78,,2020,colgatepalmoliveindia
4,Net Cash Used In Investing Activities,29.08,22.46,9.61,4.01,-35.37,,2020,colgatepalmoliveindia
5,Net Cash Used From Financing Activities,-338.80,-263.47,-278.13,-136.04,-120.62,,2020,colgatepalmoliveindia
6,Foreign Exchange Gains / Losses,0.00,0.00,0.00,0.00,0.00,,2020,colgatepalmoliveindia
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,2020,colgatepalmoliveindia
8,Net Inc/Dec In Cash And Cash Equivalents,94.27,108.65,22.83,25.66,31.79,,2020,colgatepalmoliveindia
9,Cash And Cash Equivalents Begin of Year,253.40,144.75,125.30,89.21,57.42,,2020,colgatepalmoliveindia
10,Cash And Cash Equivalents End Of Year,347.67,253.40,148.13,114.86,89.21,,2020,colgatepalmoliveindia
0,Cash Flow of Colgate Palmolive (India) (in Rs. Cr.),Mar 10,Mar 09,Mar 08,Mar 07,Mar 06,,2021,colgatepalmoliveindia
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2021,colgatepalmoliveindia
2,Net Profit/Loss Before Extraordinary Items And Tax,500.39,348.53,305.94,195.45,190.72,,2021,colgatepalmoliveindia
3,Net CashFlow From Operating Activities,404.00,349.67,291.35,157.68,187.78,,2021,colgatepalmoliveindia
4,Net Cash Used In Investing Activities,29.08,22.46,9.61,4.01,-35.37,,2021,colgatepalmoliveindia
5,Net Cash Used From Financing Activities,-338.80,-263.47,-278.13,-136.04,-120.62,,2021,colgatepalmoliveindia
6,Foreign Exchange Gains / Losses,0.00,0.00,0.00,0.00,0.00,,2021,colgatepalmoliveindia
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,2021,colgatepalmoliveindia
8,Net Inc/Dec In Cash And Cash Equivalents,94.27,108.65,22.83,25.66,31.79,,2021,colgatepalmoliveindia
9,Cash And Cash Equivalents Begin of Year,253.40,144.75,125.30,89.21,57.42,,2021,colgatepalmoliveindia
10,Cash And Cash Equivalents End Of Year,347.67,253.40,148.13,114.86,89.21,,2021,colgatepalmoliveindia
0,Cash Flow of Colgate Palmolive (India) (in Rs. Cr.),Mar 10,Mar 09,Mar 08,Mar 07,Mar 06,,2022,colgatepalmoliveindia
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2022,colgatepalmoliveindia
2,Net Profit/Loss Before Extraordinary Items And Tax,500.39,348.53,305.94,195.45,190.72,,2022,colgatepalmoliveindia
3,Net CashFlow From Operating Activities,404.00,349.67,291.35,157.68,187.78,,2022,colgatepalmoliveindia
4,Net Cash Used In Investing Activities,29.08,22.46,9.61,4.01,-35.37,,2022,colgatepalmoliveindia
5,Net Cash Used From Financing Activities,-338.80,-263.47,-278.13,-136.04,-120.62,,2022,colgatepalmoliveindia
6,Foreign Exchange Gains / Losses,0.00,0.00,0.00,0.00,0.00,,2022,colgatepalmoliveindia
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,2022,colgatepalmoliveindia
8,Net Inc/Dec In Cash And Cash Equivalents,94.27,108.65,22.83,25.66,31.79,,2022,colgatepalmoliveindia
9,Cash And Cash Equivalents Begin of Year,253.40,144.75,125.30,89.21,57.42,,2022,colgatepalmoliveindia
10,Cash And Cash Equivalents End Of Year,347.67,253.40,148.13,114.86,89.21,,2022,colgatepalmoliveindia
0,Cash Flow of Colgate Palmolive (India) (in Rs. Cr.),Mar 10,Mar 09,Mar 08,Mar 07,Mar 06,,2023,colgatepalmoliveindia
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2023,colgatepalmoliveindia
2,Net Profit/Loss Before Extraordinary Items And Tax,500.39,348.53,305.94,195.45,190.72,,2023,colgatepalmoliveindia
3,Net CashFlow From Operating Activities,404.00,349.67,291.35,157.68,187.78,,2023,colgatepalmoliveindia
4,Net Cash Used In Investing Activities,29.08,22.46,9.61,4.01,-35.37,,2023,colgatepalmoliveindia
5,Net Cash Used From Financing Activities,-338.80,-263.47,-278.13,-136.04,-120.62,,2023,colgatepalmoliveindia
6,Foreign Exchange Gains / Losses,0.00,0.00,0.00,0.00,0.00,,2023,colgatepalmoliveindia
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,2023,colgatepalmoliveindia
8,Net Inc/Dec In Cash And Cash Equivalents,94.27,108.65,22.83,25.66,31.79,,2023,colgatepalmoliveindia
9,Cash And Cash Equivalents Begin of Year,253.40,144.75,125.30,89.21,57.42,,2023,colgatepalmoliveindia
10,Cash And Cash Equivalents End Of Year,347.67,253.40,148.13,114.86,89.21,,2023,colgatepalmoliveindia
0,Cash Flow of Crompton Greaves Consumer Electrical (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2018,cromptongreavesconsumerelectrical
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2018,cromptongreavesconsumerelectrical
2,Net Profit/Loss Before Extraordinary Items And Tax,612.15,751.54,723.63,590.69,559.84,,2018,cromptongreavesconsumerelectrical
3,Net CashFlow From Operating Activities,552.59,723.38,830.29,410.92,298.93,,2018,cromptongreavesconsumerelectrical
4,Net Cash Used In Investing Activities,263.16,-1722.88,-495.73,8.90,-168.29,,2018,cromptongreavesconsumerelectrical
5,Net Cash Used From Financing Activities,-910.53,907.34,-96.17,-512.77,-186.15,,2018,cromptongreavesconsumerelectrical
6,Foreign Exchange Gains / Losses,0.00,0.00,0.00,0.00,0.00,,2018,cromptongreavesconsumerelectrical
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,2018,cromptongreavesconsumerelectrical
8,Net Inc/Dec In Cash And Cash Equivalents,-94.78,-92.16,238.39,-92.95,-55.51,,2018,cromptongreavesconsumerelectrical
9,Cash And Cash Equivalents Begin of Year,171.62,262.42,24.03,116.98,172.49,,2018,cromptongreavesconsumerelectrical
10,Cash And Cash Equivalents End Of Year,76.84,170.26,262.42,24.03,116.98,,2018,cromptongreavesconsumerelectrical
0,Cash Flow of Crompton Greaves Consumer Electrical (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2019,cromptongreavesconsumerelectrical
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2019,cromptongreavesconsumerelectrical
2,Net Profit/Loss Before Extraordinary Items And Tax,612.15,751.54,723.63,590.69,559.84,,2019,cromptongreavesconsumerelectrical
3,Net CashFlow From Operating Activities,552.59,723.38,830.29,410.92,298.93,,2019,cromptongreavesconsumerelectrical
4,Net Cash Used In Investing Activities,263.16,-1722.88,-495.73,8.90,-168.29,,2019,cromptongreavesconsumerelectrical
5,Net Cash Used From Financing Activities,-910.53,907.34,-96.17,-512.77,-186.15,,2019,cromptongreavesconsumerelectrical
6,Foreign Exchange Gains / Losses,0.00,0.00,0.00,0.00,0.00,,2019,cromptongreavesconsumerelectrical
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,2019,cromptongreavesconsumerelectrical
8,Net Inc/Dec In Cash And Cash Equivalents,-94.78,-92.16,238.39,-92.95,-55.51,,2019,cromptongreavesconsumerelectrical
9,Cash And Cash Equivalents Begin of Year,171.62,262.42,24.03,116.98,172.49,,2019,cromptongreavesconsumerelectrical
10,Cash And Cash Equivalents End Of Year,76.84,170.26,262.42,24.03,116.98,,2019,cromptongreavesconsumerelectrical
0,Cash Flow of Crompton Greaves Consumer Electrical (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2020,cromptongreavesconsumerelectrical
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2020,cromptongreavesconsumerelectrical
2,Net Profit/Loss Before Extraordinary Items And Tax,612.15,751.54,723.63,590.69,559.84,,2020,cromptongreavesconsumerelectrical
3,Net CashFlow From Operating Activities,552.59,723.38,830.29,410.92,298.93,,2020,cromptongreavesconsumerelectrical
4,Net Cash Used In Investing Activities,263.16,-1722.88,-495.73,8.90,-168.29,,2020,cromptongreavesconsumerelectrical
5,Net Cash Used From Financing Activities,-910.53,907.34,-96.17,-512.77,-186.15,,2020,cromptongreavesconsumerelectrical
6,Foreign Exchange Gains / Losses,0.00,0.00,0.00,0.00,0.00,,2020,cromptongreavesconsumerelectrical
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,2020,cromptongreavesconsumerelectrical
8,Net Inc/Dec In Cash And Cash Equivalents,-94.78,-92.16,238.39,-92.95,-55.51,,2020,cromptongreavesconsumerelectrical
9,Cash And Cash Equivalents Begin of Year,171.62,262.42,24.03,116.98,172.49,,2020,cromptongreavesconsumerelectrical
10,Cash And Cash Equivalents End Of Year,76.84,170.26,262.42,24.03,116.98,,2020,cromptongreavesconsumerelectrical
0,Cash Flow of Crompton Greaves Consumer Electrical (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2021,cromptongreavesconsumerelectrical
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2021,cromptongreavesconsumerelectrical
2,Net Profit/Loss Before Extraordinary Items And Tax,612.15,751.54,723.63,590.69,559.84,,2021,cromptongreavesconsumerelectrical
3,Net CashFlow From Operating Activities,552.59,723.38,830.29,410.92,298.93,,2021,cromptongreavesconsumerelectrical
4,Net Cash Used In Investing Activities,263.16,-1722.88,-495.73,8.90,-168.29,,2021,cromptongreavesconsumerelectrical
5,Net Cash Used From Financing Activities,-910.53,907.34,-96.17,-512.77,-186.15,,2021,cromptongreavesconsumerelectrical
6,Foreign Exchange Gains / Losses,0.00,0.00,0.00,0.00,0.00,,2021,cromptongreavesconsumerelectrical
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,2021,cromptongreavesconsumerelectrical
8,Net Inc/Dec In Cash And Cash Equivalents,-94.78,-92.16,238.39,-92.95,-55.51,,2021,cromptongreavesconsumerelectrical
9,Cash And Cash Equivalents Begin of Year,171.62,262.42,24.03,116.98,172.49,,2021,cromptongreavesconsumerelectrical
10,Cash And Cash Equivalents End Of Year,76.84,170.26,262.42,24.03,116.98,,2021,cromptongreavesconsumerelectrical
0,Cash Flow of Crompton Greaves Consumer Electrical (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2022,cromptongreavesconsumerelectrical
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2022,cromptongreavesconsumerelectrical
2,Net Profit/Loss Before Extraordinary Items And Tax,612.15,751.54,723.63,590.69,559.84,,2022,cromptongreavesconsumerelectrical
3,Net CashFlow From Operating Activities,552.59,723.38,830.29,410.92,298.93,,2022,cromptongreavesconsumerelectrical
4,Net Cash Used In Investing Activities,263.16,-1722.88,-495.73,8.90,-168.29,,2022,cromptongreavesconsumerelectrical
5,Net Cash Used From Financing Activities,-910.53,907.34,-96.17,-512.77,-186.15,,2022,cromptongreavesconsumerelectrical
6,Foreign Exchange Gains / Losses,0.00,0.00,0.00,0.00,0.00,,2022,cromptongreavesconsumerelectrical
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,2022,cromptongreavesconsumerelectrical
8,Net Inc/Dec In Cash And Cash Equivalents,-94.78,-92.16,238.39,-92.95,-55.51,,2022,cromptongreavesconsumerelectrical
9,Cash And Cash Equivalents Begin of Year,171.62,262.42,24.03,116.98,172.49,,2022,cromptongreavesconsumerelectrical
10,Cash And Cash Equivalents End Of Year,76.84,170.26,262.42,24.03,116.98,,2022,cromptongreavesconsumerelectrical
0,Cash Flow of Crompton Greaves Consumer Electrical (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2023,cromptongreavesconsumerelectrical
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2023,cromptongreavesconsumerelectrical
2,Net Profit/Loss Before Extraordinary Items And Tax,612.15,751.54,723.63,590.69,559.84,,2023,cromptongreavesconsumerelectrical
3,Net CashFlow From Operating Activities,552.59,723.38,830.29,410.92,298.93,,2023,cromptongreavesconsumerelectrical
4,Net Cash Used In Investing Activities,263.16,-1722.88,-495.73,8.90,-168.29,,2023,cromptongreavesconsumerelectrical
5,Net Cash Used From Financing Activities,-910.53,907.34,-96.17,-512.77,-186.15,,2023,cromptongreavesconsumerelectrical
6,Foreign Exchange Gains / Losses,0.00,0.00,0.00,0.00,0.00,,2023,cromptongreavesconsumerelectrical
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,2023,cromptongreavesconsumerelectrical
8,Net Inc/Dec In Cash And Cash Equivalents,-94.78,-92.16,238.39,-92.95,-55.51,,2023,cromptongreavesconsumerelectrical
9,Cash And Cash Equivalents Begin of Year,171.62,262.42,24.03,116.98,172.49,,2023,cromptongreavesconsumerelectrical
10,Cash And Cash Equivalents End Of Year,76.84,170.26,262.42,24.03,116.98,,2023,cromptongreavesconsumerelectrical
0,Cash Flow of Escorts Kubota (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2018,escortskubota
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2018,escortskubota
2,Net Profit/Loss Before Extraordinary Items And Tax,834.59,992.83,1154.78,625.25,715.67,,2018,escortskubota
3,Net CashFlow From Operating Activities,223.91,32.28,1131.26,797.16,-234.31,,2018,escortskubota
4,Net Cash Used In Investing Activities,-61.77,-1856.69,-2193.55,-421.24,-17.35,,2018,escortskubota
5,Net Cash Used From Financing Activities,-71.22,1809.88,1003.34,-300.45,190.89,,2018,escortskubota
6,Foreign Exchange Gains / Losses,-0.28,0.30,-4.20,0.37,-0.31,,2018,escortskubota
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,2018,escortskubota
8,Net Inc/Dec In Cash And Cash Equivalents,90.64,-14.23,-63.15,75.84,-61.08,,2018,escortskubota
9,Cash And Cash Equivalents Begin of Year,91.51,105.74,168.89,93.05,154.13,,2018,escortskubota
10,Cash And Cash Equivalents End Of Year,182.15,91.51,105.74,168.89,93.05,,2018,escortskubota
0,Cash Flow of Escorts Kubota (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2019,escortskubota
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2019,escortskubota
2,Net Profit/Loss Before Extraordinary Items And Tax,834.59,992.83,1154.78,625.25,715.67,,2019,escortskubota
3,Net CashFlow From Operating Activities,223.91,32.28,1131.26,797.16,-234.31,,2019,escortskubota
4,Net Cash Used In Investing Activities,-61.77,-1856.69,-2193.55,-421.24,-17.35,,2019,escortskubota
5,Net Cash Used From Financing Activities,-71.22,1809.88,1003.34,-300.45,190.89,,2019,escortskubota
6,Foreign Exchange Gains / Losses,-0.28,0.30,-4.20,0.37,-0.31,,2019,escortskubota
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,2019,escortskubota
8,Net Inc/Dec In Cash And Cash Equivalents,90.64,-14.23,-63.15,75.84,-61.08,,2019,escortskubota
9,Cash And Cash Equivalents Begin of Year,91.51,105.74,168.89,93.05,154.13,,2019,escortskubota
10,Cash And Cash Equivalents End Of Year,182.15,91.51,105.74,168.89,93.05,,2019,escortskubota
0,Cash Flow of Escorts Kubota (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2020,escortskubota
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2020,escortskubota
2,Net Profit/Loss Before Extraordinary Items And Tax,834.59,992.83,1154.78,625.25,715.67,,2020,escortskubota
3,Net CashFlow From Operating Activities,223.91,32.28,1131.26,797.16,-234.31,,2020,escortskubota
4,Net Cash Used In Investing Activities,-61.77,-1856.69,-2193.55,-421.24,-17.35,,2020,escortskubota
5,Net Cash Used From Financing Activities,-71.22,1809.88,1003.34,-300.45,190.89,,2020,escortskubota
6,Foreign Exchange Gains / Losses,-0.28,0.30,-4.20,0.37,-0.31,,2020,escortskubota
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,2020,escortskubota
8,Net Inc/Dec In Cash And Cash Equivalents,90.64,-14.23,-63.15,75.84,-61.08,,2020,escortskubota
9,Cash And Cash Equivalents Begin of Year,91.51,105.74,168.89,93.05,154.13,,2020,escortskubota
10,Cash And Cash Equivalents End Of Year,182.15,91.51,105.74,168.89,93.05,,2020,escortskubota
0,Cash Flow of Escorts Kubota (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2021,escortskubota
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2021,escortskubota
2,Net Profit/Loss Before Extraordinary Items And Tax,834.59,992.83,1154.78,625.25,715.67,,2021,escortskubota
3,Net CashFlow From Operating Activities,223.91,32.28,1131.26,797.16,-234.31,,2021,escortskubota
4,Net Cash Used In Investing Activities,-61.77,-1856.69,-2193.55,-421.24,-17.35,,2021,escortskubota
5,Net Cash Used From Financing Activities,-71.22,1809.88,1003.34,-300.45,190.89,,2021,escortskubota
6,Foreign Exchange Gains / Losses,-0.28,0.30,-4.20,0.37,-0.31,,2021,escortskubota
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,2021,escortskubota
8,Net Inc/Dec In Cash And Cash Equivalents,90.64,-14.23,-63.15,75.84,-61.08,,2021,escortskubota
9,Cash And Cash Equivalents Begin of Year,91.51,105.74,168.89,93.05,154.13,,2021,escortskubota
10,Cash And Cash Equivalents End Of Year,182.15,91.51,105.74,168.89,93.05,,2021,escortskubota
0,Cash Flow of Escorts Kubota (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2022,escortskubota
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2022,escortskubota
2,Net Profit/Loss Before Extraordinary Items And Tax,834.59,992.83,1154.78,625.25,715.67,,2022,escortskubota
3,Net CashFlow From Operating Activities,223.91,32.28,1131.26,797.16,-234.31,,2022,escortskubota
4,Net Cash Used In Investing Activities,-61.77,-1856.69,-2193.55,-421.24,-17.35,,2022,escortskubota
5,Net Cash Used From Financing Activities,-71.22,1809.88,1003.34,-300.45,190.89,,2022,escortskubota
6,Foreign Exchange Gains / Losses,-0.28,0.30,-4.20,0.37,-0.31,,2022,escortskubota
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,2022,escortskubota
8,Net Inc/Dec In Cash And Cash Equivalents,90.64,-14.23,-63.15,75.84,-61.08,,2022,escortskubota
9,Cash And Cash Equivalents Begin of Year,91.51,105.74,168.89,93.05,154.13,,2022,escortskubota
10,Cash And Cash Equivalents End Of Year,182.15,91.51,105.74,168.89,93.05,,2022,escortskubota
0,Cash Flow of Escorts Kubota (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2023,escortskubota
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2023,escortskubota
2,Net Profit/Loss Before Extraordinary Items And Tax,834.59,992.83,1154.78,625.25,715.67,,2023,escortskubota
3,Net CashFlow From Operating Activities,223.91,32.28,1131.26,797.16,-234.31,,2023,escortskubota
4,Net Cash Used In Investing Activities,-61.77,-1856.69,-2193.55,-421.24,-17.35,,2023,escortskubota
5,Net Cash Used From Financing Activities,-71.22,1809.88,1003.34,-300.45,190.89,,2023,escortskubota
6,Foreign Exchange Gains / Losses,-0.28,0.30,-4.20,0.37,-0.31,,2023,escortskubota
7,Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,,2023,escortskubota
8,Net Inc/Dec In Cash And Cash Equivalents,90.64,-14.23,-63.15,75.84,-61.08,,2023,escortskubota
9,Cash And Cash Equivalents Begin of Year,91.51,105.74,168.89,93.05,154.13,,2023,escortskubota
10,Cash And Cash Equivalents End Of Year,182.15,91.51,105.74,168.89,93.05,,2023,escortskubota
0,Cash Flow of GMR Airports Infrastructure (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2018,gmrairportsinfrastructure
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2018,gmrairportsinfrastructure
2,Net Profit/Loss Before Extraordinary Items And Tax,-725.86,-1082.94,-3690.20,-2283.41,-3435.99,,2018,gmrairportsinfrastructure
3,Net CashFlow From Operating Activities,2299.23,3256.11,3.43,1375.85,2052.25,,2018,gmrairportsinfrastructure
4,Net Cash Used In Investing Activities,-2422.35,-1896.65,2433.38,-989.60,-3605.02,,2018,gmrairportsinfrastructure
5,Net Cash Used From Financing Activities,1731.29,-3893.86,-1055.94,1616.71,815.80,,2018,gmrairportsinfrastructure
6,Foreign Exchange Gains / Losses,12.10,0.61,0.90,2.29,5.82,,2018,gmrairportsinfrastructure
7,Adjustments On Amalgamation Merger Demerger Others,0.00,-146.80,0.00,0.00,-5.43,,2018,gmrairportsinfrastructure
8,Net Inc/Dec In Cash And Cash Equivalents,1620.27,-2680.59,1381.77,2005.25,-736.58,,2018,gmrairportsinfrastructure
9,Cash And Cash Equivalents Begin of Year,1619.45,4300.04,2918.27,913.02,1649.59,,2018,gmrairportsinfrastructure
10,Cash And Cash Equivalents End Of Year,3239.72,1619.45,4300.04,2918.27,913.01,,2018,gmrairportsinfrastructure
0,Cash Flow of GMR Airports Infrastructure (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2019,gmrairportsinfrastructure
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2019,gmrairportsinfrastructure
2,Net Profit/Loss Before Extraordinary Items And Tax,-725.86,-1082.94,-3690.20,-2283.41,-3435.99,,2019,gmrairportsinfrastructure
3,Net CashFlow From Operating Activities,2299.23,3256.11,3.43,1375.85,2052.25,,2019,gmrairportsinfrastructure
