,Stock,Dividend Yield,Mkt Cap (Rs. Cr.),TTM EPS See historical trend,Open,Open,Year,Total Assets,Minority Interest,Net CashFlow From Operating Activities,Total Shareholders Funds,Total Current Assets,Cash And Cash Equivalents,Current Investments,Total Current Liabilities,Long Term Borrowings,Short Term Borrowings,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",Finance Costs,Other Income,Net Cash Used In Investing Activities,Inventories,Current Assets,Current Liabilities,Working Capital,Minority Interest Balance Sheet,Other Income PnL,EBIT,ROC,BookToMkt,Net Debt,TEV,EarningYield,Rank EarningYield,Rank ROC,CombRank,MagicFormulaRank,CombinedRank
143,torrentpharmaceuticals,1.17,63768,37.23  (-21.34% YoY),1887.4,- -,23,15011.85,"Attribute
Minority Interest    0.00
Minority Interest    0.00
Minority Interest      --
Name: First Date, dtype: object",2368.13,6198.07,5329.18,571.46,156.09,5447.3,2496.22,2801.08,1847.16,333.44,"Attribute
Other Income    45.14
Other Income    45.00
Name: First Date, dtype: object",-2415.31,2229.64,4601.63,2646.2200000000003,1955.4099999999999,0.00,45.14,2135.46,0.19548494998585672,0.0971971835403337,241280.02000000002,305048.02,0.00700040603443353,124.0,53.0,226.0,102.0,70.0
144,trent,0.11,73287,13.72  (+34.39% YoY),2052.0,- -,23,8081.53,"Attribute
Minority Interest    67.48
Minority Interest    51.00
Minority Interest    51.00
Name: First Date, dtype: object",594.88,2595.49,2377.78,86.3,545.74,1093.98,497.95,0.0,471.66,369.22,"Attribute
Other Income    260.92
Other Income    260.92
Name: First Date, dtype: object",-102.64,1361.16,1745.74,1093.98,651.76,67.48,260.92,579.96,0.1928609908417966,0.03541542156180495,114512.0,187866.48,0.003087086104982645,133.0,54.0,323.0,111.0,121.0
145,upl,1.61,46725,38.09  (-25.33% YoY),625.05,- -,23,88577.00,"Attribute
Minority Interest    5585.00
Minority Interest    -844.00
Minority Interest    -844.00
Name: First Date, dtype: object",7751.00,26858.0,42028.0,6097.0,46.0,29037.0,20144.0,2855.0,5163.0,2963.0,"Attribute
Other Income    477.00
Other Income    477.00
Name: First Date, dtype: object",-1490.00,13985.00,35885.0,26182.0,9703.0,5585.00,477.00,7649.0,0.17479433272394881,0.5748100588550027,6612.28,58922.28,0.1298150716503163,16.0,60.0,111.0,14.0,17.0
146,ultratechcement,0.45,244175,179.03  (-28.45% YoY),8590.0,- -,23,91386.96,"Attribute
Minority Interest    55.63
Minority Interest    -9.44
Minority Interest    -9.44
Name: First Date, dtype: object",9068.51,54324.54,20742.9,1149.59,5836.6,23431.79,5356.41,4544.37,7412.22,822.72,"Attribute
Other Income    503.08
Other Income    503.08
Name: First Date, dtype: object",-7187.07,6611.83,13756.710000000001,18887.420000000002,-5130.710000000001,55.63,503.08,7731.860000000001,0.12258058685963681,0.22248199037575508,-4164.92,240065.71,0.03220726525250108,71.0,88.0,259.0,90.0,92.0
147,unitedbreweries,0.47,42302,10.52  (-44.00% YoY),1601.0,- -,23,6280.39,"Attribute
Minority Interest     4.61
Minority Interest    -0.70
Minority Interest    -0.70
Name: First Date, dtype: object",-119.57,3964.89,3686.45,395.29,0.0,2277.46,0.0,0.0,450.43,4.64,"Attribute
Other Income    49.43
Other Income    49.43
Name: First Date, dtype: object",-120.83,1427.81,3291.16,2277.46,1013.6999999999998,4.61,49.43,405.64,0.11363738233975795,0.0937281925204482,1695.06,44001.67,0.009218741015965985,122.0,96.0,315.0,127.0,119.0
148,unitedspirits,0.00,75550,18.52  (+29.46% YoY),1039.95,- -,23,9761.50,"Attribute
Minority Interest     0.00
Minority Interest    10.50
Minority Interest    10.50
Name: First Date, dtype: object",614.70,5999.5,6234.6,883.3,255.8,3624.3,0.3,0.8,1103.6,103.9,"Attribute
Other Income    73.10
Other Income    73.10
Name: First Date, dtype: object",-53.20,2230.00,5095.5,3623.5,1472.0,0.00,73.10,1134.4,0.22167940124675123,0.07941098610191925,1919.6000000000004,77469.6,0.014643163253715006,111.0,43.0,307.0,86.0,115.0
149,vedanta,43.79,86165,23.65  (-53.69% YoY),235.0,- -,23,196356.00,"Attribute
Minority Interest    10004.00
Minority Interest    -3929.00
Minority Interest    -3929.00
Name: First Date, dtype: object",33065.00,39425.0,60507.0,9254.0,12636.0,88026.0,43474.0,22706.0,20493.0,6225.0,"Attribute
Other Income    2851.00
Other Income    2851.00
Name: First Date, dtype: object",-693.00,15012.00,38617.0,65320.0,-26703.0,10004.00,2851.00,23867.0,0.24770889767620471,0.45755237045203967,419.94,96588.94,0.24709868438353294,5.0,34.0,45.0,4.0,4.0
150,vodafoneidealimited,0.00,53548,-6.13,10.95,- -,23,207242.70,"Attribute
Minority Interest    0.00
Minority Interest    0.00
Minority Interest      --
Name: First Date, dtype: object",18868.70,-74359.1,13902.9,855.4,0.0,60022.7,935.1,12295.9,-29275.7,23354.3,"Attribute
Other Income    311.30
Other Income    311.30
Name: First Date, dtype: object",-5413.60,16.30,13047.5,47726.799999999996,-34679.299999999996,0.00,311.30,-6232.700000000002,0.1005541797413828,-1.3886438335698814,69350.54000000001,122898.54000000001,-0.050714190746285526,138.0,108.0,400.0,136.0,132.0
151,voltas,0.49,28845,4.70  (-68.35% YoY),875.0,- -,23,10279.01,"Attribute
Minority Interest    41.65
Minority Interest    -1.21
Minority Interest    -1.21
Name: First Date, dtype: object",159.38,5452.07,6446.49,708.38,307.16,4619.54,21.15,594.82,671.61,29.59,"Attribute
Other Income    168.45
Other Income    168.45
Name: First Date, dtype: object",-81.60,1591.97,5430.95,4024.72,1406.23,41.65,168.45,532.75,0.09939996193788414,0.1890126538394869,,,,148.0,109.0,,139.0,
152,wipro,0.23,224587,22.32  (+5.94% YoY),434.25,- -,23,117133.70,"Attribute
Minority Interest     58.90
Minority Interest    -16.50
Minority Interest    -16.50
Name: First Date, dtype: object",13060.10,77667.9,66109.6,9188.0,30923.2,26775.3,6127.2,8882.1,14771.4,1007.7,"Attribute
Other Income    2265.70
Other Income    2265.70
Name: First Date, dtype: object",-8406.50,118.80,25998.400000000005,17893.199999999997,8105.200000000008,58.90,2265.70,13513.400000000001,0.16185806068329797,0.34582544848989477,5561.94,230207.84,0.05870086787661099,41.0,67.0,238.0,37.0,80.0
153,zeeentertainmententerprises,0.00,25415,-1.17,268.0,- -,23,13728.35,"Attribute
Minority Interest    0.00
Minority Interest    0.00
Minority Interest      --
Name: First Date, dtype: object",129.05,10721.87,11391.83,804.02,0.0,2653.56,4.0,1.89,803.65,70.24,"Attribute
Other Income    79.72
Other Income    79.72
Name: First Date, dtype: object",-201.58,7307.89,10587.81,2651.67,7936.139999999999,0.00,79.72,794.17,0.0800272880990433,0.4218717292937242,-5770.29,19644.71,0.040426659390746925,60.0,127.0,342.0,112.0,125.0
154,zyduslifesciences,0.96,63237,24.98  (-42.11% YoY),645.0,- -,23,25756.40,"Attribute
Minority Interest    2172.50
Minority Interest    -131.60
Minority Interest    -131.60
Name: First Date, dtype: object",2688.80,17515.8,10016.4,573.1,619.3,5530.7,0.0,1163.2,3193.9,129.9,"Attribute
Other Income    186.60
Other Income    186.60
Name: First Date, dtype: object",1171.20,3413.30,8824.0,4367.5,4456.5,2172.50,186.60,3137.2000000000003,0.17326948674189077,0.2769865743156696,-598.57,64810.93,0.04840541556802225,50.0,61.0,172.0,39.0,42.0
