,Value,Num,Stock
1,Low,88.7,indianoilcorporation
2,UC Limit,99.0,indianoilcorporation
3,LC Limit,81.0,indianoilcorporation
4,52 Week High,101.45,indianoilcorporation
5,52 Week Low,65.55,indianoilcorporation
0,TTM EPS See historical trend,17.36  (-12.66% YoY),indianoilcorporation
1,TTM PE See historical trend,5.13  (Average PE),indianoilcorporation
2,P/B See historical trend,0.95 (Average P/B),indianoilcorporation
3,Face Value,10.00,indianoilcorporation
0,Mkt Cap (Rs. Cr.),125820,indianoilcorporation
1,Dividend Yield,3.37,indianoilcorporation
2,20D Avg Volume,15815585,indianoilcorporation
3,20D Avg Delivery(%),--,indianoilcorporation
4,Sector PE,28.73,indianoilcorporation
5,Book Value Per Share,94.73,indianoilcorporation
0,Open,- -,indianoilcorporation
1,Previous Close,- -,indianoilcorporation
2,Volume,- -,indianoilcorporation
3,Value(lacs),- -,indianoilcorporation
0,High,- -,indianoilcorporation
1,Low,- -,indianoilcorporation
2,ATP,- -,indianoilcorporation
3,Spot,- -,indianoilcorporation
0,Open,699.95,irctc-indianrailwaycateringtourismcorp
1,Previous Close,703.55,irctc-indianrailwaycateringtourismcorp
2,Volume,2562621.0,irctc-indianrailwaycateringtourismcorp
3,Value (Lacs),18042.13,irctc-indianrailwaycateringtourismcorp
4,i  VWAP,703.18,irctc-indianrailwaycateringtourismcorp
5,Beta,,irctc-indianrailwaycateringtourismcorp
0,High,709.45,irctc-indianrailwaycateringtourismcorp
1,Low,697.15,irctc-indianrailwaycateringtourismcorp
2,UC Limit,773.9,irctc-indianrailwaycateringtourismcorp
3,LC Limit,633.2,irctc-indianrailwaycateringtourismcorp
4,52 Week High,774.9,irctc-indianrailwaycateringtourismcorp
5,52 Week Low,557.1,irctc-indianrailwaycateringtourismcorp
0,TTM EPS See historical trend,0.00  (+20.09% YoY),irctc-indianrailwaycateringtourismcorp
1,TTM PE See historical trend,--  (Low PE),irctc-indianrailwaycateringtourismcorp
2,P/B See historical trend,0.00 (Average P/B),irctc-indianrailwaycateringtourismcorp
3,Face Value,2.00,irctc-indianrailwaycateringtourismcorp
0,Mkt Cap (Rs. Cr.),56324,irctc-indianrailwaycateringtourismcorp
1,Dividend Yield,0.78,irctc-indianrailwaycateringtourismcorp
2,20D Avg Volume,3058167,irctc-indianrailwaycateringtourismcorp
3,20D Avg Delivery(%),--,irctc-indianrailwaycateringtourismcorp
4,Sector PE,55.01,irctc-indianrailwaycateringtourismcorp
5,Book Value Per Share,--,irctc-indianrailwaycateringtourismcorp
0,Open,- -,irctc-indianrailwaycateringtourismcorp
1,Previous Close,- -,irctc-indianrailwaycateringtourismcorp
2,Volume,- -,irctc-indianrailwaycateringtourismcorp
3,Value(lacs),- -,irctc-indianrailwaycateringtourismcorp
0,High,- -,irctc-indianrailwaycateringtourismcorp
1,Low,- -,irctc-indianrailwaycateringtourismcorp
2,ATP,- -,irctc-indianrailwaycateringtourismcorp
3,Spot,- -,irctc-indianrailwaycateringtourismcorp
0,Open,461.9,indraprasthagas
1,Previous Close,461.85,indraprasthagas
2,Volume,2062107.0,indraprasthagas
3,Value (Lacs),9436.2,indraprasthagas
4,i  VWAP,460.04,indraprasthagas
5,Beta,,indraprasthagas
0,High,468.45,indraprasthagas
1,Low,452.4,indraprasthagas
2,UC Limit,508.0,indraprasthagas
3,LC Limit,415.7,indraprasthagas
4,52 Week High,515.7,indraprasthagas
5,52 Week Low,364.25,indraprasthagas
0,TTM EPS See historical trend,24.01  (-1.46% YoY),indraprasthagas
1,TTM PE See historical trend,19.06  (Average PE),indraprasthagas
2,P/B See historical trend,4.04 (Low P/B),indraprasthagas
3,Face Value,2.00,indraprasthagas
0,Mkt Cap (Rs. Cr.),32032,indraprasthagas
1,Dividend Yield,2.84,indraprasthagas
2,20D Avg Volume,1319701,indraprasthagas
3,20D Avg Delivery(%),--,indraprasthagas
4,Sector PE,40.40,indraprasthagas
5,Book Value Per Share,113.30,indraprasthagas
0,Open,- -,indraprasthagas
1,Previous Close,- -,indraprasthagas
2,Volume,- -,indraprasthagas
3,Value(lacs),- -,indraprasthagas
0,High,- -,indraprasthagas
1,Low,- -,indraprasthagas
2,ATP,- -,indraprasthagas
3,Spot,- -,indraprasthagas
0,Open,190.0,industowers
1,Previous Close,190.75,industowers
2,Volume,5663584.0,industowers
3,Value (Lacs),10579.57,industowers
4,i  VWAP,187.0,industowers
5,Beta,,industowers
0,High,192.0,industowers
1,Low,183.5,industowers
2,UC Limit,209.8,industowers
3,LC Limit,171.7,industowers
4,52 Week High,205.7,industowers
5,52 Week Low,135.15,industowers
0,TTM EPS See historical trend,10.80  (-46.45% YoY),industowers
1,TTM PE See historical trend,17.30  (Average PE),industowers
2,P/B See historical trend,2.39 (Low P/B),industowers
3,Face Value,10.00,industowers
0,Mkt Cap (Rs. Cr.),50341,industowers
1,Dividend Yield,0.00,industowers
2,20D Avg Volume,11847960,industowers
3,20D Avg Delivery(%),--,industowers
4,Sector PE,39.53,industowers
5,Book Value Per Share,78.29,industowers
0,Open,- -,industowers
1,Previous Close,- -,industowers
2,Volume,- -,industowers
3,Value(lacs),- -,industowers
0,High,- -,industowers
1,Low,- -,industowers
2,ATP,- -,industowers
3,Spot,- -,industowers
0,Open,1424.85,indusindbank
1,Previous Close,1435.4,indusindbank
2,Volume,3978667.0,indusindbank
3,Value (Lacs),55753.06,indusindbank
4,i  VWAP,1399.68,indusindbank
5,Beta,,indusindbank
0,High,1428.5,indusindbank
1,Low,1386.2,indusindbank
2,UC Limit,1578.9,indusindbank
3,LC Limit,1291.9,indusindbank
4,52 Week High,1475.65,indusindbank
5,52 Week Low,990.0,indusindbank
0,TTM EPS See historical trend,102.14  (+46.07% YoY),indusindbank
1,TTM PE See historical trend,13.72  (Low PE),indusindbank
2,P/B See historical trend,2.00 (Average P/B),indusindbank
3,Face Value,10.00,indusindbank
0,Mkt Cap (Rs. Cr.),108889,indusindbank
1,Dividend Yield,1.00,indusindbank
2,20D Avg Volume,2838574,indusindbank
3,20D Avg Delivery(%),--,indusindbank
4,Sector PE,23.57,indusindbank
5,Book Value Per Share,703.42,indusindbank
0,Open,- -,indusindbank
1,Previous Close,- -,indusindbank
2,Volume,- -,indusindbank
3,Value(lacs),- -,indusindbank
0,High,- -,indusindbank
1,Low,- -,indusindbank
2,ATP,- -,indusindbank
3,Spot,- -,indusindbank
0,Open,4098.0,infoedgeindia
1,Previous Close,4114.5,infoedgeindia
2,Volume,665902.0,infoedgeindia
3,Value (Lacs),27026.63,infoedgeindia
4,i  VWAP,4037.52,infoedgeindia
5,Beta,,infoedgeindia
0,High,4100.0,infoedgeindia
1,Low,4005.0,infoedgeindia
2,UC Limit,4525.95,infoedgeindia
3,LC Limit,3703.05,infoedgeindia
4,52 Week High,4984.5,infoedgeindia
5,52 Week Low,3308.2,infoedgeindia
0,TTM EPS See historical trend,-9.89,infoedgeindia
1,TTM PE See historical trend,--  (Low PE),infoedgeindia
2,P/B See historical trend,3.97 (Low P/B),infoedgeindia
3,Face Value,10.00,infoedgeindia
0,Mkt Cap (Rs. Cr.),52431,infoedgeindia
1,Dividend Yield,0.47,infoedgeindia
2,20D Avg Volume,319199,infoedgeindia
3,20D Avg Delivery(%),--,infoedgeindia
4,Sector PE,74.92,infoedgeindia
5,Book Value Per Share,1024.43,infoedgeindia
0,Open,- -,infoedgeindia
1,Previous Close,- -,infoedgeindia
2,Volume,- -,infoedgeindia
3,Value(lacs),- -,infoedgeindia
0,High,- -,infoedgeindia
1,Low,- -,infoedgeindia
2,ATP,- -,infoedgeindia
3,Spot,- -,infoedgeindia
0,Open,1425.0,infosys
1,Previous Close,1434.0,infosys
2,Volume,4510406.0,infosys
3,Value (Lacs),65146.05,infosys
4,i  VWAP,1431.5,infosys
5,Beta,,infosys
0,High,1449.95,infosys
1,Low,1418.2,infosys
2,UC Limit,1577.4,infosys
3,LC Limit,1290.6,infosys
4,52 Week High,1672.6,infosys
5,52 Week Low,1185.3,infosys
0,TTM EPS See historical trend,59.46  (+12.00% YoY),infosys
1,TTM PE See historical trend,24.29  (Low PE),infosys
2,P/B See historical trend,7.95 (Average P/B),infosys
3,Face Value,5.00,infosys
0,Mkt Cap (Rs. Cr.),599461,infosys
1,Dividend Yield,2.35,infosys
2,20D Avg Volume,5107040,infosys
3,20D Avg Delivery(%),--,infosys
4,Sector PE,31.14,infosys
5,Book Value Per Share,181.70,infosys
0,Open,- -,infosys
1,Previous Close,- -,infosys
2,Volume,- -,infosys
3,Value(lacs),- -,infosys
0,High,- -,infosys
1,Low,- -,infosys
2,ATP,- -,infosys
3,Spot,- -,infosys
0,Open,2414.95,interglobeaviation
1,Previous Close,2419.75,interglobeaviation
2,Volume,542952.0,interglobeaviation
3,Value (Lacs),12949.41,interglobeaviation
4,i  VWAP,2397.44,interglobeaviation
5,Beta,,interglobeaviation
0,High,2422.0,interglobeaviation
1,Low,2377.0,interglobeaviation
2,UC Limit,2661.7,interglobeaviation
3,LC Limit,2177.8,interglobeaviation
4,52 Week High,2745.1,interglobeaviation
5,52 Week Low,1676.0,interglobeaviation
0,TTM EPS See historical trend,99.77  (+194.86% YoY),interglobeaviation
1,TTM PE See historical trend,23.90  (High PE),interglobeaviation
2,P/B See historical trend,0.00,interglobeaviation
3,Face Value,10.00,interglobeaviation
0,Mkt Cap (Rs. Cr.),92011,interglobeaviation
1,Dividend Yield,0.00,interglobeaviation
2,20D Avg Volume,867007,interglobeaviation
3,20D Avg Delivery(%),--,interglobeaviation
4,Sector PE,68.83,interglobeaviation
5,Book Value Per Share,-161.91,interglobeaviation
0,Open,- -,interglobeaviation
1,Previous Close,- -,interglobeaviation
2,Volume,- -,interglobeaviation
3,Value(lacs),- -,interglobeaviation
0,High,- -,interglobeaviation
1,Low,- -,interglobeaviation
2,ATP,- -,interglobeaviation
3,Spot,- -,interglobeaviation
0,Open,935.45,ipcalaboratories
1,Previous Close,935.45,ipcalaboratories
2,Volume,286445.0,ipcalaboratories
3,Value (Lacs),2639.59,ipcalaboratories
4,i  VWAP,926.3,ipcalaboratories
5,Beta,,ipcalaboratories
0,High,936.8,ipcalaboratories
1,Low,917.0,ipcalaboratories
2,UC Limit,1028.95,ipcalaboratories
3,LC Limit,841.9,ipcalaboratories
4,52 Week High,955.0,ipcalaboratories
5,52 Week Low,669.8,ipcalaboratories
0,TTM EPS See historical trend,19.36  (-31.83% YoY),ipcalaboratories
1,TTM PE See historical trend,47.60  (High PE),ipcalaboratories
2,P/B See historical trend,4.01 (Average P/B),ipcalaboratories
3,Face Value,1.00,ipcalaboratories
0,Mkt Cap (Rs. Cr.),23379,ipcalaboratories
1,Dividend Yield,0.43,ipcalaboratories
2,20D Avg Volume,503414,ipcalaboratories
3,20D Avg Delivery(%),--,ipcalaboratories
4,Sector PE,44.20,ipcalaboratories
5,Book Value Per Share,230.27,ipcalaboratories
0,Open,- -,ipcalaboratories
1,Previous Close,- -,ipcalaboratories
2,Volume,- -,ipcalaboratories
3,Value(lacs),- -,ipcalaboratories
0,High,- -,ipcalaboratories
1,Low,- -,ipcalaboratories
2,ATP,- -,ipcalaboratories
3,Spot,- -,ipcalaboratories
0,Open,3178.7,jkcement
1,Previous Close,3192.55,jkcement
2,Volume,35636.0,jkcement
3,Value (Lacs),1122.37,jkcement
4,i  VWAP,3157.09,jkcement
5,Beta,,jkcement
0,High,3197.35,jkcement
1,Low,3128.55,jkcement
2,UC Limit,3511.8,jkcement
3,LC Limit,2873.3,jkcement
4,52 Week High,3476.4,jkcement
5,52 Week Low,2425.25,jkcement
0,TTM EPS See historical trend,48.96  (-42.49% YoY),jkcement
1,TTM PE See historical trend,64.33  (High PE),jkcement
2,P/B See historical trend,5.20 (Average P/B),jkcement
3,Face Value,10.00,jkcement
0,Mkt Cap (Rs. Cr.),24336,jkcement
1,Dividend Yield,0.48,jkcement
2,20D Avg Volume,98408,jkcement
3,20D Avg Delivery(%),--,jkcement
4,Sector PE,47.29,jkcement
5,Book Value Per Share,606.56,jkcement
0,Open,- -,jkcement
1,Previous Close,- -,jkcement
2,Volume,- -,jkcement
3,Value(lacs),- -,jkcement
0,High,- -,jkcement
1,Low,- -,jkcement
2,ATP,- -,jkcement
3,Spot,- -,jkcement
0,Open,767.95,jswsteel
1,Previous Close,770.25,jswsteel
2,Volume,1654158.0,jswsteel
3,Value (Lacs),12515.36,jswsteel
4,i  VWAP,758.33,jswsteel
5,Beta,,jswsteel
0,High,768.0,jswsteel
1,Low,753.15,jswsteel
2,UC Limit,847.25,jswsteel
3,LC Limit,693.25,jswsteel
4,52 Week High,840.0,jswsteel
5,52 Week Low,615.0,jswsteel
0,TTM EPS See historical trend,23.08  (-64.24% YoY),jswsteel
1,TTM PE See historical trend,32.78  (Average PE),jswsteel
2,P/B See historical trend,2.82 (Average P/B),jswsteel
3,Face Value,1.00,jswsteel
0,Mkt Cap (Rs. Cr.),185023,jswsteel
1,Dividend Yield,0.45,jswsteel
2,20D Avg Volume,2357827,jswsteel
3,20D Avg Delivery(%),--,jswsteel
4,Sector PE,17.60,jswsteel
5,Book Value Per Share,268.41,jswsteel
0,Open,- -,jswsteel
1,Previous Close,- -,jswsteel
2,Volume,- -,jswsteel
3,Value(lacs),- -,jswsteel
0,High,- -,jswsteel
1,Low,- -,jswsteel
2,ATP,- -,jswsteel
3,Spot,- -,jswsteel
0,Open,691.3,jindalsteelpower
1,Previous Close,699.55,jindalsteelpower
2,Volume,2373015.0,jindalsteelpower
3,Value (Lacs),16108.03,jindalsteelpower
4,i  VWAP,681.0,jindalsteelpower
5,Beta,,jindalsteelpower
0,High,694.8,jindalsteelpower
1,Low,672.45,jindalsteelpower
2,UC Limit,769.5,jindalsteelpower
3,LC Limit,629.6,jindalsteelpower
4,52 Week High,722.8,jindalsteelpower
5,52 Week Low,424.5,jindalsteelpower
0,TTM EPS See historical trend,28.11  (-67.34% YoY),jindalsteelpower
1,TTM PE See historical trend,24.15  (High PE),jindalsteelpower
2,P/B See historical trend,1.79 (High P/B),jindalsteelpower
3,Face Value,1.00,jindalsteelpower
0,Mkt Cap (Rs. Cr.),69244,jindalsteelpower
1,Dividend Yield,0.29,jindalsteelpower
2,20D Avg Volume,1743246,jindalsteelpower
3,20D Avg Delivery(%),--,jindalsteelpower
4,Sector PE,23.59,jindalsteelpower
5,Book Value Per Share,379.46,jindalsteelpower
0,Open,- -,jindalsteelpower
1,Previous Close,- -,jindalsteelpower
2,Volume,- -,jindalsteelpower
3,Value(lacs),- -,jindalsteelpower
0,High,- -,jindalsteelpower
1,Low,- -,jindalsteelpower
2,ATP,- -,jindalsteelpower
3,Spot,- -,jindalsteelpower
0,Open,531.0,jubilantfoodworks
1,Previous Close,540.3,jubilantfoodworks
2,Volume,3313210.0,jubilantfoodworks
3,Value (Lacs),17707.45,jubilantfoodworks
4,i  VWAP,533.72,jubilantfoodworks
5,Beta,,jubilantfoodworks
0,High,537.0,jubilantfoodworks
1,Low,528.7,jubilantfoodworks
2,UC Limit,594.3,jubilantfoodworks
3,LC Limit,486.3,jubilantfoodworks
4,52 Week High,652.35,jubilantfoodworks
5,52 Week Low,412.1,jubilantfoodworks
0,TTM EPS See historical trend,4.08  (-41.93% YoY),jubilantfoodworks
1,TTM PE See historical trend,130.99  (Average PE),jubilantfoodworks
2,P/B See historical trend,17.31 (Average P/B),jubilantfoodworks
3,Face Value,2.00,jubilantfoodworks
0,Mkt Cap (Rs. Cr.),35265,jubilantfoodworks
1,Dividend Yield,0.22,jubilantfoodworks
2,20D Avg Volume,3367164,jubilantfoodworks
3,20D Avg Delivery(%),--,jubilantfoodworks
4,Sector PE,52.86,jubilantfoodworks
5,Book Value Per Share,30.88,jubilantfoodworks
0,Open,- -,jubilantfoodworks
1,Previous Close,- -,jubilantfoodworks
2,Volume,- -,jubilantfoodworks
3,Value(lacs),- -,jubilantfoodworks
0,High,- -,jubilantfoodworks
1,Low,- -,jubilantfoodworks
2,ATP,- -,jubilantfoodworks
3,Spot,- -,jubilantfoodworks
0,Open,1715.0,kotakmahindrabank
1,Previous Close,1727.05,kotakmahindrabank
2,Volume,6220979.0,kotakmahindrabank
3,Value (Lacs),107128.37,kotakmahindrabank
4,i  VWAP,1718.13,kotakmahindrabank
5,Beta,,kotakmahindrabank
0,High,1727.0,kotakmahindrabank
1,Low,1709.0,kotakmahindrabank
2,UC Limit,1899.75,kotakmahindrabank
3,LC Limit,1554.35,kotakmahindrabank
4,52 Week High,2064.4,kotakmahindrabank
5,52 Week Low,1643.5,kotakmahindrabank
0,TTM EPS See historical trend,82.11  (+25.03% YoY),kotakmahindrabank
1,TTM PE See historical trend,20.97,kotakmahindrabank
2,P/B See historical trend,3.07,kotakmahindrabank
3,Face Value,5.00,kotakmahindrabank
0,Mkt Cap (Rs. Cr.),342257,kotakmahindrabank
1,Dividend Yield,0.09,kotakmahindrabank
2,20D Avg Volume,4109904,kotakmahindrabank
3,20D Avg Delivery(%),--,kotakmahindrabank
4,Sector PE,23.57,kotakmahindrabank
5,Book Value Per Share,562.60,kotakmahindrabank
0,Open,- -,kotakmahindrabank
1,Previous Close,- -,kotakmahindrabank
2,Volume,- -,kotakmahindrabank
3,Value(lacs),- -,kotakmahindrabank
0,High,- -,kotakmahindrabank
1,Low,- -,kotakmahindrabank
2,ATP,- -,kotakmahindrabank
3,Spot,- -,kotakmahindrabank
0,Open,135.0,ltfinanceholdings
1,Previous Close,135.0,ltfinanceholdings
2,Volume,12874859.0,ltfinanceholdings
3,Value (Lacs),16608.57,ltfinanceholdings
4,i  VWAP,129.87,ltfinanceholdings
5,Beta,,ltfinanceholdings
0,High,135.8,ltfinanceholdings
1,Low,127.3,ltfinanceholdings
2,UC Limit,148.5,ltfinanceholdings
3,LC Limit,121.5,ltfinanceholdings
4,52 Week High,140.2,ltfinanceholdings
5,52 Week Low,73.7,ltfinanceholdings
0,TTM EPS See historical trend,7.62  (+63.38% YoY),ltfinanceholdings
1,TTM PE See historical trend,16.93  (Average PE),ltfinanceholdings
2,P/B See historical trend,1.49 (Average P/B),ltfinanceholdings
3,Face Value,10.00,ltfinanceholdings
0,Mkt Cap (Rs. Cr.),32032,ltfinanceholdings
1,Dividend Yield,1.55,ltfinanceholdings
2,20D Avg Volume,7737990,ltfinanceholdings
3,20D Avg Delivery(%),--,ltfinanceholdings
4,Sector PE,29.35,ltfinanceholdings
5,Book Value Per Share,86.71,ltfinanceholdings
0,Open,- -,ltfinanceholdings
1,Previous Close,- -,ltfinanceholdings
2,Volume,- -,ltfinanceholdings
3,Value(lacs),- -,ltfinanceholdings
0,High,- -,ltfinanceholdings
1,Low,- -,ltfinanceholdings
2,ATP,- -,ltfinanceholdings
3,Spot,- -,ltfinanceholdings
0,Open,4548.95,lttechnologyservices
1,Previous Close,4568.25,lttechnologyservices
2,Volume,121950.0,lttechnologyservices
3,Value (Lacs),5549.46,lttechnologyservices
4,i  VWAP,4525.29,lttechnologyservices
5,Beta,,lttechnologyservices
0,High,4564.7,lttechnologyservices
1,Low,4488.7,lttechnologyservices
2,UC Limit,5025.05,lttechnologyservices
3,LC Limit,4111.45,lttechnologyservices
4,52 Week High,4807.15,lttechnologyservices
5,52 Week Low,3215.85,lttechnologyservices
0,TTM EPS See historical trend,114.15  (+18.65% YoY),lttechnologyservices
1,TTM PE See historical trend,39.87  (Average PE),lttechnologyservices
2,P/B See historical trend,9.72 (Average P/B),lttechnologyservices
3,Face Value,2.00,lttechnologyservices
0,Mkt Cap (Rs. Cr.),48104,lttechnologyservices
1,Dividend Yield,0.99,lttechnologyservices
2,20D Avg Volume,165067,lttechnologyservices
3,20D Avg Delivery(%),--,lttechnologyservices
4,Sector PE,44.42,lttechnologyservices
5,Book Value Per Share,468.35,lttechnologyservices
0,Open,- -,lttechnologyservices
1,Previous Close,- -,lttechnologyservices
2,Volume,- -,lttechnologyservices
3,Value(lacs),- -,lttechnologyservices
0,High,- -,lttechnologyservices
1,Low,- -,lttechnologyservices
2,ATP,- -,lttechnologyservices
3,Spot,- -,lttechnologyservices
0,Open,477.0,lichousingfinance
1,Previous Close,477.3,lichousingfinance
2,Volume,3507248.0,lichousingfinance
3,Value (Lacs),16391.12,lichousingfinance
4,i  VWAP,468.67,lichousingfinance
5,Beta,,lichousingfinance
0,High,477.95,lichousingfinance
1,Low,461.3,lichousingfinance
2,UC Limit,525.0,lichousingfinance
3,LC Limit,429.6,lichousingfinance
4,52 Week High,481.0,lichousingfinance
5,52 Week Low,315.1,lichousingfinance
0,TTM EPS See historical trend,59.67  (+7.28% YoY),lichousingfinance
1,TTM PE See historical trend,7.83  (Average PE),lichousingfinance
2,P/B See historical trend,0.94 (Average P/B),lichousingfinance
3,Face Value,2.00,lichousingfinance
0,Mkt Cap (Rs. Cr.),25707,lichousingfinance
1,Dividend Yield,1.82,lichousingfinance
2,20D Avg Volume,3338335,lichousingfinance
3,20D Avg Delivery(%),--,lichousingfinance
4,Sector PE,20.70,lichousingfinance
5,Book Value Per Share,502.51,lichousingfinance
0,Open,- -,lichousingfinance
1,Previous Close,- -,lichousingfinance
2,Volume,- -,lichousingfinance
3,Value(lacs),- -,lichousingfinance
0,High,- -,lichousingfinance
1,Low,- -,lichousingfinance
2,ATP,- -,lichousingfinance
3,Spot,- -,lichousingfinance
0,Open,5181.0,ltimindtree
1,Previous Close,5212.75,ltimindtree
2,Volume,199894.0,ltimindtree
3,Value (Lacs),10366.9,ltimindtree
4,i  VWAP,5164.4,ltimindtree
5,Beta,,ltimindtree
0,High,5199.0,ltimindtree
1,Low,5126.65,ltimindtree
2,UC Limit,5734.0,ltimindtree
3,LC Limit,4691.5,ltimindtree
4,52 Week High,5593.4,ltimindtree
5,52 Week Low,4121.0,ltimindtree
0,TTM EPS See historical trend,150.52  (+8.22% YoY),ltimindtree
1,TTM PE See historical trend,34.46  (Average PE),ltimindtree
2,P/B See historical trend,9.25 (Average P/B),ltimindtree
3,Face Value,1.00,ltimindtree
0,Mkt Cap (Rs. Cr.),153467,ltimindtree
1,Dividend Yield,1.16,ltimindtree
2,20D Avg Volume,326207,ltimindtree
3,20D Avg Delivery(%),--,ltimindtree
4,Sector PE,31.14,ltimindtree
5,Book Value Per Share,560.71,ltimindtree
0,Open,- -,ltimindtree
1,Previous Close,- -,ltimindtree
2,Volume,- -,ltimindtree
3,Value(lacs),- -,ltimindtree
0,High,- -,ltimindtree
1,Low,- -,ltimindtree
2,ATP,- -,ltimindtree
3,Spot,- -,ltimindtree
0,Open,3064.1,larsentoubro
1,Previous Close,3073.25,larsentoubro
2,Volume,3100946.0,larsentoubro
3,Value (Lacs),93888.89,larsentoubro
4,i  VWAP,3022.81,larsentoubro
5,Beta,,larsentoubro
0,High,3064.1,larsentoubro
1,Low,2990.05,larsentoubro
2,UC Limit,3380.55,larsentoubro
3,LC Limit,2765.95,larsentoubro
4,52 Week High,3077.45,larsentoubro
5,52 Week Low,1835.3,larsentoubro
0,TTM EPS See historical trend,80.12  (+22.41% YoY),larsentoubro
1,TTM PE See historical trend,37.79  (High PE),larsentoubro
2,P/B See historical trend,5.06 (High P/B),larsentoubro
3,Face Value,2.00,larsentoubro
0,Mkt Cap (Rs. Cr.),425572,larsentoubro
1,Dividend Yield,0.79,larsentoubro
2,20D Avg Volume,2447296,larsentoubro
3,20D Avg Delivery(%),--,larsentoubro
4,Sector PE,55.03,larsentoubro
5,Book Value Per Share,598.72,larsentoubro
0,Open,- -,larsentoubro
1,Previous Close,- -,larsentoubro
2,Volume,- -,larsentoubro
3,Value(lacs),- -,larsentoubro
0,High,- -,larsentoubro
1,Low,- -,larsentoubro
2,ATP,- -,larsentoubro
3,Spot,- -,larsentoubro
0,Open,395.0,lauruslabs
1,Previous Close,397.45,lauruslabs
2,Volume,797891.0,lauruslabs
3,Value (Lacs),3121.35,lauruslabs
4,i  VWAP,390.88,lauruslabs
5,Beta,,lauruslabs
0,High,396.95,lauruslabs
1,Low,386.45,lauruslabs
2,UC Limit,437.15,lauruslabs
3,LC Limit,357.7,lauruslabs
4,52 Week High,533.5,lauruslabs
5,52 Week Low,278.85,lauruslabs
0,TTM EPS See historical trend,10.46  (-32.88% YoY),lauruslabs
1,TTM PE See historical trend,37.40  (High PE),lauruslabs
2,P/B See historical trend,5.24 (Average P/B),lauruslabs
3,Face Value,2.00,lauruslabs
0,Mkt Cap (Rs. Cr.),21072,lauruslabs
1,Dividend Yield,0.51,lauruslabs
2,20D Avg Volume,1854634,lauruslabs
3,20D Avg Delivery(%),--,lauruslabs
4,Sector PE,44.20,lauruslabs
5,Book Value Per Share,74.73,lauruslabs
0,Open,- -,lauruslabs
1,Previous Close,- -,lauruslabs
2,Volume,- -,lauruslabs
3,Value(lacs),- -,lauruslabs
0,High,- -,lauruslabs
1,Low,- -,lauruslabs
2,ATP,- -,lauruslabs
3,Spot,- -,lauruslabs
0,Open,1172.4,lupin
1,Previous Close,1174.2,lupin
2,Volume,669860.0,lupin
3,Value (Lacs),7713.44,lupin
4,i  VWAP,1155.1,lupin
5,Beta,,lupin
0,High,1172.75,lupin
1,Low,1142.05,lupin
2,UC Limit,1291.6,lupin
3,LC Limit,1056.8,lupin
4,52 Week High,1184.7,lupin
5,52 Week Low,628.0,lupin
0,TTM EPS See historical trend,21.34  (+144.93% YoY),lupin
1,TTM PE See historical trend,53.96  (High PE),lupin
2,P/B See historical trend,4.21 (High P/B),lupin
3,Face Value,2.00,lupin
0,Mkt Cap (Rs. Cr.),52419,lupin
1,Dividend Yield,0.35,lupin
2,20D Avg Volume,1042794,lupin
3,20D Avg Delivery(%),--,lupin
4,Sector PE,44.20,lupin
5,Book Value Per Share,273.81,lupin
0,Open,- -,lupin
1,Previous Close,- -,lupin
2,Volume,- -,lupin
3,Value(lacs),- -,lupin
0,High,- -,lupin
1,Low,- -,lupin
2,ATP,- -,lupin
3,Spot,- -,lupin
0,Open,108249.8,mrf
1,Previous Close,108294.45,mrf
2,Volume,3710.0,mrf
3,Value (Lacs),3966.04,mrf
4,i  VWAP,107290.02,mrf
5,Beta,,mrf
0,High,108249.8,mrf
1,Low,106441.1,mrf
2,UC Limit,119123.85,mrf
3,LC Limit,97465.0,mrf
4,52 Week High,112727.95,mrf
5,52 Week Low,80735.25,mrf
0,TTM EPS See historical trend,"2,909.85  (0.00% YoY)",mrf
1,TTM PE See historical trend,36.74  (Average PE),mrf
2,P/B See historical trend,3.09 (High P/B),mrf
3,Face Value,10.00,mrf
0,Mkt Cap (Rs. Cr.),45338,mrf
1,Dividend Yield,0.16,mrf
2,20D Avg Volume,5883,mrf
3,20D Avg Delivery(%),--,mrf
4,Sector PE,45.55,mrf
5,Book Value Per Share,34678.53,mrf
0,Open,- -,mrf
1,Previous Close,- -,mrf
2,Volume,- -,mrf
3,Value(lacs),- -,mrf
0,High,- -,mrf
1,Low,- -,mrf
2,ATP,- -,mrf
3,Spot,- -,mrf
0,Open,1103.05,mahanagargas
1,Previous Close,1109.1,mahanagargas
2,Volume,3410444.0,mahanagargas
3,Value (Lacs),38285.64,mahanagargas
4,i  VWAP,1132.16,mahanagargas
5,Beta,,mahanagargas
0,High,1149.0,mahanagargas
1,Low,1098.3,mahanagargas
2,UC Limit,1220.0,mahanagargas
3,LC Limit,998.2,mahanagargas
4,52 Week High,1149.0,mahanagargas
5,52 Week Low,771.4,mahanagargas
0,TTM EPS See historical trend,0.00  (+68.36% YoY),mahanagargas
1,TTM PE See historical trend,--  (Low PE),mahanagargas
2,P/B See historical trend,0.00 (Average P/B),mahanagargas
3,Face Value,10.00,mahanagargas
0,Mkt Cap (Rs. Cr.),11089,mahanagargas
1,Dividend Yield,2.32,mahanagargas
2,20D Avg Volume,635292,mahanagargas
3,20D Avg Delivery(%),--,mahanagargas
4,Sector PE,37.56,mahanagargas
