,0,1,2,3,4,5,6,Year,Stock
25,P/L After Tax from Ordinary Activities,5811.17,5086.50,3232.96,2857.02,2282.44,,2022,hindustanaeronauticsltd
26,Prior Year Adjustments,--,--,--,--,--,,2022,hindustanaeronauticsltd
27,Extra Ordinary Items,--,--,--,--,--,,2022,hindustanaeronauticsltd
28,Net Profit/(Loss) For the Period,5811.17,5086.50,3232.96,2857.02,2282.44,,2022,hindustanaeronauticsltd
29,Equity Share Capital,334.39,334.39,334.39,334.39,334.39,,2022,hindustanaeronauticsltd
30,Reserves Excluding Revaluation Reserves,23171.78,18929.61,15022.16,12855.54,11740.54,,2022,hindustanaeronauticsltd
31,Equity Dividend Rate (%),550.00,500.00,300.00,332.50,198.00,,2022,hindustanaeronauticsltd
32,EPS Before Extra Ordinary,,,,,,,2022,hindustanaeronauticsltd
33,Basic EPS,173.79,152.11,96.68,85.44,68.26,,2022,hindustanaeronauticsltd
34,Diluted EPS,173.79,152.11,96.68,85.44,68.26,,2022,hindustanaeronauticsltd
35,EPS After Extra Ordinary,,,,,,,2022,hindustanaeronauticsltd
36,Basic EPS.,173.79,152.11,96.68,85.44,68.26,,2022,hindustanaeronauticsltd
37,Diluted EPS.,173.79,152.11,96.68,85.44,68.26,,2022,hindustanaeronauticsltd
38,Public Share Holding,,,,,,,2022,hindustanaeronauticsltd
39,No Of Shares (Crores),--,--,--,--,--,,2022,hindustanaeronauticsltd
40,Share Holding (%),--,--,--,--,--,,2022,hindustanaeronauticsltd
41,Promoters and Promoter Group Shareholding,,,,,,,2022,hindustanaeronauticsltd
42,a) Pledged/Encumbered,,,,,,,2022,hindustanaeronauticsltd
43,- Number of shares (Crores),--,--,--,--,--,,2022,hindustanaeronauticsltd
44,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,,2022,hindustanaeronauticsltd
45,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,,2022,hindustanaeronauticsltd
46,b) Non-encumbered,,,,,,,2022,hindustanaeronauticsltd
47,- Number of shares (Crores).,--,--,--,--,--,,2022,hindustanaeronauticsltd
48,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,,2022,hindustanaeronauticsltd
49,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,,2022,hindustanaeronauticsltd
0,Yearly Results of Hindustan Aeronautics Ltd. (in Rs. Cr.),Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,,2023,hindustanaeronauticsltd
1,Net Sales/Income from operations,26927.85,24620.21,22754.58,21522.07,19894.12,,2023,hindustanaeronauticsltd
2,Other Operating Income,--,--,--,--,--,,2023,hindustanaeronauticsltd
3,Total Income From Operations,26927.85,24620.21,22754.58,21522.07,19894.12,,2023,hindustanaeronauticsltd
4,EXPENDITURE,,,,,,,2023,hindustanaeronauticsltd
5,Consumption of Raw Materials,10010.26,8755.25,7771.76,8173.34,7356.68,,2023,hindustanaeronauticsltd
6,Purchase of Traded Goods,799.15,656.68,821.16,587.15,307.49,,2023,hindustanaeronauticsltd
7,Increase/Decrease in Stocks,-691.45,592.29,2458.27,711.41,1167.40,,2023,hindustanaeronauticsltd
8,Power & Fuel,--,--,--,--,--,,2023,hindustanaeronauticsltd
9,Employees Cost,4895.89,4589.83,4291.02,4763.97,4295.17,,2023,hindustanaeronauticsltd
10,Depreciation,1783.91,1109.87,1177.58,997.62,1028.49,,2023,hindustanaeronauticsltd
11,Excise Duty,--,--,--,--,--,,2023,hindustanaeronauticsltd
12,Admin. And Selling Expenses,--,--,--,--,--,,2023,hindustanaeronauticsltd
13,R & D Expenses,--,--,--,--,--,,2023,hindustanaeronauticsltd
14,Provisions And Contingencies,3742.64,3739.18,1462.08,1470.40,1300.01,,2023,hindustanaeronauticsltd
15,Exp. Capitalised,-1163.02,-834.16,-933.94,179.21,302.58,,2023,hindustanaeronauticsltd
16,Other Expenses,2671.42,1708.32,1537.34,742.24,715.17,,2023,hindustanaeronauticsltd
17,"P/L Before Other Inc. , Int., Excpt. Items & Tax",4879.05,4302.95,4169.31,3896.73,3421.13,,2023,hindustanaeronauticsltd
18,Other Income,1671.80,986.34,358.67,293.32,376.11,,2023,hindustanaeronauticsltd
19,"P/L Before Int., Excpt. Items & Tax",6550.85,5289.29,4527.98,4190.05,3797.24,,2023,hindustanaeronauticsltd
20,Interest,57.91,58.14,259.11,348.40,169.60,,2023,hindustanaeronauticsltd
21,P/L Before Exceptional Items & Tax,6492.94,5231.15,4268.87,3841.65,3627.64,,2023,hindustanaeronauticsltd
22,Exceptional Items,--,--,2.02,118.92,--,,2023,hindustanaeronauticsltd
23,P/L Before Tax,6492.94,5231.15,4270.89,3960.57,3627.64,,2023,hindustanaeronauticsltd
24,Tax,681.77,144.65,1037.93,1103.55,1345.20,,2023,hindustanaeronauticsltd
25,P/L After Tax from Ordinary Activities,5811.17,5086.50,3232.96,2857.02,2282.44,,2023,hindustanaeronauticsltd
26,Prior Year Adjustments,--,--,--,--,--,,2023,hindustanaeronauticsltd
27,Extra Ordinary Items,--,--,--,--,--,,2023,hindustanaeronauticsltd
28,Net Profit/(Loss) For the Period,5811.17,5086.50,3232.96,2857.02,2282.44,,2023,hindustanaeronauticsltd
29,Equity Share Capital,334.39,334.39,334.39,334.39,334.39,,2023,hindustanaeronauticsltd
30,Reserves Excluding Revaluation Reserves,23171.78,18929.61,15022.16,12855.54,11740.54,,2023,hindustanaeronauticsltd
31,Equity Dividend Rate (%),550.00,500.00,300.00,332.50,198.00,,2023,hindustanaeronauticsltd
32,EPS Before Extra Ordinary,,,,,,,2023,hindustanaeronauticsltd
33,Basic EPS,173.79,152.11,96.68,85.44,68.26,,2023,hindustanaeronauticsltd
34,Diluted EPS,173.79,152.11,96.68,85.44,68.26,,2023,hindustanaeronauticsltd
35,EPS After Extra Ordinary,,,,,,,2023,hindustanaeronauticsltd
36,Basic EPS.,173.79,152.11,96.68,85.44,68.26,,2023,hindustanaeronauticsltd
37,Diluted EPS.,173.79,152.11,96.68,85.44,68.26,,2023,hindustanaeronauticsltd
38,Public Share Holding,,,,,,,2023,hindustanaeronauticsltd
39,No Of Shares (Crores),--,--,--,--,--,,2023,hindustanaeronauticsltd
40,Share Holding (%),--,--,--,--,--,,2023,hindustanaeronauticsltd
41,Promoters and Promoter Group Shareholding,,,,,,,2023,hindustanaeronauticsltd
42,a) Pledged/Encumbered,,,,,,,2023,hindustanaeronauticsltd
43,- Number of shares (Crores),--,--,--,--,--,,2023,hindustanaeronauticsltd
44,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,,2023,hindustanaeronauticsltd
45,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,,2023,hindustanaeronauticsltd
46,b) Non-encumbered,,,,,,,2023,hindustanaeronauticsltd
47,- Number of shares (Crores).,--,--,--,--,--,,2023,hindustanaeronauticsltd
48,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,,2023,hindustanaeronauticsltd
49,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,,2023,hindustanaeronauticsltd
0,Yearly Results of Havells India (in Rs. Cr.),Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,,2018,havellsindia
1,Net Sales/Income from operations,16868.38,13888.53,10427.92,9429.20,10057.62,,2018,havellsindia
2,Other Operating Income,--,--,--,--,--,,2018,havellsindia
3,Total Income From Operations,16868.38,13888.53,10427.92,9429.20,10057.62,,2018,havellsindia
4,EXPENDITURE,,,,,,,2018,havellsindia
5,Consumption of Raw Materials,9317.92,7772.06,5390.51,4389.58,4513.04,,2018,havellsindia
6,Purchase of Traded Goods,2994.58,1831.48,1615.46,1272.82,2013.67,,2018,havellsindia
7,Increase/Decrease in Stocks,-641.20,-219.48,-531.07,172.74,-248.16,,2018,havellsindia
8,Power & Fuel,--,--,--,--,--,,2018,havellsindia
9,Employees Cost,1261.66,1014.65,885.33,899.58,832.42,,2018,havellsindia
10,Depreciation,296.11,260.83,248.86,217.91,148.57,,2018,havellsindia
11,Excise Duty,--,--,--,--,--,,2018,havellsindia
12,Admin. And Selling Expenses,437.40,246.82,132.55,320.94,384.24,,2018,havellsindia
13,R & D Expenses,--,--,--,--,--,,2018,havellsindia
14,Provisions And Contingencies,--,--,--,--,--,,2018,havellsindia
15,Exp. Capitalised,--,--,--,--,--,,2018,havellsindia
16,Other Expenses,1895.06,1485.39,1369.88,1346.16,1370.22,,2018,havellsindia
17,"P/L Before Other Inc. , Int., Excpt. Items & Tax",1306.85,1496.78,1316.40,809.47,1043.62,,2018,havellsindia
18,Other Income,177.02,160.42,187.82,111.98,127.55,,2018,havellsindia
19,"P/L Before Int., Excpt. Items & Tax",1483.87,1657.20,1504.22,921.45,1171.17,,2018,havellsindia
20,Interest,33.62,53.41,72.64,19.72,15.91,,2018,havellsindia
21,P/L Before Exceptional Items & Tax,1450.25,1603.79,1431.58,901.73,1155.26,,2018,havellsindia
22,Exceptional Items,--,--,--,--,--,,2018,havellsindia
23,P/L Before Tax,1450.25,1603.79,1431.58,901.73,1155.26,,2018,havellsindia
24,Tax,375.30,409.06,391.94,168.70,363.74,,2018,havellsindia
25,P/L After Tax from Ordinary Activities,1074.95,1194.73,1039.64,733.03,791.52,,2018,havellsindia
26,Prior Year Adjustments,--,--,--,--,--,,2018,havellsindia
27,Extra Ordinary Items,--,--,--,--,--,,2018,havellsindia
28,Net Profit/(Loss) For the Period,1074.95,1194.73,1039.64,733.03,791.52,,2018,havellsindia
29,Equity Share Capital,62.65,62.63,62.60,62.58,62.55,,2018,havellsindia
30,Reserves Excluding Revaluation Reserves,6549.53,5925.48,5101.21,4241.59,4179.71,,2018,havellsindia
31,Equity Dividend Rate (%),750.00,750.00,650.00,400.00,450.00,,2018,havellsindia
32,EPS Before Extra Ordinary,,,,,,,2018,havellsindia
33,Basic EPS,17.16,19.08,16.61,11.71,12.66,,2018,havellsindia
34,Diluted EPS,17.16,19.08,16.61,11.71,12.66,,2018,havellsindia
35,EPS After Extra Ordinary,,,,,,,2018,havellsindia
36,Basic EPS.,17.16,19.08,16.61,11.71,12.66,,2018,havellsindia
37,Diluted EPS.,17.16,19.08,16.61,11.71,12.66,,2018,havellsindia
38,Public Share Holding,,,,,,,2018,havellsindia
39,No Of Shares (Crores),--,--,--,--,--,,2018,havellsindia
40,Share Holding (%),--,--,--,--,--,,2018,havellsindia
41,Promoters and Promoter Group Shareholding,,,,,,,2018,havellsindia
42,a) Pledged/Encumbered,,,,,,,2018,havellsindia
43,- Number of shares (Crores),--,--,--,--,--,,2018,havellsindia
44,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,,2018,havellsindia
45,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,,2018,havellsindia
46,b) Non-encumbered,,,,,,,2018,havellsindia
47,- Number of shares (Crores).,--,--,--,--,--,,2018,havellsindia
48,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,,2018,havellsindia
49,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,,2018,havellsindia
0,Yearly Results of Havells India (in Rs. Cr.),Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,,2019,havellsindia
1,Net Sales/Income from operations,16868.38,13888.53,10427.92,9429.20,10057.62,,2019,havellsindia
2,Other Operating Income,--,--,--,--,--,,2019,havellsindia
3,Total Income From Operations,16868.38,13888.53,10427.92,9429.20,10057.62,,2019,havellsindia
4,EXPENDITURE,,,,,,,2019,havellsindia
5,Consumption of Raw Materials,9317.92,7772.06,5390.51,4389.58,4513.04,,2019,havellsindia
6,Purchase of Traded Goods,2994.58,1831.48,1615.46,1272.82,2013.67,,2019,havellsindia
7,Increase/Decrease in Stocks,-641.20,-219.48,-531.07,172.74,-248.16,,2019,havellsindia
8,Power & Fuel,--,--,--,--,--,,2019,havellsindia
9,Employees Cost,1261.66,1014.65,885.33,899.58,832.42,,2019,havellsindia
10,Depreciation,296.11,260.83,248.86,217.91,148.57,,2019,havellsindia
11,Excise Duty,--,--,--,--,--,,2019,havellsindia
12,Admin. And Selling Expenses,437.40,246.82,132.55,320.94,384.24,,2019,havellsindia
13,R & D Expenses,--,--,--,--,--,,2019,havellsindia
14,Provisions And Contingencies,--,--,--,--,--,,2019,havellsindia
15,Exp. Capitalised,--,--,--,--,--,,2019,havellsindia
16,Other Expenses,1895.06,1485.39,1369.88,1346.16,1370.22,,2019,havellsindia
17,"P/L Before Other Inc. , Int., Excpt. Items & Tax",1306.85,1496.78,1316.40,809.47,1043.62,,2019,havellsindia
18,Other Income,177.02,160.42,187.82,111.98,127.55,,2019,havellsindia
19,"P/L Before Int., Excpt. Items & Tax",1483.87,1657.20,1504.22,921.45,1171.17,,2019,havellsindia
20,Interest,33.62,53.41,72.64,19.72,15.91,,2019,havellsindia
21,P/L Before Exceptional Items & Tax,1450.25,1603.79,1431.58,901.73,1155.26,,2019,havellsindia
22,Exceptional Items,--,--,--,--,--,,2019,havellsindia
23,P/L Before Tax,1450.25,1603.79,1431.58,901.73,1155.26,,2019,havellsindia
24,Tax,375.30,409.06,391.94,168.70,363.74,,2019,havellsindia
25,P/L After Tax from Ordinary Activities,1074.95,1194.73,1039.64,733.03,791.52,,2019,havellsindia
26,Prior Year Adjustments,--,--,--,--,--,,2019,havellsindia
27,Extra Ordinary Items,--,--,--,--,--,,2019,havellsindia
28,Net Profit/(Loss) For the Period,1074.95,1194.73,1039.64,733.03,791.52,,2019,havellsindia
29,Equity Share Capital,62.65,62.63,62.60,62.58,62.55,,2019,havellsindia
30,Reserves Excluding Revaluation Reserves,6549.53,5925.48,5101.21,4241.59,4179.71,,2019,havellsindia
31,Equity Dividend Rate (%),750.00,750.00,650.00,400.00,450.00,,2019,havellsindia
32,EPS Before Extra Ordinary,,,,,,,2019,havellsindia
33,Basic EPS,17.16,19.08,16.61,11.71,12.66,,2019,havellsindia
34,Diluted EPS,17.16,19.08,16.61,11.71,12.66,,2019,havellsindia
35,EPS After Extra Ordinary,,,,,,,2019,havellsindia
36,Basic EPS.,17.16,19.08,16.61,11.71,12.66,,2019,havellsindia
37,Diluted EPS.,17.16,19.08,16.61,11.71,12.66,,2019,havellsindia
38,Public Share Holding,,,,,,,2019,havellsindia
39,No Of Shares (Crores),--,--,--,--,--,,2019,havellsindia
40,Share Holding (%),--,--,--,--,--,,2019,havellsindia
41,Promoters and Promoter Group Shareholding,,,,,,,2019,havellsindia
42,a) Pledged/Encumbered,,,,,,,2019,havellsindia
43,- Number of shares (Crores),--,--,--,--,--,,2019,havellsindia
44,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,,2019,havellsindia
45,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,,2019,havellsindia
46,b) Non-encumbered,,,,,,,2019,havellsindia
47,- Number of shares (Crores).,--,--,--,--,--,,2019,havellsindia
48,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,,2019,havellsindia
49,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,,2019,havellsindia
0,Yearly Results of Havells India (in Rs. Cr.),Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,,2020,havellsindia
1,Net Sales/Income from operations,16868.38,13888.53,10427.92,9429.20,10057.62,,2020,havellsindia
2,Other Operating Income,--,--,--,--,--,,2020,havellsindia
3,Total Income From Operations,16868.38,13888.53,10427.92,9429.20,10057.62,,2020,havellsindia
4,EXPENDITURE,,,,,,,2020,havellsindia
5,Consumption of Raw Materials,9317.92,7772.06,5390.51,4389.58,4513.04,,2020,havellsindia
6,Purchase of Traded Goods,2994.58,1831.48,1615.46,1272.82,2013.67,,2020,havellsindia
7,Increase/Decrease in Stocks,-641.20,-219.48,-531.07,172.74,-248.16,,2020,havellsindia
8,Power & Fuel,--,--,--,--,--,,2020,havellsindia
9,Employees Cost,1261.66,1014.65,885.33,899.58,832.42,,2020,havellsindia
10,Depreciation,296.11,260.83,248.86,217.91,148.57,,2020,havellsindia
11,Excise Duty,--,--,--,--,--,,2020,havellsindia
12,Admin. And Selling Expenses,437.40,246.82,132.55,320.94,384.24,,2020,havellsindia
13,R & D Expenses,--,--,--,--,--,,2020,havellsindia
14,Provisions And Contingencies,--,--,--,--,--,,2020,havellsindia
15,Exp. Capitalised,--,--,--,--,--,,2020,havellsindia
16,Other Expenses,1895.06,1485.39,1369.88,1346.16,1370.22,,2020,havellsindia
17,"P/L Before Other Inc. , Int., Excpt. Items & Tax",1306.85,1496.78,1316.40,809.47,1043.62,,2020,havellsindia
18,Other Income,177.02,160.42,187.82,111.98,127.55,,2020,havellsindia
19,"P/L Before Int., Excpt. Items & Tax",1483.87,1657.20,1504.22,921.45,1171.17,,2020,havellsindia
20,Interest,33.62,53.41,72.64,19.72,15.91,,2020,havellsindia
21,P/L Before Exceptional Items & Tax,1450.25,1603.79,1431.58,901.73,1155.26,,2020,havellsindia
22,Exceptional Items,--,--,--,--,--,,2020,havellsindia
23,P/L Before Tax,1450.25,1603.79,1431.58,901.73,1155.26,,2020,havellsindia
24,Tax,375.30,409.06,391.94,168.70,363.74,,2020,havellsindia
25,P/L After Tax from Ordinary Activities,1074.95,1194.73,1039.64,733.03,791.52,,2020,havellsindia
26,Prior Year Adjustments,--,--,--,--,--,,2020,havellsindia
27,Extra Ordinary Items,--,--,--,--,--,,2020,havellsindia
28,Net Profit/(Loss) For the Period,1074.95,1194.73,1039.64,733.03,791.52,,2020,havellsindia
29,Equity Share Capital,62.65,62.63,62.60,62.58,62.55,,2020,havellsindia
30,Reserves Excluding Revaluation Reserves,6549.53,5925.48,5101.21,4241.59,4179.71,,2020,havellsindia
31,Equity Dividend Rate (%),750.00,750.00,650.00,400.00,450.00,,2020,havellsindia
32,EPS Before Extra Ordinary,,,,,,,2020,havellsindia
33,Basic EPS,17.16,19.08,16.61,11.71,12.66,,2020,havellsindia
34,Diluted EPS,17.16,19.08,16.61,11.71,12.66,,2020,havellsindia
35,EPS After Extra Ordinary,,,,,,,2020,havellsindia
36,Basic EPS.,17.16,19.08,16.61,11.71,12.66,,2020,havellsindia
37,Diluted EPS.,17.16,19.08,16.61,11.71,12.66,,2020,havellsindia
38,Public Share Holding,,,,,,,2020,havellsindia
39,No Of Shares (Crores),--,--,--,--,--,,2020,havellsindia
40,Share Holding (%),--,--,--,--,--,,2020,havellsindia
41,Promoters and Promoter Group Shareholding,,,,,,,2020,havellsindia
42,a) Pledged/Encumbered,,,,,,,2020,havellsindia
43,- Number of shares (Crores),--,--,--,--,--,,2020,havellsindia
44,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,,2020,havellsindia
45,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,,2020,havellsindia
46,b) Non-encumbered,,,,,,,2020,havellsindia
47,- Number of shares (Crores).,--,--,--,--,--,,2020,havellsindia
48,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,,2020,havellsindia
49,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,,2020,havellsindia
0,Yearly Results of Havells India (in Rs. Cr.),Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,,2021,havellsindia
1,Net Sales/Income from operations,16868.38,13888.53,10427.92,9429.20,10057.62,,2021,havellsindia
2,Other Operating Income,--,--,--,--,--,,2021,havellsindia
3,Total Income From Operations,16868.38,13888.53,10427.92,9429.20,10057.62,,2021,havellsindia
4,EXPENDITURE,,,,,,,2021,havellsindia
5,Consumption of Raw Materials,9317.92,7772.06,5390.51,4389.58,4513.04,,2021,havellsindia
6,Purchase of Traded Goods,2994.58,1831.48,1615.46,1272.82,2013.67,,2021,havellsindia
7,Increase/Decrease in Stocks,-641.20,-219.48,-531.07,172.74,-248.16,,2021,havellsindia
8,Power & Fuel,--,--,--,--,--,,2021,havellsindia
9,Employees Cost,1261.66,1014.65,885.33,899.58,832.42,,2021,havellsindia
10,Depreciation,296.11,260.83,248.86,217.91,148.57,,2021,havellsindia
11,Excise Duty,--,--,--,--,--,,2021,havellsindia
12,Admin. And Selling Expenses,437.40,246.82,132.55,320.94,384.24,,2021,havellsindia
13,R & D Expenses,--,--,--,--,--,,2021,havellsindia
14,Provisions And Contingencies,--,--,--,--,--,,2021,havellsindia
15,Exp. Capitalised,--,--,--,--,--,,2021,havellsindia
16,Other Expenses,1895.06,1485.39,1369.88,1346.16,1370.22,,2021,havellsindia
17,"P/L Before Other Inc. , Int., Excpt. Items & Tax",1306.85,1496.78,1316.40,809.47,1043.62,,2021,havellsindia
18,Other Income,177.02,160.42,187.82,111.98,127.55,,2021,havellsindia
19,"P/L Before Int., Excpt. Items & Tax",1483.87,1657.20,1504.22,921.45,1171.17,,2021,havellsindia
20,Interest,33.62,53.41,72.64,19.72,15.91,,2021,havellsindia
21,P/L Before Exceptional Items & Tax,1450.25,1603.79,1431.58,901.73,1155.26,,2021,havellsindia
22,Exceptional Items,--,--,--,--,--,,2021,havellsindia
23,P/L Before Tax,1450.25,1603.79,1431.58,901.73,1155.26,,2021,havellsindia
24,Tax,375.30,409.06,391.94,168.70,363.74,,2021,havellsindia
25,P/L After Tax from Ordinary Activities,1074.95,1194.73,1039.64,733.03,791.52,,2021,havellsindia
26,Prior Year Adjustments,--,--,--,--,--,,2021,havellsindia
27,Extra Ordinary Items,--,--,--,--,--,,2021,havellsindia
28,Net Profit/(Loss) For the Period,1074.95,1194.73,1039.64,733.03,791.52,,2021,havellsindia
29,Equity Share Capital,62.65,62.63,62.60,62.58,62.55,,2021,havellsindia
30,Reserves Excluding Revaluation Reserves,6549.53,5925.48,5101.21,4241.59,4179.71,,2021,havellsindia
31,Equity Dividend Rate (%),750.00,750.00,650.00,400.00,450.00,,2021,havellsindia
32,EPS Before Extra Ordinary,,,,,,,2021,havellsindia
33,Basic EPS,17.16,19.08,16.61,11.71,12.66,,2021,havellsindia
34,Diluted EPS,17.16,19.08,16.61,11.71,12.66,,2021,havellsindia
35,EPS After Extra Ordinary,,,,,,,2021,havellsindia
36,Basic EPS.,17.16,19.08,16.61,11.71,12.66,,2021,havellsindia
37,Diluted EPS.,17.16,19.08,16.61,11.71,12.66,,2021,havellsindia
38,Public Share Holding,,,,,,,2021,havellsindia
39,No Of Shares (Crores),--,--,--,--,--,,2021,havellsindia
40,Share Holding (%),--,--,--,--,--,,2021,havellsindia
41,Promoters and Promoter Group Shareholding,,,,,,,2021,havellsindia
42,a) Pledged/Encumbered,,,,,,,2021,havellsindia
43,- Number of shares (Crores),--,--,--,--,--,,2021,havellsindia
44,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,,2021,havellsindia
45,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,,2021,havellsindia
46,b) Non-encumbered,,,,,,,2021,havellsindia
47,- Number of shares (Crores).,--,--,--,--,--,,2021,havellsindia
48,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,,2021,havellsindia
49,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,,2021,havellsindia
0,Yearly Results of Havells India (in Rs. Cr.),Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,,2022,havellsindia
1,Net Sales/Income from operations,16868.38,13888.53,10427.92,9429.20,10057.62,,2022,havellsindia
2,Other Operating Income,--,--,--,--,--,,2022,havellsindia
3,Total Income From Operations,16868.38,13888.53,10427.92,9429.20,10057.62,,2022,havellsindia
4,EXPENDITURE,,,,,,,2022,havellsindia
5,Consumption of Raw Materials,9317.92,7772.06,5390.51,4389.58,4513.04,,2022,havellsindia
6,Purchase of Traded Goods,2994.58,1831.48,1615.46,1272.82,2013.67,,2022,havellsindia
7,Increase/Decrease in Stocks,-641.20,-219.48,-531.07,172.74,-248.16,,2022,havellsindia
8,Power & Fuel,--,--,--,--,--,,2022,havellsindia
9,Employees Cost,1261.66,1014.65,885.33,899.58,832.42,,2022,havellsindia
10,Depreciation,296.11,260.83,248.86,217.91,148.57,,2022,havellsindia
11,Excise Duty,--,--,--,--,--,,2022,havellsindia
12,Admin. And Selling Expenses,437.40,246.82,132.55,320.94,384.24,,2022,havellsindia
13,R & D Expenses,--,--,--,--,--,,2022,havellsindia
14,Provisions And Contingencies,--,--,--,--,--,,2022,havellsindia
15,Exp. Capitalised,--,--,--,--,--,,2022,havellsindia
16,Other Expenses,1895.06,1485.39,1369.88,1346.16,1370.22,,2022,havellsindia
17,"P/L Before Other Inc. , Int., Excpt. Items & Tax",1306.85,1496.78,1316.40,809.47,1043.62,,2022,havellsindia
18,Other Income,177.02,160.42,187.82,111.98,127.55,,2022,havellsindia
19,"P/L Before Int., Excpt. Items & Tax",1483.87,1657.20,1504.22,921.45,1171.17,,2022,havellsindia
20,Interest,33.62,53.41,72.64,19.72,15.91,,2022,havellsindia
21,P/L Before Exceptional Items & Tax,1450.25,1603.79,1431.58,901.73,1155.26,,2022,havellsindia
22,Exceptional Items,--,--,--,--,--,,2022,havellsindia
23,P/L Before Tax,1450.25,1603.79,1431.58,901.73,1155.26,,2022,havellsindia
24,Tax,375.30,409.06,391.94,168.70,363.74,,2022,havellsindia
25,P/L After Tax from Ordinary Activities,1074.95,1194.73,1039.64,733.03,791.52,,2022,havellsindia
26,Prior Year Adjustments,--,--,--,--,--,,2022,havellsindia
27,Extra Ordinary Items,--,--,--,--,--,,2022,havellsindia
28,Net Profit/(Loss) For the Period,1074.95,1194.73,1039.64,733.03,791.52,,2022,havellsindia
29,Equity Share Capital,62.65,62.63,62.60,62.58,62.55,,2022,havellsindia
30,Reserves Excluding Revaluation Reserves,6549.53,5925.48,5101.21,4241.59,4179.71,,2022,havellsindia
31,Equity Dividend Rate (%),750.00,750.00,650.00,400.00,450.00,,2022,havellsindia
32,EPS Before Extra Ordinary,,,,,,,2022,havellsindia
33,Basic EPS,17.16,19.08,16.61,11.71,12.66,,2022,havellsindia
34,Diluted EPS,17.16,19.08,16.61,11.71,12.66,,2022,havellsindia
35,EPS After Extra Ordinary,,,,,,,2022,havellsindia
36,Basic EPS.,17.16,19.08,16.61,11.71,12.66,,2022,havellsindia
37,Diluted EPS.,17.16,19.08,16.61,11.71,12.66,,2022,havellsindia
38,Public Share Holding,,,,,,,2022,havellsindia
39,No Of Shares (Crores),--,--,--,--,--,,2022,havellsindia
40,Share Holding (%),--,--,--,--,--,,2022,havellsindia
41,Promoters and Promoter Group Shareholding,,,,,,,2022,havellsindia
42,a) Pledged/Encumbered,,,,,,,2022,havellsindia
43,- Number of shares (Crores),--,--,--,--,--,,2022,havellsindia
44,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,,2022,havellsindia
45,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,,2022,havellsindia
46,b) Non-encumbered,,,,,,,2022,havellsindia
47,- Number of shares (Crores).,--,--,--,--,--,,2022,havellsindia
48,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,,2022,havellsindia
49,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,,2022,havellsindia
0,Yearly Results of Havells India (in Rs. Cr.),Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,,2023,havellsindia
1,Net Sales/Income from operations,16868.38,13888.53,10427.92,9429.20,10057.62,,2023,havellsindia
2,Other Operating Income,--,--,--,--,--,,2023,havellsindia
3,Total Income From Operations,16868.38,13888.53,10427.92,9429.20,10057.62,,2023,havellsindia
4,EXPENDITURE,,,,,,,2023,havellsindia
5,Consumption of Raw Materials,9317.92,7772.06,5390.51,4389.58,4513.04,,2023,havellsindia
6,Purchase of Traded Goods,2994.58,1831.48,1615.46,1272.82,2013.67,,2023,havellsindia
