,0,1,2,3,4,5,6,Stock
5,Total Share Capital,30.58,30.55,30.32,28.88,28.59,,indiamartintermesh
6,Reserves and Surplus,2027.91,1843.50,1580.57,246.18,131.30,,indiamartintermesh
7,Total Reserves and Surplus,2027.91,1843.50,1580.57,246.18,131.30,,indiamartintermesh
8,Total Shareholders Funds,2058.49,1874.05,1610.88,275.06,159.89,,indiamartintermesh
9,Minority Interest,0.00,0.00,0.00,0.00,0.00,,indiamartintermesh
10,NON-CURRENT LIABILITIES,,,,,,,indiamartintermesh
11,Long Term Borrowings,0.00,0.00,0.00,0.00,0.00,,indiamartintermesh
12,Deferred Tax Liabilities [Net],20.29,15.64,20.72,0.00,0.00,,indiamartintermesh
13,Other Long Term Liabilities,490.15,377.86,311.04,330.97,230.08,,indiamartintermesh
14,Long Term Provisions,19.64,23.06,27.54,26.54,9.60,,indiamartintermesh
15,Total Non-Current Liabilities,530.08,416.56,359.30,357.51,239.68,,indiamartintermesh
16,CURRENT LIABILITIES,,,,,,,indiamartintermesh
17,Short Term Borrowings,0.00,0.00,0.00,0.00,0.00,,indiamartintermesh
18,Trade Payables,27.22,18.36,15.43,17.94,12.93,,indiamartintermesh
19,Other Current Liabilities,821.14,634.85,521.01,468.37,401.39,,indiamartintermesh
20,Short Term Provisions,7.70,5.03,4.84,4.05,6.87,,indiamartintermesh
21,Total Current Liabilities,856.06,658.24,541.28,490.36,421.19,,indiamartintermesh
22,Total Capital And Liabilities,3444.63,2948.85,2511.46,1122.93,820.76,,indiamartintermesh
23,ASSETS,,,,,,,indiamartintermesh
24,NON-CURRENT ASSETS,,,,,,,indiamartintermesh
25,Tangible Assets,54.09,55.91,64.80,85.15,8.48,,indiamartintermesh
26,Intangible Assets,44.74,0.16,0.27,0.48,0.58,,indiamartintermesh
27,Capital Work-In-Progress,0.18,0.18,0.18,0.18,0.18,,indiamartintermesh
28,Fixed Assets,99.01,56.24,65.24,85.81,9.24,,indiamartintermesh
29,Non-Current Investments,511.70,420.93,36.99,29.56,0.00,,indiamartintermesh
30,Deferred Tax Assets [Net],2.18,0.00,0.00,24.57,85.81,,indiamartintermesh
31,Long Term Loans And Advances,0.08,0.08,0.24,0.07,0.12,,indiamartintermesh
32,Other Non-Current Assets,14.02,31.41,24.28,62.97,4.29,,indiamartintermesh
33,Total Non-Current Assets,1081.26,508.67,126.75,202.98,99.46,,indiamartintermesh
34,CURRENT ASSETS,,,,,,,indiamartintermesh
35,Current Investments,2271.83,2300.77,2217.44,871.88,607.45,,indiamartintermesh
36,Inventories,0.00,0.00,0.00,0.00,0.00,,indiamartintermesh
37,Trade Receivables,7.06,1.33,1.25,1.68,0.57,,indiamartintermesh
38,Cash And Cash Equivalents,58.28,76.82,77.73,23.86,77.74,,indiamartintermesh
39,Short Term Loans And Advances,5.65,44.84,70.93,1.30,1.68,,indiamartintermesh
40,OtherCurrentAssets,20.56,16.43,17.37,21.23,33.86,,indiamartintermesh
41,Total Current Assets,2363.37,2440.18,2384.71,919.95,721.29,,indiamartintermesh
42,Total Assets,3444.63,2948.85,2511.46,1122.93,820.76,,indiamartintermesh
43,OTHER ADDITIONAL INFORMATION,,,,,,,indiamartintermesh
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,,indiamartintermesh
45,Contingent Liabilities,31.81,30.27,1300030.27,30.30,6.20,,indiamartintermesh
46,BONUS DETAILS,,,,,,,indiamartintermesh
47,Bonus Equity Share Capital,9.98,9.98,9.98,9.98,9.98,,indiamartintermesh
48,NON-CURRENT INVESTMENTS,,,,,,,indiamartintermesh
49,Non-Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,indiamartintermesh
50,Non-Current Investments Unquoted Book Value,236.55,171.91,0.00,0.00,0.00,,indiamartintermesh
51,CURRENT INVESTMENTS,,,,,,,indiamartintermesh
52,Current Investments Quoted Market Value,2271.83,2300.77,2217.44,871.88,607.45,,indiamartintermesh
53,Current Investments Unquoted Book Value,0.00,0.00,0.00,0.00,0.00,,indiamartintermesh
0,Balance Sheet of Indian Energy Exchange (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,indianenergyexchange
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,indianenergyexchange
2,EQUITIES AND LIABILITIES,,,,,,,indianenergyexchange
3,SHAREHOLDER'S FUNDS,,,,,,,indianenergyexchange
4,Equity Share Capital,89.09,89.78,29.85,29.83,30.19,,indianenergyexchange
5,Total Share Capital,89.09,89.78,29.85,29.83,30.19,,indianenergyexchange
6,Reserves and Surplus,710.01,612.18,495.07,357.21,339.63,,indianenergyexchange
7,Total Reserves and Surplus,710.01,612.18,495.07,357.21,339.63,,indianenergyexchange
8,Total Shareholders Funds,799.10,703.41,526.11,387.95,370.27,,indianenergyexchange
9,Minority Interest,0.00,0.00,29.69,0.00,0.00,,indianenergyexchange
10,NON-CURRENT LIABILITIES,,,,,,,indianenergyexchange
11,Long Term Borrowings,0.00,0.00,0.00,0.00,0.00,,indianenergyexchange
12,Deferred Tax Liabilities [Net],22.01,22.25,26.98,24.43,24.41,,indianenergyexchange
13,Other Long Term Liabilities,13.15,9.04,12.63,13.79,1.89,,indianenergyexchange
14,Long Term Provisions,8.71,7.79,7.50,5.71,3.65,,indianenergyexchange
15,Total Non-Current Liabilities,43.87,39.08,47.11,43.93,29.95,,indianenergyexchange
16,CURRENT LIABILITIES,,,,,,,indianenergyexchange
17,Short Term Borrowings,0.00,0.00,0.00,0.00,0.00,,indianenergyexchange
18,Trade Payables,402.42,635.17,165.90,76.57,133.83,,indianenergyexchange
19,Other Current Liabilities,207.79,318.08,216.24,158.72,171.16,,indianenergyexchange
20,Short Term Provisions,0.23,0.46,0.11,0.09,0.36,,indianenergyexchange
21,Total Current Liabilities,610.44,953.70,382.25,235.38,305.34,,indianenergyexchange
22,Total Capital And Liabilities,1453.41,1696.19,985.16,667.26,705.56,,indianenergyexchange
23,ASSETS,,,,,,,indianenergyexchange
24,NON-CURRENT ASSETS,,,,,,,indianenergyexchange
25,Tangible Assets,22.72,20.24,24.67,21.80,7.16,,indianenergyexchange
26,Intangible Assets,87.48,89.63,96.80,97.18,104.21,,indianenergyexchange
27,Capital Work-In-Progress,2.47,0.00,0.17,0.03,0.35,,indianenergyexchange
28,Fixed Assets,113.99,114.75,128.11,122.81,112.62,,indianenergyexchange
29,Non-Current Investments,529.36,106.09,112.16,196.75,202.22,,indianenergyexchange
30,Deferred Tax Assets [Net],0.02,0.00,3.40,0.00,0.00,,indianenergyexchange
31,Long Term Loans And Advances,0.00,0.00,1.19,0.46,1.71,,indianenergyexchange
32,Other Non-Current Assets,38.37,2.11,3.40,2.63,1.63,,indianenergyexchange
33,Total Non-Current Assets,681.74,222.95,248.27,322.65,318.18,,indianenergyexchange
34,CURRENT ASSETS,,,,,,,indianenergyexchange
35,Current Investments,689.49,1142.03,600.65,311.82,272.44,,indianenergyexchange
36,Inventories,0.00,0.00,0.00,0.00,0.00,,indianenergyexchange
37,Trade Receivables,7.03,87.37,3.20,0.19,45.89,,indianenergyexchange
38,Cash And Cash Equivalents,64.61,232.64,103.87,27.64,67.62,,indianenergyexchange
39,Short Term Loans And Advances,0.00,0.00,1.84,2.08,0.03,,indianenergyexchange
40,OtherCurrentAssets,10.53,11.21,27.33,2.88,1.42,,indianenergyexchange
41,Total Current Assets,771.67,1473.24,736.88,344.60,387.39,,indianenergyexchange
42,Total Assets,1453.41,1696.19,985.16,667.26,705.56,,indianenergyexchange
43,OTHER ADDITIONAL INFORMATION,,,,,,,indianenergyexchange
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,,indianenergyexchange
45,Contingent Liabilities,1.94,3.36,1.71,6.34,2.36,,indianenergyexchange
46,BONUS DETAILS,,,,,,,indianenergyexchange
47,Bonus Equity Share Capital,0.00,0.00,0.00,0.00,0.00,,indianenergyexchange
48,NON-CURRENT INVESTMENTS,,,,,,,indianenergyexchange
49,Non-Current Investments Quoted Market Value,121.81,46.71,46.92,196.75,202.24,,indianenergyexchange
50,Non-Current Investments Unquoted Book Value,309.80,36.90,0.00,0.00,0.00,,indianenergyexchange
51,CURRENT INVESTMENTS,,,,,,,indianenergyexchange
52,Current Investments Quoted Market Value,73.41,247.39,186.64,5.79,0.63,,indianenergyexchange
53,Current Investments Unquoted Book Value,432.06,802.27,414.00,306.03,271.81,,indianenergyexchange
0,Balance Sheet of Indian Hotels Company (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,indianhotelscompany
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,indianhotelscompany
2,EQUITIES AND LIABILITIES,,,,,,,indianhotelscompany
3,SHAREHOLDER'S FUNDS,,,,,,,indianhotelscompany
4,Equity Share Capital,142.04,142.04,118.93,118.93,118.93,,indianhotelscompany
5,Total Share Capital,142.04,142.04,118.93,118.93,118.93,,indianhotelscompany
6,Reserves and Surplus,7839.92,6920.21,3529.51,4237.88,4229.07,,indianhotelscompany
7,Total Reserves and Surplus,7839.92,6920.21,3529.51,4237.88,4229.07,,indianhotelscompany
8,Total Shareholders Funds,7981.96,7062.25,3648.44,4356.81,4348.00,,indianhotelscompany
9,Minority Interest,660.09,593.01,634.57,764.90,799.86,,indianhotelscompany
10,NON-CURRENT LIABILITIES,,,,,,,indianhotelscompany
11,Long Term Borrowings,330.98,1387.91,2223.83,2125.80,1687.52,,indianhotelscompany
12,Deferred Tax Liabilities [Net],156.71,87.58,78.05,186.85,376.77,,indianhotelscompany
13,Other Long Term Liabilities,2312.98,1900.02,1888.02,2061.99,179.82,,indianhotelscompany
14,Long Term Provisions,106.88,95.11,91.74,121.09,102.33,,indianhotelscompany
15,Total Non-Current Liabilities,2907.55,3470.62,4281.64,4495.73,2346.44,,indianhotelscompany
16,CURRENT LIABILITIES,,,,,,,indianhotelscompany
17,Short Term Borrowings,487.28,596.85,242.53,166.25,35.68,,indianhotelscompany
18,Trade Payables,476.58,387.33,317.81,389.32,325.25,,indianhotelscompany
19,Other Current Liabilities,936.25,783.73,2216.96,1190.79,1580.89,,indianhotelscompany
20,Short Term Provisions,219.04,195.83,170.76,154.46,147.64,,indianhotelscompany
21,Total Current Liabilities,2119.15,1963.74,2948.06,1900.82,2089.46,,indianhotelscompany
22,Total Capital And Liabilities,13668.75,13089.62,11512.71,11518.26,9583.76,,indianhotelscompany
23,ASSETS,,,,,,,indianhotelscompany
24,NON-CURRENT ASSETS,,,,,,,indianhotelscompany
25,Tangible Assets,7615.29,7239.35,7257.74,6853.93,5233.18,,indianhotelscompany
26,Intangible Assets,549.62,553.08,568.99,590.34,605.60,,indianhotelscompany
27,Capital Work-In-Progress,324.17,193.31,164.99,243.15,115.93,,indianhotelscompany
28,Fixed Assets,8496.96,7985.97,7991.72,7688.35,5954.96,,indianhotelscompany
29,Non-Current Investments,1133.71,1064.33,1034.54,990.35,1123.93,,indianhotelscompany
30,Deferred Tax Assets [Net],158.18,158.00,117.98,76.50,69.44,,indianhotelscompany
31,Long Term Loans And Advances,3.25,0.00,5.05,16.65,15.73,,indianhotelscompany
32,Other Non-Current Assets,632.69,584.31,598.57,694.52,677.45,,indianhotelscompany
33,Total Non-Current Assets,11078.41,10415.52,10358.83,10080.95,8424.98,,indianhotelscompany
34,CURRENT ASSETS,,,,,,,indianhotelscompany
35,Current Investments,757.33,902.47,448.63,436.24,211.21,,indianhotelscompany
36,Inventories,109.21,100.83,92.88,93.61,80.40,,indianhotelscompany
37,Trade Receivables,446.45,255.34,219.84,290.02,321.38,,indianhotelscompany
38,Cash And Cash Equivalents,1053.43,1187.81,153.63,315.58,240.94,,indianhotelscompany
39,Short Term Loans And Advances,6.45,6.31,16.68,4.77,3.44,,indianhotelscompany
40,OtherCurrentAssets,217.47,221.34,222.22,297.09,301.41,,indianhotelscompany
41,Total Current Assets,2590.34,2674.10,1153.88,1437.31,1158.78,,indianhotelscompany
42,Total Assets,13668.75,13089.62,11512.71,11518.26,9583.76,,indianhotelscompany
43,OTHER ADDITIONAL INFORMATION,,,,,,,indianhotelscompany
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,,indianhotelscompany
45,Contingent Liabilities,271.95,778.03,1027.60,974.75,783.46,,indianhotelscompany
46,BONUS DETAILS,,,,,,,indianhotelscompany
47,Bonus Equity Share Capital,29.79,29.79,29.79,29.79,29.79,,indianhotelscompany
48,NON-CURRENT INVESTMENTS,,,,,,,indianhotelscompany
49,Non-Current Investments Quoted Market Value,300.58,358.07,322.44,134.95,246.74,,indianhotelscompany
50,Non-Current Investments Unquoted Book Value,300.58,158.54,133.73,183.05,189.52,,indianhotelscompany
51,CURRENT INVESTMENTS,,,,,,,indianhotelscompany
52,Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,indianhotelscompany
53,Current Investments Unquoted Book Value,757.33,902.47,448.63,436.24,211.21,,indianhotelscompany
0,Balance Sheet of Indian Oil Corporation (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,indianoilcorporation
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,indianoilcorporation
2,EQUITIES AND LIABILITIES,,,,,,,indianoilcorporation
3,SHAREHOLDER'S FUNDS,,,,,,,indianoilcorporation
4,Equity Share Capital,13771.56,9181.04,9181.04,9181.04,9181.04,,indianoilcorporation
5,Total Share Capital,13771.56,9181.04,9181.04,9181.04,9181.04,,indianoilcorporation
6,Reserves and Surplus,125948.68,124354.14,102657.01,86216.87,103288.20,,indianoilcorporation
7,Total Reserves and Surplus,125948.68,124354.14,102657.01,86216.87,103288.20,,indianoilcorporation
8,Total Shareholders Funds,139720.24,133535.18,111838.05,95397.91,112469.24,,indianoilcorporation
9,Minority Interest,3494.10,1591.47,975.94,876.27,1877.36,,indianoilcorporation
10,NON-CURRENT LIABILITIES,,,,,,,indianoilcorporation
11,Long Term Borrowings,63312.94,55944.54,60934.90,56070.61,39152.45,,indianoilcorporation
12,Deferred Tax Liabilities [Net],16800.42,15354.37,13964.47,11439.29,16509.71,,indianoilcorporation
13,Other Long Term Liabilities,10379.62,10458.00,3430.84,2837.68,2215.48,,indianoilcorporation
14,Long Term Provisions,1396.44,1586.59,1596.83,1597.23,2211.99,,indianoilcorporation
15,Total Non-Current Liabilities,91889.42,83343.50,79927.04,71944.81,60089.63,,indianoilcorporation
16,CURRENT LIABILITIES,,,,,,,indianoilcorporation
17,Short Term Borrowings,76801.88,67605.56,47580.01,69897.44,53559.29,,indianoilcorporation
18,Trade Payables,54734.10,49045.91,37247.97,27576.26,41194.12,,indianoilcorporation
19,Other Current Liabilities,64966.07,65754.64,68044.58,54407.87,55791.42,,indianoilcorporation
20,Short Term Provisions,10156.28,9748.59,9302.33,9636.27,10174.05,,indianoilcorporation
21,Total Current Liabilities,206658.33,192154.70,162174.89,161517.84,160718.88,,indianoilcorporation
22,Total Capital And Liabilities,441762.09,410624.85,354915.92,329736.83,335155.11,,indianoilcorporation
23,ASSETS,,,,,,,indianoilcorporation
24,NON-CURRENT ASSETS,,,,,,,indianoilcorporation
25,Tangible Assets,176532.05,157194.98,153698.39,144076.30,129647.12,,indianoilcorporation
26,Intangible Assets,3514.48,3318.33,3385.36,2944.79,2845.60,,indianoilcorporation
27,Capital Work-In-Progress,47550.08,44049.82,32953.16,29628.86,23401.01,,indianoilcorporation
28,Fixed Assets,231180.00,207982.58,193374.29,179865.93,160773.46,,indianoilcorporation
29,Non-Current Investments,41753.92,44338.76,35434.21,27279.69,35510.76,,indianoilcorporation
30,Deferred Tax Assets [Net],0.00,0.00,0.00,0.00,0.00,,indianoilcorporation
31,Long Term Loans And Advances,2285.11,2292.96,2615.24,3294.66,2291.10,,indianoilcorporation
32,Other Non-Current Assets,7676.53,9148.82,7282.45,8560.23,6802.72,,indianoilcorporation
33,Total Non-Current Assets,282896.60,263764.16,238707.23,219001.55,205379.08,,indianoilcorporation
34,CURRENT ASSETS,,,,,,,indianoilcorporation
35,Current Investments,10436.54,8013.20,9282.61,8291.18,8416.90,,indianoilcorporation
36,Inventories,121107.58,111736.51,83427.46,67010.76,77126.48,,indianoilcorporation
37,Trade Receivables,16271.21,18700.42,13800.28,13259.48,15797.72,,indianoilcorporation
38,Cash And Cash Equivalents,2096.64,1820.14,2474.73,2295.98,1064.68,,indianoilcorporation
39,Short Term Loans And Advances,379.73,450.92,988.61,1089.64,1592.05,,indianoilcorporation
40,OtherCurrentAssets,8573.79,6139.50,6235.00,18788.24,25778.20,,indianoilcorporation
41,Total Current Assets,158865.49,146860.69,116208.69,110735.28,129776.03,,indianoilcorporation
42,Total Assets,441762.09,410624.85,354915.92,329736.83,335155.11,,indianoilcorporation
43,OTHER ADDITIONAL INFORMATION,,,,,,,indianoilcorporation
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,,indianoilcorporation
45,Contingent Liabilities,18483.75,69357.88,48748.74,47749.03,47434.95,,indianoilcorporation
46,BONUS DETAILS,,,,,,,indianoilcorporation
47,Bonus Equity Share Capital,9037.98,9037.98,9037.98,9037.98,9037.98,,indianoilcorporation
48,NON-CURRENT INVESTMENTS,,,,,,,indianoilcorporation
49,Non-Current Investments Quoted Market Value,33570.10,34445.57,0.00,0.00,0.00,,indianoilcorporation
50,Non-Current Investments Unquoted Book Value,21003.23,19830.69,5075.77,1845.76,2119.21,,indianoilcorporation
51,CURRENT INVESTMENTS,,,,,,,indianoilcorporation
52,Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,indianoilcorporation
53,Current Investments Unquoted Book Value,0.00,0.00,415.32,204.79,1.10,,indianoilcorporation
0,Balance Sheet of IRCTC - Indian Railway Catering & Tourism Corp (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,irctc-indianrailwaycateringtourismcorp
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,irctc-indianrailwaycateringtourismcorp
2,EQUITIES AND LIABILITIES,,,,,,,irctc-indianrailwaycateringtourismcorp
3,SHAREHOLDER'S FUNDS,,,,,,,irctc-indianrailwaycateringtourismcorp
4,Equity Share Capital,160.00,160.00,160.00,160.00,160.00,,irctc-indianrailwaycateringtourismcorp
5,Total Share Capital,160.00,160.00,160.00,160.00,160.00,,irctc-indianrailwaycateringtourismcorp
6,Reserves and Surplus,2318.40,1723.88,1306.95,1167.82,911.02,,irctc-indianrailwaycateringtourismcorp
7,Total Reserves and Surplus,2318.40,1723.88,1306.95,1167.82,911.02,,irctc-indianrailwaycateringtourismcorp
8,Total Shareholders Funds,2478.40,1883.88,1466.95,1327.82,1071.02,,irctc-indianrailwaycateringtourismcorp
9,NON-CURRENT LIABILITIES,,,,,,,irctc-indianrailwaycateringtourismcorp
10,Long Term Borrowings,0.00,0.00,0.00,0.00,0.00,,irctc-indianrailwaycateringtourismcorp
11,Deferred Tax Liabilities [Net],0.00,0.00,0.00,0.00,0.00,,irctc-indianrailwaycateringtourismcorp
12,Other Long Term Liabilities,113.55,114.31,88.75,86.85,20.53,,irctc-indianrailwaycateringtourismcorp
13,Long Term Provisions,105.44,54.35,72.57,48.88,46.16,,irctc-indianrailwaycateringtourismcorp
14,Total Non-Current Liabilities,218.99,168.66,161.31,135.73,66.69,,irctc-indianrailwaycateringtourismcorp
15,CURRENT LIABILITIES,,,,,,,irctc-indianrailwaycateringtourismcorp
16,Short Term Borrowings,0.00,21.49,0.00,0.00,0.00,,irctc-indianrailwaycateringtourismcorp
17,Trade Payables,852.15,678.60,180.31,169.54,193.13,,irctc-indianrailwaycateringtourismcorp
18,Other Current Liabilities,1511.63,1056.14,1346.62,1585.64,1249.64,,irctc-indianrailwaycateringtourismcorp
19,Short Term Provisions,27.58,28.40,10.85,31.11,13.75,,irctc-indianrailwaycateringtourismcorp
20,Total Current Liabilities,2391.37,1784.63,1537.78,1786.29,1456.52,,irctc-indianrailwaycateringtourismcorp
21,Total Capital And Liabilities,5088.76,3837.18,3166.04,3249.84,2594.24,,irctc-indianrailwaycateringtourismcorp
22,ASSETS,,,,,,,irctc-indianrailwaycateringtourismcorp
23,NON-CURRENT ASSETS,,,,,,,irctc-indianrailwaycateringtourismcorp
24,Tangible Assets,321.62,303.09,275.93,251.66,147.05,,irctc-indianrailwaycateringtourismcorp
25,Intangible Assets,2.73,5.36,6.69,4.34,7.55,,irctc-indianrailwaycateringtourismcorp
26,Capital Work-In-Progress,33.79,26.17,24.30,16.21,40.38,,irctc-indianrailwaycateringtourismcorp
27,Other Assets,26.58,26.96,27.34,27.39,27.66,,irctc-indianrailwaycateringtourismcorp
28,Fixed Assets,384.72,361.59,334.26,299.60,222.63,,irctc-indianrailwaycateringtourismcorp
29,Non-Current Investments,0.00,0.00,0.00,0.00,0.00,,irctc-indianrailwaycateringtourismcorp
30,Deferred Tax Assets [Net],130.55,94.73,71.89,65.72,81.72,,irctc-indianrailwaycateringtourismcorp
31,Long Term Loans And Advances,0.00,0.00,0.19,0.18,2.39,,irctc-indianrailwaycateringtourismcorp
32,Other Non-Current Assets,220.84,49.81,34.76,26.34,22.95,,irctc-indianrailwaycateringtourismcorp
33,Total Non-Current Assets,736.11,506.13,441.10,391.85,329.70,,irctc-indianrailwaycateringtourismcorp
34,CURRENT ASSETS,,,,,,,irctc-indianrailwaycateringtourismcorp
35,Current Investments,0.00,0.00,0.00,0.00,0.00,,irctc-indianrailwaycateringtourismcorp
36,Inventories,9.61,7.93,6.54,9.76,7.89,,irctc-indianrailwaycateringtourismcorp
37,Trade Receivables,1142.91,572.64,540.05,789.41,587.45,,irctc-indianrailwaycateringtourismcorp
38,Cash And Cash Equivalents,1933.73,1731.57,1460.50,1296.43,1140.04,,irctc-indianrailwaycateringtourismcorp
39,Short Term Loans And Advances,208.81,103.05,11.25,11.89,8.35,,irctc-indianrailwaycateringtourismcorp
40,OtherCurrentAssets,1057.58,915.86,706.60,750.50,520.81,,irctc-indianrailwaycateringtourismcorp
41,Total Current Assets,4352.65,3331.04,2724.94,2857.99,2264.54,,irctc-indianrailwaycateringtourismcorp
42,Total Assets,5088.76,3837.18,3166.04,3249.84,2594.24,,irctc-indianrailwaycateringtourismcorp
43,OTHER ADDITIONAL INFORMATION,,,,,,,irctc-indianrailwaycateringtourismcorp
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,,irctc-indianrailwaycateringtourismcorp
45,Contingent Liabilities,485.91,307.60,206.57,235.92,224.01,,irctc-indianrailwaycateringtourismcorp
46,CIF VALUE OF IMPORTS,,,,,,,irctc-indianrailwaycateringtourismcorp
47,Raw Materials,0.00,0.00,0.00,0.00,0.00,,irctc-indianrailwaycateringtourismcorp
48,"Stores, Spares And Loose Tools",0.00,0.00,0.00,0.00,0.00,,irctc-indianrailwaycateringtourismcorp
49,Trade/Other Goods,0.00,0.00,0.00,0.00,0.00,,irctc-indianrailwaycateringtourismcorp
50,Capital Goods,0.00,0.00,0.00,0.00,0.00,,irctc-indianrailwaycateringtourismcorp
51,EXPENDITURE IN FOREIGN EXCHANGE,,,,,,,irctc-indianrailwaycateringtourismcorp
52,Expenditure In Foreign Currency,0.47,0.01,0.01,0.47,0.67,,irctc-indianrailwaycateringtourismcorp
53,REMITTANCES IN FOREIGN CURRENCIES FOR DIVIDENDS,,,,,,,irctc-indianrailwaycateringtourismcorp
54,Dividend Remittance In Foreign Currency,--,--,--,--,--,,irctc-indianrailwaycateringtourismcorp
55,EARNINGS IN FOREIGN EXCHANGE,,,,,,,irctc-indianrailwaycateringtourismcorp
56,FOB Value Of Goods,--,--,--,--,--,,irctc-indianrailwaycateringtourismcorp
57,Other Earnings,27.37,19.37,9.85,43.32,33.54,,irctc-indianrailwaycateringtourismcorp
58,BONUS DETAILS,,,,,,,irctc-indianrailwaycateringtourismcorp
59,Bonus Equity Share Capital,140.00,140.00,140.00,140.00,140.00,,irctc-indianrailwaycateringtourismcorp
60,NON-CURRENT INVESTMENTS,,,,,,,irctc-indianrailwaycateringtourismcorp
61,Non-Current Investments Quoted Market Value,--,--,--,--,--,,irctc-indianrailwaycateringtourismcorp
62,Non-Current Investments Unquoted Book Value,--,--,0.00,0.00,0.00,,irctc-indianrailwaycateringtourismcorp
63,CURRENT INVESTMENTS,,,,,,,irctc-indianrailwaycateringtourismcorp
64,Current Investments Quoted Market Value,--,--,--,--,--,,irctc-indianrailwaycateringtourismcorp
65,Current Investments Unquoted Book Value,--,--,--,--,--,,irctc-indianrailwaycateringtourismcorp
0,Balance Sheet of Indraprastha Gas (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,indraprasthagas
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,indraprasthagas
2,EQUITIES AND LIABILITIES,,,,,,,indraprasthagas
3,SHAREHOLDER'S FUNDS,,,,,,,indraprasthagas
4,Equity Share Capital,140.00,140.00,140.00,140.00,140.00,,indraprasthagas
5,Total Share Capital,140.00,140.00,140.00,140.00,140.00,,indraprasthagas
6,Reserves and Surplus,7791.24,7446.04,6194.43,5217.97,4175.71,,indraprasthagas
7,Total Reserves and Surplus,7791.24,7446.04,6194.43,5217.97,4175.71,,indraprasthagas
8,Total Shareholders Funds,7931.24,7586.04,6334.43,5357.97,4315.71,,indraprasthagas
9,Minority Interest,0.00,0.00,0.00,0.00,0.00,,indraprasthagas
10,NON-CURRENT LIABILITIES,,,,,,,indraprasthagas
11,Long Term Borrowings,0.00,0.00,0.00,0.00,0.00,,indraprasthagas
12,Deferred Tax Liabilities [Net],316.78,273.67,242.19,288.40,315.93,,indraprasthagas
13,Other Long Term Liabilities,113.01,94.67,95.57,79.02,1.38,,indraprasthagas
14,Long Term Provisions,27.99,26.75,25.64,23.47,19.55,,indraprasthagas
15,Total Non-Current Liabilities,457.78,395.09,363.40,390.89,336.86,,indraprasthagas
16,CURRENT LIABILITIES,,,,,,,indraprasthagas
17,Short Term Borrowings,0.00,0.00,0.00,0.00,0.00,,indraprasthagas
18,Trade Payables,901.33,786.69,418.60,224.96,488.48,,indraprasthagas
19,Other Current Liabilities,2814.43,1931.62,1586.54,1313.24,1042.24,,indraprasthagas
20,Short Term Provisions,515.82,402.77,347.01,257.29,0.00,,indraprasthagas
21,Total Current Liabilities,4231.58,3121.08,2352.15,1795.49,1530.72,,indraprasthagas
22,Total Capital And Liabilities,12620.60,11102.21,9049.98,7544.35,6183.29,,indraprasthagas
23,ASSETS,,,,,,,indraprasthagas
24,NON-CURRENT ASSETS,,,,,,,indraprasthagas
25,Tangible Assets,5720.54,4989.61,4303.80,3538.73,2855.30,,indraprasthagas
26,Intangible Assets,13.00,12.13,17.07,18.17,21.55,,indraprasthagas
27,Capital Work-In-Progress,1433.74,1378.60,846.94,776.69,478.08,,indraprasthagas
28,Fixed Assets,7167.28,6380.34,5167.81,4333.59,3354.93,,indraprasthagas
29,Non-Current Investments,1102.80,908.01,720.70,630.22,492.07,,indraprasthagas
30,Deferred Tax Assets [Net],0.00,0.00,0.00,0.00,0.00,,indraprasthagas
31,Long Term Loans And Advances,0.00,0.00,13.69,13.38,11.47,,indraprasthagas
32,Other Non-Current Assets,122.62,51.17,52.27,69.52,82.45,,indraprasthagas
33,Total Non-Current Assets,8392.70,7339.52,5954.47,5046.71,3940.92,,indraprasthagas
34,CURRENT ASSETS,,,,,,,indraprasthagas
35,Current Investments,419.13,1717.68,1567.70,0.00,1285.87,,indraprasthagas
36,Inventories,49.17,45.52,45.55,51.11,50.94,,indraprasthagas
37,Trade Receivables,903.35,520.56,260.71,170.39,221.48,,indraprasthagas
38,Cash And Cash Equivalents,2633.23,1361.64,1132.29,2179.94,607.09,,indraprasthagas
39,Short Term Loans And Advances,0.00,22.15,7.64,1.99,3.78,,indraprasthagas
40,OtherCurrentAssets,223.02,95.14,81.62,94.21,73.21,,indraprasthagas
